gen,eval,o3d_fitness_mean,o3d_fitness_max,o3d_rmse_mean,o3d_rmse_min,o3d_mae_mean,o3d_mae_min
0,30,0.0,0.0,10000.0,10000.0,10000.0,10000.0
1,30,0.0,0.0,10000.0,10000.0,10000.0,10000.0
2,30,0.0,0.0,10000.0,10000.0,10000.0,10000.0
3,30,0.0,0.0,10000.0,10000.0,10000.0,10000.0
4,30,0.0,0.0,10000.0,10000.0,10000.0,10000.0
5,30,0.0,0.0,10000.0,10000.0,10000.0,10000.0
6,30,0.033,1.0,9666.822,4.663,9666.996,9.873
7,30,0.033,1.0,9666.822,4.663,9666.996,9.873
8,30,0.033,1.0,9666.822,4.663,9666.996,9.873
9,30,0.033,1.0,9666.822,4.663,9666.996,9.873
10,30,0.033,1.0,9666.822,4.663,9666.996,9.873
11,30,0.033,1.0,9666.822,4.663,9666.996,9.873
12,30,0.033,1.0,9666.822,4.663,9666.996,9.873
13,30,0.033,1.0,9666.822,4.663,9666.996,9.873
14,30,0.033,1.0,9666.822,4.663,9666.996,9.873
15,30,0.033,1.0,9666.822,4.663,9666.996,9.873
16,30,0.033,1.0,9666.822,4.663,9666.996,9.873
17,30,0.033,1.0,9666.822,4.663,9666.996,9.873
18,30,0.033,1.0,9666.822,4.663,9666.996,9.873
19,30,0.033,1.0,9666.822,4.663,9666.996,9.873
20,30,0.033,1.0,9666.822,4.663,9666.996,9.873
21,30,0.033,1.0,9666.822,4.663,9666.996,9.873
22,30,0.033,1.0,9666.822,4.663,9666.996,9.873
23,30,0.033,1.0,9666.822,4.663,9666.996,9.873
24,30,0.033,1.0,9666.822,4.663,9666.996,9.873
25,30,0.033,1.0,9666.822,4.663,9666.996,9.873
26,30,0.033,1.0,9666.822,4.663,9666.996,9.873
27,30,0.033,1.0,9666.822,4.663,9666.996,9.873
28,30,0.033,1.0,9666.822,4.663,9666.996,9.873
29,30,0.033,1.0,9666.822,4.663,9666.996,9.873
30,30,0.033,1.0,9666.822,4.663,9666.996,9.873
31,30,0.033,1.0,9666.822,4.663,9666.996,9.873
32,30,0.033,1.0,9666.822,4.663,9666.996,9.873
33,30,0.033,1.0,9666.822,4.663,9666.996,9.873
34,30,0.033,1.0,9666.822,4.663,9666.996,9.873
35,30,0.033,1.0,9666.822,4.663,9666.996,9.873
36,30,0.033,1.0,9666.822,4.663,9666.996,9.873
37,30,0.033,1.0,9666.822,4.663,9666.996,9.873
38,30,0.033,1.0,9666.822,4.663,9666.996,9.873
39,30,0.033,1.0,9666.822,4.663,9666.996,9.873
40,30,0.033,1.0,9666.822,4.663,9666.996,9.873
41,30,0.033,1.0,9666.822,4.663,9666.996,9.873
42,30,0.033,1.0,9666.822,4.663,9666.996,9.873
43,30,0.033,1.0,9666.822,4.663,9666.996,9.873
44,30,0.033,1.0,9666.822,4.663,9666.996,9.873
45,30,0.033,1.0,9666.822,4.663,9666.996,9.873
46,30,0.033,1.0,9666.822,4.663,9666.996,9.873
47,30,0.033,1.0,9666.822,4.663,9666.996,9.873
48,30,0.033,1.0,9666.822,4.663,9666.996,9.873
49,30,0.033,1.0,9666.822,4.663,9666.996,9.873
50,30,0.033,1.0,9666.822,4.663,9666.996,9.873
51,30,0.033,1.0,9666.822,4.663,9666.996,9.873
52,30,0.033,1.0,9666.822,4.663,9666.996,9.873
53,30,0.033,1.0,9666.822,4.663,9666.996,9.873
54,30,0.033,1.0,9666.822,4.663,9666.996,9.873
55,30,0.033,1.0,9666.822,4.663,9666.996,9.873
56,30,0.033,1.0,9666.822,4.663,9666.996,9.873
57,30,0.033,1.0,9666.822,4.663,9666.996,9.873
58,30,0.033,1.0,9666.822,4.663,9666.996,9.873
59,30,0.033,1.0,9666.822,4.663,9666.996,9.873
60,30,0.033,1.0,9666.822,4.663,9666.996,9.873
61,30,0.033,1.0,9666.822,4.663,9666.996,9.873
62,30,0.033,1.0,9666.822,4.663,9666.996,9.873
63,30,0.033,1.0,9666.822,4.663,9666.996,9.873
64,30,0.033,1.0,9666.822,4.663,9666.996,9.873
65,30,0.033,1.0,9666.822,4.663,9666.996,9.873
66,30,0.033,1.0,9666.822,4.663,9666.996,9.873
67,30,0.033,1.0,9666.822,4.663,9666.996,9.873
68,30,0.033,1.0,9666.822,4.663,9666.996,9.873
69,30,0.033,1.0,9666.822,4.663,9666.996,9.873
70,30,0.033,1.0,9666.822,4.663,9666.996,9.873
71,30,0.033,1.0,9666.822,4.663,9666.996,9.873
72,30,0.033,1.0,9666.822,4.663,9666.996,9.873
73,30,0.033,1.0,9666.822,4.663,9666.996,9.873
74,30,0.033,1.0,9666.822,4.663,9666.996,9.873
75,30,0.033,1.0,9666.822,4.663,9666.996,9.873
76,30,0.033,1.0,9666.822,4.663,9666.996,9.873
77,30,0.033,1.0,9666.822,4.663,9666.996,9.873
78,30,0.033,1.0,9666.822,4.663,9666.996,9.873
79,30,0.033,1.0,9666.822,4.663,9666.996,9.873
80,30,0.033,1.0,9666.822,4.663,9666.996,9.873
81,30,0.033,1.0,9666.822,4.663,9666.996,9.873
82,30,0.033,1.0,9666.822,4.663,9666.996,9.873
83,30,0.033,1.0,9666.822,4.663,9666.996,9.873
84,30,0.033,1.0,9666.822,4.663,9666.996,9.873
85,30,0.033,1.0,9666.822,4.663,9666.996,9.873
86,30,0.033,1.0,9666.822,4.663,9666.996,9.873
87,30,0.033,1.0,9666.822,4.663,9666.996,9.873
88,30,0.033,1.0,9666.822,4.663,9666.996,9.873
89,30,0.033,1.0,9666.822,4.663,9666.996,9.873
90,30,0.033,1.0,9666.822,4.663,9666.996,9.873
91,30,0.033,1.0,9666.822,4.663,9666.996,9.873
92,30,0.033,1.0,9666.822,4.663,9666.996,9.873
93,30,0.033,1.0,9666.822,4.663,9666.996,9.873
94,30,0.033,1.0,9666.822,4.663,9666.996,9.873
95,30,0.033,1.0,9666.822,4.663,9666.996,9.873
96,30,0.033,1.0,9666.822,4.663,9666.996,9.873
97,30,0.033,1.0,9666.822,4.663,9666.996,9.873
98,30,0.033,1.0,9666.822,4.663,9666.996,9.873
