gen,eval,o3d_fitness_mean,o3d_fitness_max,o3d_rmse_mean,o3d_rmse_min,o3d_mae_mean,o3d_mae_min
0,30,0.0,0.0,10000.0,10000.0,10000.0,10000.0
1,30,0.0,0.0,10000.0,10000.0,10000.0,10000.0
2,30,0.033,1.0,9666.824,4.716,9666.98,9.411
3,30,0.033,1.0,9666.824,4.716,9666.98,9.411
4,30,0.033,1.0,9666.824,4.716,9666.98,9.411
5,30,0.033,1.0,9666.824,4.716,9666.98,9.411
6,30,0.033,1.0,9666.824,4.716,9666.98,9.411
7,30,0.033,1.0,9666.824,4.716,9666.98,9.411
8,30,0.033,1.0,9666.824,4.716,9666.98,9.411
9,30,0.033,1.0,9666.824,4.716,9666.98,9.411
10,30,0.033,1.0,9666.824,4.716,9666.98,9.411
11,30,0.033,1.0,9666.824,4.716,9666.98,9.411
12,30,0.033,1.0,9666.824,4.716,9666.98,9.411
13,30,0.033,1.0,9666.824,4.716,9666.98,9.411
14,30,0.033,1.0,9666.824,4.716,9666.98,9.411
15,30,0.033,1.0,9666.824,4.716,9666.98,9.411
16,30,0.033,1.0,9666.824,4.716,9666.98,9.411
17,30,0.033,1.0,9666.824,4.716,9666.98,9.411
18,30,0.033,1.0,9666.824,4.716,9666.98,9.411
19,30,0.033,1.0,9666.824,4.716,9666.98,9.411
20,30,0.033,1.0,9666.824,4.716,9666.98,9.411
21,30,0.033,1.0,9666.824,4.716,9666.98,9.411
22,30,0.033,1.0,9666.824,4.716,9666.98,9.411
23,30,0.033,1.0,9666.824,4.716,9666.98,9.411
24,30,0.033,1.0,9666.824,4.716,9666.98,9.411
25,30,0.033,1.0,9666.824,4.716,9666.98,9.411
26,30,0.033,1.0,9666.824,4.716,9666.98,9.411
27,30,0.033,1.0,9666.824,4.716,9666.98,9.411
28,30,0.033,1.0,9666.824,4.716,9666.98,9.411
29,30,0.033,1.0,9666.824,4.716,9666.98,9.411
30,30,0.033,1.0,9666.824,4.716,9666.98,9.411
31,30,0.033,1.0,9666.824,4.716,9666.98,9.411
32,30,0.033,1.0,9666.824,4.716,9666.98,9.411
33,30,0.033,1.0,9666.824,4.716,9666.98,9.411
34,30,0.033,1.0,9666.824,4.716,9666.98,9.411
35,30,0.033,1.0,9666.824,4.716,9666.98,9.411
36,30,0.033,1.0,9666.824,4.716,9666.98,9.411
37,30,0.033,1.0,9666.824,4.716,9666.98,9.411
38,30,0.033,1.0,9666.824,4.716,9666.98,9.411
39,30,0.033,1.0,9666.824,4.716,9666.98,9.411
40,30,0.033,1.0,9666.824,4.716,9666.98,9.411
41,30,0.033,1.0,9666.824,4.716,9666.98,9.411
42,30,0.033,1.0,9666.824,4.716,9666.98,9.411
43,30,0.033,1.0,9666.824,4.716,9666.98,9.411
44,30,0.033,1.0,9666.824,4.716,9666.98,9.411
45,30,0.033,1.0,9666.824,4.716,9666.98,9.411
46,30,0.033,1.0,9666.824,4.716,9666.98,9.411
47,30,0.033,1.0,9666.824,4.716,9666.98,9.411
48,30,0.033,1.0,9666.824,4.716,9666.98,9.411
49,30,0.033,1.0,9666.824,4.716,9666.98,9.411
50,30,0.033,1.0,9666.824,4.716,9666.98,9.411
51,30,0.033,1.0,9666.824,4.716,9666.98,9.411
52,30,0.033,1.0,9666.824,4.716,9666.98,9.411
53,30,0.033,1.0,9666.824,4.716,9666.98,9.411
54,30,0.033,1.0,9666.824,4.716,9666.98,9.411
55,30,0.033,1.0,9666.824,4.716,9666.98,9.411
56,30,0.033,1.0,9666.824,4.716,9666.98,9.411
57,30,0.033,1.0,9666.824,4.716,9666.98,9.411
58,30,0.033,1.0,9666.824,4.716,9666.98,9.411
59,30,0.033,1.0,9666.824,4.716,9666.98,9.411
60,30,0.033,1.0,9666.824,4.716,9666.98,9.411
61,30,0.033,1.0,9666.824,4.716,9666.98,9.411
62,30,0.033,1.0,9666.824,4.716,9666.98,9.411
63,30,0.033,1.0,9666.824,4.716,9666.98,9.411
64,30,0.033,1.0,9666.824,4.716,9666.98,9.411
65,30,0.033,1.0,9666.824,4.716,9666.98,9.411
66,30,0.033,1.0,9666.824,4.716,9666.98,9.411
67,30,0.033,1.0,9666.824,4.716,9666.98,9.411
68,30,0.033,1.0,9666.824,4.716,9666.98,9.411
69,30,0.033,1.0,9666.824,4.716,9666.98,9.411
70,30,0.033,1.0,9666.824,4.716,9666.98,9.411
71,30,0.033,1.0,9666.824,4.716,9666.98,9.411
72,30,0.033,1.0,9666.824,4.716,9666.98,9.411
73,30,0.033,1.0,9666.824,4.716,9666.98,9.411
74,30,0.033,1.0,9666.824,4.716,9666.98,9.411
75,30,0.033,1.0,9666.824,4.716,9666.98,9.411
76,30,0.033,1.0,9666.824,4.716,9666.98,9.411
77,30,0.033,1.0,9666.824,4.716,9666.98,9.411
78,30,0.033,1.0,9666.824,4.716,9666.98,9.411
79,30,0.033,1.0,9666.824,4.716,9666.98,9.411
80,30,0.033,1.0,9666.824,4.716,9666.98,9.411
81,30,0.033,1.0,9666.824,4.716,9666.98,9.411
82,30,0.033,1.0,9666.824,4.716,9666.98,9.411
83,30,0.033,1.0,9666.824,4.716,9666.98,9.411
84,30,0.033,1.0,9666.824,4.716,9666.98,9.411
85,30,0.033,1.0,9666.824,4.716,9666.98,9.411
86,30,0.033,1.0,9666.824,4.716,9666.98,9.411
87,30,0.033,1.0,9666.824,4.716,9666.98,9.411
88,30,0.033,1.0,9666.824,4.716,9666.98,9.411
89,30,0.033,1.0,9666.824,4.716,9666.98,9.411
90,30,0.033,1.0,9666.824,4.716,9666.98,9.411
91,30,0.033,1.0,9666.824,4.716,9666.98,9.411
92,30,0.033,1.0,9666.824,4.716,9666.98,9.411
93,30,0.033,1.0,9666.824,4.716,9666.98,9.411
94,30,0.033,1.0,9666.824,4.716,9666.98,9.411
95,30,0.033,1.0,9666.824,4.716,9666.98,9.411
96,30,0.033,1.0,9666.824,4.716,9666.98,9.411
97,30,0.033,1.0,9666.824,4.716,9666.98,9.411
98,30,0.033,1.0,9666.824,4.716,9666.98,9.411
