no,stage,x,y,z,tbxta,sox2,wnt8a,depdc7a
1,18ss,135.19,112.373,46.2237,14.3661,46,7.98319,7.87639
1,18ss,134.063,116.783,46.0368,10.9844,36,5.44705,6.91491
1,18ss,140.041,97.8854,46.9722,10.3641,46,5.18164,6.56624
1,18ss,135.421,103.734,47.2471,7.8413,81,5.37327,5.85747
1,18ss,130.219,108.985,47.6952,10.4581,51,6.30315,6.52529
1,18ss,143.598,102.113,48.1171,8.17908,45,5.6836,7.17444
1,18ss,123.797,105.757,47.9224,8.49097,49,5.05005,6.0531
1,18ss,123.984,111.886,47.9761,8.05727,43,4.97364,5.78216
1,18ss,127.189,117.147,49.2506,27.8011,119,18.4872,8.11686
1,18ss,143.501,107.198,50.3144,11.2328,47,10.8161,7.37028
1,18ss,121.621,98.2308,50.6845,8.49253,45,5.08405,5.81078
1,18ss,128.371,101.122,50.3787,7.60823,40,5.17233,4.93117
1,18ss,140.999,117.93,50.5144,27.0369,55,16.016,11.3463
1,18ss,140.316,103.35,51.7193,12.244,41,6.35262,5.89466
1,18ss,146.635,113.267,47.6063,11.555,84,9.54886,9.06371
1,18ss,146.885,95.3731,47.2777,18.8254,112,13.466,8.67041
1,18ss,149.237,107.159,47.8363,10.9736,55,10.0016,8.40335
1,18ss,158.022,110.8,47.644,8.58226,50,4.29393,5.64393
1,18ss,161.12,116.086,48.1362,3.80916,41,3.51774,4.65155
1,18ss,157.978,95.3024,49.3931,25.6632,134,9.45745,8.97593
1,18ss,158.982,100.433,49.6456,15.5976,137,7.94754,7.50497
1,18ss,153.819,100.515,50.0618,20.2513,132,18.3539,9.04337
1,18ss,152.88,117.637,50.2327,19.9844,75,10.4088,10.3603
1,18ss,165.168,104.008,51.1908,6.60668,99,4.09035,5.82148
1,18ss,153.45,111.759,51.0615,15.5338,48,9.90106,7.5175
1,18ss,147.057,113.779,53.6572,16.4574,126,10.3574,9.56865
1,18ss,157.33,119.082,51.974,13.8516,176,12.4454,10.7626
1,18ss,165.323,107.287,52.4978,5.8862,48,3.56957,5.23098
1,18ss,171.075,100.94,49.9002,2.74758,45,2.60782,4.03941
1,18ss,170.545,105.126,50.3388,2.74639,45,2.54968,4.66087
1,18ss,89.0121,124.927,47.0884,5.39171,36,3.12305,3.58778
1,18ss,83.5111,130.887,46.3822,2.85627,153,3.72757,3.76229
1,18ss,89.2676,138.138,50.2458,3.13348,105,5.58702,3.95264
1,18ss,78.7538,140.585,48.0502,2.63494,116,4.49483,4.15529
1,18ss,87.4592,132.439,49.2398,3.40782,106,4.40438,4.05723
1,18ss,83.328,140.838,50.949,2.41494,122,5.35028,4.32108
1,18ss,77.5468,129.7,50.7511,2.65629,61,2.95137,3.28967
1,18ss,82.6673,130.671,51.8658,2.98141,74,3.95743,3.68245
1,18ss,84.5256,136.228,52.4304,2.28844,67,3.65851,3.56956
1,18ss,118.213,125.267,46.6312,5.96543,41,3.7732,5.28976
1,18ss,110.733,126.893,46.3222,6.71067,57,3.47498,4.57789
1,18ss,94.8116,137.261,47.7756,4.04354,190,5.97874,3.97547
1,18ss,112.673,121.868,47.9344,7.08631,45,3.70113,4.64058
1,18ss,100.267,134.341,47.8532,5.54411,113,5.28822,4.66529
1,18ss,115.664,139.106,48.3375,11.7429,93,9.41431,4.80581
1,18ss,106.144,142.486,49.272,6.28574,112,7.18452,4.40729
1,18ss,94.7355,131.231,48.5103,4.73196,92,4.65084,3.67242
1,18ss,103.43,123.345,48.3473,11.3545,80,3.35396,4.44216
1,18ss,118.416,134.098,48.825,8.66312,116,4.91866,4.56226
1,18ss,105.627,134.95,48.3527,5.48786,125,8.68844,4.00484
1,18ss,96.5926,143.183,49.7273,3.4587,128,7.05815,4.13033
1,18ss,101.911,128.693,49.4434,5.76569,169,3.86659,3.7661
1,18ss,96.9291,126.527,50.7019,9.16311,94,3.84173,3.67068
1,18ss,110.186,133.727,51.245,5.40814,78,8.94903,4.3706
1,18ss,108.902,139.926,51.6158,6.46454,92,7.02658,3.74727
1,18ss,143.328,140.4,45.7931,19.3695,110,8.08505,10.1307
1,18ss,138.282,122.151,46.5261,12.2755,39,7.48137,7.14032
1,18ss,123.428,125.178,47.0595,10.5416,57,4.60437,5.3108
1,18ss,120.927,119.852,47.5791,7.98591,46,4.26799,5.21144
1,18ss,126.227,133.86,50.0413,19.6643,191,13.362,12.7712
1,18ss,133.779,136.615,49.0676,18.1461,165,7.74812,10.2356
1,18ss,137.244,143.18,48.8068,12.2271,167,12.9454,9.99796
1,18ss,132.558,127.712,50.1567,26.036,53,12.4407,11.0454
1,18ss,129.653,139.211,49.7574,17.8599,184,9.95275,8.98721
1,18ss,132.562,120.461,50.268,14.6886,39,9.84276,7.58832
1,18ss,142.383,127.628,50.9457,13.8028,44,6.9805,7.18869
1,18ss,122.507,136.519,51.365,14.6488,96,10.2862,8.45483
1,18ss,142.216,137.111,51.4833,23.5323,56,13.8637,10.8735
1,18ss,127.959,127.471,51.6168,29.7677,87,13.4833,10.626
1,18ss,149.344,137.192,45.3235,16.5915,223,7.19005,12.179
1,18ss,153.799,141.34,46.4512,2.78824,43,3.01522,4.24911
1,18ss,154.878,124.525,47.3325,15.2972,144,9.7529,9.35043
1,18ss,154.996,131.273,47.5807,17.0019,96,9.26569,10.6175
1,18ss,150.247,126.687,48.4959,22.6752,139,10.0761,10.492
1,18ss,160.761,119.494,48.843,4.19792,62,3.732,5.01336
1,18ss,144.342,132.641,50.1358,18.9397,50,9.58903,8.81019
1,18ss,149.292,137.76,51.1823,17.6457,99,9.82544,11.2422
1,18ss,162.415,132.384,51.1359,3.30741,51,3.07362,3.88136
1,18ss,159.083,139.332,51.3431,2.50262,39,2.67424,3.60005
1,18ss,147.139,123.094,51.6847,12.3571,41,9.35417,9.30583
1,18ss,88.05,148.838,47.0935,4.98559,137,6.50736,5.17732
1,18ss,92.7564,162.322,45.9357,9.96112,251,10.9978,11.6038
1,18ss,78.2826,158.324,47.8088,5.22709,220,9.18458,7.36568
1,18ss,86.6997,146.533,49.2713,2.10084,38,3.79832,3.62185
1,18ss,92.7883,154.987,48.9812,5.14841,198,11.9263,7.427
1,18ss,84.0083,153.729,50.0487,4.07357,184,5.62892,5.48179
1,18ss,88.0584,154.424,50.7982,4.15966,199,8.55347,5.75334
1,18ss,84.1604,161.482,51.4972,7.88889,223,7.57403,9.48477
1,18ss,79.6513,153.034,51.5894,3.79171,144,5.1096,5.08814
1,18ss,80.7888,165.838,52.0559,8.04408,254,6.89551,8.0947
1,18ss,89.8996,145.329,51.5546,3.275,82,4.65747,4.00119
1,18ss,92.3539,162.903,52.0302,9.64001,255,9.957,12.4634
1,18ss,106.38,152.202,46.5355,8.15205,231,8.83453,6.20328
1,18ss,118.53,153.041,46.6542,15.4418,232,11.226,11.6721
1,18ss,113.58,165.898,45.9103,3.53644,49,4.07041,4.98365
1,18ss,98.9745,147.397,46.4429,3.66853,138,7.96057,4.61287
1,18ss,113.911,153.617,46.9713,10.3799,198,12.0727,9.00281
1,18ss,100.056,160.549,46.7393,14.0595,225,7.20553,11.4067
1,18ss,108.173,157.297,47.7214,13.4258,233,15.1311,9.3424
1,18ss,146.082,119.544,44.0645,18.1332,93,9.4538,9.88334
1,18ss,158.178,133.301,44.8991,4.04653,75,3.34562,5.16366
1,18ss,158.297,140.4,43.5975,1.95386,46,2.50747,3.69132
1,18ss,93.6259,158.007,41.1811,8.01285,254,7.57659,10.1163
1,18ss,77.4973,150.806,41.7775,3.51342,202,7.46735,5.99708
1,18ss,78.5673,159.918,41.2191,8.96578,249,13.1295,11.9789
1,18ss,78.5742,145.164,43.7956,3.55772,144,8.12468,4.56092
1,18ss,88.1893,166.664,41.8236,2.97407,120,4.70455,5.93765
1,18ss,82.9073,144.905,44.5223,3.67331,253,6.3819,4.76457
1,18ss,93.5311,149.702,43.8541,4.84696,156,9.24099,5.89167
1,18ss,84.2349,166.822,42.8919,3.0977,94,4.63589,6.50523
1,18ss,82.271,151.555,44.2668,4.33831,241,6.20974,6.72762
1,18ss,85.0116,161.573,44.432,8.87924,239,11.4913,12.8518
1,18ss,112.476,157.266,39.6873,5.3937,141,4.90697,7.38253
1,18ss,95.8589,163.947,41.0987,4.93484,199,5.53767,7.90896
1,18ss,95.6358,144.698,41.8748,3.17859,100,10.6285,6.64384
1,18ss,115.93,160.438,42.435,4.83434,119,4.50779,6.10998
1,18ss,103.582,146.982,43.1936,4.62548,175,11.1878,4.41824
1,18ss,117.108,148.586,43.6752,9.70115,79,9.06332,7.15507
1,18ss,109.606,145.943,46.0979,5.45811,143,8.93514,4.65441
1,18ss,102.237,155.168,44.8548,6.93849,116,5.33664,5.78688
1,18ss,113.081,149.206,44.5162,17.46,128,7.6043,8.08914
1,18ss,99.8264,166.503,43.8346,3.55733,57,4.48528,5.64691
1,18ss,108.335,164.514,44.4259,4.38848,156,4.36573,5.6896
1,18ss,96.5709,154.312,45.0707,6.51103,208,7.73952,9.75732
1,18ss,141.566,147.273,39.5944,3.31912,45,3.24905,4.33545
1,18ss,125.827,158.239,40.6428,3.24947,53,3.88281,5.18243
1,18ss,128.367,146.123,43.7505,14.6407,135,11.0869,9.46924
1,18ss,122.131,148.213,43.9545,12.6075,183,13.6288,7.57584
1,18ss,136.022,151.76,44.3372,3.02408,45,3.39432,4.40357
1,18ss,119.752,162.446,45.5463,3.44498,75,4.32603,5.15992
1,18ss,145.42,147.497,44.6116,2.45599,40,3.03999,3.95936
1,18ss,85.3912,174.603,42.6484,3.07537,56,4.66178,5.63617
1,18ss,83.2958,170.341,45.5301,3.1039,78,4.86876,5.0642
1,18ss,98.5437,175.446,43.8797,2.58596,98,3.83524,5.53031
1,18ss,81.6702,57.5478,47.2927,2.27933,50,3.84534,4.2445
1,18ss,89.3809,64.4026,48.142,5.26229,162,4.32202,8.38417
1,18ss,79.1484,68.1231,47.373,3.50659,81,3.8689,4.67384
1,18ss,93.8273,57.3105,48.1308,2.29213,48,3.71529,4.50443
1,18ss,86.0523,55.8991,50.8204,2.07941,44,3.41557,3.59605
1,18ss,107.66,65.0593,45.9036,4.24168,41,4.66646,7.28126
1,18ss,116.937,69.7959,47.5714,3.91338,39,4.21625,6.99754
1,18ss,103.484,55.673,47.8071,2.38205,56,3.99879,4.78661
1,18ss,114.025,64.8705,47.1108,4.07906,41,3.89793,6.02678
1,18ss,113.851,55.879,49.9724,2.14601,48,3.43032,4.24276
1,18ss,94.5433,64.2827,49.433,5.39541,120,9.3195,8.5991
1,18ss,110.993,62.6129,52.9784,3.50325,51,4.78785,6.25104
1,18ss,104.567,67.9174,51.7984,5.02291,44,4.13453,5.03749
1,18ss,125.693,61.7147,46.8108,2.51437,50,3.69623,4.52437
1,18ss,133.523,60.565,48.4078,2.07819,64,3.11212,3.99363
1,18ss,119.523,65.1128,49.9292,5.85053,54,3.66541,4.71596
1,18ss,121.152,56.9425,50.7311,2.13778,42,3.22084,4.44138
1,18ss,123.564,69.7888,50.0461,6.11426,66,4.04721,4.81842
1,18ss,142.859,67.041,52.2864,2.70661,51,3.99291,3.88704
1,18ss,127.473,66.6805,52.7406,3.87503,44,3.77933,4.47088
1,18ss,149.271,68.244,48.7525,2.73562,47,3.83352,4.13029
1,18ss,159.049,68.8212,48.7505,2.57216,50,3.35889,4.34061
1,18ss,90.0346,77.8523,45.5323,3.7393,42,3.79822,4.85624
1,18ss,83.0976,94.5269,46.3882,4.77843,46,3.47112,4.97274
1,18ss,85.594,84.7717,48.7474,3.94211,42,4.09549,4.30213
1,18ss,78.268,80.241,50.1776,3.20943,67,3.93706,4.29591
1,18ss,82.7238,79.3689,49.4865,3.37993,40,3.73177,5.11069
1,18ss,80.5154,87.9338,49.8848,3.58375,53,3.57742,4.38838
1,18ss,92.1217,92.6931,50.3759,5.402,54,3.69405,4.23367
1,18ss,83.2808,72.08,49.8336,3.06166,48,3.85135,4.8227
1,18ss,91.6609,77.9742,51.1858,4.86657,46,3.92505,4.23176
1,18ss,112.177,74.6815,47.3764,3.33397,43,3.56551,5.35
1,18ss,96.3167,79.7558,46.4749,3.55019,45,3.9799,4.97609
1,18ss,114.165,88.0365,47.2993,5.86992,45,6.52553,5.87696
1,18ss,106.257,93.9335,47.0394,8.60038,51,5.03912,5.67611
1,18ss,104.083,73.1485,49.7522,5.00862,51,4.08807,4.87514
1,18ss,104.869,80.3414,49.1257,5.49696,46,4.31747,5.22543
1,18ss,100.975,86.2522,49.8052,5.4607,40,3.97904,4.66741
1,18ss,94.1333,86.3293,48.6743,4.51954,47,4.16931,4.49144
1,18ss,96.3448,73.5895,52.8548,5.12664,90,5.1165,4.82651
1,18ss,118.771,77.2304,51.9204,6.74396,52,4.9681,5.33054
1,18ss,99.5143,94.6497,49.4969,6.10487,43,4.02614,4.4801
1,18ss,108.892,81.6225,50.8501,5.75905,42,4.65836,5.33973
1,18ss,92.4854,69.3328,44.8713,5.02668,126,4.40398,6.78308
1,18ss,87.9718,58.7534,45.7335,2.40556,48,3.93384,4.41698
1,18ss,105.04,69.3126,40.1051,3.92355,46,4.40979,5.59108
1,18ss,112.688,61.7491,41.6283,2.81981,49,3.87644,5.17641
1,18ss,109.383,69.8324,41.484,6.00476,45,5.9501,5.34687
1,18ss,114.962,68.826,41.6436,3.40083,49,4.01368,6.61331
1,18ss,116.199,56.5164,41.6256,2.55203,103,3.39228,5.32517
1,18ss,113.364,54.5593,43.3783,2.36244,55,3.29084,4.50642
1,18ss,107.151,57.3502,44.9495,2.54658,53,3.93017,4.84266
1,18ss,97.6069,59.5222,44.8228,2.37299,53,3.82496,4.47134
1,18ss,97.1271,67.2836,44.5188,2.84734,124,4.12011,6.28967
1,18ss,101.998,64.861,44.663,2.70935,65,3.48197,5.22693
1,18ss,123.058,61.5618,40.5843,2.74854,56,4.06429,5.61928
1,18ss,141.934,67.2477,44.2989,2.7982,61,4.10994,4.69788
1,18ss,132.817,65.8791,44.9492,2.80617,54,4.10487,4.54296
1,18ss,92.6175,79.4054,39.8864,3.57728,48,4.10637,6.31415
1,18ss,90.2163,87.416,40.7019,3.47192,62,3.89288,5.19676
1,18ss,86.1659,77.1882,42.2196,3.54678,53,3.9835,5.45749
1,18ss,78.4707,81.765,43.2097,3.58131,54,4.10193,4.9555
1,18ss,86.1319,84.3134,41.0933,3.30154,51,3.99724,4.86635
1,18ss,84.0225,90.4899,42.1493,5.60933,68,3.88393,5.36544
1,18ss,81.7792,85.2972,43.5939,4.68557,45,4.03971,5.2593
1,18ss,80.8504,75.8491,44.6665,3.47811,54,3.97274,5.51239
1,18ss,87.8518,71.0707,44.9004,3.94642,50,3.85877,5.84573
1,18ss,89.5853,91.8096,45.9841,3.83056,46,3.68389,5.31512
1,18ss,113.042,72.475,41.6917,4.12061,41,4.09978,6.17716
1,18ss,107.008,81.2111,41.4982,4.31499,48,3.82117,6.16009
1,18ss,97.5538,74.4378,42.618,3.92701,71,3.86167,5.71017
1,18ss,104.312,91.3464,42.3642,10.4802,69,4.64945,7.0756
1,18ss,99.1513,88.7357,42.2222,5.12059,50,4.02905,6.06474
1,18ss,118.247,94.2659,43.8434,8.4463,49,4.48028,6.06904
1,18ss,101.375,80.531,43.5944,3.99544,49,3.96647,5.33801
1,18ss,111.576,82.3625,43.8378,4.75048,43,4.30649,5.22489
1,18ss,108.317,87.4179,43.7805,4.61955,43,4.50173,5.71503
1,18ss,116.184,79.8331,45.6549,6.09117,44,4.33698,5.20961
1,18ss,96.0093,93.8283,45.4681,5.65621,48,3.90523,4.68222
1,18ss,102.818,73.9098,44.3972,3.20036,43,3.59647,5.12714
1,18ss,127.634,71.8901,39.8344,6.94542,54,6.23629,7.08274
1,18ss,131.544,91.931,39.646,7.07781,59,7.18639,6.15819
1,18ss,125.047,90.588,43.738,6.33103,48,5.27521,5.77715
1,18ss,142.178,92.5488,42.9639,18.7754,127,6.62581,6.4883
1,18ss,138.065,72.0377,44.0225,4.94313,46,6.80487,5.66879
1,18ss,119.758,84.6403,43.6945,11.4743,47,5.23699,6.47059
1,18ss,136.399,93.9563,43.736,9.58786,50,4.88329,6.99307
1,18ss,139.642,85.5825,45.3801,6.65747,53,8.48085,6.52861
1,18ss,133.668,75.4645,45.5573,8.58588,63,6.10928,6.20003
1,18ss,139.517,79.3342,45.1314,8.3995,69,6.0912,8.20395
1,18ss,126.098,82.7375,45.6563,13.4053,47,7.92222,6.11945
1,18ss,132.579,83.0173,45.8052,10.8319,47,7.30732,5.40993
1,18ss,160.515,82.8319,39.3173,3.27977,249,3.40353,4.9542
1,18ss,147.886,80.0006,41.3264,11.4543,132,5.37537,8.75591
1,18ss,156.545,83.9439,40.6221,7.17385,51,4.81661,6.02696
1,18ss,158.814,76.5976,43.4711,4.87077,55,4.22002,5.02369
1,18ss,149.188,88.0255,43.0547,15.8101,201,7.11418,8.81524
1,18ss,153.023,93.5917,45.0718,15.4288,138,12.4974,7.83137
1,18ss,152.497,77.4009,44.3016,15.3282,215,7.68255,9.47685
1,18ss,144.021,76.2671,44.6889,18.8216,58,8.99277,7.9308
1,18ss,156.039,86.5159,45.631,17.5083,108,8.94285,9.74368
1,18ss,159.88,91.8054,45.1516,6.67627,51,4.99119,5.88712
1,18ss,81.4987,100.038,39.0137,3.54882,47,3.42154,6.30256
1,18ss,92.3936,97.9809,41.2428,3.91012,51,3.52269,5.52029
1,18ss,92.1996,103.66,41.6669,5.08041,41,3.55589,4.55051
1,18ss,87.8579,100.572,43.7705,4.63768,54,4.31763,4.51616
1,18ss,91.5132,109.299,42.846,5.00957,46,3.36045,5.47818
1,18ss,78.6404,106.255,43.1663,3.50411,49,3.26749,4.39955
1,18ss,86.9212,114.66,42.132,3.98309,50,3.02939,3.82461
1,18ss,77.581,95.515,44.2228,4.14418,45,3.30159,4.89153
1,18ss,82.7008,100.999,44.5401,3.91044,44,3.24536,4.57534
1,18ss,83.2442,108.18,44.3779,3.82234,45,3.05688,4.11497
1,18ss,106.421,101.268,41.3268,5.59616,47,4.63617,5.38384
1,18ss,110.169,105.874,40.0181,7.18161,48,3.86073,4.84555
1,18ss,106.682,112.753,39.3845,8.76045,65,3.82083,6.25431
1,18ss,101.207,95.4695,40.0596,5.6118,55,3.90392,5.43446
1,18ss,97.9054,111.186,42.6218,3.95729,27,2.96482,4.39447
1,18ss,96.013,118.305,41.6672,4.60608,109,3.21479,4.56369
1,18ss,112.797,117.679,42.042,6.7735,44,3.46659,4.88553
1,18ss,97.6392,99.7403,42.0514,6.25074,45,3.75856,4.91151
1,18ss,117.007,118.378,42.527,7.3163,45,3.44881,4.72756
1,18ss,113.437,110.915,45.159,7.26968,44,4.85689,5.22933
1,18ss,116.581,100.143,44.4249,6.82835,43,4.01253,4.9046
1,18ss,110.746,98.7263,45.3287,7.09973,44,4.03108,5.04708
1,18ss,101.234,103.974,44.9219,4.80878,40,3.55538,4.47733
1,18ss,122.515,107.565,38.5887,7.93987,67,3.91654,5.24939
1,18ss,137.883,99.9252,40.5378,7.3909,53,7.71183,6.42338
1,18ss,126.502,112.939,41.0536,6.16176,59,4.8331,5.84402
1,18ss,121.308,115.136,41.7739,6.22519,48,3.75241,4.85754
1,18ss,131.178,111.697,41.7845,10.8552,47,8.52148,7.59471
1,18ss,139.303,117.324,43.1242,11.5171,47,7.12658,8.55319
1,18ss,126.207,101.44,43.6876,13.8836,51,10.7154,5.47125
1,18ss,139.155,106.436,44.2917,9.02844,45,7.27087,7.2632
1,18ss,143.494,110.738,44.6742,11.6122,42,7.65697,6.58411
1,18ss,125.077,94.78,45.9757,6.71306,49,5.49451,5.1602
1,18ss,130.979,99.0459,45.8948,8.1518,53,5.07788,5.2886
1,18ss,144.847,102.381,40.9102,9.25167,126,9.15466,7.77394
1,18ss,154.039,102.897,40.6986,10.726,46,6.98235,7.82272
1,18ss,145.877,109.286,40.4118,14.5735,65,10.9755,8.46082
1,18ss,154.625,111.52,39.8229,8.75855,101,6.18571,7.42144
1,18ss,150.371,115.754,42.7596,15.5467,126,8.84198,7.20239
1,18ss,156.433,119.307,43.2643,5.8869,78,5.1098,6.77221
1,18ss,161.652,102.045,43.8815,3.78351,45,3.91613,4.98757
1,18ss,161.953,109.171,44.8498,3.28377,48,3.4952,4.32537
1,18ss,156.541,105.913,45.441,9.28529,45,5.7151,6.26537
1,18ss,149.161,101.47,45.7065,12.5457,42,12.0245,6.85128
1,18ss,81.7672,137.348,43.4474,2.57973,158,5.57748,4.1087
1,18ss,78.696,134.115,39.9448,3.4798,51,3.35583,4.15143
1,18ss,90.8574,124.744,43.6858,5.36152,104,3.13711,4.07794
1,18ss,85.872,126.084,42.566,3.86505,64,3.31045,4.09706
1,18ss,85.2447,139.602,44.9406,2.80896,116,7.122,4.16256
1,18ss,93.7289,140.348,43.5936,4.29824,192,8.16438,4.75725
1,18ss,77.5278,119.413,44.3132,4.62036,63,2.97386,3.65966
1,18ss,80.9446,134.689,44.8505,2.3219,73,3.90681,3.46807
1,18ss,81.6506,122.49,45.0089,5.27908,65,3.09785,3.87123
1,18ss,85.976,120.935,45.8307,5.75128,41,3.15199,3.98431
1,18ss,108.408,119.554,40.4971,6.77231,44,3.25338,5.10647
1,18ss,98.3481,132.604,40.7325,6.16876,83,3.34531,5.18378
1,18ss,111.788,136.867,41.1137,7.07223,51,4.0648,4.92793
1,18ss,118.529,136.324,41.0158,5.51563,56,3.61167,4.47497
1,18ss,103.399,123.464,41.5552,4.89515,41,3.09012,4.6571
1,18ss,107.312,132.207,42.8086,5.58826,39,3.65722,4.43801
1,18ss,97.436,127.385,43.8404,5.12164,62,3.088,4.49401
1,18ss,104.748,127.831,44.2771,5.92697,55,3.18787,4.55598
1,18ss,115.194,130.972,44.5692,7.11426,57,3.75962,5.1057
1,18ss,104.397,138.162,45.0737,4.14132,119,5.91673,4.68365
1,18ss,107.113,120.119,46.9736,9.71159,41,3.58258,4.19637
1,18ss,127.635,141.675,40.4966,6.52211,68,5.10418,5.95857
1,18ss,135.088,122.364,42.0541,8.05712,49,4.45474,6.70502
1,18ss,122.121,129.379,40.9853,5.20802,42,3.49194,5.30876
1,18ss,130.265,136.443,42.7233,7.53296,119,4.71594,5.85509
1,18ss,138.475,142.049,42.7477,9.03746,84,4.22619,6.91762
1,18ss,128.46,126.841,43.484,10.1655,38,4.84145,5.69064
1,18ss,143.022,128.214,43.5058,15.3629,158,8.76331,10.4857
1,18ss,123.643,134.343,43.4267,6.7693,102,4.45299,6.84328
1,18ss,127.699,119.9,44.616,8.88462,42,5.81578,5.14591
1,18ss,132.722,130.746,45.0232,11.9649,73,5.29027,6.256
1,18ss,137.847,128.47,45.7143,11.5381,48,6.60911,9.31391
1,18ss,123.429,142.257,45.4185,13.7722,186,10.6495,9.94164
1,18ss,140.565,134.487,45.9413,17.4171,48,9.93677,7.60705
1,18ss,119.224,143.587,45.6607,10.0415,72,6.72444,7.10936
1,18ss,159.551,127.403,40.0923,2.35829,42,2.68213,4.98541
1,18ss,144.665,136.029,40.1457,9.24487,83,6.39753,6.35736
1,18ss,147.296,125.36,42.6806,9.88701,51,5.4916,6.99463
1,18ss,151.933,121.81,42.8593,11.7114,116,8.09058,8.89518
1,18ss,149.405,132.531,43.6883,16.4754,154,9.27618,12.2894
1,18ss,91.7233,97.0367,35.002,3.38726,48,3.5502,5.71393
1,18ss,94.0495,101.937,36.0531,5.55016,46,3.70004,5.33818
1,18ss,86.4107,104.618,35.5879,3.32393,50,3.5824,5.16979
1,18ss,87.5435,116.897,35.8912,3.85046,37,2.84966,4.64697
1,18ss,87.6071,99.3553,36.6365,3.73805,49,3.88304,5.78595
1,18ss,78.8312,97.1384,37.2692,7.83789,55,3.8896,5.54889
1,18ss,78.6395,110.416,38.0635,3.33708,54,3.05531,4.56982
1,18ss,89.6954,110.567,37.1041,5.59832,48,3.43098,4.73896
1,18ss,84.2983,95.3303,38.1283,5.38566,52,3.94003,5.55085
1,18ss,84.9602,111.604,38.1202,4.478,61,3.05683,4.06449
1,18ss,81.7778,115.883,38.6469,3.42968,43,2.83525,3.84742
1,18ss,91.7495,114.66,38.3999,4.74248,58,3.30763,5.39904
1,18ss,86.3522,106.635,40.4086,4.02173,53,3.27547,4.4545
1,18ss,110.362,103.421,34.5719,11.3289,49,4.12842,5.72819
1,18ss,110.144,116.399,33.6711,5.61065,44,4.12723,6.31389
1,18ss,114.097,94.8118,35.252,6.10798,49,4.62683,5.72808
1,18ss,98.9188,97.8472,34.779,6.02633,56,4.09208,6.03551
1,18ss,105.239,101.913,35.7192,5.21086,61,3.94556,6.56585
1,18ss,115.779,110.291,35.1345,6.61269,56,4.04207,5.79625
1,18ss,103.642,110.966,36.0939,8.90843,47,3.94138,5.56026
1,18ss,99.41,118.75,35.8295,4.89814,44,3.04373,5.13852
1,18ss,95.2347,109.052,36.2936,4.78111,40,3.32264,4.84181
1,18ss,97.9532,111.809,38.6592,4.07229,43,3.23223,4.68008
1,18ss,105.02,119.187,36.3207,5.15613,47,3.27065,4.94074
1,18ss,99.8801,105.679,36.9317,8.13467,65,3.88849,5.1
1,18ss,112.038,99.0366,38.0138,7.1508,46,4.011,6.13309
1,18ss,115.484,104.928,39.1922,5.89527,49,3.74401,5.41761
1,18ss,112.636,108.757,38.6957,6.56034,47,3.94083,5.31513
1,18ss,122.362,99.6436,36.3931,8.52153,52,4.52996,6.18903
1,18ss,139.267,106.645,37.5948,8.70328,58,8.16965,7.49146
1,18ss,126.652,100.139,36.6536,7.98605,53,4.4606,6.52501
1,18ss,127.742,106.214,37.9711,9.03631,43,4.58609,5.72643
1,18ss,132.117,100.124,38.009,7.95534,54,4.62333,6.50508
1,18ss,138.118,113.834,39.395,17.6067,153,11.3633,8.69313
1,18ss,134.348,108.584,39.4426,7.3175,45,7.35466,7.7056
1,18ss,145.663,107.51,33.9932,10.4435,113,7.29543,8.61854
1,18ss,157.995,105.492,35.3508,3.36199,53,3.88582,5.47611
1,18ss,144.256,118.789,34.2959,7.08387,60,4.64501,6.92599
1,18ss,144.156,99.546,35.8335,8.52146,87,8.59064,6.92767
1,18ss,150.486,107.422,36.5199,8.81007,63,5.12977,12.4694
1,18ss,156.128,115.281,35.8396,3.37718,49,4.01065,4.8453
1,18ss,150.707,99.8133,37.0775,5.7794,60,4.91308,8.01535
1,18ss,150.099,117.272,36.2875,8.09282,44,6.46811,7.48212
1,18ss,163.547,108.288,38.5656,2.44506,47,3.28882,4.70914
1,18ss,156.748,95.3796,38.5029,4.4269,77,4.35,5.46372
1,18ss,92.4294,120.735,37.1443,4.29543,47,3.45667,4.74785
1,18ss,77.0001,119.896,36.7353,3.753,32,3.00785,4.14912
1,18ss,81.9402,128.045,39.4976,3.4143,62,3.30716,4.25088
1,18ss,78.1555,128.723,37.464,2.64261,62,3.46029,4.59191
1,18ss,92.5583,134.483,37.9396,6.6834,75,3.62089,4.38887
1,18ss,81.1128,121.311,37.9629,3.39311,46,3.12218,4.32052
1,18ss,87.5042,131.597,38.1864,3.18133,80,3.34087,4.33145
1,18ss,92.9492,129.675,39.1188,4.55225,41,3.21287,4.4113
1,18ss,85.7777,120.153,38.984,3.85517,39,2.98021,4.68904
1,18ss,114.643,124.625,34.0591,3.82072,49,3.13115,5.14232
1,18ss,107.434,124.463,34.3405,3.88959,44,3.04227,5.09495
1,18ss,111.247,133.395,34.5342,4.36569,41,3.22702,5.52799
1,18ss,102.104,125.033,35.1157,3.37848,46,3.04585,5.82292
1,18ss,100.334,133.325,35.6055,3.85722,34,2.99702,4.95503
1,18ss,117.239,133.439,35.5563,5.47317,41,3.24292,5.01801
1,18ss,110.079,138.439,35.6656,3.61168,50,3.50992,5.75229
1,18ss,98.7718,136.344,35.4502,4.14877,72,3.25275,4.77261
1,18ss,94.1707,140.946,35.817,5.21839,41,4.59195,4.23132
