no,stage,x,y,z,tbxta,sox2,wnt8a,depdc7a
4,18ss,151.961,52.3786,112.392,6.91035,48,9.75855,11.1086
4,18ss,152.015,58.0264,113.523,9.186,53,27.1984,10.271
4,18ss,154.524,64.167,113.947,5.1269,53,5.67065,8.48612
4,18ss,172.701,48.1644,101.16,1.42822,53,3.77541,5.88486
4,18ss,179.817,61.6195,103.328,2.17624,74,4.28913,6.24107
4,18ss,172.113,54.0958,103.949,4.84459,58,6.20485,8.6626
4,18ss,182.09,57.3413,103.955,1.09821,64,3.30958,4.96397
4,18ss,182.799,68.3957,103.338,2.83253,218,4.65129,6.88759
4,18ss,175.063,59.8895,105.237,3.94146,64,10.163,11.1862
4,18ss,170.838,65.488,106.079,9.1916,64,7.22524,9.24363
4,18ss,173.813,69.9686,104.765,18.3314,139,15.966,15.9373
4,18ss,176.062,65.3033,106.41,13.1988,181,21.165,18.052
4,18ss,186.028,72.4827,106.914,1.67777,96,4.0292,5.56865
4,18ss,190.469,70.807,108.75,0.84755,58,2.94646,8.46945
4,18ss,176.571,51.1616,109.132,1.31864,53,3.3911,4.50458
4,18ss,169.774,56.4382,109.38,4.5901,53,4.63021,10.3729
4,18ss,181.044,63.5997,112.329,1.51786,59,3.69861,4.87805
4,18ss,181.153,54.1176,113.258,0.883783,43,2.82264,4.71705
4,18ss,175.98,59.6057,113.135,2.92675,53,5.29942,7.09031
4,18ss,177.944,68.8606,112.797,18.0083,171,13.6928,11.7299
4,18ss,181.644,72.2102,112.487,8.9105,255,16.7514,20.527
4,18ss,169.744,49.213,115.927,3.07627,59,6.14891,7.6361
4,18ss,93.3571,77.2198,104.11,3.00915,69,6.9144,6.77373
4,18ss,95.3791,88.934,103.58,3.84748,59,5.1826,9.18843
4,18ss,96.3465,93.6944,105.193,7.61186,96,7.93553,6.70273
4,18ss,87.3925,93.9485,105.028,4.75998,64,5.38209,6.64461
4,18ss,89.9226,84.0421,106.586,4.02164,64,5.25777,7.47375
4,18ss,86.3072,74.8654,106.74,6.41894,128,5.75098,7.04378
4,18ss,95.215,82.8944,108.36,4.46418,59,8.68316,7.38531
4,18ss,86.0637,84.8043,110.119,3.37706,74,4.99124,9.80188
4,18ss,89.8152,72.9229,110.649,5.58349,139,11.3059,8.26587
4,18ss,83.6261,77.3577,111.169,4.21025,255,5.13625,6.00501
4,18ss,92.2805,78.5029,111.153,5.94829,75,6.01092,6.51614
4,18ss,84.4109,90.2744,111.425,3.73349,58,4.79419,6.11628
4,18ss,94.3637,94.2572,111.765,5.26363,74,5.27789,5.90409
4,18ss,94.3315,85.9401,112.036,5.22592,59,6.35258,6.43542
4,18ss,102.535,90.91,101.281,10.092,58,5.70635,7.78254
4,18ss,110.339,74.5658,101.469,4.60687,69,8.89285,10.7482
4,18ss,119.627,94.3091,101.97,9.03106,64,7.92774,11.5876
4,18ss,102.256,75.9466,103.01,4.74291,69,15.4683,8.72249
4,18ss,97.7561,81.6877,104.145,3.87875,59,6.48324,6.85032
4,18ss,116.177,87.4328,102.746,7.3896,91,8.11877,8.51634
4,18ss,178.599,90.4658,90.0096,12.9531,255,16.5841,20.4034
4,18ss,169.461,74.8724,90.2884,22.7878,255,19.3026,25.0374
4,18ss,173.459,82.2026,91.3631,18.7679,255,15.856,23.1146
4,18ss,184.898,75.4087,92.8816,1.74919,69,4.81872,6.78128
4,18ss,180.473,85.0459,94.1382,13.2503,255,15.419,25.4517
4,18ss,174.353,89.9214,94.5827,13.1869,255,34.6624,23.4063
4,18ss,185.654,89.5026,95.0381,1.8061,64,4.23727,5.77835
4,18ss,170.806,96.8716,96.968,17.1962,250,14.6194,20.4558
4,18ss,189.722,83.1103,99.1004,1.15797,59,3.63209,5.92392
4,18ss,180.009,79.2456,98.3179,13.8389,176,20.8738,19.1201
4,18ss,186.127,75.6304,99.8558,1.75183,59,4.35555,5.99513
4,18ss,177.075,76.4415,99.6144,10.7229,255,14.8415,17.6932
4,18ss,181.999,96.4694,100.475,2.19048,69,4.56475,5.9315
4,18ss,174.233,84.1719,100.97,19.7912,160,12.6805,19.791
4,18ss,180.121,89.9538,100.834,9.71076,255,8.11215,20.066
4,18ss,95.5026,110.955,88.0324,2.59122,85,5.82812,7.82952
4,18ss,96.5238,119.426,88.1566,2.0064,122,5.76002,7.49411
4,18ss,83.3241,98.6993,89.5002,4.14611,69,5.51785,10.6485
4,18ss,87.963,105.972,90.42,5.13637,85,5.49956,9.46243
4,18ss,84.2918,115.079,89.4405,1.93934,69,5.76307,6.73789
4,18ss,92.5926,101.888,92.636,3.16366,69,5.20337,8.03049
4,18ss,89.774,117.033,93.537,3.65651,85,5.27449,8.20852
4,18ss,86.1402,112.257,92.3685,2.32237,69,5.28961,8.24286
4,18ss,94.5926,115.766,93.7377,2.31219,75,5.34057,7.42788
4,18ss,88.5332,99.927,94.5503,5.36016,69,5.45594,8.4789
4,18ss,91.8664,107.345,96.8538,2.96028,69,4.90344,7.22164
4,18ss,84.8965,106.732,97.611,4.07393,75,5.264,7.66062
4,18ss,86.5403,120.247,97.8465,1.96416,69,5.27708,6.12052
4,18ss,84.3885,102.433,97.9662,3.80642,74,5.66569,9.0438
4,18ss,96.293,106.69,98.1306,6.51659,59,5.32811,8.22715
4,18ss,84.8615,115.467,97.7457,2.25121,69,5.04319,6.96494
4,18ss,118.596,104.139,89.0411,3.10895,85,6.01058,7.42592
4,18ss,104.843,106.28,89.8125,3.08083,64,6.95905,9.68489
4,18ss,108.977,98.1829,91.1201,3.89395,80,5.533,8.93896
4,18ss,104.784,116.744,90.9164,1.92354,75,5.87591,7.81498
4,18ss,115.951,98.6799,91.4388,8.06202,85,6.39856,8.63679
4,18ss,97.5064,105.592,91.1715,6.25535,75,5.5849,8.45184
4,18ss,101.411,111.877,90.8615,2.77196,69,5.80223,7.68306
4,18ss,114.218,107.777,91.7475,4.81688,80,5.80885,9.30278
4,18ss,118.4,114.169,93.7312,3.54893,75,5.65824,7.59675
4,18ss,109.285,104.036,93.188,3.79544,69,5.46443,7.31497
4,18ss,108.897,115.855,94.314,2.32696,69,5.7987,6.9913
4,18ss,113.246,114.389,94.9623,3.43713,112,5.46444,8.70472
4,18ss,101.328,101.598,96.4837,6.25759,75,5.18178,8.03802
4,18ss,104.087,110.895,95.3063,3.08031,69,5.69609,10.3799
4,18ss,121.028,107.926,97.6691,3.72551,75,6.35742,8.102
4,18ss,102.931,117.49,96.8375,2.40877,69,6.94,8.02462
4,18ss,111.067,119.76,96.7749,4.03111,80,5.49012,7.9429
4,18ss,116.597,102.445,97.2107,4.47483,64,5.47814,7.7688
4,18ss,106.738,106.139,98.1908,7.14346,69,5.80744,8.68054
4,18ss,113.499,107.396,97.6974,3.8098,69,5.67372,7.59561
4,18ss,119.401,114.208,99.1473,3.57846,69,5.60015,6.48586
4,18ss,138.926,114.079,89.2497,7.07873,255,9.51013,12.6091
4,18ss,128.906,115.159,89.0127,5.63448,91,6.11796,8.94081
4,18ss,124.332,112.901,87.6139,3.65426,106,5.69712,8.32143
4,18ss,128.783,103.296,90.2255,5.00958,75,6.71858,9.32375
4,18ss,138.158,104.638,89.988,8.00318,69,6.94697,11.6546
4,18ss,143.558,100.956,90.6525,10.5405,101,16.8344,14.55
4,18ss,122.822,101.435,90.4795,3.27185,69,5.47461,8.46063
4,18ss,134.103,121.288,91.2629,8.35493,255,12.873,15.9803
4,18ss,133.188,108.186,92.091,6.2669,229,7.97106,8.98333
4,18ss,131.869,117.932,92.3881,8.11766,255,21.1105,12.341
4,18ss,142.303,109.263,93.581,10.4084,250,13.6019,11.6851
4,18ss,124.86,115.203,94.2014,3.98445,75,5.88917,8.75886
4,18ss,131.931,101.622,95.1001,4.74474,69,6.52757,8.5564
4,18ss,141.324,102.165,96.0617,16.9297,219,19.1121,20.2012
4,18ss,134.344,110.817,95.9506,7.1961,255,11.1896,9.56598
4,18ss,139.437,115.463,95.1065,5.22657,202,13.5438,11.3801
4,18ss,137.34,97.1887,96.5558,9.93245,80,8.06223,11.0372
4,18ss,127.145,101.014,96.6052,4.5787,74,7.34396,9.0095
4,18ss,139.566,107.9,98.4716,9.6814,192,14.5238,9.20199
4,18ss,121.652,101.611,98.1506,4.56666,64,5.52438,7.73595
4,18ss,127.596,108.397,97.4458,6.06959,75,7.95042,8.48266
4,18ss,135.416,116.963,100.185,4.43924,255,11.6334,7.74738
4,18ss,133.152,112.789,99.4717,5.01112,144,9.36547,8.17797
4,18ss,123.216,98.5124,100.277,8.2626,74,7.2825,7.97622
4,18ss,152.083,110.419,89.0117,12.4198,213,14.8607,15.2957
4,18ss,160.658,104.696,89.5212,19.0002,255,32.4625,26.872
4,18ss,146.351,116.907,91.1581,10.1244,255,10.8751,23.1533
4,18ss,147.823,97.582,91.072,9.23328,128,9.80998,15.1355
4,18ss,159.751,100.959,92.0712,17.5143,255,38.3619,24.6113
4,18ss,165.355,101.608,91.6443,17.8176,255,15.1355,21.1536
4,18ss,154.1,106.34,92.3303,20.6989,255,27.6209,18.989
4,18ss,147.665,101.17,93.2867,15.7223,192,24.9959,21.8679
4,18ss,162.636,111.367,92.8376,11.981,255,10.4197,24.1563
4,18ss,156.824,113.51,92.5085,14.6849,255,21.8463,27.1795
4,18ss,152.157,114.828,92.2861,16.8872,255,23.6535,27.0502
4,18ss,168.612,116.935,92.6678,1.7,75,5.1122,6.85366
4,18ss,165.586,118.655,94.2315,1.58385,64,4.76272,6.76075
4,18ss,152.913,119.341,95.7186,6.4262,229,9.23604,14.0957
4,18ss,156.423,103.166,97.2492,20.0073,255,35.9396,18.1335
4,18ss,145.692,119.909,96.6706,12.9173,255,11.097,18.0671
4,18ss,165.038,101.737,97.9511,19.6501,208,14.867,17.9217
4,18ss,153.547,110.821,97.1308,12.1881,245,22.4629,21.2475
4,18ss,148.913,115.526,97.1525,8.11551,255,13.6272,19.2014
4,18ss,165.714,107.235,98.5501,16.6251,255,12.0419,20.166
4,18ss,147.61,104.302,98.0578,14.5393,240,19.1309,15.961
4,18ss,148.08,110.843,99.4539,16.4008,234,23.3955,17.9559
4,18ss,164.815,111.552,99.3407,18.702,255,19.7221,27.914
4,18ss,167.621,120.38,101.058,1.42332,64,4.37387,6.30551
4,18ss,156.012,98.8406,99.2828,22.4383,245,23.4715,16.5629
4,18ss,155.361,120.831,100.646,8.85773,255,9.65401,14.4651
4,18ss,161.303,116.454,100.981,11.359,255,9.4988,21.9582
4,18ss,173.174,111.674,88.0432,1.71746,75,4.97173,6.8402
4,18ss,170.965,104.088,88.9828,18.6904,255,13.7151,21.1538
4,18ss,183.01,96.523,90.1755,1.63494,74,4.83351,6.78522
4,18ss,177.313,106.206,92.6611,1.92738,69,4.78825,6.36475
4,18ss,175.032,109.001,93.4161,1.73939,64,4.54719,6.19336
4,18ss,174.87,99.212,96.175,14.9853,255,11.7971,23.6346
4,18ss,178.024,111.612,94.7176,1.40493,74,4.3856,6.46727
4,18ss,169.693,117.659,96.1882,1.66732,80,4.71059,6.29302
4,18ss,180.926,100.81,97.2104,1.83569,69,4.58951,6.33465
4,18ss,170.753,102.973,97.8241,19.5528,255,21.7284,22.7476
4,18ss,175.249,107.804,98.9699,2.08551,133,4.46539,6.33065
4,18ss,90.1949,121.19,90.1137,1.83402,91,5.72723,7.0522
4,18ss,92.0682,127.242,95.0811,1.63157,69,5.27936,6.73652
4,18ss,93.7346,134.507,100.456,1.67303,85,5.01218,6.49077
4,18ss,114.377,132.528,90.0971,1.7364,85,5.62782,8.27731
4,18ss,113.387,123.782,90.351,2.21301,133,5.43445,8.30228
4,18ss,102.008,124.243,90.2949,1.73393,133,5.37413,8.66113
4,18ss,119.699,134.478,93.9621,2.52966,255,6.17881,9.53898
4,18ss,113.665,129.601,93.5647,1.7929,255,5.69236,7.73237
4,18ss,107.52,144.907,94.2977,1.429,74,4.45656,6.56042
4,18ss,108.435,127.907,95.748,2.0185,80,5.48572,7.12053
4,18ss,98.5306,121.787,96.508,2.02951,80,5.51143,6.43466
4,18ss,115.098,125.55,97.0925,1.9703,229,8.10655,8.08739
4,18ss,102.923,137.108,98.0888,1.72249,255,5.13858,7.54436
4,18ss,110.98,138.719,97.7188,1.81732,250,6.44528,8.33167
4,18ss,98.0051,132.964,99.1541,1.6622,123,4.80861,7.55139
4,18ss,104.7,127.371,99.5958,1.68417,96,5.71815,7.70656
4,18ss,98.4338,142.626,100.663,1.75635,187,4.61248,7.8333
4,18ss,106.498,121.119,99.9917,2.60487,69,5.08267,8.11541
4,18ss,115.376,133.899,101.077,2.40771,255,7.75945,8.2209
4,18ss,133.611,128.484,87.6931,2.42488,224,5.88477,8.61203
4,18ss,139.929,129.129,88.5802,2.19053,85,5.60723,7.79253
4,18ss,128.66,142.039,90.2604,1.63743,69,4.88762,7.3703
4,18ss,140.307,121.488,91.1724,7.9356,255,8.35179,16.394
4,18ss,123.893,123.957,91.3908,2.84993,255,6.1869,11.7735
4,18ss,125.989,135.784,91.5763,2.05672,176,5.7965,8.15953
4,18ss,134.652,134.462,92.5023,2.52534,250,5.77835,8.63495
4,18ss,135.602,126.343,94.5515,6.96996,255,7.87097,11.6703
4,18ss,123.418,127.455,94.7531,2.70295,255,11.1547,11.919
4,18ss,142.466,133.682,93.7145,2.12741,101,5.09333,7.5786
4,18ss,129.197,128.737,95.9684,3.36231,255,8.76564,9.52417
4,18ss,126.993,122.156,96.0894,4.29665,255,9.13871,10.4444
4,18ss,131.36,124.24,95.8986,4.7701,255,11.9569,12.2555
4,18ss,141.269,124.578,95.606,11.4218,255,13.541,16.0896
4,18ss,122.708,121.329,96.5673,3.83829,255,8.86022,11.0258
4,18ss,137.081,138.828,97.7562,2.58941,187,5.064,8.32816
4,18ss,125.647,141.486,98.1041,2.0996,187,5.58998,8.70963
4,18ss,122.87,135.158,98.6091,4.16949,255,8.41545,10.3953
4,18ss,125.999,131.155,99.4713,6.23494,255,12.4603,10.3261
4,18ss,142.291,129.438,99.2994,10.1454,255,7.4546,14.3071
4,18ss,135.493,132.604,99.8389,5.53591,255,13.4865,18.5488
4,18ss,148.4,123.456,88.5862,2.14325,107,5.49418,8.09974
4,18ss,158.122,121.445,90.9041,2.09864,85,5.7448,7.53924
4,18ss,153.708,123.683,90.5364,2.07259,80,5.28981,6.97805
4,18ss,146.923,129.585,91.661,1.93657,75,5.14936,7.43982
4,18ss,149.163,134.624,92.1262,1.70856,96,4.64665,7.7904
4,18ss,163.335,126.505,94.8828,1.48979,85,4.48551,7.18853
4,18ss,159.196,125.775,95.0773,1.65368,85,5.01899,6.68457
4,18ss,153.745,129.004,95.447,1.84327,85,5.16688,7.01214
4,18ss,145.846,136.896,97.6588,1.72181,75,4.97965,6.88987
4,18ss,154.144,132.535,98.9262,1.74557,96,4.94773,7.1879
4,18ss,147.952,126.015,101.044,8.40522,255,12.6375,15.0416
4,18ss,119.913,151.112,97.1838,1.49789,85,4.76163,7.38883
4,18ss,117.435,148.086,100.911,2.00067,218,5.55853,7.52174
4,18ss,105.499,148.521,100.967,1.76647,75,5.14033,7.7164
4,18ss,139.985,146.77,96.9412,1.53942,69,4.45794,7.67476
4,18ss,155.421,0.260417,111.418,0,26,2,7.5
4,18ss,83.3948,44.686,103.027,1.94009,58,4.62781,6.83112
4,18ss,86.7021,39.9676,109.046,2.01028,64,7.8546,6.66552
4,18ss,89.5931,31.5015,109.937,0.996535,58,3.7324,4.86376
4,18ss,94.2535,39.5582,108.674,4.46546,53,6.68627,7.81297
4,18ss,91.9859,44.4562,113.245,2.37456,59,6.8945,7.95442
4,18ss,99.5189,33.1378,102.034,1.13699,59,4.42721,5.47017
4,18ss,104.14,43.3815,101.911,3.59008,59,7.49859,10.2786
4,18ss,120.334,45.6614,101.768,6.72146,64,15.4069,10.7814
4,18ss,109.7,32.3874,102.973,1.26723,74,4.56155,5.27207
4,18ss,108.455,40.9577,103.386,4.74137,59,5.48248,9.06125
4,18ss,110.528,45.4683,104.764,6.34591,64,9.59865,10.4945
4,18ss,112.872,48.3556,104.176,6.8724,59,11.6263,9.6875
4,18ss,106.532,26.2304,106.351,0.831028,43,2.95182,5.13601
4,18ss,112.494,30.9425,106.553,0.914381,53,3.70368,4.28094
4,18ss,104.14,37.1994,105.853,2.58771,53,7.3671,6.94034
4,18ss,116.346,41.7355,105.514,4.77988,53,6.47012,9.75598
4,18ss,117.654,46.8208,107.28,5.81168,59,13.2632,10.3664
4,18ss,101.118,31.9558,107.704,1.0517,53,3.93201,4.88669
4,18ss,118.342,36.636,108.388,3.03845,75,6.43271,7.29228
4,18ss,112.688,29.2621,109.48,0.946721,48,3.10656,3.85246
4,18ss,110.698,35.671,110.399,5.39087,53,6.49622,11.2262
4,18ss,108.387,41.3492,110.617,3.12597,59,5.20219,6.35521
4,18ss,99.6896,42.4268,111.809,5.544,181,10.4496,8.19515
4,18ss,102.999,38.6207,112.3,2.73439,48,6.63595,7.04935
4,18ss,118.981,44.2411,111.931,4.78812,53,8.63563,13.0016
4,18ss,118.75,37.0009,114.686,4.31507,80,6.07632,6.77104
4,18ss,112.695,43.0302,113.351,4.81699,59,6.37876,8.12035
4,18ss,122.489,30.9966,102.126,1.0953,43,3.21258,4.66707
4,18ss,135.622,39.3454,101.963,13.0418,75,12.7428,14.4002
4,18ss,135.826,43.7924,102.255,17.7058,208,19.3912,15.0969
4,18ss,165.283,41.089,99.4104,1.27549,48,3.69853,4.76471
4,18ss,160.101,44.5557,99.31,10.674,117,16.273,13.5
4,18ss,175.37,47.5201,100.163,0.937193,43,3.10978,5.3195
4,18ss,97.1956,58.8341,87.9442,5.20487,75,7.33246,8.91511
4,18ss,88.5441,64.8279,89.8515,2.81758,112,6.24902,8.62109
4,18ss,83.9005,57.688,91.2265,4.3244,80,6.11645,8.56182
4,18ss,90.272,51.1826,92.273,4.26194,69,6.94907,9.64529
4,18ss,95.5617,64.7046,91.4182,2.92421,75,6.85004,9.52816
4,18ss,95.7886,48.7819,92.351,3.32301,64,6.04449,9.21207
4,18ss,90.5093,58.3659,92.1212,3.08132,75,6.86499,8.79288
4,18ss,86.7418,69.5932,92.757,3.44811,80,5.95726,8.85405
4,18ss,84.2642,52.3574,93.7443,3.40007,74,6.9617,9.05569
4,18ss,88.4875,55.8845,94.5077,3.31029,69,6.53067,8.36191
4,18ss,94.4626,54.5571,95.0484,3.19801,80,5.71111,8.25427
4,18ss,91.6913,62.5335,96.8111,3.73518,192,7.66753,8.29375
4,18ss,90.4908,67.338,97.462,3.20784,69,6.36832,8.80369
4,18ss,95.852,68.7817,98.6123,4.89876,85,9.03773,9.06324
4,18ss,88.2903,71.1336,99.0879,4.49718,91,6.13738,7.46449
4,18ss,83.596,66.0997,100.092,2.97786,202,5.5279,8.06466
4,18ss,109.048,51.4443,88.158,5.49166,75,7.66314,10.9182
4,18ss,113.879,70.0948,87.5805,4.29255,80,8.8702,9.31779
4,18ss,106.507,71.1135,88.2001,4.05449,75,6.55431,10.3653
4,18ss,99.7885,72.6148,89.3376,3.42893,75,7.05132,9.07285
4,18ss,116.1,51.6476,90.0463,9.65728,75,11.8197,11.4458
4,18ss,109.921,56.6796,90.0786,5.96786,80,11.093,9.60357
4,18ss,114.373,62.1087,89.0358,6.71203,64,10.38,9.62033
4,18ss,107.144,64.3208,89.3691,4.45532,80,7.51292,9.41285
4,18ss,121.372,56.5396,93.2972,6.37847,160,10.5644,12.6709
4,18ss,100.767,67.0611,92.4196,5.16665,96,7.90772,9.32321
4,18ss,105.282,51.718,92.5114,6.27903,64,16.2448,10.8754
4,18ss,101.391,53.3835,94.504,3.61036,53,7.49644,8.15534
4,18ss,113.33,70.0679,94.6647,5.28407,69,9.90578,12.732
4,18ss,112.067,61.4802,95.8202,4.87344,75,8.20838,9.89071
4,18ss,107.935,67.1113,95.4775,5.38429,64,10.5613,10.9651
4,18ss,107.679,55.732,96.0334,5.75628,64,12.6974,10.9305
4,18ss,113.045,48.595,98.3109,9.13507,59,8.20032,11.7265
4,18ss,118.047,57.7965,98.5957,7.53267,128,11.7501,10.7356
4,18ss,116.241,52.3895,99.7282,11.9993,64,19.4407,11.8289
4,18ss,102.196,53.1944,100.199,4.62372,59,16.2727,10.3129
4,18ss,97.9282,62.1774,99.252,6.99203,101,14.4332,11.0284
4,18ss,144.568,48.4684,88.0361,14.6219,255,32.8536,17.012
4,18ss,132.075,54.1459,87.552,7.10884,255,10.3456,14.2867
4,18ss,136.095,62.8394,88.7858,9.5805,101,8.88785,10.1464
4,18ss,123.397,51.8699,88.4674,9.01283,74,9.11969,13.2663
4,18ss,142.055,67.9617,90.0672,7.86951,80,10.032,13.5586
4,18ss,124.313,69.388,91.0013,9.38099,74,9.69958,10.39
4,18ss,138.676,56.0604,91.1828,13.2248,107,22.343,18.619
4,18ss,130.152,63.2146,92.6649,5.84195,69,7.2493,8.92373
4,18ss,131.862,53.6163,93.5848,8.69897,96,13.5795,18.4997
4,18ss,131.328,66.7711,93.7531,4.58708,64,13.5346,7.86517
4,18ss,137.266,66.5979,93.5658,4.8595,69,7.86691,9.22538
4,18ss,137.993,60.7069,94.5353,7.61128,80,7.79389,10.3246
4,18ss,140.243,71.6844,94.7387,6.82835,74,15.9087,13.3384
4,18ss,141.09,51.854,96.8077,11.4521,245,18.0848,19.1768
4,18ss,121.333,67.504,95.3872,5.18481,85,7.1693,8.98294
4,18ss,122.673,54.3705,97.8655,7.67361,43,10.1736,15.6944
4,18ss,128.848,58.4943,96.3031,9.50529,64,14.7217,10.2718
4,18ss,122.745,61.5505,96.401,5.85543,80,8.26355,8.69413
4,18ss,138.109,56.3549,97.68,18.39,255,39.3168,20.5536
4,18ss,135.636,70.5673,96.9204,8.28207,85,21.0399,13.0909
4,18ss,144.162,61.4713,101.309,5.9452,91,6.70976,10.2311
4,18ss,131.346,69.9703,99.7528,4.69339,64,10.4484,7.78073
4,18ss,128.455,51.1097,99.5039,26.7033,255,18.9612,17.4722
4,18ss,147.457,58.7664,88.1999,18.1611,138,14.172,17.4865
4,18ss,162.133,68.1178,88.3355,10.2352,80,24.8121,14.7279
4,18ss,148.031,52.8031,90.487,13.3636,69,29.2406,16.182
4,18ss,158.52,51.0854,91.7514,16.8706,255,15.4534,17.2128
4,18ss,159.661,54.516,91.6354,26.6501,255,15.378,19.7158
4,18ss,154.504,61.1054,91.0219,14.1307,245,17.902,16.7029
4,18ss,148.254,63.8571,91.9276,10.2476,165,9.83071,16.7975
4,18ss,151.633,67.8681,91.6431,16.1887,255,11.4045,19.4358
4,18ss,166.127,55.8573,92.9137,20.0726,213,14.9784,17.8807
4,18ss,159.641,64.5733,92.4354,14.5814,171,14.2809,15.8533
4,18ss,165.258,67.8467,92.4208,9.7187,160,10.5575,17.0122
4,18ss,152.601,54.5467,93.175,20.6651,255,26.8889,22.1809
4,18ss,168.736,71.5299,94.0634,14.3213,133,11.4757,23.0202
4,18ss,164.743,61.4773,95.7917,16.7575,255,13.443,13.751
4,18ss,150.734,48.8181,96.2729,16.8008,85,19.1456,15.9427
4,18ss,147.124,57.711,96.5366,8.124,69,7.07303,10.0762
4,18ss,156.656,60.9407,98.1272,10.3944,133,18.8144,17.423
4,18ss,145.83,69.5513,96.1847,6.84418,69,11.4061,13.3845
4,18ss,156.495,48.6388,97.2569,15.6259,234,29.2825,14.3508
4,18ss,165.902,51.4718,97.5192,10.5418,160,14.8723,15.8426
4,18ss,152.329,72.3083,97.9653,10.4796,64,9.89645,13.6398
4,18ss,160.253,52.891,97.9948,11.1388,64,9.92953,14.5537
4,18ss,147.955,66.6765,98.9157,9.43586,144,7.3971,12.9472
4,18ss,168.568,61.7849,99.5354,16.0325,255,15.3697,15.0879
4,18ss,159.454,66.7331,99.4421,9.0025,69,15.1753,17.0168
4,18ss,170.843,59.7362,88.8678,14.441,255,19.9282,15.711
4,18ss,175.437,70.3994,89.1289,15.204,255,12.6129,22.5489
4,18ss,175.002,52.7041,89.796,1.33816,59,4.06521,6.04873
4,18ss,179.221,63.7755,91.5817,3.2972,112,4.88754,7.74879
4,18ss,169.749,65.8623,92.8495,13.0331,255,14.2409,21.6153
4,18ss,185.018,66.1907,91.487,1.22554,107,3.90673,9.2605
4,18ss,170.682,49.6162,95.3113,1.78581,80,4.36884,6.04471
4,18ss,174.912,62.614,95.7936,14.012,255,11.0511,15.0751
4,18ss,177.653,56.8067,96.0987,1.73523,64,4.47951,5.90898
4,18ss,181.898,67.6806,96.1303,2.99438,197,4.77791,7.34137
4,18ss,171.125,56.9568,97.0092,11.7992,192,21.4074,17.4812
4,18ss,177.897,69.2232,98.012,18.7128,255,10.3288,22.4228
4,18ss,86.0536,75.1127,87.1768,3.01099,91,6.19293,8.05806
4,18ss,95.8142,75.9405,88.2803,3.49872,69,6.22834,8.5933
4,18ss,89.5682,90.062,88.8549,3.91524,80,5.80386,8.40923
4,18ss,82.7051,81.308,91.4538,4.14585,208,5.40738,7.55354
4,18ss,91.8968,83.6392,91.5171,2.94229,74,5.75586,7.11126
4,18ss,86.1124,85.558,91.7906,3.74738,80,5.46466,7.71129
4,18ss,90.5748,75.1106,91.9481,5.074,117,6.09202,9.96933
4,18ss,89.1144,81.0194,91.6501,2.49024,75,5.49179,7.35048
4,18ss,85.9977,92.5032,94.8313,2.91302,69,5.2764,7.63226
4,18ss,91.2801,89.4429,95.2844,4.43174,74,5.20665,6.7995
4,18ss,95.2568,76.1023,96.5021,3.64858,75,5.80033,7.33676
4,18ss,96.1471,83.6689,96.4684,4.21252,64,6.35555,7.1718
4,18ss,86.255,75.9401,97.5215,3.65776,75,5.69025,8.70021
4,18ss,90.5529,83.8717,98.5166,2.69047,64,5.50964,7.34381
4,18ss,95.1888,97.0451,99.2368,6.41247,69,5.76979,7.23286
4,18ss,83.6312,83.6937,100.588,4.19054,69,5.10281,7.82245
4,18ss,84.8008,88.6175,100.507,2.57199,64,5.08363,8.57002
4,18ss,89.2094,95.2258,100.8,4.74181,64,5.18039,6.96983
4,18ss,119.78,92.79,86.7854,4.03764,75,6.20934,9.96017
4,18ss,115.729,80.8105,89.4216,4.93923,75,6.81469,8.01756
4,18ss,98.1208,87.7423,91.8548,3.64932,75,5.33581,7.9525
4,18ss,107.898,91.3905,91.1804,4.89545,74,5.91723,9.92014
4,18ss,108.669,83.6463,92.0753,4.93899,69,5.75144,9.04575
4,18ss,97.0661,95.4228,91.6037,2.72581,75,5.414,8.98153
4,18ss,118.784,73.4426,92.1757,5.88664,85,10.2139,8.40964
4,18ss,114.187,75.8938,92.71,6.32347,80,9.78705,8.96663
4,18ss,107.074,79.9466,93.5576,3.83802,75,6.06693,8.03625
4,18ss,110.98,88.6799,95.0688,4.36088,69,6.72359,11.5154
4,18ss,101.896,85.2409,93.8087,3.18353,69,5.70551,7.91293
4,18ss,100.966,74.9908,95.212,4.75349,75,8.15756,9.30233
4,18ss,116.292,87.4756,94.3458,4.30079,80,5.7393,8.32616
4,18ss,111.477,95.9559,94.9861,5.61627,69,6.64861,9.27088
4,18ss,108.52,76.3045,95.973,5.93807,64,9.15772,9.05037
4,18ss,100.067,80.82,97.2146,4.63583,75,5.90229,7.72717
4,18ss,115.694,91.9039,97.9216,7.25025,75,5.79249,10.593
4,18ss,115.182,75.8914,98.9389,6.16956,75,12.9551,9.42409
4,18ss,112.388,82.4319,99.2262,4.26837,64,6.51073,7.53526
4,18ss,119.479,82.1529,98.4692,6.28285,69,15.0202,10.5038
4,18ss,104.383,96.9648,99.074,4.63337,64,5.35656,7.38183
4,18ss,106.037,85.7919,100.963,4.94464,64,6.35077,7.61251
4,18ss,110.592,91.6217,100.973,6.17342,59,6.61067,7.3913
4,18ss,108.13,94.0004,99.2683,5.55288,64,5.91662,7.24653
4,18ss,129.31,74.7767,88.2463,8.31939,80,17.5054,11.6196
