no,stage,x,y,z,tbxta,sox2,sp5l,cdh6
5,18ss,88.6375,62.6716,165.699,1.88936,30,4.08316,4.52302
5,18ss,116.021,54.8682,160.528,4.50335,52,9.44641,5.30369
5,18ss,129.942,44.1204,160.33,2.35608,60,4.01669,5.23743
5,18ss,133.334,51.9636,160.503,4.60563,27,8.59145,5.30222
5,18ss,122.188,43.5734,161.767,2.86029,36,6.77253,5.40908
5,18ss,127.729,49.7436,161.772,4.12182,34,8.19209,5.34689
5,18ss,115.725,59.0108,162.66,4.84067,60,10.5284,6.14531
5,18ss,122.971,62.3111,162.599,4.36201,52,8.52346,5.74176
5,18ss,113.759,49.8588,162.739,2.54469,34,5.50643,5.04663
5,18ss,120.863,51.5956,163.167,4.01176,38,8.30216,5.09686
5,18ss,132.825,56.3987,165.563,5.82614,59,9.80983,6.21863
5,18ss,125.755,55.9392,166.013,5.94194,51,9.82703,6.73823
5,18ss,128.885,61.1419,165.874,7.22397,94,11.553,15.3411
5,18ss,144.04,58.8067,160.594,3.71735,31,7.04406,4.72061
5,18ss,139.727,52.4229,160.33,4.95509,29,7.85593,5.72389
5,18ss,145.974,54.6983,161.565,2.99716,27,6.55537,4.78932
5,18ss,140.439,48.6663,164.328,2.63895,33,6.30312,4.95827
5,18ss,139.861,55.97,165.502,4.55326,50,10.1256,6.19777
5,18ss,94.9581,74.3598,161.273,3.69848,32,5.88963,4.7327
5,18ss,102.371,85.1564,159.703,4.04998,27,5.87432,5.25857
5,18ss,96.2207,64.0685,161.477,3.01227,61,8.09886,5.03177
5,18ss,92.9326,86.5685,161.977,3.11853,27,5.56576,5.24524
5,18ss,104.045,65.0331,161.049,2.44652,26,5.92926,4.70738
5,18ss,110.185,79.361,163.214,4.35904,25,6.48275,5.19362
5,18ss,94.2254,77.5551,162.838,2.96266,27,5.38984,4.55219
5,18ss,89.39,71.9183,164.159,2.685,31,5.9755,4.5278
5,18ss,108.953,84.2477,164.796,4.78249,28,7.53897,5.34107
5,18ss,106.139,73.6754,166.329,2.59915,56,6.03338,4.46338
5,18ss,102.885,84.1642,166.367,4.12846,31,6.53018,5.22488
5,18ss,121.402,66.4372,162.087,4.42646,38,9.0948,5.38731
5,18ss,121.435,70.2776,160.582,4.02625,36,11.0923,4.93357
5,18ss,138.432,74.6892,160.743,4.19955,36,8.40741,5.00183
5,18ss,123.298,82.4849,162.341,3.46863,28,7.26645,4.84781
5,18ss,119.217,74.6171,160.918,4.27116,29,9.05702,5.23009
5,18ss,136.019,84.6104,163.202,3.05733,26,7.1824,4.58274
5,18ss,134.479,65.2888,162.963,5.23085,67,9.00309,7.54344
5,18ss,128.598,82.678,164.356,3.48304,29,6.24649,5.04344
5,18ss,111.343,68.0828,163.942,3.2123,52,7.63855,4.6066
5,18ss,113.448,71.5879,165.913,3.15614,49,7.78342,4.72066
5,18ss,129.756,77.2698,164.456,3.78656,28,7.97066,4.92135
5,18ss,132.207,72.4488,164.872,4.23094,28,8.80636,5.60488
5,18ss,116.812,84.1325,167.653,3.35074,57,7.31657,5.09318
5,18ss,119.8,74.2295,168.175,3.47514,31,7.55068,4.99286
5,18ss,121.043,77.9232,165.738,3.48067,37,8.14129,5.0777
5,18ss,139.803,80.4468,163.085,3.48018,25,6.97138,4.65394
5,18ss,158.759,76.503,163.868,1.59814,25,2.6306,3.20195
5,18ss,146.591,77.4937,163.662,3.29099,53,6.44229,5.28651
5,18ss,152.553,83.4752,164.166,2.25113,28,5.02325,4.41477
5,18ss,145.479,72.7553,164.453,4.11115,42,7.21749,5.72373
5,18ss,144.746,85.1099,164.438,3.07739,28,7.12695,4.60598
5,18ss,143.883,67.1512,165.652,4.78756,27,6.34091,5.76917
5,18ss,150.677,75.7425,165.874,2.75697,35,6.39762,4.88426
5,18ss,99.9175,98.487,159.86,4.82159,27,6.26757,5.41446
5,18ss,98.1967,88.5705,161.401,3.72464,27,7.27685,5.42745
5,18ss,105.755,90.9368,162.121,4.06593,25,7.43687,5.19681
5,18ss,88.6531,101.291,162.257,3.21709,33,6.4214,5.53788
5,18ss,111.875,103.353,162.627,3.75657,34,6.19669,5.018
5,18ss,105.752,108.258,162.742,4.0699,34,4.95124,5.31612
5,18ss,105.955,100.466,162.393,4.49521,27,6.05757,5.43367
5,18ss,99.9073,102.465,163.551,3.60603,36,5.09446,5.27092
5,18ss,109.699,90.5407,163.519,4.40904,28,6.42885,5.30516
5,18ss,93.7995,99.532,165.086,3.18931,34,7.1648,5.15763
5,18ss,96.7465,107.048,161.385,3.8317,28,5.05059,5.24273
5,18ss,111.473,96.8075,165.039,3.44575,28,5.73731,5.12249
5,18ss,98.4441,97.3867,165.622,3.72498,28,5.82788,5.39637
5,18ss,93.6974,98.8329,165.323,4,6,2,1
5,18ss,94.2403,93.686,165.445,3.13889,49,6.25142,5.24724
5,18ss,91.1792,90.0354,165.756,3.33076,47,6.73097,5.23981
5,18ss,111.817,110.451,166.274,4.17714,28,6.03848,5.28991
5,18ss,124.162,87.5276,160.623,4.46893,34,6.41406,5.1162
5,18ss,130.048,98.2571,161.508,4.6235,25,7.42815,4.85704
5,18ss,122.347,97.7155,161.453,3.84171,27,5.80814,5.18937
5,18ss,130.598,110.549,162.122,2.90263,23,4.87483,4.10356
5,18ss,122.69,105.801,160.333,3.6824,27,5.24723,4.89211
5,18ss,138.132,107.786,162.419,3.07066,26,5.12579,4.0034
5,18ss,132.925,91.6812,162.808,3.52082,25,5.30478,5.29318
5,18ss,121.099,111.466,164.07,3.68717,31,6.26994,4.92338
5,18ss,116.821,99.1956,163.761,3.89223,33,5.85752,5.16265
5,18ss,116.247,94.223,164.358,3.72665,29,7.2759,5.10814
5,18ss,121.998,91.8449,166.45,3.97691,29,6.31087,5.12623
5,18ss,148.43,104.09,160.603,2.29008,30,4.87208,3.62123
5,18ss,139.264,94.0243,161.501,3.06576,26,5.58769,4.28762
5,18ss,148.91,95.7911,160.669,2.31419,25,5.02891,3.65512
5,18ss,139.198,101.286,160.604,3.22087,27,5.17604,4.09963
5,18ss,142.86,90.1455,162.057,3.26803,26,6.62158,4.95907
5,18ss,144.526,110.254,163.737,2.22956,28,5.13746,3.74692
5,18ss,154.664,92.3369,163.456,1.71274,27,3.48814,3.22048
5,18ss,157.427,107.258,161.015,1.64612,24,3.72772,4.32147
5,18ss,146.984,112.918,165.066,1.85049,23,4.09789,3.91452
5,18ss,156.696,111.861,165.283,1.41299,22,2.86064,3.19565
5,18ss,100.694,119.865,162.63,3.25837,29,4.46368,5.24338
5,18ss,90.1653,121.861,162.836,3.52762,29,4.87225,5.4597
5,18ss,102.935,127.275,162.744,3.91376,30,6.33258,5.8741
5,18ss,112.249,126.024,161.087,3.31827,28,5.75736,4.93401
5,18ss,107.686,120.648,163.318,3.30325,29,5.60594,5.35812
5,18ss,94.4437,136.093,163,3.67656,82,14.4899,13.7394
5,18ss,107.513,118.8,164.64,3.09189,22,4.44054,4.84865
5,18ss,95.1165,120.489,164.084,3.12319,32,4.56016,5.24749
5,18ss,98.5573,134.198,163.272,4.49813,78,20.1028,7.04074
5,18ss,105.643,117.7,164.532,3.2715,31,5.08115,5.47527
5,18ss,89.9605,126.933,164.384,3.41115,32,4.7071,5.7066
5,18ss,98.7313,125.51,166.128,3.57893,35,6.05895,5.92091
5,18ss,89.6069,112.867,165.309,3.07437,31,4.71711,5.73248
5,18ss,89.9315,114.041,166.51,2,5,4,3
5,18ss,105.9,126.205,166.332,3.50179,30,5.7112,5.32515
5,18ss,121.012,118.197,162.018,4.00026,31,5.8322,4.6745
5,18ss,121.807,135.736,159.479,3.36889,48,15.3457,9.56995
5,18ss,132.944,119.157,161.018,3.32723,29,7.05917,4.61289
5,18ss,114.762,120.548,163.149,4,26,5.31263,5.31352
5,18ss,137.526,135.437,161.916,3.4283,116,16.198,19.4464
5,18ss,126.157,137.138,163.482,3.49529,98,15.5512,15.3407
5,18ss,131.615,129.617,165.097,3.20332,58,12.5467,11.6854
5,18ss,136.135,120.383,165.436,3.42211,39,6.73246,4.82825
5,18ss,127.137,114.51,163.634,3.48845,28,6.26159,4.70962
5,18ss,127.917,132.077,165.326,3.6805,74,14.9647,11.7753
5,18ss,123.739,125.069,165.827,3.6722,42,8.93757,5.74735
5,18ss,119.387,125.433,163.776,3.77767,33,8.21449,4.94071
5,18ss,129.797,122.343,166.511,3.05038,65,7.73425,4.80447
5,18ss,153.357,118.916,161.365,2,14,2,3
5,18ss,153.864,134.989,161.565,2.73694,74,5.83075,6.41758
5,18ss,139.396,115.713,161.847,3.2983,23,6.42956,4.36602
5,18ss,153.345,131.585,161.624,2.2254,30,6.47635,5.70366
5,18ss,144.339,136.856,161.415,3.63482,117,11.1212,19.6851
5,18ss,160.137,121.421,162.06,1.54344,23,2.86882,3.43708
5,18ss,144.905,118.963,163.838,2.09617,26,6.10311,4.52846
5,18ss,142.542,121.357,164.875,2.44311,42,7.4112,5.37674
5,18ss,144.788,127.685,163.522,2.29515,81,7.8491,10.6194
5,18ss,157.667,136.348,165.261,1.52978,78,2.86701,3.52034
5,18ss,96.9611,159.465,161.291,3.0981,119,11.601,17.8344
5,18ss,108.709,137.785,156.642,3.36904,91,11.4914,7.75283
5,18ss,96.2791,153.007,160.937,2.97274,94,15.0105,13.6468
5,18ss,91.2836,161.286,160.941,2.957,135,11.8585,14.2577
5,18ss,105.54,146.654,160.97,3.15942,61,14.4075,13.6355
5,18ss,95.3841,141.357,164.916,2.66097,59,9.94894,10.8725
5,18ss,92.663,146.887,163.171,2.99478,61,13.5733,9.74554
5,18ss,99.9853,143.435,164.31,2.85968,75,12.5848,10.6664
5,18ss,92.1495,154.021,163.463,3.16737,120,14.412,9.85518
5,18ss,87.5399,151.418,165.626,2.58339,79,9.41258,15.6734
5,18ss,89.432,145.172,165.422,2.83823,81,9.7867,10.4576
5,18ss,95.5083,149.017,165.206,2.83088,63,11.5661,12.4334
5,18ss,94.3742,157.431,166.012,3.55322,151,14.3795,22.5417
5,18ss,101.127,160.528,164.66,3.05568,202,10.7083,25.0087
5,18ss,118.23,138.571,159.213,2.85077,99,12.5032,9.15438
5,18ss,133.729,155.152,160.74,3.84317,128,14.7138,37.1702
5,18ss,123.035,140.876,159.978,3.31517,115,14.0856,8.82431
5,18ss,124.67,160.934,160.195,4.12038,162,13.6236,33.425
5,18ss,114.933,151.77,161.592,3.63847,203,17.7659,13.3734
5,18ss,116.386,159.528,161.528,3.37188,144,10.0965,26.5765
5,18ss,135.435,147.128,162.715,4.51312,125,18.5218,22.491
5,18ss,129.082,149.205,162.7,3.34585,105,13.2802,14.0171
5,18ss,137.669,162.075,163.214,5.81666,253,14.668,29.4223
5,18ss,121.1,139.333,163.711,3.13259,115,12.4856,9.92462
5,18ss,118.61,148.697,164.58,3.56267,104,12.9872,14.5961
5,18ss,133.694,142.262,163.475,4.01969,123,17.6694,16.1476
5,18ss,114.455,146.025,163.869,3.21093,124,12.1916,13.8871
5,18ss,123.429,155.263,164.231,3.46556,166,12.7749,28.627
5,18ss,115.802,139.218,165.336,3.20394,69,13.554,12.4481
5,18ss,122.149,145.17,166.144,3.36377,127,14.944,13.0615
5,18ss,137.181,151.056,166.366,4.62691,237,11.7313,28.2215
5,18ss,148.241,139.211,160.973,4.47779,133,12.7337,15.8472
5,18ss,150.913,146.025,157.491,4.24486,105,9.65254,22.7182
5,18ss,159.442,149.11,161.504,1.62765,25,3.27501,3.95116
5,18ss,138.334,141.128,163.3,3.81517,160,16.3813,20.2269
5,18ss,143.335,141.686,163.245,3.86404,110,13.4266,27.9469
5,18ss,143.523,148.808,163.057,4.00053,134,15.4813,24.8545
5,18ss,140.693,157.057,164.819,5.0294,212,10.2447,51.9052
5,18ss,149.502,157.189,163.67,2.16744,71,4.37994,6.1472
5,18ss,152.247,148.932,164.682,1.91709,38,4.11339,6.5121
5,18ss,104.14,105.67,154.436,6.41057,24,7.08712,5.86959
5,18ss,104.815,89.1703,155.019,4.87741,55,7.29347,7.58096
5,18ss,98.4674,104.626,153.427,8.96475,23,6.71869,7.04203
5,18ss,107.478,94.0679,155.172,4.85818,33,7.59946,5.53524
5,18ss,93.4494,104.025,156.642,4.16446,30,5.17297,5.89706
5,18ss,95.9,93.3613,155.534,4.28876,34,7.1234,6.7983
5,18ss,111.509,100.852,155.935,5.44623,27,5.89245,5.34896
5,18ss,90.5801,109.118,155.801,4.6837,31,5.04647,5.86637
5,18ss,101.718,95.9608,156.353,5.04601,47,7.07605,5.81993
5,18ss,109.927,108.445,156.43,5.72237,29,5.81543,5.58537
5,18ss,104.178,112.28,156.216,5.10324,27,5.8507,5.5753
5,18ss,110.181,96.927,156.987,5.28438,48,6.57192,5.51768
5,18ss,97.3092,111.329,156.337,4.87443,27,4.74315,5.46222
5,18ss,112.031,88.9763,157.622,3.83335,24,5.23431,5.0337
5,18ss,90.967,95.7708,157.247,3.77406,44,7.15756,6.63028
5,18ss,87.4731,105.953,157.78,3.58996,34,6.24606,6.32131
5,18ss,128.413,101.618,154.988,5.49725,22,5.77526,5.23262
5,18ss,117.005,103.762,155.573,5.07058,25,6.34041,5.26257
5,18ss,133.558,100.115,154.997,5.959,26,6.22712,5.23079
5,18ss,118.815,109.989,156.094,5.62393,26,6.54614,5.43568
5,18ss,128.728,111.009,156.309,4.96501,22,6.06988,4.87993
5,18ss,123.156,100.215,156.335,4.81677,29,5.96694,4.97384
5,18ss,137.579,98.1997,157.264,3.25431,24,5.41857,4.09886
5,18ss,135.542,90.154,157.544,3.07486,25,5.78078,4.22905
5,18ss,118.779,89.5694,158.946,3.84457,29,5.47651,5.08719
5,18ss,131.464,105.334,155.244,5.18783,40,5.71016,5.07968
5,18ss,121.758,113.437,156.923,5.39404,23,6.33275,5.01489
5,18ss,129.072,90.8976,158.576,4.18953,27,5.58859,5.04484
5,18ss,123.484,91.3668,159.322,3.65161,28,5.00178,4.67036
5,18ss,113.759,109.358,159.759,4.44168,26,5.07441,5.18058
5,18ss,146.415,91.5028,154.384,3.12498,23,6.55868,4.24466
5,18ss,162.738,106.209,154.239,2.19547,37,5.42587,7.67284
5,18ss,146.398,107.399,155.811,2.96426,25,4.87166,4.02972
5,18ss,139.165,108.079,155.458,3.10618,29,5.07533,4.12631
5,18ss,154.896,97.3431,156.721,3.10895,23,5.5272,3.77556
5,18ss,153.234,102.172,157.41,2.44603,23,4.0956,3.87199
5,18ss,160.759,88.5777,158.085,1.97167,26,4.01079,4.20309
5,18ss,150.623,110.487,157.246,2.42245,46,5.39395,5.19896
5,18ss,160.401,97.7625,158.276,1.92297,24,3.48498,3.78161
5,18ss,144.926,98.0879,159.048,3.47866,23,6.20674,4.44826
5,18ss,151.369,91.0628,158.627,2.39717,29,4.89336,3.78767
5,18ss,167.568,93.5892,155.546,1.50037,25,2.53069,2.9662
5,18ss,166.875,96.4272,155.32,1.51745,30,2.71708,3.23832
5,18ss,87.3445,117.413,160.122,3.97192,28,4.63851,5.80757
5,18ss,95.9001,129.436,153.682,13.9437,29,6.62435,9.16955
5,18ss,90.5395,113.216,157.484,4.18092,31,5.09582,5.60825
5,18ss,111.496,117.458,158.433,4.70108,26,6.18637,5.44626
5,18ss,96.1204,116.993,158.36,4.59376,27,4.95558,5.49499
5,18ss,107.027,119.084,158.092,4.35771,27,6.1547,5.41654
5,18ss,107.639,135.885,158.458,2.92001,79,8.62403,8.82383
5,18ss,101.481,115.604,159.485,3.29541,28,4.37581,5.1288
5,18ss,134.31,129.005,153.658,2.54578,72,9.79619,8.46096
5,18ss,132.331,122.726,155.267,4.32499,35,18.0895,7.29318
5,18ss,113.746,132.225,154.218,4.77106,52,13.4508,9.22955
5,18ss,124.708,126.016,156.879,4.09786,50,15.8221,8.85612
5,18ss,134.042,114.723,158.019,3.76202,30,6.39818,4.25984
5,18ss,130.778,132.467,153.233,3.21031,59,12.1079,9.22412
5,18ss,117.417,132.529,158.056,3.32843,80,11.4797,9.72489
5,18ss,121.863,131.13,157.744,3.4056,52,11.9607,9.9825
5,18ss,117.329,118.583,158.94,5.19078,26,5.4842,5.429
5,18ss,127.461,115.655,157.218,6.1152,22,12.218,4.88067
5,18ss,136.979,128.056,159.859,2.99706,85,11.9992,9.00203
5,18ss,134.351,131.659,158.419,3.08631,114,14.5523,11.191
5,18ss,127.349,135.099,158.658,3.34017,45,12.5174,11.691
5,18ss,157.01,114.5,155.156,3.32929,118,8.26602,18.9161
5,18ss,153.561,132.109,154.63,5.48218,87,12.7853,19.0786
5,18ss,143.789,133.245,153.964,3.6356,87,16.9726,14.9683
5,18ss,154.41,138.113,154.556,6.05364,160,11.1982,24.757
5,18ss,149.252,125.958,156.933,3.53618,75,10.3803,16.8757
5,18ss,159.82,122.233,156.62,2.21986,42,3.79971,6.23514
5,18ss,141.898,126.801,155.823,2.85853,58,11.4371,12.141
5,18ss,144.344,113.326,157.555,2.44518,41,6.36714,4.1851
5,18ss,153.714,118.927,159.825,2.52878,123,6.07357,10.6898
5,18ss,143.953,123.993,157.612,2.96703,38,12.4964,13.7586
5,18ss,144.391,131.892,157.803,3.36868,106,12.312,14.1949
5,18ss,140.89,134.441,157.729,3.1602,80,14.3598,19.1933
5,18ss,168.35,125.249,155.076,1.19305,25,2.37073,2.7933
5,18ss,166.397,114.525,158.029,1.30755,25,2.45327,2.95072
5,18ss,104.569,150.458,154.578,2.63459,88,11.6456,9.8847
5,18ss,88.0527,146.28,154.567,2.1567,83,5.77257,12.8636
5,18ss,93.3817,151.026,155.147,2.60696,73,11.9854,8.99993
5,18ss,89.1027,138.907,154.896,2.94781,192,8.0673,21.7624
5,18ss,91.4408,143.666,156.026,2.34724,125,6.96494,9.70009
5,18ss,109.117,146.285,156.086,3.13243,115,15.3221,9.68376
5,18ss,100.93,138.096,155.919,2.91537,81,9.63193,11.9106
5,18ss,101.41,157.116,156.938,2.85181,118,13.6955,12.4908
5,18ss,104.002,162.147,156.517,3.18916,92,10.7882,21.7359
5,18ss,99.7232,142.381,157.558,2.49105,56,8.60315,8.67754
5,18ss,88.8828,152.74,158.314,2.31827,79,7.78258,10.1024
5,18ss,103.816,141.138,161.471,2.89465,82,8.85843,7.88307
5,18ss,99.8323,149.461,159.404,3.02979,89,15.3286,12.3428
5,18ss,107.409,152.172,159.835,3.13599,117,15.3067,10.9361
5,18ss,95.0895,142.69,157.516,2.55792,90,8.56669,10.107
5,18ss,132.305,147.708,154.77,3.43147,91,14.9279,16.9462
5,18ss,114.416,139.795,156.406,2.56801,62,10.0273,9.17495
5,18ss,122.056,158.65,154.99,3.29881,68,13.7391,21.9733
5,18ss,129.942,160.931,155.932,4.17305,137,12.0464,26.7972
5,18ss,122.909,155.736,157.667,3.24181,72,11.5653,33.5444
5,18ss,130.895,139.477,157.045,3.22538,74,15.8773,9.99637
5,18ss,118.673,155.501,157.887,3.25356,101,9.94844,16.7878
5,18ss,125.398,149.388,157.666,3.26242,113,11.5325,14.6191
5,18ss,120.123,144.134,158.516,3.41308,92,14.5107,11.984
5,18ss,113.159,144.558,158.627,3.03267,99,14.6255,7.87779
5,18ss,129.188,143.766,158.831,3.43884,71,16.8999,13.4228
5,18ss,120.891,149.708,158.72,3.31758,149,12.787,10.9512
5,18ss,147.642,138.182,154.509,3.88818,99,12.0185,19.5594
5,18ss,143.086,153.4,156.115,6.16203,143,13.7518,30.3044
5,18ss,151.982,142.608,155.73,4.92136,72,10.4777,26.9054
5,18ss,158,144.026,157.86,2.14114,55,4.21077,10.2971
5,18ss,139.116,160.401,157.144,6.01039,223,12.2666,37.03
5,18ss,155.502,151.709,158.683,1.85837,32,3.77293,5.28311
5,18ss,147.193,154.998,158.373,5.57958,121,10.5918,30.2144
5,18ss,151.527,159.688,158.997,2.0287,33,3.95984,5.26762
5,18ss,139.858,139.905,158.334,3.2771,140,13.0212,20.5391
5,18ss,87.4815,167.717,156.866,3.18859,121,9.39866,20.0942
5,18ss,108.613,180.2,153.636,2.97494,112,8.45026,39.6673
5,18ss,101.685,181.287,154.247,3.94204,131,11.0504,49.9028
5,18ss,96.9987,183.113,154.91,3.71108,167,12.4159,26.8272
5,18ss,87.7915,184.58,155.729,2.91425,159,10.0463,53.3632
5,18ss,108.426,172.234,156.369,5.23851,132,11.5301,28.913
5,18ss,88.1293,173.237,156.426,2.69701,213,8.55567,42.7779
5,18ss,91.3594,168.952,156.42,2.77774,145,7.43032,28.5798
5,18ss,103.658,169.746,156.881,2.84621,233,9.3349,25.4643
5,18ss,104.649,179.417,158.324,4.91618,138,9.64596,47.5721
5,18ss,98.5434,170.225,161.134,3.28424,201,8.76947,34.1365
5,18ss,120.682,169.097,153.765,3.84014,212,9.23718,24.441
5,18ss,123.062,175.834,154.342,4.40484,155,8.18041,48.4682
5,18ss,134.496,165.425,155.164,4.8155,226,12.8427,23.3934
5,18ss,116.621,178.086,154.995,6.22578,117,9.10043,46.2577
5,18ss,134.208,183.155,155.91,1.78136,28,3.65145,4.1229
5,18ss,127.739,183.312,156.847,1.90054,34,4.02778,4.74267
5,18ss,125.963,171.616,158.116,5.25857,125,10.4216,35.8598
5,18ss,120.578,165.273,159.625,5.27411,223,11.5912,30.6097
5,18ss,144.147,170.52,155.929,1.94944,29,3.97349,4.99129
5,18ss,148.637,163.92,158.283,2.01756,30,4.14608,5.3816
5,18ss,106.808,188.507,154.857,1.7037,30,3.75381,4.58261
5,18ss,88.7271,190.011,157.099,1.81586,33,4.32865,6.99935
5,18ss,96.4957,189.659,157.88,2.07156,31,4.57857,6.22151
5,18ss,112.283,189.194,156.93,1.81188,30,4.02858,5.13225
5,18ss,109.223,59.3595,159.636,3.40516,70,6.12973,4.24605
5,18ss,106.218,58.3195,161.455,3.40722,31,6.13974,5.47156
5,18ss,88.1828,151.959,152.387,2.05889,88,5.90877,9.54042
5,18ss,91.7117,157.432,152.852,2.71831,158,13.4209,10.1278
5,18ss,111.089,155.228,152.932,2.7548,67,13.5401,9.9272
5,18ss,97.0445,142.746,151.743,2.61516,53,9.17943,11.9891
5,18ss,108.377,156.119,154.279,2.6686,90,11.3839,10.863
5,18ss,123.98,150.246,148.217,2.90516,62,13.5545,10.1502
5,18ss,118.015,152.15,148.166,3.04893,83,15.2325,10.0309
5,18ss,135.921,160.699,149.654,4.66541,94,11.3697,26.499
5,18ss,121.824,142.142,149.576,2.89611,56,13.417,6.78513
5,18ss,132.156,151.811,149.796,2.90698,68,11.4743,16.6311
5,18ss,117.484,142.227,150.737,2.79379,59,13.6069,8.44496
5,18ss,135.999,143.025,151.23,3.04758,76,13.2435,14.953
5,18ss,114.609,149.665,151.964,2.94426,96,17.0769,7.95729
5,18ss,127.35,139.512,153.333,3.10003,107,14.5342,7.70801
5,18ss,115.214,161.188,152.967,3.52535,114,13.6014,13.5227
5,18ss,113.171,139.097,151.27,2.69438,68,11.2111,8.89142
5,18ss,128.144,152.324,153.728,3.33134,134,13.8274,16.1611
5,18ss,134.784,156.708,153.506,3.68143,131,11.9866,29.5636
5,18ss,122.536,146.43,153.737,3.18901,98,13.1858,13.5322
5,18ss,127.119,157.194,154.039,3.7826,98,13.5761,25.4837
5,18ss,143.341,150.454,148.775,5.33582,92,13.5405,20.1097
5,18ss,141.589,144.24,150.446,3.58145,87,13.5453,21.188
5,18ss,157.278,158.172,149.962,1.59903,31,3.54585,4.14875
5,18ss,141.101,154.749,150.718,5.32801,83,10.7656,28.2774
5,18ss,157.94,141.577,151.484,5.23914,253,7.57236,38.7741
5,18ss,145.952,145.474,152.282,3.95314,114,13.8229,28.223
5,18ss,158.141,153.034,152.616,1.62897,25,3.26822,4.51075
5,18ss,162.825,142.878,152.353,1.54337,36,3.07687,4.50333
5,18ss,147.974,157.263,152.136,4.51538,58,9.24054,33.3409
5,18ss,168.113,142.871,149.834,1.30008,24,2.47836,2.94326
5,18ss,98.3427,165.011,148.038,2.72359,106,10.1467,14.0875
5,18ss,109.353,164.308,148.563,2.42334,122,8.86832,18.3104
5,18ss,105.711,177.162,148.045,3.35015,199,14.4673,30.0256
5,18ss,112.161,175.509,149.872,2.89978,108,8.77443,27.6026
5,18ss,102.345,187.817,150.531,1.58657,29,3.92335,4.6913
5,18ss,108.644,167.837,151.555,3.3459,121,10.2144,21.9564
5,18ss,93.9179,173.147,151.772,2.5504,120,8.1371,27.4827
5,18ss,91.7017,164.716,152.127,2.73184,113,10.7893,12.7781
5,18ss,96.8044,178.59,152.864,3.38639,208,11.1533,32.0297
5,18ss,99.7315,171.282,153.001,2.82806,78,8.35042,26.9019
5,18ss,115.489,167.977,148.054,2.9067,159,9.7684,27.4154
5,18ss,126.588,162.67,149.274,3.92104,166,12.5909,22.8465
5,18ss,135.975,177.009,149.886,1.67301,28,3.54543,4.43884
5,18ss,131.031,168.004,150.027,5.8808,213,10.7882,39.5599
5,18ss,114.618,187.072,153.236,1.73551,29,3.90589,4.58019
5,18ss,128.599,180.141,152.065,1.70653,27,3.68428,4.90949
5,18ss,121.162,186.086,152.669,1.70247,34,4.35986,4.55811
5,18ss,125.607,182.549,152.605,1.7583,49,3.86473,4.68734
5,18ss,126.847,169.662,152.302,7.20633,104,10.0158,26.096
5,18ss,151.465,164.507,151.566,1.71979,34,3.48704,4.41534
5,18ss,141.163,173.931,151.439,1.72598,28,3.60563,4.58836
5,18ss,92.1426,193.349,151.265,1.28284,25,2.62685,3.13564
5,18ss,88.2874,52.5724,153.288,1.22157,24,2.16053,2.77212
5,18ss,112.318,52.6172,155.017,3.27029,47,7.22468,5.02119
5,18ss,94.6857,59.4202,154.626,1.97708,27,4.34398,4.07173
5,18ss,112.473,45.7341,154.938,2.32541,44,5.92656,5.04193
5,18ss,106.979,50.9224,156.175,2.29558,52,5.48666,4.66694
5,18ss,103.412,59.6765,156.732,3.03575,32,7.16052,4.67011
5,18ss,102.073,51.0526,158.389,1.60925,25,3.25273,3.58982
5,18ss,110.211,56.1134,158.646,3.97589,52,7.63569,4.89372
5,18ss,115.766,58.5514,155.06,6.38665,91,7.58673,8.98924
5,18ss,135.425,54.8474,153.301,5.85377,48,7.96455,5.77443
5,18ss,122.067,58.7075,155.588,4.8548,30,9.93729,5.66039
5,18ss,125.963,47.4032,155.942,5.67183,42,7.86576,5.89163
5,18ss,137.146,48.0842,156.037,4.22734,53,6.22716,4.96113
5,18ss,118.868,43.9179,158.879,2.6799,28,5.98138,5.38865
5,18ss,128.851,58.8737,158.576,8.88807,88,11.3967,12.3303
5,18ss,126.346,54.1945,158.93,7.125,76,8.38315,6.78426
5,18ss,139.965,41.7111,155.054,2.02622,26,3.37319,4.75333
5,18ss,148.205,57.66,155.817,3.58868,48,7.04089,4.60066
5,18ss,146.458,45.3504,155.255,2.22493,28,4.25004,4.30418
5,18ss,146.217,53.3509,156.619,4.65221,47,8.01196,5.17278
5,18ss,148.722,62.567,158.506,3.9871,32,8.58438,4.91258
5,18ss,153.748,50.5937,158.942,1.91635,28,3.99539,3.94612
5,18ss,152.135,57.3551,160.44,2.32587,42,5.12382,4.65064
5,18ss,98.0773,82.152,152.683,3.87755,25,5.04478,4.84702
5,18ss,88.5542,68.7162,154.995,2.96129,27,6.54219,4.20554
5,18ss,92.4453,87.8305,155.374,4.28754,49,6.97446,6.94713
5,18ss,102.157,66.8659,155.499,2.95279,30,5.89286,4.26101
5,18ss,88.8149,64.3515,157.128,2.00682,27,5.72077,4.16003
5,18ss,112.588,66.6727,156.691,3.11131,24,6.28946,4.40255
5,18ss,96.6182,77.679,157.122,3.36001,31,5.75958,4.62327
5,18ss,102.749,79.3675,156.778,3.39532,23,6.15492,4.42291
5,18ss,91.4777,72.3801,156.92,2.7817,45,6.05726,4.2915
5,18ss,108.704,83.8486,156.235,3.59025,51,6.14773,5.4025
5,18ss,112.447,76.8147,158.015,3.25596,24,7.13172,4.61263
