no,stage,x,y,z,tbxta,sox2,sp5l,cdh6
2,18ss,137.95,85.6067,71.3166,7.47033,53,7.47033,4.25007
2,18ss,133.962,88.5923,72.5199,6.15815,62,6.15815,4.37681
2,18ss,137.061,96.2489,72.0083,6.67161,63,6.67161,4.37702
2,18ss,142.532,90.4466,73.8329,6.94097,75,6.94097,4.44794
2,18ss,138.399,96.7489,78.6081,5.6033,70,5.6033,4.56808
2,18ss,135.048,90.2476,79.1134,6.21511,70,6.21511,5.26064
2,18ss,143.121,93.5857,79.3382,5.36915,106,5.36915,5.0285
2,18ss,148.284,92.1699,70.7727,7.06603,86,7.06603,4.22765
2,18ss,152.37,85.7906,72.1655,4.88868,56,4.88868,4.3709
2,18ss,157.677,94.6418,73.6253,4.8314,84,4.8314,5.16428
2,18ss,148.036,87.7294,74.6572,5.68934,67,5.68934,4.54415
2,18ss,151.079,92.2594,80.1531,4.88162,70,4.88162,4.43763
2,18ss,81.9405,106.625,72.1601,5.93676,69,5.93676,4.94557
2,18ss,82.1161,102.298,74.7571,3.9902,62,3.9902,4.89847
2,18ss,88.5207,104.498,73.5347,5.51171,76,5.51171,4.7341
2,18ss,93.2488,104.47,74.41,4.06441,59,4.06441,4.30093
2,18ss,84.433,98.1221,74.9466,4.5,77,4.5,4.08636
2,18ss,105.279,107.394,70.9752,4.79428,56,4.79428,4.05929
2,18ss,97.6855,103.637,73.8413,3.65946,63,3.65946,4.11105
2,18ss,102.449,102.439,73.4618,5.76171,60,5.76171,3.94668
2,18ss,119.271,103.178,71.3541,5.62343,58,5.62343,4.34169
2,18ss,120.402,108.157,72.5298,5.85396,64,5.85396,4.44059
2,18ss,114.772,109.019,74.0714,6.08065,60,6.08065,4.0886
2,18ss,114.882,102.396,74.9754,6.75605,63,6.75605,4.7407
2,18ss,127.737,103.836,74.027,6.81504,66,6.81504,4.25184
2,18ss,121.628,99.684,77.3031,6.65498,68,6.65498,4.4536
2,18ss,127.88,99.9702,77.8426,5.4588,72,5.4588,4.39002
2,18ss,132.019,98.6861,77.9361,8.0752,72,8.0752,4.93604
2,18ss,134.244,103.123,72.3886,7.56546,59,7.56546,4.69633
2,18ss,137.677,108.731,75.8394,6.58909,63,6.58909,4.48998
2,18ss,143.282,103.516,75.7103,6.54998,79,6.54998,4.62367
2,18ss,133.154,109.906,76.2672,6.38727,61,6.38727,4.46472
2,18ss,136.804,103.495,77.2708,6.84199,69,6.84199,4.62269
2,18ss,147.404,105.414,71.0524,6.09354,69,6.09354,4.39612
2,18ss,147.129,97.8413,75.0031,6.48577,66,6.48577,4.40198
2,18ss,151.806,105.736,76.5241,4,23,4,7
2,18ss,151.475,106.316,76.2304,5.69916,75,5.69916,4.72032
2,18ss,148.914,99.5984,79.7786,5.50955,88,5.50955,4.6603
2,18ss,162.059,100.655,72.9882,3.36428,65,3.36428,4.12664
2,18ss,81.9564,112.894,72.6326,8.67997,55,8.67997,5.93294
2,18ss,88.285,120.189,70.8102,3.92156,70,3.92156,4.90206
2,18ss,94.1938,113.81,72.2202,3.91596,60,3.91596,4.19338
2,18ss,98.9243,122.807,71.3205,7.18275,68,7.18275,5.12281
2,18ss,104.038,118.683,72.8027,6.02279,56,6.02279,5.8187
2,18ss,101.376,114.116,72.9473,5.8323,176,5.8323,4.56551
2,18ss,112.948,115.55,70.6488,6.13866,69,6.13866,4.42833
2,18ss,111.99,121.724,70.19,6.91642,67,6.91642,4.49641
2,18ss,117.767,118.897,72.5002,7.3985,82,7.3985,4.60614
2,18ss,108.239,112.792,71.4819,4.81544,62,4.81544,4.24202
2,18ss,122.108,122.619,72.065,6.38549,68,6.38549,4.39441
2,18ss,122.764,112.747,73.5301,7.7447,72,7.7447,4.56521
2,18ss,129.62,114.949,73.9398,5.68215,61,5.68215,4.16444
2,18ss,127.565,110.104,74.5672,4.74968,55,4.74968,4.70567
2,18ss,143.368,114.691,71.1334,7.82382,67,7.82382,4.27876
2,18ss,141.401,123.403,70.8303,7.92746,81,7.92746,4.50333
2,18ss,135.878,116.586,72.8001,6.97053,62,6.97053,4.78101
2,18ss,140.489,123.118,73.4974,4,29,4,4
2,18ss,148.508,118.918,72.2933,6.77582,74,6.77582,5.22989
2,18ss,154.289,113.773,75.425,3.40445,64,3.40445,4.22876
2,18ss,145.952,113.541,75.2577,6.20007,67,6.20007,5.07183
2,18ss,153.466,110.603,76.8046,3.55506,62,3.55506,4.23911
2,18ss,132.069,133.008,69.9171,10.2234,114,10.2234,5.40165
2,18ss,130.324,123.541,71.3199,6.44898,72,6.44898,4.83781
2,18ss,136.548,123.138,70.7593,8.20415,62,8.20415,4.63401
2,18ss,144.938,127.931,72.4466,6.16674,72,6.16674,4.9731
2,18ss,148.295,125.139,74.1892,4.662,89,4.662,5.20054
2,18ss,142.508,138.823,70.4778,13.9362,243,13.9362,9.59691
2,18ss,98.2172,55.535,72.3441,2.77468,50,2.77468,3.24183
2,18ss,101.71,54.5991,72.8573,2.99916,58,2.99916,3.49308
2,18ss,104.759,53.8697,74.1777,3.29968,59,3.29968,3.64564
2,18ss,117.658,57.0422,70.9038,5.73573,63,5.73573,4.30713
2,18ss,111.159,54.0003,71.5571,5.61717,62,5.61717,4.1899
2,18ss,125.5,52.5271,72.6093,3.07172,59,3.07172,3.34207
2,18ss,92.2765,70.8304,74.0649,2.90369,56,2.90369,3.08168
2,18ss,103.464,58.7234,70.7507,4.02466,68,4.02466,3.78632
2,18ss,107.348,62.9262,77.2009,4.08357,69,4.08357,4.63283
2,18ss,104.754,70.3411,78.293,6.87254,76,6.87254,4.94736
2,18ss,120.586,66.2204,72.8085,6.08099,53,6.08099,4.20557
2,18ss,112.873,61.635,72.8881,5.7497,63,5.7497,4.73404
2,18ss,108.456,71.4479,73.6222,6.58325,55,6.58325,4.14548
2,18ss,119.002,71.1509,76.7511,5.2387,83,5.2387,4.47442
2,18ss,110.135,66.7054,78.25,6.67286,77,6.67286,5.25972
2,18ss,116.584,69.2623,81.1295,5.84949,83,5.84949,4.77944
2,18ss,126.993,64.9199,71.4618,7.42553,70,7.42553,3.98926
2,18ss,127.488,58.4536,72.8097,4.26644,54,4.26644,3.99305
2,18ss,123.712,71.794,75.2422,6.30943,61,6.30943,4.46493
2,18ss,122.536,63.4905,76.7526,6.15146,60,6.15146,4.38841
2,18ss,128.824,66.7776,78.988,5.36687,81,5.36687,4.47342
2,18ss,128.22,64.1803,83.2158,3.19478,65,3.19478,3.517
2,18ss,136.497,67.8975,74.5684,5.46614,64,5.46614,4.39478
2,18ss,145.088,69.387,71.0034,5.18362,126,5.18362,4.33434
2,18ss,145.618,70.6382,77.6593,3.26545,65,3.26545,3.63065
2,18ss,83.1227,72.7032,78.3404,2.5644,51,2.5644,2.85278
2,18ss,88.7229,82.6661,68.5112,3.89812,52,3.89812,3.31748
2,18ss,94.6694,81.0733,72.8261,4.74543,109,4.74543,4.06537
2,18ss,93.3053,76.5972,74.6743,5.92927,62,5.92927,3.9389
2,18ss,85.2598,77.609,75.8148,3.35509,48,3.35509,3.17263
2,18ss,84.2912,83.0698,75.4514,3.72879,64,3.72879,3.30699
2,18ss,89.4052,78.6707,79.803,3.89989,61,3.89989,3.90099
2,18ss,103.971,84.0642,69.5511,4.55263,68,4.55263,3.78862
2,18ss,99.9176,80.4843,75.0007,4.5273,83,4.5273,4.15394
2,18ss,103.912,76.9673,74.9408,5.06639,61,5.06639,4.21607
2,18ss,99.2208,74.2753,76.9908,4.92928,65,4.92928,4.33458
2,18ss,102.787,83.1806,79.7764,5.79899,65,5.79899,4.70372
2,18ss,102.237,77.169,80.9625,4.26712,64,4.26712,4.52051
2,18ss,116.898,75.8762,71.8583,6.6088,62,6.6088,4.04486
2,18ss,116.51,83.5183,73.1105,5.99286,62,5.99286,4.36442
2,18ss,113.334,73.5521,76.8443,5.9338,65,5.9338,4.86172
2,18ss,110.169,80.6854,75.2421,6.0274,68,6.0274,4.28583
2,18ss,117.474,77.7306,79.4452,6.05431,70,6.05431,4.88098
2,18ss,108.739,76.3615,80.5876,6.24103,100,6.24103,4.99864
2,18ss,120.838,75.6369,83.1302,7.34469,84,7.34469,4.95852
2,18ss,108.921,72.0519,83.7265,5.65648,86,5.65648,4.46981
2,18ss,127.032,75.5602,70.3858,6.80042,54,6.80042,4.14765
2,18ss,121.69,79.6181,72.8444,6.40304,60,6.40304,4.10387
2,18ss,132.416,72.8201,74.0932,8.51824,73,8.51824,4.62812
2,18ss,127.726,75.7989,77.2848,6.12296,67,6.12296,4.93315
2,18ss,124.387,80.6941,78.36,6.46743,68,6.46743,4.50505
2,18ss,131.76,72.8755,80.9991,5.44817,75,5.44817,4.68091
2,18ss,120.973,82.7705,80.5781,9.48717,78,9.48717,4.41031
2,18ss,131.344,82.9706,82.5929,7.58923,69,7.58923,5.03696
2,18ss,125.686,75.0814,83.0363,6.59782,86,6.59782,4.99688
2,18ss,135.762,78.5513,71.9209,8.33948,72,8.33948,4.54971
2,18ss,143.061,81.4265,75.9561,6.6206,69,6.6206,5.14525
2,18ss,133.165,81.3324,76.5225,7.97114,58,7.97114,4.51186
2,18ss,139.337,74.1186,76.1733,5.97958,69,5.97958,4.65569
2,18ss,138.804,83.946,80.7286,7.012,91,7.012,5.41353
2,18ss,135.958,80.0426,83.236,5.01301,72,5.01301,5.0129
2,18ss,151.547,82.2983,72.2282,6.65538,73,6.65538,4.31846
2,18ss,83.1036,87.6403,71.6058,3.45674,53,3.45674,3.31258
2,18ss,81.6384,92.4788,76.4651,4.03673,62,4.03673,3.72
2,18ss,81.971,86.2362,77.4297,3.10249,60,3.10249,3.33122
2,18ss,93.9854,94.0053,72.6545,4.14184,116,4.14184,4.03921
2,18ss,90.1143,96.5304,74.8363,4.39956,63,4.39956,4.14041
2,18ss,88.6923,84.0972,74.7713,4.50245,84,4.50245,3.59534
2,18ss,85.8977,93.3992,74.7823,3.65047,57,3.65047,3.79397
2,18ss,94.4579,87.2624,76.2754,4.02399,59,4.02399,4.09705
2,18ss,89.2196,87.9766,77.3235,4.20439,97,4.20439,3.84201
2,18ss,107.868,89.6439,74.5005,5.45081,58,5.45081,4.17358
2,18ss,96.1928,96.6145,76.8162,5.57296,69,5.57296,4.335
2,18ss,100.577,95.9409,74.3851,4.9638,59,4.9638,4.2831
2,18ss,102.839,90.9129,76.3748,5.06846,72,5.06846,4.22682
2,18ss,99.8978,87.4916,77.2601,5.76791,70,5.76791,4.1088
2,18ss,119.157,96.7056,71.0412,7.00188,56,7.00188,4.43616
2,18ss,82.042,138.726,49.3653,7.99272,254,7.99272,20.1493
2,18ss,81.4159,146.605,49.5966,5.36668,202,5.36668,7.03992
2,18ss,83.3377,137.472,59.5701,6.68458,209,6.68458,11.5408
2,18ss,81.7125,140.832,63.3209,5.91101,208,5.91101,13.894
2,18ss,93.7815,148.141,49.9894,15.5303,203,15.5303,5.17295
2,18ss,84.6656,142.457,55.4156,7.49169,235,7.49169,12.9573
2,18ss,93.4821,137.356,58.8623,6.1264,184,6.1264,12.2626
2,18ss,88.713,145.158,56.9879,8.33576,208,8.33576,10.7924
2,18ss,92.6003,142.574,60.7269,7.88459,255,7.88459,9.7711
2,18ss,83.8012,146.126,63.6497,10.3563,206,10.3563,12.8529
2,18ss,89.9492,145.872,65.4044,10.378,177,10.378,9.26577
2,18ss,95.9336,146.509,64.9739,13.111,181,13.111,9.09376
2,18ss,86.5088,140.489,63.8473,6.04062,215,6.04062,7.13574
2,18ss,90.4438,136.871,65.6422,7.55726,201,7.55726,7.12774
2,18ss,100.213,143.323,54.5704,12.8511,171,12.8511,6.77834
2,18ss,96.4576,138.689,54.2484,9.79438,178,9.79438,12.7131
2,18ss,103,138.36,59.2769,18.1045,197,18.1045,9.48901
2,18ss,99.186,148.708,59.3202,15.2288,229,15.2288,6.37235
2,18ss,105.423,142.299,60.0043,15.7912,215,15.7912,7.15206
2,18ss,98.8828,139.185,64.15,13.6574,187,13.6574,9.98678
2,18ss,105.447,148.866,64.1539,14.3155,194,14.3155,11.9272
2,18ss,100.159,144.63,65.2634,13.3246,194,13.3246,8.76777
2,18ss,105.07,144.989,65.9623,16.045,175,16.045,9.89077
2,18ss,103.255,136.88,66.5674,28.4574,153,28.4574,7.25329
2,18ss,116.659,143.071,49.1969,18.5408,154,18.5408,5.32213
2,18ss,111.371,135.059,52.5116,13.6693,197,13.6693,7.93931
2,18ss,108.473,144.954,54.5312,16.2266,222,16.2266,5.86942
2,18ss,114.705,145.289,56.8046,19.4429,186,19.4429,5.4455
2,18ss,112.288,139.488,57.0191,15.8688,214,15.8688,6.05479
2,18ss,117.948,138.902,58.6061,16.9485,209,16.9485,6.48085
2,18ss,110.581,146.282,61.0237,18.5361,171,18.5361,7.05329
2,18ss,114.479,139.48,64.6452,21.108,132,21.108,6.19045
2,18ss,119.365,140.081,66.5911,21.8793,212,21.8793,7.14532
2,18ss,117.407,145.577,64.745,18.0025,227,18.0025,6.42484
2,18ss,110.8,143.157,66.5268,21.0944,209,21.0944,8.09888
2,18ss,127.412,143.539,51.6455,15.75,178,15.75,8.58864
2,18ss,123.869,139.022,57.4316,17.3789,174,17.3789,7.85712
2,18ss,126.146,147.72,57.7984,20.1428,187,20.1428,13.1561
2,18ss,121.152,144.567,59.3144,16.4077,241,16.4077,7.74864
2,18ss,132.409,136.199,61.9555,17.2225,155,17.2225,11.9479
2,18ss,127.559,139.384,63.6881,22.4359,200,22.4359,8.93218
2,18ss,123.89,146.817,64.6692,18.7786,207,18.7786,15.1223
2,18ss,129.449,143.665,66.3471,21.2457,218,21.2457,14.7897
2,18ss,127.812,136.587,68.5172,15.1933,219,15.1933,6.16722
2,18ss,144.713,141.122,51.54,19.2422,228,19.2422,17.6237
2,18ss,133.477,136.888,52.1422,16.9099,181,16.9099,8.37256
2,18ss,141.807,138.605,55.5879,20.3842,191,20.3842,15.3692
2,18ss,133.783,142.028,56.7781,19.5286,161,19.5286,13.4054
2,18ss,142.199,144.69,58.2063,24.4869,215,24.4869,17.3627
2,18ss,136.353,145.535,59.0551,19.0406,251,19.0406,19.6614
2,18ss,138.551,144.347,62.6285,20.7374,195,20.7374,18.5784
2,18ss,145.308,147.637,62.8821,7.25753,199,7.25753,7.14411
2,18ss,138.302,139.236,65.5327,19.8407,246,19.8407,16.1583
2,18ss,133.245,146.23,63.9338,20.2924,223,20.2924,22.0264
2,18ss,132.783,140.199,63.7938,20.4469,239,20.4469,16.0886
2,18ss,145.382,143.311,67.3175,10.9179,97,10.9179,6.58366
2,18ss,139.886,148.506,66.8893,10.3526,201,10.3526,11.7676
2,18ss,147.543,148.778,49.682,10.611,254,10.611,19.0417
2,18ss,150.403,139.156,51.6389,13.7708,209,13.7708,21.6902
2,18ss,155.178,146.369,54.0528,6.33851,137,6.33851,5.17049
2,18ss,152.202,138.234,56.4341,12.8974,212,12.8974,16.7753
2,18ss,147.35,144.88,55.8526,16.767,254,16.767,18.2599
2,18ss,149.607,148.916,59.8719,5.19992,151,5.19992,7.33116
2,18ss,145.4,138.796,61.9342,20.7468,245,20.7468,18.9745
2,18ss,156.937,140.002,64.1503,3.52122,67,3.52122,4.36675
2,18ss,150.155,139.152,64.4739,8.22876,193,8.22876,6.03316
2,18ss,164.395,137.311,50.299,4.02437,231,4.02437,4.4355
2,18ss,169.824,136.956,52.3373,2.37655,57,2.37655,3.09777
2,18ss,158.922,138.702,56.4329,5.37402,116,5.37402,6.08805
2,18ss,80.7708,162.536,54.4127,13.7723,202,13.7723,15.2929
2,18ss,88.9125,152.644,48.6498,17.0338,188,17.0338,5.71412
2,18ss,93.9352,160.044,49.7444,16.3405,120,16.3405,8.21141
2,18ss,88.6994,159.205,49.1476,14.0092,148,14.0092,9.50829
2,18ss,83.7134,160.148,50.7139,15.6713,170,15.6713,10.9833
2,18ss,89.233,162.895,53.5711,12.4469,158,12.4469,12.4022
2,18ss,85.0847,154.387,54.4144,13.3977,203,13.3977,8.31142
2,18ss,94.5783,152.965,58.611,21.6766,239,21.6766,7.36446
2,18ss,84.6274,162.081,59.469,14.4459,189,14.4459,17.5854
2,18ss,85.0212,155.717,59.6369,15.3474,244,15.3474,10.03
2,18ss,90.1602,160.86,60.9232,15.2384,164,15.2384,10.9022
2,18ss,91.2347,150.502,63.4588,19.1891,202,19.1891,9.20645
2,18ss,85.2204,151.092,63.3356,16.7985,219,16.7985,9.25208
2,18ss,101.543,156.974,52.9678,15.1497,207,15.1497,9.84574
2,18ss,107.221,154.838,55.7543,17.3632,237,17.3632,12.5646
2,18ss,103.379,149.895,56.3873,13.6913,162,13.6913,6.40917
2,18ss,96.7791,157.917,57.4675,17.5854,234,17.5854,10.0218
2,18ss,105.5,161.347,57.1628,16.1472,251,16.1472,21.607
2,18ss,108.109,162.586,62.2717,10.5808,176,10.5808,21.0883
2,18ss,101.194,155.037,63.921,23.0012,207,23.0012,13.605
2,18ss,116.75,162.491,49.0597,14.6038,171,14.6038,16.3997
2,18ss,119.789,160.132,52.8969,15.3447,130,15.3447,14.57
2,18ss,119.635,148.962,52.5494,15.4693,193,15.4693,7.99263
2,18ss,116.526,152.393,54.5879,18.1132,145,18.1132,8.65927
2,18ss,110.416,158.655,62.3129,18.4815,235,18.4815,13.5138
2,18ss,114.597,161.029,63.5583,14.3616,172,14.3616,17.4098
2,18ss,117.389,153.373,62.5335,18.3495,241,18.3495,11.8219
2,18ss,108.673,153.601,65.321,26.3735,144,26.3735,18.9875
2,18ss,129.076,150.442,51.3679,20.6453,144,20.6453,11.2342
2,18ss,122.86,153.79,50.6588,17.0351,133,17.0351,15.1251
2,18ss,128.984,154.926,60.5712,19.3564,243,19.3564,20.5324
2,18ss,120.94,161.481,60.2528,18.3633,223,18.3633,19.3654
2,18ss,131.984,151.054,61.5463,19.5091,233,19.5091,22.455
2,18ss,128.461,159.957,61.3726,12.4518,255,12.4518,24.4272
2,18ss,120.525,157.542,62.18,15.0885,224,15.0885,20.59
2,18ss,129.219,150.37,66.218,17.4472,214,17.4472,28.0105
2,18ss,139.724,157.74,50.8609,15.7714,209,15.7714,15.4114
2,18ss,144.553,152.387,51.818,11.2576,209,11.2576,22.849
2,18ss,140.141,151.165,52.6641,17.158,255,17.158,18.9941
2,18ss,142.988,150.597,55.8782,17.4316,235,17.4316,22.9058
2,18ss,134.258,158.182,55.23,17.9129,238,17.9129,28.1156
2,18ss,139.012,151.071,57.9415,14.8349,247,14.8349,22.8088
2,18ss,135.674,150.053,59.9615,17.0237,254,17.0237,28.2122
2,18ss,143.683,159.226,59.6356,7.28048,198,7.28048,5.89043
2,18ss,141.735,154.3,63.8771,6.68376,196,6.68376,7.76733
2,18ss,134.439,158.747,64.0264,8.39971,254,8.39971,11.0877
2,18ss,148.452,159.731,50.6795,4.7877,70,4.7877,4.47604
2,18ss,154.531,153.301,51.2918,4.04583,66,4.04583,4.17807
2,18ss,149.256,155.156,56.3233,3.9731,132,3.9731,5.34107
2,18ss,155.891,151.703,57.5569,3.27069,68,3.27069,3.93746
2,18ss,145.609,150.808,61.3012,6.59761,127,6.59761,8.01183
2,18ss,82.7494,168.814,50.6466,9.18737,169,9.18737,18.2424
2,18ss,81.752,172.992,52.4235,8.99112,99,8.99112,27.8303
2,18ss,85.2519,175.813,55.5033,8.88618,159,8.88618,17.9114
2,18ss,91.5611,165.877,56.7692,12.0866,226,12.0866,15.1272
2,18ss,90.7596,170.723,59.1281,12.6162,227,12.6162,14.785
2,18ss,99.5478,172.146,52.0546,9.37985,203,9.37985,26.0242
2,18ss,102.53,166.394,53.0711,13.5677,246,13.5677,21.9711
2,18ss,104.45,168.199,58.4457,13.2225,244,13.2225,35.7528
2,18ss,101.446,173.137,59.2634,10.2648,254,10.2648,18.7255
2,18ss,96.8156,170.46,59.5576,11.4071,202,11.4071,22.0645
2,18ss,98.3643,163.142,57.4424,16.3772,253,16.3772,19.4784
2,18ss,115.008,172.755,51.3718,11.0403,175,11.0403,20.9469
2,18ss,109.925,166.524,53.0015,13.2775,203,13.2775,16.4388
2,18ss,115.482,170.53,57.2969,12.625,255,12.625,15.2686
2,18ss,115.669,165.592,58.0309,13.8459,230,13.8459,24.9891
2,18ss,108.989,168.073,60.8021,12.2005,254,12.2005,48.7641
2,18ss,117.381,164.496,63.1355,16.4523,213,16.4523,20.8752
2,18ss,121.471,168.893,51.8025,15.192,254,15.192,17.3144
2,18ss,127.341,163.922,53.0885,14.2733,241,14.2733,15.6093
2,18ss,123.009,174.31,53.8175,4.87741,175,4.87741,6.00965
2,18ss,125.783,170.106,56.8588,7.97557,234,7.97557,6.84698
2,18ss,131.753,165.111,60.1632,9.01637,221,9.01637,7.06392
2,18ss,133.436,162.658,60.849,9.91642,232,9.91642,9.47071
2,18ss,123.067,165.217,60.1953,12.2131,238,12.2131,17.2987
2,18ss,126.949,172.045,61.1086,3.74125,76,3.74125,4.77361
2,18ss,123.719,168.811,62.456,6.62276,218,6.62276,8.44561
2,18ss,143.345,170.553,50.5537,2.49852,54,2.49852,3.46331
2,18ss,135.22,165.247,50.9561,14.6665,248,14.6665,9.52296
2,18ss,140.774,172.865,49.4261,2.573,52,2.573,3.54424
2,18ss,136.206,171.18,51.2305,3.6868,149,3.6868,4.79812
2,18ss,141.358,166.274,54.6318,3.43174,193,3.43174,5.15723
2,18ss,82.6664,186.98,56.0129,3.14914,41,3.14914,4.13519
2,18ss,94.6546,184.526,49.8848,3.7587,60,3.7587,4.25584
2,18ss,91.0504,184.016,51.9894,3.39704,88,3.39704,4.52881
2,18ss,84.1306,182.382,56.2451,4.9699,78,4.9699,6.18357
2,18ss,89.6345,179.058,56.7625,7.99076,137,7.99076,18.1069
2,18ss,101.574,176.925,54.3244,7.72201,226,7.72201,24.775
2,18ss,95.6934,182.767,56.2516,5.17773,176,5.17773,7.46813
2,18ss,102.468,181.375,57.589,5.10992,196,5.10992,7.9177
2,18ss,107.76,178.358,59.3453,5.84066,162,5.84066,10.89
2,18ss,107.717,184.65,51.959,3.20349,82,3.20349,3.77117
2,18ss,112.346,178.743,52.9312,5.34146,195,5.34146,12.7726
2,18ss,111.944,182.445,53.8725,3.33412,71,3.33412,4.69811
2,18ss,115.812,176.413,58.3504,5.79196,155,5.79196,6.31293
2,18ss,82.6123,114.899,55.0126,3.74119,62,3.74119,4.81784
2,18ss,80.9248,112.266,67.0981,4.44684,70,4.44684,5.16105
2,18ss,81.563,120.221,69.557,4.80986,62,4.80986,4.92416
2,18ss,89.0565,112.215,51.3089,4.05132,49,4.05132,5.26203
2,18ss,89.1413,121.829,57.6912,3.35011,52,3.35011,5.05945
2,18ss,94.0149,118.821,57.8029,3.89727,50,3.89727,4.87798
2,18ss,88.8139,114.426,57.8643,3.37547,54,3.37547,4.27533
2,18ss,85.3015,118.182,60.4517,3.65706,58,3.65706,4.592
2,18ss,85.7502,110.776,64.6986,3.99652,59,3.99652,5.28779
2,18ss,95.233,116.15,67.8708,4.39316,60,4.39316,4.38284
2,18ss,85.6423,116.391,67.7601,4.82729,64,4.82729,4.99888
2,18ss,101.584,119.586,56.9079,5.08981,64,5.08981,4.74332
2,18ss,99.5513,112.934,56.9492,4.90329,49,4.90329,4.60661
2,18ss,106.217,117.154,58.2114,5.29578,52,5.29578,4.50737
2,18ss,100.811,113.238,66.1337,5.57853,57,5.57853,4.26635
2,18ss,104.542,122.423,67.0549,4.84561,65,4.84561,4.33607
2,18ss,99.8141,118.858,67.0297,5.48396,60,5.48396,4.49991
2,18ss,119.153,112.257,54.4195,5.15402,48,5.15402,4.58843
2,18ss,108.755,112.348,54.6467,6.00381,48,6.00381,4.96987
2,18ss,114.87,115.181,57.068,4.93785,46,4.93785,4.50036
2,18ss,116.182,121.861,56.5845,7.22259,197,7.22259,5.6143
2,18ss,110.371,119.544,57.3601,6.395,46,6.395,5.24536
2,18ss,107.749,113.579,63.9768,5.44476,53,5.44476,4.51754
2,18ss,108.802,121.821,63.6476,5.13746,63,5.13746,4.38281
2,18ss,120.128,114.088,62.6731,5.31587,57,5.31587,4.1579
2,18ss,116.959,112.37,68.5905,4.56026,59,4.56026,4.32553
2,18ss,129.109,112.629,49.304,13.4063,83,13.4063,6.42261
2,18ss,132.066,117.119,50.0842,18.677,113,18.677,5.1998
2,18ss,124.661,114.214,53.651,8.49963,96,8.49963,4.92774
2,18ss,121.041,119.838,55.7954,9.6432,151,9.6432,5.44288
2,18ss,126.345,119.207,56.1972,10.291,72,10.291,4.34854
2,18ss,131.566,112.897,56.2374,6.91484,43,6.91484,4.7457
2,18ss,124.634,115.077,61.1243,5.71448,54,5.71448,4.4219
2,18ss,129.81,119.355,60.3026,7.35096,59,7.35096,4.27392
2,18ss,130.849,116.848,65.6134,6.46091,59,6.46091,4.43059
2,18ss,121.21,116.5,68.5707,6.22308,194,6.22308,4.50584
2,18ss,126.999,113.854,68.6389,6.06708,54,6.06708,4.27392
2,18ss,145.407,121.999,51.6108,17.4171,156,17.4171,9.96572
2,18ss,137.967,121.486,51.5729,18.7295,106,18.7295,12.0862
2,18ss,135.382,112.657,55.1907,8.04632,104,8.04632,4.53492
2,18ss,145.573,115.641,55.2464,7.96561,121,7.96561,4.86524
2,18ss,139.253,117.506,55.2427,10.5595,125,10.5595,5.90268
2,18ss,137.363,121.93,59.5307,8.67036,103,8.67036,5.55204
2,18ss,141.855,117.728,60.493,7.81801,62,7.81801,4.77053
2,18ss,138.063,111.659,61.0975,4.68182,52,4.68182,4.08626
2,18ss,136.45,119.21,62.7233,6.86797,50,6.86797,4.54154
2,18ss,139.757,114.261,66.3257,6.75489,57,6.75489,4.11321
2,18ss,156.31,115.062,49.7264,12.1436,248,12.1436,14.7588
2,18ss,156.596,113.429,53.8662,8.81374,75,8.81374,7.29794
2,18ss,152.261,114.315,55.7372,7.12241,53,7.12241,5.38916
2,18ss,156.465,119.855,55.6852,10.6691,184,10.6691,8.74104
2,18ss,150.881,111.127,56.1063,5.94725,62,5.94725,4.82514
2,18ss,150.206,119.943,58.6606,9.61225,149,9.61225,5.49096
2,18ss,153.507,116.127,61.2742,9.15672,60,9.15672,5.03389
2,18ss,146.401,116.958,64.0787,8.30275,60,8.30275,4.97254
2,18ss,147.019,120.02,67.218,6.58581,57,6.58581,4.933
2,18ss,148.639,112.552,67.2659,6.88016,54,6.88016,4.79082
2,18ss,152.512,119.347,67.1348,6.92233,72,6.92233,5.43109
2,18ss,154.74,112.589,70.1391,4.81776,97,4.81776,4.945
2,18ss,164.814,116.94,52.4306,15.2481,247,15.2481,14.9295
2,18ss,160.58,112.854,56.2375,8.35961,138,8.35961,6.02833
2,18ss,166.73,116.318,58.9808,5.84992,135,5.84992,6.08256
2,18ss,158.09,121.588,62.2365,6.29824,67,6.29824,4.95713
2,18ss,163.364,122.643,63.1876,3.67889,68,3.67889,4.22197
2,18ss,158.727,112.168,63.7868,5.90953,62,5.90953,5.27796
2,18ss,171.662,121.505,50.0367,5.04029,246,5.04029,5.81668
2,18ss,175.774,110.696,53.679,2.25952,52,2.25952,2.83224
2,18ss,83.8825,129.14,48.3211,4.7812,55,4.7812,8.75112
2,18ss,81.3696,124.901,64.4223,3.65966,59,3.65966,4.7504
2,18ss,87.1177,134.564,50.1928,8.21447,196,8.21447,22.178
2,18ss,82.3728,129.154,52.8447,4.27186,38,4.27186,6.9877
2,18ss,92.8717,134.599,52.8229,9.21741,186,9.21741,19.0635
2,18ss,88.8666,137.458,57.3544,6.898,222,6.898,12.6144
2,18ss,84.9294,124.589,61.3203,3.52674,60,3.52674,4.82224
2,18ss,91.246,125.466,61.8032,3.75795,50,3.75795,4.46816
2,18ss,88.4505,128.886,63.8718,3.81547,61,3.81547,4.63523
2,18ss,93.7299,128.787,66.321,4.48222,62,4.48222,4.95162
2,18ss,83.9664,129.754,66.1609,3.90665,62,3.90665,5.02652
