no,stage,x,y,z,tbxta,sox2,hes6,cdh6
3,18ss,142.761,56.9838,-21.0244,17.9557,40,12.7696,5.64758
3,18ss,146.622,61.8234,-25.1284,8.78776,62,8.87658,2.89942
3,18ss,67.3659,64.7643,-20.7823,17.6947,55,8.59662,3.37826
3,18ss,69.3033,72.5536,-20.3943,20.2003,52,9.60275,3.61015
3,18ss,74.3072,70.2602,-19.3151,20.3974,47,9.4389,3.56266
3,18ss,70.9843,63.9644,-16.5404,14.777,59,11.0511,2.96339
3,18ss,88.487,68.7786,-26.12,12.4402,128,19.3945,3.33069
3,18ss,81.6078,69.136,-26.7112,16.7459,63,16.4084,3.539
3,18ss,83.917,66.3028,-18.9759,15.672,49,17.131,3.51038
3,18ss,88.6198,63.4892,-16.4041,12.4243,70,17.8727,3.30785
3,18ss,88.4381,71.3266,-17.6804,15.8581,113,16.0898,5.53992
3,18ss,83.2013,73.6613,-17.2376,14.2892,61,15.0035,3.29974
3,18ss,81.7505,63.6832,-15.5835,18.3623,49,17.3404,3.67406
3,18ss,93.4241,65.3631,-24.8588,17.5182,128,23.6959,4.55556
3,18ss,94.6164,73.9791,-24.8593,9.93383,49,21.3308,2.52538
3,18ss,94.631,68.8555,-18.9033,11.5357,50,25.0605,2.86201
3,18ss,94.7996,73.996,-16.1377,12.7417,49,25.5189,2.7026
3,18ss,103.204,67.1691,-22.2496,12.1076,97,20.9912,2.60161
3,18ss,104.655,67.4943,-16.1449,9.60546,50,21.9576,2.08084
3,18ss,118.108,69.6393,-23.6815,5.51106,52,14.1737,1.65271
3,18ss,113.989,65.58,-19.4907,4.84487,45,16.5295,1.51296
3,18ss,115.221,73.3455,-18.893,6.74643,45,25.8765,1.70204
3,18ss,121.969,68.5236,-17.4528,4.00581,46,15.5669,1.38429
3,18ss,130.627,73.5036,-21.548,9.01232,71,18.5247,2.08297
3,18ss,130.301,63.7151,-20.2738,7.95845,37,13.7215,1.59911
3,18ss,127.498,70.2423,-18.0198,6.63527,55,16.5607,1.64958
3,18ss,133.743,74.3393,-16.4285,8.09593,48,14.5879,2.09162
3,18ss,132.183,67.1014,-16.4235,5.13792,43,13.6612,1.46258
3,18ss,143.381,72.8249,-19.8845,11.7113,43,10.2307,3.15354
3,18ss,137.321,69.138,-19.4526,8.4487,39,11.5688,1.8524
3,18ss,146.138,75.369,-17.8712,9.80939,78,9.13849,3.71859
3,18ss,68.5943,106.474,-26.5837,11.0135,162,18.333,3.51482
3,18ss,75.3203,99.3276,-35.0973,17.5886,158,17.4605,5.4766
3,18ss,73.5971,105.908,-33.5668,14.2804,99,22.8363,4.91927
3,18ss,69.3425,99.9806,-34.6216,22.009,57,16.0975,4.01551
3,18ss,78.0923,108.421,-30.0711,7.81417,65,24.6513,2.32897
3,18ss,89.8691,108.161,-37.9698,12.2421,82,25.747,2.8873
3,18ss,88.0822,103.813,-37.4968,12.9473,119,29.6421,3.01513
3,18ss,85.2438,103.341,-35.6461,9.74345,73,22.7866,2.62149
3,18ss,84.0452,102.215,-27.3657,12.7331,106,16.2556,3.32955
3,18ss,101.439,98.287,-36.8613,9.31007,57,23.4888,2.20003
3,18ss,95.3095,104.29,-36.5855,12.2008,97,23.6188,2.77855
3,18ss,93.5451,98.2729,-33.0028,15.3447,87,29.0852,3.18359
3,18ss,92.3135,103.426,-28.6513,12.5354,236,31.3146,2.89178
3,18ss,100.704,101.718,-26.7357,7.64958,70,23.3923,2.12635
3,18ss,112.025,108.526,-37.514,9.31545,59,14.7056,2.46865
3,18ss,100.94,104.994,-36.5195,6.75287,56,19.8933,2.09748
3,18ss,111.668,104.616,-31.7232,13.4135,178,20.6486,2.80836
3,18ss,106.511,103.916,-28.0202,10.7991,69,19.3478,2.51181
3,18ss,123.177,99.8123,-36.8449,11.7906,63,15.8253,2.68468
3,18ss,117.562,107.36,-35.0337,16.6917,244,14.0622,3.42701
3,18ss,119.17,108.214,-29.1055,10.9468,62,16.641,2.8814
3,18ss,127.631,102.882,-33.2506,9.78276,193,15.8409,2.67362
3,18ss,133.31,104.298,-30.7094,11.1479,176,9.39291,4.77655
3,18ss,125.783,109.402,-28.608,12.7762,204,13.9954,3.86065
3,18ss,124.255,99.8625,-27.5147,6.72362,56,16.8341,1.92947
3,18ss,140.139,101.501,-34.1533,2.57307,45,5.16573,1.5859
3,18ss,136.936,99.1369,-32.8622,8.17357,127,9.28746,3.54412
3,18ss,135.159,106.567,-27.4599,9.30166,160,9.34108,7.277
3,18ss,64.5324,119.192,-36.763,3.45007,109,11.4843,3.85689
3,18ss,64.7343,110.474,-33.2696,9.18106,217,16.471,4.0004
3,18ss,79.5388,114.023,-38.5732,5.57596,142,19.529,3.18537
3,18ss,78.5913,120.093,-36.7165,6.45289,191,22.3392,3.06219
3,18ss,77.0801,119.054,-32.9132,6.64048,110,19.6811,2.86277
3,18ss,71.1798,110.642,-31.6066,6.27542,104,24.1868,2.68083
3,18ss,69.6486,117.748,-31.9036,4.17557,132,17.9481,2.86206
3,18ss,73.9599,112.399,-26.1275,4.92971,108,23.7616,1.95499
3,18ss,85.6193,113.853,-32.5052,8.37753,101,20.1624,3.20054
3,18ss,84.7441,120.159,-28.6893,9.90172,132,21.338,3.14223
3,18ss,99.8052,113.063,-35.0048,9.31125,66,20.888,2.44477
3,18ss,91.441,114.599,-34.4081,12.9073,58,17.8902,3.6078
3,18ss,101.005,117.783,-30.6038,12.3507,132,18.4944,2.85692
3,18ss,96.5716,115.88,-29.8445,12.3245,136,22.9585,2.93776
3,18ss,106.092,110.485,-34.3174,9.24695,54,19.8263,2.33208
3,18ss,106.313,117.157,-32.6569,6.91589,104,17.7573,2.20552
3,18ss,110.848,109.646,-28.1434,13.2189,68,15.8135,2.96272
3,18ss,106.192,120.33,-27.9807,14.2691,102,21.5322,3.15899
3,18ss,105.694,111.496,-26.5016,17.184,92,18.2825,3.41475
3,18ss,122.078,112.331,-38.2884,9.89573,131,10.7361,3.53947
3,18ss,121.599,115.218,-36.2084,9.68732,152,9.578,3.57283
3,18ss,114.268,114.784,-36.7163,10.6323,126,13.8102,2.83345
3,18ss,113.608,118.239,-27.8052,11.9612,152,17.725,3.341
3,18ss,126.542,114.039,-34.069,12.1405,202,10.792,5.5423
3,18ss,129.078,116.977,-30.9799,3.11208,69,5.93015,2.12703
3,18ss,135.213,111.882,-33.9445,2.44617,52,4.41187,1.55741
3,18ss,66.7408,124.92,-28.316,3.98914,213,9.54189,4.46381
3,18ss,77.7206,129.115,-33.6958,6.20067,246,12.9338,3.25752
3,18ss,73.5065,124.504,-31.3722,6.19044,149,19.0649,3.64112
3,18ss,70.8442,130.338,-28.1171,6.33591,148,8.58575,3.50484
3,18ss,86.7931,132.008,-37.6385,7.43914,239,10.821,7.20642
3,18ss,85.0303,125.118,-35.2959,7.41642,149,16.6858,3.27641
3,18ss,93.0346,121.894,-35.9318,13.0259,162,22.0463,3.38436
3,18ss,100.011,126.877,-34.982,10.7515,146,15.9403,3.64893
3,18ss,94.1045,130.739,-34.6731,11.936,254,12.5115,9.00277
3,18ss,93.037,125.005,-33.9034,15.4914,240,21.8192,4.21567
3,18ss,100.46,129.029,-27.6841,11.4484,238,12.2512,5.48235
3,18ss,105.302,125.461,-37.307,8.7891,113,15.5605,2.76727
3,18ss,105.536,121.598,-35.5828,12.5314,145,19.127,3.13437
3,18ss,102.659,130.862,-35.5082,3.52982,83,6.17209,1.84024
3,18ss,105.952,130.219,-32.528,4.68128,73,6.83427,2.14737
3,18ss,113.046,130.497,-27.5333,2.05075,68,3.96827,1.39839
3,18ss,117.166,126.562,-34.2412,2.53012,69,5.12383,1.67383
3,18ss,67.7481,139.305,-33.2823,6.52982,208,6.03756,4.85156
3,18ss,80.6081,138.062,-38.1636,2.82544,55,5.04569,1.57793
3,18ss,73.1215,132.799,-35.9986,7.10421,182,12.8964,4.23428
3,18ss,76.1425,136.942,-24.9838,5.42691,183,10.6273,4.01782
3,18ss,76.2013,142.51,-25.301,2.27884,63,4.28484,1.48176
3,18ss,83.8091,133.111,-29.918,11.5993,194,18.0782,4.34732
3,18ss,92.3272,138.192,-35.9497,2.29926,52,3.87403,1.39472
3,18ss,69.4118,144.097,-32.1122,1.9825,79,3.40374,1.28012
3,18ss,73.4058,16.7352,-26.021,7.65478,33,15.8124,1.56473
3,18ss,67.7034,19.8426,-24.798,3.66957,44,18.5002,1.62099
3,18ss,73.0618,22.9752,-25.6068,2.85642,36,12.3993,1.21748
3,18ss,70.5359,27.9324,-25.2193,4.34994,43,14.9393,1.81789
3,18ss,76.5198,25.8244,-20.9389,4.53852,39,14.7774,1.46862
3,18ss,70.0433,20.2563,-17.3911,3.10615,38,13.9316,1.33796
3,18ss,85.2306,26.8703,-25.224,3.51969,42,17.012,1.48288
3,18ss,87.435,28.0217,-20.1962,2.40598,31,11.7436,1.17094
3,18ss,87.1126,23.6787,-18.2979,5.3,29,12.68,2.26308
3,18ss,89.9725,20.1095,-15.6987,0,9,5,0
3,18ss,94.0615,28.0276,-23.1079,3.24022,32,11.7352,1.07765
3,18ss,98.5011,21.0567,-22.5323,1.98858,29,6.34476,0.713038
3,18ss,95.6051,26.2534,-18.1041,2.13927,26,11.7195,1.21857
3,18ss,107.578,26.81,-24.8255,3.08178,24,14.1487,0.650558
3,18ss,122.872,28.7757,-26.0208,6.04533,32,9.15581,1.82153
3,18ss,65.3056,61.7282,-34.2124,23.7274,65,9.09113,4.23764
3,18ss,65.055,55.6047,-32.3788,19.3806,74,12.9044,3.88764
3,18ss,77.5054,51.9441,-35.4144,9.48021,77,13.747,3.09524
3,18ss,77.833,62.1951,-35.6372,21.5999,73,19.8101,4.26562
3,18ss,72.2574,56.1825,-31.637,19.5129,46,14.4236,3.48998
3,18ss,86.6575,53.2676,-39.178,10.3774,52,20.6205,2.39842
3,18ss,83.6283,59.78,-31.4841,9.9603,92,15.8047,3.16318
3,18ss,87.8901,61.3754,-30.0469,13.5077,190,17.4444,3.84845
3,18ss,86.1338,54.6739,-29.7595,7.64087,166,15.3621,2.8821
3,18ss,96.5339,55.1006,-35.2519,4.01462,54,15.8714,1.59818
3,18ss,99.5675,63.0089,-33.7102,7.58827,66,21.4476,2.44959
3,18ss,93.157,55.4885,-29.7546,13.4622,91,14.3925,3.33348
3,18ss,97.6918,55.9304,-26.0127,12.9628,108,21.0663,2.88426
3,18ss,104.553,57.1179,-31.0877,7.23211,42,16.779,1.82128
3,18ss,109.43,59.0751,-28.2151,7.96549,48,15.3563,1.91206
3,18ss,114.893,56.0619,-36.0093,4.16967,52,16.0813,1.33943
3,18ss,120.614,60.9381,-36.4954,4.05061,65,15.5102,1.49152
3,18ss,114.114,59.5486,-33.1157,5.41083,52,17.5521,1.76433
3,18ss,117.696,52.5912,-32.2362,4.24815,41,14.7117,1.42235
3,18ss,130.35,63.2732,-37.0845,5.76462,56,18.495,1.76248
3,18ss,124.915,54.5465,-32.2816,4.47684,50,13.4306,1.56233
3,18ss,135.51,56.1504,-32.941,9.07678,54,15.109,3.64675
3,18ss,140.823,61.2996,-29.9144,9.94742,69,9.6773,2.49731
3,18ss,140.959,55.0845,-30.1406,8.41281,71,9.93841,2.04851
3,18ss,144.865,54.9234,-36.7181,1.81818,48,3.9113,1.1244
3,18ss,67.0132,68.1911,-35.3324,19.5971,52,9.9663,3.79
3,18ss,67.5341,72.5756,-35.3486,25.3632,55,10.0479,4.24288
3,18ss,76.6559,67.8613,-34.6554,17.0258,98,15.1778,3.902
3,18ss,71.2588,68.4375,-33.235,21.5643,97,11.8537,3.93737
3,18ss,73.2964,63.9316,-33.6695,20.5492,53,13.3815,3.88051
3,18ss,78.3694,72.3759,-31.6066,16.0712,64,17.1841,3.28524
3,18ss,77.3761,72.4358,-25.7027,14.3324,57,19.4765,3.59511
3,18ss,82.6755,65.6369,-34.999,23.4631,45,17.6817,4.3026
3,18ss,88.0336,74.5782,-33.4363,13.0743,65,17.1553,8.43718
3,18ss,86.0808,66.5564,-31.9926,18.9557,113,18.7587,4.15873
3,18ss,81.091,65.1021,-33.3913,19.7003,69,19.3172,3.77313
3,18ss,96.4356,65.8024,-32.9762,15.5061,72,14.9418,6.6694
3,18ss,94.5461,71.8996,-33.0475,13.4755,161,23.4046,3.84043
3,18ss,109.106,64.929,-38.711,4.38586,68,22.6942,1.61471
3,18ss,111.533,74.8765,-36.9017,6.64591,54,20.104,1.82885
3,18ss,104.391,69.9535,-36.371,10.2472,47,24.186,2.26099
3,18ss,111.049,70.1123,-33.9072,4.63561,46,15.3815,1.76151
3,18ss,106.201,71.0538,-29.5133,11.6811,59,21.6079,2.39103
3,18ss,107.693,64.3004,-28.4342,11.1423,51,18.8484,2.35199
3,18ss,119.375,69.7691,-37.0815,5.76824,44,18.7761,1.62861
3,18ss,115.523,66.9768,-28.3149,4.70594,55,20.2029,1.66507
3,18ss,121.835,68.6707,-27.3941,4.1872,51,16.3309,1.46743
3,18ss,112.441,73.6174,-27.207,6.50651,50,22.3741,1.77852
3,18ss,127.776,67.1335,-36.6028,9.24359,51,16.7647,2.08697
3,18ss,133.807,71.4714,-33.8411,10.4757,47,13.9504,2.68263
3,18ss,129.85,71.9296,-32.0295,6.83616,48,14.1571,1.77423
3,18ss,125.323,64.7487,-29.8114,9.08049,48,16.814,1.87837
3,18ss,135.242,64.1708,-37.6404,12.88,58,10.5426,3.22713
3,18ss,140.766,62.9706,-37.1198,8.9068,64,13.0237,2.61911
3,18ss,139.445,72.2447,-29.9604,11.9983,45,12.571,2.63411
3,18ss,135.892,73.7804,-27.6112,6.2287,44,10.8426,1.66425
3,18ss,135.798,64.3212,-27.3627,4.56861,42,10.2619,1.46864
3,18ss,142.189,66.8317,-26.1052,8.84828,43,11.2789,2.44084
3,18ss,149.737,63.468,-37.463,1.81104,33,3.13333,1.09369
3,18ss,147.112,73.5171,-37.3291,2.74812,43,5.27196,1.69963
3,18ss,147.195,70.628,-30.0335,6.54369,85,10.0465,2.81434
3,18ss,65.5521,81.2452,-36.6486,24.07,59,9.59839,4.10871
3,18ss,68.9694,84.9478,-36.1006,23.6954,60,9.29361,4.1543
3,18ss,78.1698,77.0085,-35.6141,12.1896,63,15.2745,2.7475
3,18ss,77.8095,84.6938,-36.2511,18.9827,72,18.6306,3.57741
3,18ss,70.0613,78.1054,-33.7344,14.8546,53,9.90692,3.03855
3,18ss,73.4403,80.4785,-35.2963,21.4288,49,12.3616,3.98918
3,18ss,74.4432,74.985,-26.1781,16.8518,54,12.6134,3.23804
3,18ss,82.7489,74.7508,-30.3827,16.2003,103,17.874,3.56319
3,18ss,84.3701,78.8717,-31.9961,12.5059,134,23.5886,3.13805
3,18ss,82.6439,83.4912,-31.8246,16.9388,82,25.1621,3.6735
3,18ss,88.0904,80.0559,-29.6693,15.6696,140,20.7225,4.59156
3,18ss,84.7602,77.9367,-27.3244,12.7436,87,25.0562,3.50526
3,18ss,95.5755,78.7995,-37.6173,9.69472,122,21.8727,2.45267
3,18ss,94.5071,82.6046,-34.8388,15.2929,111,30.8596,3.13158
3,18ss,99.0056,75.1596,-32.5046,8.09165,45,19.8717,2.29112
3,18ss,98.3511,86.8719,-31.3701,9.55024,52,23.8907,2.2879
3,18ss,95.3986,84.3484,-27.4145,12.7718,201,25.118,3.38375
3,18ss,97.0709,78.8851,-26.4371,13.2271,185,28.5012,2.84177
3,18ss,106.415,80.5023,-35.3182,8.16803,49,20.3873,2.15685
3,18ss,101.551,84.1314,-34.2132,12.9677,61,21.7756,2.85153
3,18ss,103.908,78.4005,-32.7746,11.3801,51,22.7453,2.54385
3,18ss,109.518,84.5154,-30.8983,10.0251,55,25.6342,2.47463
3,18ss,120.444,77.237,-35.5407,5.90149,47,18.847,1.92415
3,18ss,116.511,84.5944,-31.7752,6.33441,52,17.4086,1.84837
3,18ss,116.922,76.7553,-30.9566,5.69254,49,20.6478,1.65465
3,18ss,119.48,79.5235,-26.6708,8.80449,40,19.7801,2.18965
3,18ss,123.152,83.8001,-39.0177,6.08584,55,19.9592,1.87479
3,18ss,133.101,78.2115,-31.3969,9.06935,48,15.3193,2.2792
3,18ss,129.687,85.5353,-32.4054,10.1953,57,15.1374,2.4846
3,18ss,124.517,82.6974,-30.7895,8.94577,55,19.4358,2.63446
3,18ss,126.53,76.4767,-30.0399,6.72199,50,19.827,1.8568
3,18ss,143.543,79.1915,-32.3526,10.1442,61,11.1464,3.45317
3,18ss,139.159,82.4859,-28.503,8.50442,53,12.5174,1.99899
3,18ss,145.623,82.3841,-32.3822,11.1329,146,7.72911,8.41019
3,18ss,150.68,79.0353,-29.3562,2.33084,43,4.23343,1.64632
3,18ss,65.8006,91.1682,-35.3418,22.6225,62,12.7478,4.17357
3,18ss,69.4478,90.434,-25.0718,18.2149,56,10.7856,3.39381
3,18ss,71.2527,89.5136,-38.2955,23.2816,60,11.6419,4.27594
3,18ss,79.5982,89.1484,-34.2106,14.1385,87,21.6223,3.08743
3,18ss,83.0046,86.9335,-36.4767,18.8255,85,22.008,4.14137
3,18ss,82.5152,95.5432,-34.3597,15.022,114,18.51,4.23192
3,18ss,89.9946,91.3465,-34.9907,14.1744,69,20.5924,3.53804
3,18ss,85.7375,91.1926,-35.3037,13.3738,120,17.3124,4.68003
3,18ss,86.5982,96.4028,-34.2393,12.2678,159,20.9687,4.41853
3,18ss,96.2058,89.2751,-38.0285,19.3232,55,29.5231,3.69016
3,18ss,101.066,94.646,-30.623,14.2085,91,27.0983,2.84128
3,18ss,95.5599,91.1232,-30.7817,13.3403,62,30.5433,2.8641
3,18ss,93.2557,87.9819,-28.2581,13.7551,102,20.3768,2.94333
3,18ss,93.6883,96.2838,-27.1838,14.8561,98,32.154,3.1547
3,18ss,110.954,86.8147,-37.5828,5.02282,63,22.6647,1.76131
3,18ss,106.269,97.5393,-35.8139,10.3018,49,23.7885,2.70245
3,18ss,105.499,92.8011,-35.0858,7.72907,62,20.9847,2.11247
3,18ss,103.266,89.0923,-34.1207,12.5947,56,24.5179,2.80118
3,18ss,111.102,98.1053,-31.3685,9.88597,53,22.8061,2.47309
3,18ss,121.916,91.3193,-36.4913,11.25,61,17.8532,2.89783
3,18ss,121.137,96.8303,-33.3296,6.80403,71,15.3921,2.0423
3,18ss,115.037,95.2708,-28.5009,15.2196,49,23.3916,3.03972
3,18ss,119.621,91.0923,-28.9337,9.68826,56,17.3597,2.23134
3,18ss,113.417,87.8225,-27.432,7.53653,44,17.2034,1.97114
3,18ss,130.946,92.5811,-36.0319,10.2885,89,12.8494,2.46052
3,18ss,132.742,89.9456,-28.5329,6.42645,58,11.3568,1.88934
3,18ss,134.118,95.7747,-36.5345,12.5305,75,11.5709,3.06458
3,18ss,136.774,88.0654,-35.6243,11.1678,67,12.161,2.48502
3,18ss,144.869,95.3225,-29.5302,2.31053,45,5.01512,1.51747
3,18ss,137.879,92.4661,-31.0877,9.1255,48,11.1639,2.82774
3,18ss,138.371,93.8474,-26.9737,16.9243,98,12.3988,5.04627
3,18ss,128.356,115.098,-40.7018,3.12343,69,5.46436,2.07138
3,18ss,64.2573,123.185,-41.9577,4.94947,168,12.1426,3.4274
3,18ss,68.6209,126.086,-42.1695,4.60965,242,9.43416,5.9436
3,18ss,65.9391,130.14,-39.4112,4.81658,253,7.81756,5.99743
3,18ss,75.4223,127.285,-43.8233,7.20428,184,16.3706,4.47707
3,18ss,72.8799,123.191,-43.2997,6.53352,216,17.7991,4.46793
3,18ss,85.1501,125.435,-48.1293,7.41688,255,15.2299,4.9293
3,18ss,81.47,128.886,-46.5004,9.09576,201,11.6131,4.68303
3,18ss,81.5723,122.823,-44.7906,8.24101,199,13.4799,4.0609
3,18ss,91.3658,126.954,-44.2062,8.49835,255,12.3155,5.8969
3,18ss,100.614,124.351,-43.1394,9.47772,224,13.9127,2.94828
3,18ss,103.678,121.559,-49.4868,10.6306,248,9.94629,7.67614
3,18ss,107.346,121.442,-48.1053,8.04614,91,8.27451,3.82797
3,18ss,103.908,129.579,-46.0239,3.32532,64,5.3439,1.77139
3,18ss,110.518,127.112,-41.7804,3.66799,64,5.96274,1.66658
3,18ss,120.978,121.077,-49.7718,2.8585,55,4.01013,1.47154
3,18ss,113.976,123.732,-48.2269,3.35216,65,4.81492,1.67614
3,18ss,71.3055,131.897,-42.8649,5.954,220,8.29455,6.95173
3,18ss,79.6692,132.222,-40.7596,7.27134,153,11.2887,7.4478
3,18ss,72.9584,138.57,-40.382,2.62838,77,5.84026,1.87774
3,18ss,84.9535,136.804,-48.8067,2.50877,85,4.28953,1.27269
3,18ss,81.9418,134.935,-46.3055,3.04895,149,6.05195,1.90103
3,18ss,86.4165,138.263,-41.3339,1.94775,53,5.1954,1.71264
3,18ss,91.1385,134.631,-40.3802,3.92494,150,5.37277,2.52675
3,18ss,94.5173,131.147,-48.8254,3.15707,85,5.71854,1.8456
3,18ss,66.391,17.261,-37.508,5.37246,48,11.0382,1.45934
3,18ss,66.1233,21.1752,-34.4589,4.6002,39,12.6539,1.46633
3,18ss,68.2552,22.3719,-30.7796,3.09343,43,14.0531,1.42201
3,18ss,64.1888,18.1531,-30.4202,6.23133,35,16.8472,1.76416
3,18ss,76.8337,26.4261,-38.8971,3.16984,49,14.7109,1.49902
3,18ss,71.8586,21.2517,-31.6737,3.21273,51,13.0807,1.35583
3,18ss,78.6493,18.1431,-29.8668,3.83465,35,13.0553,1.27591
3,18ss,76.5204,27.8873,-28.7674,4.37554,50,12.1319,1.75107
3,18ss,84.3727,20.0131,-36.2431,3.78913,33,10.3374,1.85401
3,18ss,86.1054,23.8889,-36.9552,4.54761,41,12.905,1.44524
3,18ss,87.7739,21.1009,-32.4354,4.02575,41,11.9983,1.23453
3,18ss,89.5303,28.4467,-29.8139,4.93367,36,14.6045,1.58848
3,18ss,86.7885,21.8385,-26.4892,5.52774,41,13.3877,1.87618
3,18ss,96.2757,23.92,-32.6913,2.70769,36,10.4896,1.04525
3,18ss,96.7768,24.7607,-28.637,3.77523,32,10.5642,1.19954
3,18ss,104.144,22.3453,-38.8912,9.41602,55,9.12562,3.43182
3,18ss,110.947,22.1624,-32.3038,8.47059,18,7.64706,5.64706
3,18ss,108.882,28.7016,-32.2604,7.07143,32,10.562,2.01531
3,18ss,103.455,27.2854,-30.3255,3.31882,32,11.5869,1.10136
3,18ss,115.841,29.2928,-26.6288,3.86153,37,9.23532,1.40739
3,18ss,124.819,26.6734,-35.3282,7.92494,73,7.93438,2.1114
3,18ss,65.8807,35.7168,-27.995,10.62,81,22.86,6.03536
3,18ss,73.2477,34.144,-33.4091,12.2076,89,18.2251,5.06976
3,18ss,78.5277,38.2158,-28.6186,9.58345,70,15.6688,2.94311
3,18ss,78.487,31.7517,-28.7088,7.79803,60,15.8817,2.38945
3,18ss,81.9331,35.1089,-37.8609,8.73458,126,17.1453,2.97864
3,18ss,90.205,37.3992,-38.3975,10.2349,47,18.1069,3.16201
3,18ss,83.637,28.7757,-35.8223,3.76706,42,15.5863,1.66115
3,18ss,92.3648,39.6547,-30.7719,9.41096,51,15.9604,2.49596
3,18ss,87.5781,32.4145,-31.347,8.41889,50,13.9792,2.02365
3,18ss,85.6579,36.9148,-29.3472,7.64341,22,14.2597,2.05426
3,18ss,91.5712,30.6483,-37.716,4.37811,47,10.1287,1.6512
3,18ss,100.101,33.222,-34.8939,6.20707,39,15.2316,1.65407
3,18ss,95.253,35.0862,-26.3012,8.68793,32,11.4691,1.95885
3,18ss,108.941,31.7484,-37.5727,4.19401,41,11.4897,1.94221
3,18ss,102.826,40.3981,-30.7055,4.06605,45,11.6975,1.4883
3,18ss,112.154,35.0638,-29.402,4.26609,35,11.5795,1.32425
3,18ss,122.066,31.7001,-37.4885,5.30469,56,8.8204,2.04034
3,18ss,120.051,30.6334,-35.8913,8.76959,54,9.11804,2.3222
3,18ss,117.809,37.6711,-34.5393,8.92603,39,11.3065,2.18174
3,18ss,127.604,39.9623,-34.0244,7.99045,63,8.48638,2.81632
3,18ss,133.296,36.8318,-31.4474,6,37,8.82247,3.02219
3,18ss,125.478,34.8322,-29.3716,10.7481,32,7.43333,4.49259
3,18ss,129.279,30.6844,-30.9346,7.20776,46,7.39515,2.06708
3,18ss,67.2328,51.7051,-38.2525,11.5734,145,13.4467,9.506
3,18ss,65.4396,42.7976,-31.138,12.9931,222,21.2272,6.12296
3,18ss,64.7411,49.8358,-29.3013,14.5063,54,12.2856,4.54387
3,18ss,72.3787,41.8298,-30.9247,12.642,100,21.5909,4.88212
3,18ss,79.8583,44.7045,-36.6019,11.9198,55,18.5063,3.21227
3,18ss,85.6515,48.0302,-35.2207,8.11007,51,17.4678,2.10536
3,18ss,85.2465,45.383,-27.732,5.95398,78,15.5137,1.83054
3,18ss,97.8919,48.5657,-37.5907,5.66392,51,17.7434,1.91653
3,18ss,99.4892,45.3984,-32.4082,4.76199,38,12.7799,1.52211
3,18ss,93.3258,43.2224,-30.9839,7.16236,44,14.6032,2.08283
3,18ss,103.619,44.4663,-37.7444,5.04786,51,17.2275,1.70538
3,18ss,107.21,45.0256,-32.713,4.1289,36,12.7998,1.38435
3,18ss,111.53,44.7459,-29.6644,3.99238,30,14.8484,1.53998
3,18ss,105.31,49.6926,-25.7544,4.23831,44,13.7575,1.60626
3,18ss,112.713,43.0669,-36.9202,4.49008,43,13.0095,1.4321
3,18ss,119.58,44.2909,-33.1604,6.53842,41,10.1797,1.6156
3,18ss,117.273,41.2429,-27.2521,13.3389,137,11.8673,2.71241
3,18ss,127.197,48.771,-36.0406,9.29601,49,11.8201,2.25362
3,18ss,132.667,41.0824,-34.452,7.97267,54,9.60233,3.29922
3,18ss,130.847,44.0056,-33.252,7.15554,54,8.83594,3.02516
3,18ss,131.281,51.7511,-28.0916,10.3968,51,10.042,2.19935
3,18ss,143.453,42.1916,-35.0862,1.25083,22,2.41584,0.531353
3,18ss,136.147,47.7399,-30.8141,9.06515,51,9.55276,2.74475
3,18ss,98.7454,59.6627,-39.209,3.64087,46,19.8537,1.56863
3,18ss,108.731,52.77,-49.7005,4.88107,46,17.609,1.87052
3,18ss,105.327,59.2157,-45.2605,4.53082,55,17.7946,1.57645
3,18ss,118.848,58.4463,-48.9992,5.07773,53,15.4255,1.60458
3,18ss,121.464,54.4034,-41.134,9.3922,51,11.6034,1.86997
3,18ss,123.742,52.0013,-47.6813,6.94569,70,12.2381,2.38263
3,18ss,130.78,58.1648,-47.5327,6.65173,47,13.5985,1.91481
3,18ss,124.055,62.3636,-44.9245,6.10883,51,15.5751,1.60793
3,18ss,127.836,54.0603,-44.3117,8.47711,49,13.0154,2.17012
3,18ss,128.812,56.1076,-38.9802,8.37877,49,10.2701,2.40177
3,18ss,141.936,60.2697,-41.8808,2.76202,45,4.75194,1.31325
3,18ss,136.071,55.2124,-39.2026,11.8362,73,7.92178,2.85161
3,18ss,64.7889,66.6699,-46.707,5.49685,63,16.3068,1.97235
3,18ss,67.8489,74.6138,-46.2184,6.88499,60,21.2255,2.43666
3,18ss,73.4199,74.3957,-49.2269,6.28461,60,21.9837,2.10144
3,18ss,72.5195,64.446,-47.6729,4.47932,58,16.3029,1.82155
3,18ss,79.3531,73.5458,-45.3498,6.14393,61,19.8271,2.07375
3,18ss,72.7072,70.0384,-44.921,6.84824,53,18.101,2.31915
3,18ss,85.9613,66.23,-49.8651,4.1619,56,18.693,1.75489
3,18ss,81.5951,69.3139,-48.9238,7.44978,64,17.6452,2.04403
3,18ss,86.4506,70.2939,-43.2548,5.6421,51,20.1232,1.92613
3,18ss,92.3142,66.0792,-48.3321,4.05258,46,17.1787,1.6655
3,18ss,92.5002,73.1997,-48.1606,5.33094,52,18.7973,1.80524
3,18ss,97.2179,70.9447,-42.2874,6.18996,56,19.7986,1.97155
3,18ss,100.272,65.9514,-41.9961,4.66102,50,24.718,1.67508
