no,stage,x,y,z,tbxta,sox2,hes6,cdh6
1,18ss,135.748,95.6317,-51.3391,29.7299,66,42.1861,8.34567
1,18ss,134.469,82.6569,-53.1744,17.117,62,29.1501,4.08955
1,18ss,125.145,90.255,-53.7321,40.3421,61,23.3381,13.093
1,18ss,90.6752,44.7844,-56.695,4.60383,75,1.92637,1.4079
1,18ss,102.712,41.5033,-58.0185,4.43556,50,1.51628,1.18092
1,18ss,118.777,47.1743,-57.7154,6.18192,39,3.78458,1.74845
1,18ss,86.2202,57.4131,-59.6632,5.1014,34,5.5105,1.24817
1,18ss,90.4662,62.1474,-58.074,6.82685,32,15.6145,1.81279
1,18ss,86.993,52.4014,-57.7513,4.86017,29,3.3263,1.40124
1,18ss,86.4086,66.3789,-58.0236,6.27606,52,20.1981,1.90364
1,18ss,88.2847,73.2706,-56.1433,7.9709,37,32.2071,3.97992
1,18ss,94.028,51.2729,-55.6869,5.80795,41,4.4841,1.7019
1,18ss,100.103,54.5975,-60.2472,6.00015,79,4.43102,1.82068
1,18ss,118.775,63.7329,-59.158,14.0058,44,24.9726,3.90738
1,18ss,103.885,48.7619,-58.4138,5.16242,33,2.9672,1.55502
1,18ss,109.184,70.9688,-59.1812,14.4837,65,30.813,4.62594
1,18ss,102.418,63.8393,-58.3614,9.9159,35,26.3295,3.50848
1,18ss,114.469,55.0445,-57.4462,9.12106,45,21.9984,2.1647
1,18ss,106.763,58.3225,-57.596,14.4048,57,19.0757,3.28444
1,18ss,134.584,56.0168,-60.4748,23.5277,255,27.9263,10.057
1,18ss,138.027,61.2969,-60.1334,14.0787,76,33.9846,4.11686
1,18ss,145.019,68.8652,-61.9894,19.1595,58,36.3719,6.70589
1,18ss,143.177,54.1466,-59.5446,16.7861,62,18.9367,6.03331
1,18ss,129.71,62.0927,-58.0533,11.433,55,35.4595,2.50652
1,18ss,124.383,54.3788,-56.9915,18.6712,179,23.0482,5.87555
1,18ss,144.265,59.7322,-57.3696,30.6922,209,28.9427,11.3586
1,18ss,134.758,68.0476,-55.8914,14.3202,50,34.8727,3.68025
1,18ss,147.03,65.4831,-61.7894,28.0221,167,29.8306,11.8137
1,18ss,152.038,68.6889,-59.8356,25.0107,46,33.682,7.05982
1,18ss,158.42,67.1739,-57.4425,25.8285,78,31.9815,13.1527
1,18ss,165.625,69.0039,-57.4897,28.0153,115,30.9748,9.99599
1,18ss,174.195,71.8363,-60.1326,19.2834,102,25.6896,8.70255
1,18ss,188.18,71.8158,-60.8529,6.16447,33,2.994,1.97946
1,18ss,172.736,57.7118,-57.6223,4.76442,30,3.3336,1.5098
1,18ss,183.942,66.6878,-58.0199,4.9729,41,2.60748,1.61283
1,18ss,86.1034,97.1456,-60.4387,10.624,51,19.768,7.84834
1,18ss,87.1697,79.9964,-59.2283,9.99695,45,22.3217,5.9364
1,18ss,95.4061,76.6375,-59.5307,12.5227,47,25.8347,4.78155
1,18ss,117.762,78.235,-58.3484,23.9713,40,24.2158,6.36808
1,18ss,118.617,93.3125,-57.778,32.4,99,22.255,8.53046
1,18ss,102.521,82.3186,-60.3922,20.4454,95,28.0224,7.91895
1,18ss,110.974,88.0263,-56.0238,28.9994,61,19.2448,14.8447
1,18ss,110.886,80.4092,-56.7389,21.9674,36,23.2463,10.6317
1,18ss,146.635,73.2482,-60.8788,18.862,50,28.306,4.33936
1,18ss,144.367,84.5905,-60.9527,12.0631,39,30.9696,2.57611
1,18ss,137.448,82.2514,-59.3918,13.4218,47,28.9337,3.29985
1,18ss,126.493,73.1653,-58.7105,19.2252,33,23.7661,4.10737
1,18ss,134.205,76.8983,-57.6796,14.1863,38,30.4553,3.28018
1,18ss,122.063,85.8927,-57.0435,24.6683,57,28.9137,5.88368
1,18ss,130.455,81.9875,-56.0532,16.1667,37,24.4977,3.53929
1,18ss,128.804,88.0387,-55.0236,36.0887,40,27.1774,8.19597
1,18ss,170.843,88.3481,-59.6705,31.8923,182,30.5205,9.34994
1,18ss,152.45,83.1328,-62.578,15.2757,33,30.7668,3.49948
1,18ss,163.047,75.6759,-58.7119,24.5323,72,28.2459,6.40545
1,18ss,148.018,89.0944,-57.5771,19.2116,38,31.4262,4.34587
1,18ss,153.627,95.5233,-57.621,18.3436,46,38.8789,4.13185
1,18ss,164.536,97.1224,-62.1368,27.0452,75,33.2456,7.4236
1,18ss,165.203,81.7966,-56.8229,37.1337,182,35.8018,9.61432
1,18ss,147.741,95.0543,-57.6781,14.28,36,32.371,2.97392
1,18ss,154.325,79.8877,-56.3426,19.2445,62,39.2212,4.13889
1,18ss,163.801,89.8511,-54.107,28.4964,65,38.7515,6.74917
1,18ss,192.831,74.9701,-60.4626,4.85161,36,1.79804,1.38562
1,18ss,173.443,82.9185,-60.4815,30.6706,103,27.8945,7.35714
1,18ss,177.496,89.9382,-59.7215,34.03,122,19.5344,10.3299
1,18ss,184.085,97.5981,-59.2492,28.6404,194,22.4541,19.2167
1,18ss,182.736,85.1068,-58.6698,29.0429,90,17.4184,12.6882
1,18ss,194.241,87.8103,-57.4095,5.18276,40,2.27644,1.80406
1,18ss,180.435,73.5417,-57.52,31.4428,162,20.1788,9.70658
1,18ss,193.428,98.3007,-57.4664,4.95005,27,2.35421,1.77651
1,18ss,174.739,93.1853,-55.9672,36.3246,84,36.3653,11.3879
1,18ss,177.017,97.1041,-55.7804,34.4083,76,30.9813,15.4736
1,18ss,88.2001,119.069,-60.841,13.7664,36,17.077,3.21799
1,18ss,89.6882,99.0958,-59.4912,15.3478,35,13.8372,8.7136
1,18ss,110.267,109.156,-56.9284,48.4994,34,12.6372,8.75267
1,18ss,110.665,116.884,-56.9742,44.3367,33,13.042,8.15255
1,18ss,101.983,113.496,-57.3312,37.2917,29,5.56673,6.74328
1,18ss,97.2057,106.457,-57.4864,61.6798,25,10.4266,11.025
1,18ss,109.6,98.5381,-56.1059,40.8196,40,20.9809,7.51104
1,18ss,117.057,100.611,-56.6723,44.9993,54,27.659,9.49359
1,18ss,105.195,115.7,-54.0543,37.3068,31,5.42372,6.75613
1,18ss,113.222,121.686,-54.7705,33.7896,38,9.4141,6.61402
1,18ss,138.522,99.8283,-59.4214,19.7389,115,33.1843,4.93335
1,18ss,143.814,102.773,-59.6412,18.7865,42,36.0845,4.21435
1,18ss,125.724,118.909,-59.1656,46.9895,50,21.7984,9.4123
1,18ss,127.454,122.653,-58.4461,38.7748,69,24.5505,8.95287
1,18ss,135.004,111.566,-60.2036,28.7354,41,27.0905,5.69214
1,18ss,146.116,115.004,-58.4058,27.3713,53,30.9669,5.96832
1,18ss,138.321,118.376,-58.747,23.5048,76,35.9053,4.8278
1,18ss,130.439,113.301,-58.2458,36.7455,77,29.1757,7.69141
1,18ss,127.709,109.442,-57.3301,42.0079,63,30.6279,8.24229
1,18ss,129.137,103.287,-59.2384,32.7512,45,48.7112,6.50699
1,18ss,146.169,120.114,-57.9499,34.5241,80,30.0998,8.4621
1,18ss,123.953,100.493,-59.5472,32.2828,131,28.7526,10.8704
1,18ss,135.777,104.532,-56.4762,27.2279,97,36.598,8.12491
1,18ss,132.736,118.386,-58.0911,37.9617,160,37.9696,8.6304
1,18ss,138.282,122.693,-57.4179,19.6866,54,38.679,4.26136
1,18ss,166.527,122.73,-59.0128,23.4203,211,22.674,17.5961
1,18ss,150.647,115.981,-58.0846,24.064,60,29.206,6.69571
1,18ss,168.098,116.993,-59.1651,26.9039,203,26.4024,12.7644
1,18ss,165.087,113.001,-57.474,34.7009,99,35.3802,9.6566
1,18ss,156.205,120.33,-58.2314,28.084,68,25.3249,8.24579
1,18ss,149.752,104.424,-58.318,16.3659,31,33.3132,3.34304
1,18ss,160.169,100.986,-59.2235,16.4376,34,30.2888,4.81151
1,18ss,171.57,107.549,-59.9578,24.9582,140,23.7394,12.8228
1,18ss,87.7195,48.9803,-63.5247,3.69758,30,1.78246,1.15975
1,18ss,91.2817,69.2344,-63.7446,7.53298,32,21.526,1.99571
1,18ss,118.468,68.1073,-64.829,10.8656,44,32.8465,2.64989
1,18ss,107.554,50.6632,-64.1695,5.72143,34,3.13855,1.86607
1,18ss,108.381,56.8956,-64.206,5.8447,32,5.86664,1.63719
1,18ss,98.1024,64.9966,-64.5281,6.91067,38,18.4112,1.97382
1,18ss,109.767,71.6302,-64.636,8.95382,32,27.2082,2.50004
1,18ss,111.126,51.7146,-62.9272,6.30069,37,4.05341,2.05803
1,18ss,114.636,50.9887,-61.8281,5.78696,29,4.27855,1.56316
1,18ss,111.848,64.5406,-62.7341,10.1602,46,26.0939,2.4541
1,18ss,100.194,68.4059,-60.4246,7.56731,32,27.1737,2.82215
1,18ss,140.943,65.5708,-63.6908,19.6075,60,33.667,4.6885
1,18ss,127.845,69.6472,-63.7341,13.9569,35,23.3084,2.9841
1,18ss,132.952,51.7475,-62.0038,7.25895,38,5.77365,2.2414
1,18ss,121.316,57.2996,-61.8807,9.32987,55,29.1002,2.53017
1,18ss,122.205,69.532,-62.5056,16.8826,39,37.9958,3.39771
1,18ss,136.711,51.0347,-61.975,6.93625,52,5.05822,2.47744
1,18ss,123.626,51.0445,-61.3624,7.48337,55,6.08119,2.20262
1,18ss,135.582,71.9297,-61.8546,12.4007,37,28.0765,3.67489
1,18ss,148.423,54.7615,-66.1097,8.20635,36,8.00631,2.40558
1,18ss,158.527,54.587,-64.0601,7.33075,35,4.91518,2.75318
1,18ss,156.912,65.6463,-64.6431,21.2965,76,30.7477,6.5619
1,18ss,165.67,51.6473,-62.9932,4.19094,34,1.51572,1.31241
1,18ss,163.961,61.7275,-63.215,25.2972,123,20.5647,12.1929
1,18ss,162.967,65.0276,-62.6775,27.9457,128,23.1396,14.3135
1,18ss,170.163,63.5057,-60.4248,28.1279,190,24.0464,9.17932
1,18ss,150.849,58.5686,-61.327,23.7709,181,24.9755,8.66108
1,18ss,174.986,70.9818,-66.4526,14.3327,77,19.8365,5.59574
1,18ss,175.81,58.9743,-64.6073,4.39147,29,2.16947,1.2825
1,18ss,93.9022,92.9966,-64.6183,9.31398,41,17.3859,4.76471
1,18ss,89.0841,89.9466,-61.4633,11.1144,45,21.3598,6.05938
1,18ss,94.5421,87.5409,-61.7821,12.5474,42,21.8522,6.79061
1,18ss,113.623,93.3104,-65.3813,16.668,39,22.5259,6.19087
1,18ss,100.399,90.4121,-65.1212,10.8593,42,23.3836,3.76765
1,18ss,107.206,77.6262,-63.2256,14.0068,34,26.0091,4.60865
1,18ss,105.858,91.9428,-63.4071,18.2334,42,22.5304,6.98981
1,18ss,98.3581,83.7516,-61.7169,13.7692,38,24.5901,5.07316
1,18ss,140.615,83.2354,-65.2179,11.7833,37,29.6697,2.58165
1,18ss,127.297,92.6831,-64.4945,17.2742,40,27.2977,4.66163
1,18ss,133.04,95.0496,-64.1583,17.5387,32,33.9431,4.72799
1,18ss,128.083,82.8193,-63.201,15.9955,30,29.0405,3.45962
1,18ss,141.705,96.1511,-62.6655,13.5699,33,41.422,3.04995
1,18ss,137.784,89.4846,-60.1929,12.9562,69,27.2972,3.36055
1,18ss,148.788,90.6081,-64.7912,11.0311,45,28.3641,2.63715
1,18ss,159.851,75.3068,-64.6185,15.4868,42,27.6987,3.56475
1,18ss,168.944,77.6146,-64.5613,23.2401,83,30.6366,6.31217
1,18ss,167.467,84.679,-64.3475,28.948,152,37.3566,6.46257
1,18ss,147.386,77.5463,-62.1734,14.5098,64,30.9635,4.42657
1,18ss,161.255,80.9526,-61.8848,22.623,60,32.8581,5.04045
1,18ss,158.11,86.0781,-61.4127,24.9992,61,29.5346,7.06792
1,18ss,165.864,89.9476,-61.5654,31.0606,140,34.2485,7.51112
1,18ss,172.71,96.6172,-63.9252,30.628,58,31.1955,7.35637
1,18ss,191.543,87.9882,-63.1582,6.41237,30,3.59107,3.17069
1,18ss,180.594,86.2948,-64.5603,23.0444,96,15.4315,9.80879
1,18ss,179.63,74.735,-63.7957,22.1756,42,20.9646,9.77297
1,18ss,181.902,92.2646,-63.1447,25.2408,81,13.9185,8.45091
1,18ss,189.58,98.3865,-61.2367,9.03731,43,5.81553,4.42553
1,18ss,177.36,81.8277,-61.0695,30.5658,62,25.2587,8.69649
1,18ss,94.0926,100.073,-64.3409,12.4607,36,17.8897,3.83723
1,18ss,95.58,123.31,-62.7267,14.0921,35,17.3471,3.73214
1,18ss,91.0096,107.292,-61.9241,23.0204,37,17.4685,4.56253
1,18ss,100.002,100.834,-64.7553,15.8901,35,14.8638,3.82317
1,18ss,113.161,100.92,-64.7595,22.8108,33,23.0299,4.72747
1,18ss,107.402,99.4081,-64.2414,21.1887,32,21.5826,4.39291
1,18ss,109.444,122.678,-64.2902,20.0505,33,14.5197,4.27283
1,18ss,99.6811,104.855,-63.9398,22.9506,27,17.8441,4.92884
1,18ss,135.608,105.971,-65.8679,14.8451,37,27.0385,3.36977
1,18ss,129.837,107.716,-64.9181,20.7723,46,32.3997,4.58815
1,18ss,139.919,113.422,-64.5187,15.4266,49,29.5258,3.74863
1,18ss,146.298,110.999,-62.5808,37.6576,53,35.4836,7.11603
1,18ss,140.204,108.989,-61.0235,23.0411,72,34.5379,5.53514
1,18ss,156.674,108.064,-65.1691,12.8967,33,31.7293,3.14043
1,18ss,152.909,104.115,-64.0794,15.5939,36,31.0071,3.43937
1,18ss,160.101,111.431,-63.8707,13.9919,55,32.6913,3.99423
1,18ss,157.758,99.7361,-63.0725,14.1256,75,34.8697,3.85774
1,18ss,149.459,99.1945,-62.1206,14.6743,30,29.9734,3.59481
1,18ss,170.064,115.588,-65.3448,19.9313,253,17.648,6.37786
1,18ss,161.7,104.555,-61.7938,15.6485,30,30.8679,6.545
1,18ss,151.395,121.785,-61.6929,22.033,51,28.1095,8.17272
1,18ss,159.052,116.063,-61.472,28.7777,48,23.9686,7.24477
1,18ss,178.148,102.194,-66.0412,19.9766,186,12.8417,8.64759
1,18ss,179.259,116.796,-64.2771,10.572,40,9.12365,4.995
1,18ss,191.895,100.448,-64.6634,4.64114,32,2.37459,1.69991
1,18ss,175.738,108.261,-64.3964,16.1222,40,15.4214,10.509
1,18ss,184.659,110.539,-60.7573,11.4391,49,7.05129,4.02417
1,18ss,93.1736,127.45,-64.1511,6.41131,36,18.8344,2.07248
1,18ss,89.8311,137.073,-63.6374,5.01664,43,13.3958,2.30379
1,18ss,94.8576,135.473,-61.0057,5.06808,37,14.7807,2.87765
1,18ss,109.47,133.787,-64.5905,6.24122,43,16.4247,2.18332
1,18ss,99.4535,127.985,-65.2866,7.82713,32,17.9124,2.14908
1,18ss,111.763,138.344,-65.304,4.4238,30,11.9305,2.41444
1,18ss,102.506,134.726,-63.2099,5.12441,49,16.1643,2.40494
1,18ss,103.388,126.038,-62.1543,15.5937,30,14.6711,3.48955
1,18ss,107.012,129.079,-61.9295,10.3314,41,18.5047,3.10207
1,18ss,97.1442,131.332,-61.0423,7.08887,47,21.0026,3.05067
1,18ss,106.756,146.074,-60.8284,3.74118,28,3.03782,5.70293
1,18ss,122.951,125.156,-64.868,18.4979,37,21.157,5.07198
1,18ss,135.694,129.779,-65.0809,6.02153,31,18.1277,2.7301
1,18ss,124.606,139.712,-65.6802,3.80767,31,6.71747,2.76013
1,18ss,135.93,147.663,-62.4795,3.65063,39,3.38286,4.73296
1,18ss,132.375,140.531,-62.1653,4.55709,34,6.78238,3.99004
1,18ss,143.958,136.353,-62.972,5.77534,50,6.57696,5.61311
1,18ss,132.081,144.454,-61.3951,3.97054,52,5.08893,7.81042
1,18ss,149.852,138.403,-66.5839,4.89548,30,4.36968,2.86068
1,18ss,147.067,122.928,-64.5966,15.6167,60,25.0319,5.04097
1,18ss,160.356,126.262,-63.5586,12.255,40,8.9161,6.40818
1,18ss,152.237,135.359,-61.6876,9.22739,32,10.5685,6.2125
1,18ss,176.237,128.191,-60.048,10.1545,52,9.18838,5.63276
1,18ss,94.6065,90.4582,-69.6339,6.2234,34,15.6194,2.06372
1,18ss,87.1697,94.2556,-69.1319,5.2047,32,18.7165,1.95703
1,18ss,92.7337,80.6431,-66.2258,8.70507,34,23.0056,2.83852
1,18ss,85.2731,84.6762,-67.4732,5.59647,47,17.3222,2.16779
1,18ss,106.8,88.4762,-69.1748,8.68486,33,22.3676,2.83132
1,18ss,114.277,80.0565,-68.9655,10.4683,37,26.1471,2.80721
1,18ss,103.27,78.4264,-67.6466,8.73233,33,19.9592,2.56237
1,18ss,112.097,94.0775,-68.4846,13.5885,25,21.9235,3.9039
1,18ss,120.065,76.4114,-67.5289,11.7328,28,24.3899,3.00837
1,18ss,120.614,81.0872,-66.8025,12.1977,34,20.7779,2.96587
1,18ss,96.2655,73.3922,-65.7713,6.93997,39,24.6983,2.0121
1,18ss,114.434,75.934,-64.8558,12.1505,36,27.7492,3.4607
1,18ss,117.152,85.7993,-65.7391,15.2605,32,21.3635,4.59479
1,18ss,116.817,94.7754,-65.7877,17.663,29,17.9763,4.63653
1,18ss,128.903,95.8072,-71.1734,10.1364,36,26.7284,2.36504
1,18ss,124.377,89.0107,-69.9077,11.8879,32,26.0244,3.00585
1,18ss,138.812,94.7006,-69.5954,13.1166,42,27.4712,3.17648
1,18ss,145.831,75.9723,-74.9847,13.6954,63,24.791,4.39082
1,18ss,122.728,95.3184,-69.3224,12.112,32,27.6746,2.95484
1,18ss,131.399,77.9975,-68.1271,12.0018,34,28.3997,2.69187
1,18ss,137.472,76.1499,-67.4473,9.49407,41,25.4821,2.85514
1,18ss,144.446,93.0735,-68.6837,11.7229,33,31.7139,2.79907
1,18ss,134.863,84.0361,-67.562,12.0349,33,33.7435,2.59399
1,18ss,128.449,88.1348,-67.0716,15.2916,36,33.1003,3.55747
1,18ss,143.061,90.2488,-64.0907,11.7456,32,28.026,2.98037
1,18ss,171.649,89.1384,-69.1969,18.6684,65,34.0941,4.73241
1,18ss,150.257,92.3386,-70.1758,10.2149,30,27.9329,2.2492
1,18ss,150.396,98.583,-71.0336,14.9323,31,30.3478,3.32209
1,18ss,148.048,82.6629,-68.114,10.961,35,31.1511,2.70475
1,18ss,160.09,87.943,-68.3534,29.7973,140,27.0384,7.85759
1,18ss,166.149,90.4578,-68.7769,23.1799,64,40.4157,5.21339
1,18ss,161.957,80.4402,-67.7773,20.7178,42,34.6015,4.4409
1,18ss,152.484,81.7051,-64.874,11.8009,26,30.1889,2.81731
1,18ss,151.836,74.3479,-66.0605,23.5349,139,30.7132,6.87801
1,18ss,156.972,94.2944,-68.4632,19.2323,111,33.9768,4.92839
1,18ss,186.148,79.9788,-69.6354,8.16393,48,5.21035,2.51231
1,18ss,174.75,92.7114,-68.0083,17.1107,92,22.4074,4.86495
1,18ss,179.646,79.7763,-67.3025,15.9654,55,19.4946,5.30293
1,18ss,174.003,82.0534,-67.2095,21.3411,46,26.0514,4.90929
1,18ss,184.445,87.6622,-66.3375,12.3799,42,6.20625,4.37146
1,18ss,184.334,90.0207,-67.014,11.2509,24,5.13589,3.02091
1,18ss,88.9452,102.211,-68.2272,6.7032,28,17.4225,1.9381
1,18ss,88.3951,108.094,-69.131,7.7831,29,18.8763,1.98383
1,18ss,87.7196,119.076,-70.6147,6.23167,32,20.4325,1.58653
1,18ss,92.836,114.842,-66.2797,13.0778,30,19.3127,2.99811
1,18ss,96.0567,108.433,-66.1372,14.5887,36,20.5744,2.98801
1,18ss,110.823,103.211,-69.4212,13.7101,29,22.9772,2.7642
1,18ss,103.433,110.448,-68.2682,16.9558,29,16.7963,3.59517
1,18ss,108.568,109.714,-67.5428,25.2991,33,19.6067,5.24771
1,18ss,120.381,115.948,-67.7818,22.1005,33,23.4193,4.36175
1,18ss,118.209,118.69,-67.8384,22.2782,32,20.5304,4.22294
1,18ss,115.129,108.663,-67.6706,23.4665,31,22.4706,4.66087
1,18ss,98.9041,121.715,-66.3262,12.9373,44,18.2149,3.04974
1,18ss,99.9278,116.586,-65.6934,20.515,34,16.7814,3.86606
1,18ss,105.053,121.215,-66.4175,14.371,33,17.9793,3.18104
1,18ss,128.456,102.262,-68.1973,15.9904,38,33.4389,4.16793
1,18ss,138.437,107.709,-70.0355,10.9838,27,21.2102,2.49915
1,18ss,143.525,107.531,-71.1246,12.5059,37,27.0396,2.76746
1,18ss,144.357,117.481,-68.6131,10.8787,28,26.5128,2.4219
1,18ss,133.881,101.164,-68.3414,14.1678,31,32.1391,3.38246
1,18ss,129.904,114.228,-67.5714,19.7587,40,27.6175,4.05922
1,18ss,122.93,103.192,-66.68,18.1547,52,24.789,4.40656
1,18ss,125.219,117.445,-68.0828,19.3637,33,26.8776,4.05015
1,18ss,136.839,120.178,-66.5688,14.2615,35,25.2525,3.31902
1,18ss,142.443,106.231,-65.437,17.4809,79,29.1379,3.40272
1,18ss,138.713,100.494,-66.5238,13.88,35,30.4,3.17863
1,18ss,170.567,115.582,-69.527,9.36296,31,9.09633,3.36358
1,18ss,147,101.758,-67.8972,15.2569,33,26.1019,3.42431
1,18ss,156.588,114.711,-67.356,12.6035,42,22.7604,3.17967
1,18ss,166.101,119.524,-67.3686,9.83869,42,8.87812,3.63293
1,18ss,162.844,100.994,-66.2128,19.7702,26,24.0355,4.55064
1,18ss,156.111,123.275,-66.6732,14.1547,46,18.3358,4.87406
1,18ss,166.92,108.792,-65.8111,16.4617,129,21.0504,9.83116
1,18ss,150.625,110.324,-65.3944,15.505,31,38.1609,3.27814
1,18ss,172.744,118.855,-68.1782,10.7075,51,9.09148,4.35849
1,18ss,176.982,101.836,-69.0035,14.2483,44,8.22903,4.30022
1,18ss,183.53,102.745,-69.5394,9.8361,73,5.17643,4.48833
1,18ss,89.0414,131.244,-70.8299,5.26599,36,14.1525,1.52348
1,18ss,92.9869,142.339,-69.7312,4.11625,29,5.9447,1.90654
1,18ss,87.5294,130.838,-62.4174,5.79176,39,14.9291,2.68558
1,18ss,108.323,142.537,-69.4645,3.47498,35,6.71175,1.88363
1,18ss,121.173,130.782,-69.0878,6.99238,30,19.5656,1.95045
1,18ss,97.6256,138.644,-67.5373,4.42873,34,15.2023,1.88408
1,18ss,112.787,124.116,-67.8436,11.9952,33,16.4698,2.7967
1,18ss,116.287,127.879,-68.512,9.48932,28,18.0414,2.51111
1,18ss,104.64,129.412,-68.1662,7.54331,30,19.4946,2.07906
1,18ss,104.93,138.47,-68.2634,4.70543,49,12.3858,1.83131
1,18ss,116.992,134.616,-65.3576,6.94462,30,15.0103,2.37262
1,18ss,100.942,145.24,-65.7466,3.70687,34,4.51639,2.4594
1,18ss,135.194,123.465,-69.372,8.37283,32,20.4501,2.25196
1,18ss,142.038,126.147,-68.1283,10.6989,41,18.3431,3.44601
1,18ss,127.737,145.388,-66.5187,3.1479,38,2.64037,2.50804
1,18ss,128.815,123.536,-66.0468,13.6654,60,22.3045,3.22582
1,18ss,128.571,133.719,-67.4013,6.00657,39,15.4485,2.27039
1,18ss,154.656,129.52,-69.0595,6.9099,31,7.21903,3.74039
1,18ss,152.569,125.036,-66.4461,13.0491,36,18.3371,5.04501
1,18ss,155.141,135.441,-67.3516,5.08329,33,4.34894,3.22219
1,18ss,170.704,124.324,-65.4901,8.99925,42,7.53774,6.32847
1,18ss,99.1917,148.749,-67.8778,3.48005,35,1.94759,1.91394
1,18ss,139.685,46.7337,-62.5321,4.22515,36,2.05786,1.35259
1,18ss,125.245,44.7235,-61.844,4.71749,34,2.052,1.24706
1,18ss,157.721,54.5599,-75.3289,4.42899,32,3.47405,1.48705
1,18ss,152.725,64.3862,-73.56,16.5337,51,29.6372,4.07368
1,18ss,159.684,65.2716,-75.3683,11.7579,47,20.5876,3.24107
1,18ss,167.774,63.1423,-72.1085,14.2771,27,23.3595,6.14898
1,18ss,154.383,50.2447,-71.0121,3.97572,36,1.74452,1.17065
1,18ss,174.308,57.7024,-74.4907,3.02311,26,1.73791,1.10454
1,18ss,178.485,65.5873,-72.4599,4.08158,29,3.54555,1.43336
1,18ss,175.688,62.3711,-70.693,4.70948,29,4.32691,1.57187
1,18ss,95.2951,80.2195,-73.9271,5.30546,34,21.0972,1.45093
1,18ss,88.5504,78.781,-73.2201,4.95898,26,17.1965,1.5323
1,18ss,88.2661,83.5383,-72.2247,5.11737,25,17.2894,1.68043
1,18ss,96.7955,76.3246,-73.7629,5.70303,27,21.1325,1.49131
1,18ss,104.485,93.2382,-75.0862,6.50109,28,22.5187,1.65158
1,18ss,97.2201,99.3852,-73.5851,5.93197,25,17.055,1.69282
1,18ss,102.257,73.2382,-74.0307,5.87512,42,18.9808,1.48531
1,18ss,109.816,84.5561,-73.7153,9.07885,31,17.1524,2.40116
1,18ss,118.875,76.6214,-73.2352,8.1904,28,23.1376,2.39838
1,18ss,96.6499,86.2615,-73.4533,6.35394,31,20.1224,2.20798
1,18ss,110.116,93.809,-73.3485,8.12819,45,25.8685,2.02218
1,18ss,106.832,94.4268,-70.8117,9.31345,28,25.9139,2.48568
1,18ss,119.209,86.3396,-71.1497,11.5516,28,19.443,2.75099
1,18ss,139.795,86.6272,-74.6936,11.8414,36,29.6795,2.49341
1,18ss,136.828,91.2079,-74.0135,9.41496,30,27.4408,2.26857
1,18ss,131.3,91.2786,-72.2517,10.7486,36,30.6374,2.44896
1,18ss,137.709,80.1075,-71.1133,9.85102,33,23.4762,2.29207
1,18ss,141.396,97.8775,-75.3784,11.1955,36,21.4381,2.77171
1,18ss,124.528,82.4233,-72.0377,8.96126,30,19.6742,2.10698
1,18ss,142.673,80.2585,-70.9733,10.2549,45,28.6114,2.73068
1,18ss,127.916,75.8117,-69.6871,11.1088,32,26.4686,2.50007
1,18ss,164.348,76.5912,-73.2415,18.3873,49,28.0554,4.17703
1,18ss,152.835,79.5123,-74.2568,20.6093,31,27.7925,4.5386
1,18ss,156.949,83.2532,-72.9996,19.3179,30,29.8611,4.71041
1,18ss,169.002,81.2009,-71.673,17.2173,143,26.9879,3.94516
1,18ss,148.482,86.9053,-72.1199,12.1452,35,32.9768,2.7571
1,18ss,156.631,95.0086,-70.8399,11.7991,31,26.1342,2.92055
1,18ss,179.504,75.1037,-73.8319,8.42594,23,8.45601,3.0475
1,18ss,173.255,85.1464,-74.1126,10.2687,37,17.3186,2.65062
1,18ss,177.428,92.1951,-73.1476,8.67545,29,9.33046,2.85363
1,18ss,96.2138,115.723,-74.1629,7.17424,31,17.4567,1.7372
1,18ss,94.7891,109.626,-72.9935,6.83653,31,18.7032,1.65687
1,18ss,93.7497,121.812,-71.3547,6.81388,30,19.1704,1.77583
1,18ss,114.775,98.3285,-73.6911,8.64034,32,22.2385,2.06138
1,18ss,107.657,109.022,-77.2467,7.6522,50,15.1379,1.83243
1,18ss,105.911,101.765,-73.9142,8.48008,37,21.3,1.93134
1,18ss,103.353,123.277,-72.2474,7.47643,28,18.8565,1.78523
1,18ss,100.957,106.89,-72.555,8.73871,29,18.3142,2.21835
1,18ss,102.034,115.249,-72.9965,8.22395,31,18.726,1.85432
1,18ss,108.515,118.066,-71.5867,13.5312,27,21.7571,2.79119
1,18ss,112.465,113.036,-71.0621,15.9119,33,16.8583,3.43381
1,18ss,123.133,112.174,-74.7429,9.92394,29,21.0771,2.23912
1,18ss,138.048,118.079,-74.3327,9.02461,28,20.1659,2.05627
1,18ss,128.418,120.589,-74.5952,9.78693,40,22.5034,2.31896
1,18ss,128.89,110.437,-74.3323,10.8123,29,21.5243,2.69948
1,18ss,141.098,113.918,-73.3611,8.66395,29,25.1346,2.50858
1,18ss,128.945,116.361,-73.3176,13.2716,31,20.0897,2.82881
1,18ss,121.35,109.122,-69.1678,14.6297,30,23.0758,3.35626
1,18ss,153.543,109.135,-74.3433,11.4814,30,26.8612,2.69407
1,18ss,150.598,103.648,-73.3269,16.0453,32,27.4697,3.83057
1,18ss,157.381,104.711,-72.5161,11.2236,41,28.9972,3.83577
1,18ss,160.471,117.807,-70.3446,8.80224,36,11.0646,2.8066
