no,stage,x,y,z,tbxta,sox2,thbs2,id3
4,18ss,125.377,158.241,23.4755,1.58604,254,3.17423,3.10026
4,18ss,120.992,166.027,24.6552,1.99862,193,4.17437,2.41657
4,18ss,114.097,166.644,25.1085,2.62873,170,3.54243,2.53258
4,18ss,125.475,166.608,29.3648,2.08852,241,3.81189,2.44412
4,18ss,125.773,156.843,30.3603,1.85606,184,3.50613,2.88248
4,18ss,120.248,159.966,31.1179,2.07969,205,3.76505,3.08183
4,18ss,116.503,167.851,32.7723,2.8914,211,4.28104,2.73646
4,18ss,134.56,160.569,18.4406,1.7301,118,3.0835,2.15135
4,18ss,131.294,158.979,23.4148,1.73674,147,2.94277,2.80057
4,18ss,136.469,159.28,26.3422,2.14521,191,3.31496,2.70133
4,18ss,131.318,164.324,26.5734,2.62049,212,3.69701,2.24059
4,18ss,132.608,156.076,29.6839,1.96329,139,3.41552,3.97437
4,18ss,134.03,165.53,32.3802,4.07339,254,4.5347,2.48909
4,18ss,139.837,157.666,17.9521,1.78992,117,2.8382,2.27674
4,18ss,144.326,159.135,18.824,2.66854,131,2.92359,2.43604
4,18ss,152.983,159.675,22.6474,1.46153,37,3.99818,1.94393
4,18ss,147.743,164.276,23.1619,1.45887,42,6.30203,2.21041
4,18ss,148.215,157.603,24.1657,4.97732,136,3.19925,2.64422
4,18ss,141.142,157.159,26.8028,3.17044,239,3.67972,2.90643
4,18ss,150.116,165.776,28.321,1.57391,44,8.03393,2.55815
4,18ss,142.744,163.394,29.3179,4.75278,248,5.01242,4.4096
4,18ss,161.808,161.381,23.927,0.877411,37,2.32908,1.44355
4,18ss,157.539,156.477,26.1032,1.41287,41,3.41752,2.00413
4,18ss,157.295,161.005,28.3777,1.37495,50,3.62354,2.03975
4,18ss,111.82,171.175,20.7768,1.46378,87,3.92992,2.14569
4,18ss,107.383,169.296,25.1149,2.03572,228,4.33173,2.43441
4,18ss,109.424,171.466,30.0436,3.25957,233,4.41971,2.62043
4,18ss,112.835,176.364,31.4144,2.21191,62,6.83532,2.60545
4,18ss,119.524,177.979,25.1108,0.979315,31,2.61276,1.54979
4,18ss,125.352,171.044,24.923,1.55718,57,6.22546,2.33063
4,18ss,117.675,169.134,26.5747,2.11649,154,3.90325,2.43287
4,18ss,121.47,176.764,30.8598,1.63863,43,6.17298,2.35596
4,18ss,121.211,170.629,34.9646,3.67239,255,4.99151,2.86961
4,18ss,124.421,176.467,33.3109,1.95909,53,8.09883,2.72659
4,18ss,136.683,169.27,22.0794,1.29846,60,7.71552,2.20653
4,18ss,135.473,176.139,26.1507,0.870031,32,5.25196,1.75352
4,18ss,136.794,171.657,27.8431,1.54909,43,12.0042,2.52328
4,18ss,139.194,173.872,30.8438,1.30092,38,5.69094,2.12477
4,18ss,128.194,175.847,34.2821,2.14903,47,8.26591,2.98981
4,18ss,145.201,170.59,33.9912,1.87582,63,11.5743,3.0871
4,18ss,112.011,108.723,26.6685,5.93093,36,2.87398,3.97182
4,18ss,112.617,114.034,33.6701,3.62977,54,3.13956,3.90739
4,18ss,107.82,104.342,34.3931,2.10443,39,3.58569,3.66139
4,18ss,115.3,107.036,17.0292,22.934,32,2.94507,9.20301
4,18ss,124.225,114.077,17.1807,17.4948,34,2.72173,6.38151
4,18ss,119.609,110.852,20.1931,18.8941,36,2.83558,9.04377
4,18ss,126.774,115.85,21.5787,19.5692,32,2.73181,5.82987
4,18ss,118.167,116.663,24.3669,21.5985,41,2.92974,4.75481
4,18ss,117.439,105.085,26.5639,5.10371,38,3.14861,5.75303
4,18ss,119.84,110.668,30.8019,3.98567,38,2.61064,5.11506
4,18ss,126.386,104.06,30.8748,2.55014,38,2.75627,6.04822
4,18ss,124.134,108.734,31.323,3.56415,36,2.71732,5.52255
4,18ss,121.064,105.076,32.6962,2.21429,35,2.62648,6.69769
4,18ss,123.249,114.265,35.0552,3.94124,39,2.73297,5.06377
4,18ss,130.676,112.714,16.2375,18.4052,31,2.55129,6.89765
4,18ss,138.273,105.522,17.5695,14.4766,39,4.4834,7.83981
4,18ss,134.944,110.946,17.9116,17.5685,38,2.69993,6.67854
4,18ss,129.641,106.457,18.1807,15.4742,35,2.74164,8.48538
4,18ss,135.098,116.057,21.1928,17.5294,35,2.56696,5.45642
4,18ss,130.454,113.382,22.111,17.1961,39,2.66925,7.24976
4,18ss,137.298,111.011,22.3149,13.893,37,2.91054,6.56877
4,18ss,130.94,103.914,27.8198,4.20624,32,2.71438,5.87164
4,18ss,137.555,107.061,30.412,3.57441,37,2.76662,4.96558
4,18ss,131.969,107.519,31.8971,3.51127,33,2.48102,4.76038
4,18ss,134.756,113.823,33.1612,8.28641,37,3.00484,5.90802
4,18ss,130.268,112.755,33.159,4.80978,47,2.71934,5.75429
4,18ss,150.904,108.134,20.8035,6.67572,40,2.87725,12.0509
4,18ss,149.323,112.091,21.2917,11.9031,75,4.03471,6.12173
4,18ss,147.308,116.533,24.8805,12.9272,81,4.94134,8.32795
4,18ss,143.261,110.858,23.6972,12.0489,50,2.73023,6.1463
4,18ss,149.797,115.489,27.849,5.80232,91,2.66105,9.56468
4,18ss,151.54,104.959,29.4027,2.64733,30,2.77321,5.36417
4,18ss,142.265,105.026,32.2254,2.52576,37,2.45724,6.32623
4,18ss,147.898,105.831,32.8999,2.52629,39,2.63948,5.32103
4,18ss,141.632,111.6,33.9734,4.13156,49,2.85992,7.10326
4,18ss,148.012,113.858,36.2327,2.85566,64,2.60027,6.37737
4,18ss,161.279,108.849,17.4246,8.02544,88,3.20531,9.18761
4,18ss,155.453,116.592,20.1464,3.27697,56,2.34517,8.69546
4,18ss,155.688,109.123,20.3262,8.02912,45,2.75234,10.8908
4,18ss,162.406,112.542,22.5283,10.499,76,2.58196,8.63531
4,18ss,158.146,115.023,23.9339,5.41726,73,2.55693,11.1336
4,18ss,157.828,107.864,25.3292,7.44561,67,2.56738,7.93684
4,18ss,165.032,110.426,25.206,8.82471,89,3.41867,6.15407
4,18ss,162.72,105.493,26.1703,8.41628,74,3.05672,9.00907
4,18ss,159.514,112.059,30.0718,9.30728,100,3.41833,9.8781
4,18ss,165.164,107.955,30.0138,8.67407,147,4.13487,11.2341
4,18ss,158.704,105.9,33.0169,4.15855,47,3.03803,6.40265
4,18ss,175.923,105.668,24.1303,8.57757,86,5.23041,5.7589
4,18ss,172.917,112.684,26.5003,9.18287,77,5.34232,7.3757
4,18ss,173.879,108.586,30.4625,9.05109,74,3.89143,5.52184
4,18ss,169.633,113.411,34.0344,10.0071,94,5.18132,5.00222
4,18ss,166.821,108.276,35.0701,10.3397,169,5.56636,10.0698
4,18ss,179.912,107.641,18.9882,6.02776,106,3.77728,6.0735
4,18ss,189.573,105.339,19.1053,7.51841,238,9.32466,7.43716
4,18ss,180.923,109.62,26.4122,7.58538,99,4.6446,5.84406
4,18ss,186.696,115.635,25.6175,1.36972,47,6.46821,2.17722
4,18ss,188.214,109.906,28.0327,1.94741,82,9.65618,2.57303
4,18ss,184.511,108.92,33.045,1.72802,41,5.64475,2.28663
4,18ss,194.388,107.5,19.1512,1.40584,32,6.05457,2.1277
4,18ss,108.485,115.891,20.0683,19.2298,35,3.07307,5.44753
4,18ss,108.261,124.398,22.1018,12.2677,37,3.7374,3.11107
4,18ss,113.266,121.055,24.3967,15.3194,41,3.80249,3.44313
4,18ss,109.067,129.581,32.9708,14.9295,43,3.24834,2.87207
4,18ss,117.56,122.906,23.3479,14.216,38,2.76497,4.04956
4,18ss,121.637,126.13,23.9706,18.3791,44,3.02779,3.5243
4,18ss,126.18,122.821,27.3478,20.9772,50,2.87548,3.58311
4,18ss,116.745,125.901,29.2062,16.1043,38,2.87264,4.43917
4,18ss,125.997,125.907,30.2731,17.7993,39,2.92745,3.84619
4,18ss,121.933,122.969,29.4201,17.9812,54,3.00596,4.18981
4,18ss,126.521,120.909,19.2024,18.9189,37,2.6907,3.67235
4,18ss,137.021,126.18,19.8974,17.4238,40,2.85482,5.47504
4,18ss,130.823,121.215,24.4747,18.9032,37,2.83215,4.43393
4,18ss,137.776,118.679,25.0447,19.946,43,2.82795,6.8015
4,18ss,134.661,121.628,26.4792,16.6042,44,3.00346,6.49835
4,18ss,138.627,120.946,28.4632,14.3795,94,3.38618,6.09179
4,18ss,135.523,127.698,28.7522,11.5257,130,4.15888,5.48882
4,18ss,140.252,125.698,32.9687,4.35956,145,2.83333,6.74254
4,18ss,128.176,129.303,34.4052,13.2156,173,3.94114,4.48187
4,18ss,145.177,117.871,16.7215,19.6556,33,2.62517,5.04233
4,18ss,145.775,124.833,18.5826,15.3691,61,2.786,4.72225
4,18ss,147.1,121.518,21.7583,9.18739,86,3.47644,5.69482
4,18ss,141.974,127.509,22.5179,14.9395,146,3.50248,3.88501
4,18ss,146.188,127.551,25.5524,3.38232,78,2.51293,5.96725
4,18ss,144.42,119.88,25.8778,13.5316,65,2.89458,4.97988
4,18ss,149.627,123.114,25.8077,3.01334,81,2.42156,7.24166
4,18ss,140.896,127.773,26.7996,11.5367,93,3.39298,4.52715
4,18ss,150.907,127.982,29.0346,1.80877,82,2.56756,7.30091
4,18ss,147.242,127.449,32.3604,2.04628,101,2.61434,5.58191
4,18ss,151.096,123.222,33.0987,2.48406,107,2.58302,7.31148
4,18ss,165.384,120.147,16.7387,9.00347,55,2.56342,8.25737
4,18ss,165.758,127.871,19.0573,7.79876,68,2.67471,7.95241
4,18ss,162.407,124.633,23.1985,5.6112,92,3.22135,6.85233
4,18ss,157.151,127.631,25.2221,2.37143,115,2.46278,7.76813
4,18ss,165.64,119.371,24.9878,8.12193,75,3.37732,8.35088
4,18ss,154.427,119.521,27.5811,2.93855,67,2.48977,10.7771
4,18ss,158.101,118.138,29.8705,5.05082,65,3.00553,11.6432
4,18ss,161.743,118.993,32.9706,6.0002,110,3.41676,9.58392
4,18ss,156.109,129.736,33.2424,3.118,92,2.58804,6.34688
4,18ss,178.793,119.605,15.0201,6.48888,160,3.8436,5.10278
4,18ss,170.241,121.913,20.2555,7.22639,59,6.34501,7.81402
4,18ss,175.587,118.19,22.8265,7.38476,206,4.74014,5.74559
4,18ss,171.996,127.197,24.436,4.68788,198,6.09936,7.65791
4,18ss,170.904,119.141,29.675,7.8178,70,4.32728,5.2505
4,18ss,179.095,118.204,33.3035,1.56459,37,6.68344,2.37558
4,18ss,168.634,124.046,33.2681,7.45132,123,3.94951,5.98779
4,18ss,189.167,116.826,17.0924,1.23097,38,5.09526,1.90741
4,18ss,181.372,124.383,20.9571,1.36688,38,5.23417,2.00034
4,18ss,182.413,123.618,26.2569,1.37103,37,6.52227,2.17809
4,18ss,182.971,121.011,33.415,1.23268,42,4.88052,1.91513
4,18ss,108.132,139.411,19.3339,2.35573,109,3.06407,2.69635
4,18ss,111.816,134.554,25.9251,14.3824,70,3.42641,2.58493
4,18ss,109.882,138.918,26.4855,4.8363,218,3.16179,3.49988
4,18ss,117.463,132.676,19.6849,14.3117,73,2.87339,2.61438
4,18ss,115.459,141.426,22.4885,2.27181,86,2.84833,2.65104
4,18ss,119.472,139.007,24.1212,5.26368,110,2.91224,2.80651
4,18ss,124.358,141.688,25.2275,2.54095,107,2.99267,3.07169
4,18ss,116.713,137.491,28.4883,9.27951,203,2.9508,2.90298
4,18ss,120.67,131.682,30.7118,19.5514,82,3.24419,3.84275
4,18ss,121.715,139.158,34.0326,4.09531,146,3.27126,4.32634
4,18ss,120.306,133.533,35.3175,8.57096,142,3.27217,4.19647
4,18ss,114.99,141.646,35.647,3.90056,192,3.27212,3.10923
4,18ss,130.248,131.959,16.4126,17.8856,50,2.8441,3.22932
4,18ss,129.15,140.88,20.7681,2.14871,129,2.83021,3.35356
4,18ss,134.368,136.547,21.4944,9.73627,137,3.92291,4.82714
4,18ss,138.953,135.025,18.2862,8.56593,115,3.63191,4.7021
4,18ss,126.977,134.824,23.4665,19.5845,147,3.42156,4.61069
4,18ss,131.874,132.655,26.1504,17.7888,89,3.43343,5.26674
4,18ss,133.012,141.922,27.4121,2.28731,152,3.03216,4.80669
4,18ss,135.742,137.794,28.0472,3.62455,160,3.30282,4.43889
4,18ss,134.309,130.577,31.1073,6.90074,199,3.1387,5.62233
4,18ss,133.896,134.207,30.6928,4.24858,104,3.3001,5.72318
4,18ss,128.891,137.518,30.451,4.54584,144,3.27163,4.34974
4,18ss,145.515,137.795,18.1588,1.4724,93,2.48592,5.10846
4,18ss,149.857,136.325,20.9842,1.31805,95,2.40176,5.57805
4,18ss,152.294,132.134,22.9555,1.66382,78,2.50363,6.14334
4,18ss,150.306,140.707,25.3509,1.68643,72,2.76736,4.80146
4,18ss,152.699,132.493,30.2148,2.14169,82,2.53295,6.22835
4,18ss,140.12,133.457,29.548,3.0029,92,3.01294,7.70242
4,18ss,144.53,140.744,29.742,1.75446,98,2.88035,4.28212
4,18ss,145.94,133.46,29.3845,1.89537,51,2.63898,4.16621
4,18ss,145.932,137.488,34.6494,2.33694,102,2.92232,4.22941
4,18ss,157.107,135.102,17.124,2.18675,67,2.37974,6.88557
4,18ss,164.859,139.334,19.113,5.56328,146,3.19516,7.09631
4,18ss,159.841,141.416,22.6902,5.25775,96,3.11632,3.81083
4,18ss,112.312,79.7374,19.655,1.62999,33,3.64787,5.04197
4,18ss,109.843,86.6292,24.1009,1.55916,35,4.09828,4.78122
4,18ss,108.88,81.3762,28.2691,1.35776,38,3.85619,3.80565
4,18ss,109.372,89.9275,29.1446,1.45094,34,3.01813,4.68455
4,18ss,119.725,82.3713,19.2149,3.09534,28,3.45786,8.82211
4,18ss,113.773,90.2405,22.1235,2.0602,32,2.96563,8.47142
4,18ss,124.743,83.1141,23.3625,3.26229,30,2.42059,7.25087
4,18ss,123.406,89.1066,25.1412,3.68127,35,3.51917,8.59226
4,18ss,114.856,85.076,28.3291,2.68019,37,2.92576,5.65693
4,18ss,123.961,81.2303,29.484,2.03501,34,2.20815,5.88537
4,18ss,120.651,87.8431,32.0795,2.59964,35,2.74246,4.51123
4,18ss,131.865,85.3222,20.3191,2.16101,34,2.82124,6.39238
4,18ss,139.599,84.9208,24.8863,3.08559,32,2.1157,6.32027
4,18ss,130.502,84.05,28.8129,2.02726,32,2.12953,5.49513
4,18ss,134.753,90.2042,28.9687,3.0826,31,2.23807,7.66204
4,18ss,137.188,79.3491,30.7397,2.23864,38,2.33455,6.2129
4,18ss,139.802,86.1394,31.2041,2.79438,37,2.30652,6.40046
4,18ss,132.069,79.588,33.043,1.78753,51,2.26569,5.10616
4,18ss,140.874,81.72,18.8814,2.05885,28,2.19073,5.9576
4,18ss,144.364,86.5907,19.4352,3.78045,29,2.70789,9.03189
4,18ss,149.272,86.5257,20.503,2.81243,36,2.35848,6.9245
4,18ss,145.792,82.015,21.7312,2.40348,30,3.19305,8.40411
4,18ss,141.487,79.3925,26.3695,2.13379,37,2.639,4.99666
4,18ss,144.351,88.8362,26.6042,2.67732,36,2.35205,6.81527
4,18ss,149.637,83.8536,27.7125,2.59151,44,2.44491,5.94592
4,18ss,150.211,79.3331,32.3477,3.4051,37,2.60141,8.13603
4,18ss,144.026,77.833,32.3674,2.53621,34,4.75354,8.00089
4,18ss,150.935,85.9523,34.4965,2.91212,34,3.12067,8.71471
4,18ss,164.49,88.2303,19.5905,5.5107,26,4.01733,7.62773
4,18ss,155.598,89.6058,20.7556,2.70556,33,2.60676,6.26953
4,18ss,159.282,85.8846,20.7642,3.54944,34,2.90351,6.52435
4,18ss,153.375,81.7107,22.8243,2.28716,30,2.35748,5.61409
4,18ss,165.961,91.0214,23.301,4.03036,24,4.76113,7.22753
4,18ss,161.909,90.1225,25.3866,3.8912,33,3.16102,6.70284
4,18ss,163.721,82.0203,26.6276,5.60228,34,6.33414,7.01728
4,18ss,156.183,79.7669,28.3198,3.56939,37,3.57441,8.90249
4,18ss,164.237,88.2048,31.8785,4.2611,40,4.71159,7.71078
4,18ss,156.259,85.8812,31.9846,3.49411,34,2.88939,7.22273
4,18ss,158.591,87.4018,33.9095,3.46827,37,3.07756,4.66833
4,18ss,174.567,84.566,18.5739,7.1642,29,6.24583,5.81342
4,18ss,166.451,82.7732,18.8595,6.26671,32,6.96559,7.26941
4,18ss,174.254,78.125,24.5446,8.46513,42,8.77457,7.30079
4,18ss,169.732,87.0949,25.6203,7.96948,49,7.8223,8.43913
4,18ss,177.548,85.0134,26.1832,5.69407,44,7.59895,4.78251
4,18ss,172.338,78.3268,31.944,4.92889,38,4.70726,6.33041
4,18ss,173.034,86.9724,32.3296,4.08707,49,5.94291,5.23538
4,18ss,192.205,81.4839,15.8988,0.819449,29,4.2114,1.45422
4,18ss,184.76,83.4076,19.2784,4.96571,60,7.20589,4.08293
4,18ss,180.202,89.492,20.212,8.80607,45,4.70077,5.80856
4,18ss,180.272,80.4335,21.2308,5.70525,30,9.401,7.28749
4,18ss,189.306,88.6555,27.0436,1.06677,57,4.89972,1.72197
4,18ss,188.006,81.1877,27.4724,0.808432,31,6.31941,1.70733
4,18ss,183.603,85.8216,29.5019,1.63357,34,7.03713,2.06925
4,18ss,111.699,96.135,18.5571,3.73867,31,4.62995,5.85618
4,18ss,106.985,93.1976,21.8983,2.03608,41,5.54215,6.23359
4,18ss,112.446,99.8842,23.373,2.8285,33,3.6975,5.22615
4,18ss,108.219,96.9577,25.8654,2.04312,45,6.84541,6.77072
4,18ss,111.278,103.609,28.889,2.2803,36,3.08883,3.49831
4,18ss,110.66,96.9128,30.9831,2.26494,46,2.89567,3.72865
4,18ss,108.939,92.1754,35.0267,1.50535,41,2.7234,3.62803
4,18ss,117.857,94.0593,24.4405,3.98822,35,3.04008,5.71975
4,18ss,124.139,100.428,25.3061,3.76392,30,3.03261,7.34246
4,18ss,118.293,99.45,26.2042,3.16316,31,4.39652,6.05616
4,18ss,126.045,95.5263,26.0097,3.0442,33,3.17381,7.30264
4,18ss,115.544,99.0137,31.3361,3.11606,36,2.78875,4.60755
4,18ss,122.174,100.848,32.2793,2.37043,39,3.97642,6.32239
4,18ss,116.329,92.1288,32.8445,1.85983,39,2.65454,3.80133
4,18ss,121.244,95.9301,34.5692,2.3721,32,3.13948,4.51237
4,18ss,132.349,93.3719,22.034,2.59411,30,3.15114,6.46081
4,18ss,136.396,97.2646,24.7572,2.55105,37,3.06919,7.0577
4,18ss,132.022,99.0656,25.2785,3.05801,32,2.9638,7.13526
4,18ss,139.02,101.998,27.0837,3.06985,33,2.56596,5.57787
4,18ss,137.201,95.8597,31.5242,2.48239,39,2.79096,5.10773
4,18ss,127.22,99.1037,32.8757,2.34797,37,5.21954,5.55277
4,18ss,130.575,94.8676,33.413,2.20967,32,2.40204,5.53922
4,18ss,134.742,98.7814,33.3453,2.48874,41,2.55106,5.62157
4,18ss,141.859,91.3114,17.4392,3.31279,31,2.35695,8.07133
4,18ss,148.865,96.21,18.863,3.43436,42,2.15434,6.17776
4,18ss,139.971,96.292,19.4011,4.96533,29,3.71717,7.12692
4,18ss,151.984,103.966,20.5303,5.53238,70,3.20118,10.3369
4,18ss,142.54,91.6387,23.1734,3.70603,32,2.25712,9.74761
4,18ss,143.517,99.7932,24.0971,2.61449,30,2.18816,7.59097
4,18ss,152.223,98.7876,24.293,3.16076,35,2.40363,8.01951
4,18ss,144.131,94.4565,26.0703,2.44093,28,2.1709,6.41567
4,18ss,146.319,103.094,26.9386,2.86868,35,2.83375,8.18077
4,18ss,150.229,91.7183,27.2058,3.07027,31,2.79176,5.78541
4,18ss,144.7,97.9703,29.5764,2.91342,30,2.19265,7.12413
4,18ss,147.744,94.4775,33.6761,2.21896,33,2.29086,4.03036
4,18ss,143.79,100.859,34.6939,2.34098,30,2.46039,7.20587
4,18ss,154.212,91.9836,16.9715,3.35613,31,2.88843,7.09628
4,18ss,162.566,98.4709,17.4264,9.26724,59,4.90343,10.8705
4,18ss,165.486,99.1118,20.1291,5.5564,30,3.70906,10.9072
4,18ss,154.166,95.1573,22.2082,3.03284,29,2.43045,8.01015
4,18ss,161.106,99.7716,25.2015,3.99934,43,3.45238,8.79405
4,18ss,155.941,101.92,27.1811,3.50356,41,2.65643,6.97636
4,18ss,154.865,94.5604,27.7911,2.67363,37,2.43021,5.53564
4,18ss,158.011,93.0854,31.5557,3.24047,32,2.6926,5.81525
4,18ss,164.206,100.283,32.4893,3.63082,45,4.07391,7.22354
4,18ss,175.161,94.785,20.1343,5.03225,29,4.56754,7.75198
4,18ss,168.048,93.856,20.8276,5.26753,31,3.7845,8.41761
4,18ss,166.122,103.496,20.9908,7.69592,44,3.41943,9.39861
4,18ss,169.169,97.6222,22.5607,6.84607,40,5.99046,10.1327
4,18ss,177.491,96.1968,22.6298,6.68404,44,4.53357,5.14474
4,18ss,171.747,95.1241,26.648,8.1662,97,8.13435,7.57094
4,18ss,167.434,102.238,28.5329,8.98024,174,4.8699,8.87398
4,18ss,174.715,99.8484,28.032,9.93872,69,4.75685,8.04079
4,18ss,167.97,93.261,32.1755,7.88575,65,7.73074,13.6971
4,18ss,170.06,98.7692,34.4077,6.88826,103,5.30315,6.88413
4,18ss,183.524,97.3384,18.9843,7.76089,50,5.18291,9.36233
4,18ss,187.771,91.9568,21.0235,6.46719,103,5.90985,4.59422
4,18ss,186.695,102.004,25.1348,6.75425,224,8.41813,6.79111
4,18ss,181.258,100.342,26.2927,6.24347,89,3.46332,6.12704
4,18ss,180.845,91.0991,27.1952,7.76478,122,4.63084,5.67077
4,18ss,191.097,103.306,28.7571,1.73327,55,5.16803,2.14033
4,18ss,181.526,96.4959,29.5415,7.66127,141,6.9706,4.31751
4,18ss,188.671,94.0821,31.0742,1.28113,65,3.5086,1.80781
4,18ss,179.205,103.416,32.5185,6.78616,135,3.60226,4.39112
4,18ss,185.234,103.419,33.633,2.31778,63,4.4588,2.49499
4,18ss,197.504,103.889,19.6195,0.969701,38,4.14109,1.58727
4,18ss,194.602,99.2423,23.8569,1.13769,32,6.19703,1.76702
4,18ss,193.398,92.3199,24.1716,1.01438,63,4.5003,1.67578
4,18ss,125.516,52.2151,25.7341,0.364892,24,2.98583,1.15116
4,18ss,137.871,47.8955,17.723,0.362963,19,2.06605,1.07654
4,18ss,131.882,46.577,21.9967,0.272537,25,1.3874,1.01984
4,18ss,135.989,50.451,23.5288,0.46917,24,5.18866,1.35266
4,18ss,144.851,46.3412,16.167,0.354622,22,2.87857,1.31555
4,18ss,146.944,51.7611,17.9966,0.94715,24,2.90171,1.96937
4,18ss,152.508,48.083,18.7,0.553645,27,3.40595,1.35849
4,18ss,148.684,49.0571,21.0299,0.572881,28,2.31334,1.31705
4,18ss,147.639,50.6489,26.0873,0.590258,27,2.45056,1.35119
4,18ss,147.821,49.1332,32.7776,0.55187,32,1.93585,1.31821
4,18ss,106.848,61.9956,23.6182,0.25,10,1.5,1.16667
4,18ss,112.027,62.1835,26.6069,0.49767,21,2.26238,1.6325
4,18ss,120.868,62.0962,16.8173,2.8883,22,2.30674,1.94326
4,18ss,115.448,60.4553,18.2934,0.790706,22,2.56844,2.64914
4,18ss,120.837,52.71,19.67,0.294715,23,1.88211,0.730691
4,18ss,123.011,55.8538,19.8397,0.573614,19,3.82792,1.6195
4,18ss,116.462,62.49,22.5011,0.550548,19,1.97199,1.82095
4,18ss,125.39,64.8047,23.6187,1.73569,25,2.68785,4.10031
4,18ss,123.881,60.4208,25.9093,1.28058,37,3.12046,2.13023
4,18ss,121.534,59.8932,29.9516,0.803928,24,2.39542,1.55679
4,18ss,121.977,56.0669,32.3831,0.416403,27,2.03736,1.10389
4,18ss,138.307,53.2145,17.2162,1.129,30,2.96548,2.38081
4,18ss,129.618,53.5174,18.1866,1.27241,25,3.32731,1.84626
4,18ss,138.733,62.4942,22.5211,3.25758,25,3.24386,5.84089
4,18ss,130.427,65.0014,23.8824,2.84617,30,3.49381,4.39664
4,18ss,129.795,56.1053,24.092,1.20342,20,3.04037,2.21351
4,18ss,136.823,64.4498,28.6661,2.79775,25,4.60125,3.568
4,18ss,133.553,58.565,27.1049,1.82341,34,4.67009,4.40852
4,18ss,138.722,53.7534,29.9814,0.775639,43,2.24826,1.66779
4,18ss,130.867,54.5253,30.2617,0.815481,25,2.86713,1.52948
4,18ss,128.205,65.4055,31.7024,1.95037,30,2.4671,3.62893
4,18ss,134.935,64.9583,32.9375,2.54088,42,3.19042,3.63463
4,18ss,147.372,63.2264,17.5518,9.80775,42,7.49753,7.43712
4,18ss,141.006,65.4164,19.3166,3.63371,26,3.02548,6.09261
4,18ss,147.084,56.8098,19.1859,2.97152,29,4.99703,5.7831
4,18ss,152.1,58.4123,24.054,4.10559,27,4.01968,5.61108
4,18ss,143.99,64.8061,24.1212,4.28008,29,4.62486,6.00801
4,18ss,144.443,55.5566,24.6194,1.67932,29,3.31631,3.25861
4,18ss,150.151,63.4306,23.5912,5.18108,38,7.00321,6.66092
4,18ss,147.94,62.6508,29.6288,2.57392,30,3.45542,6.92345
4,18ss,145.521,56.8568,29.7235,1.39109,29,2.47257,4.60592
4,18ss,142.959,59.171,33.2938,1.81628,38,2.89288,4.84706
4,18ss,151.827,61.4899,34.772,2.4638,28,3.36401,4.78447
4,18ss,154.104,60.354,17.8078,8.81282,48,8.73048,6.39303
4,18ss,157.473,54.9116,21.2864,6.81703,39,6.44249,6.12373
4,18ss,164.691,58.0298,21.1085,4.35571,120,6.23885,6.47281
4,18ss,159.573,59.9794,23.6325,4.33248,49,4.00603,7.20616
4,18ss,160.795,54.3877,26.8015,1.14168,30,4.09252,2.17211
4,18ss,154.068,55.3588,27.3585,4.45422,44,4.18488,4.95938
4,18ss,156.094,62.5834,30.4556,2.51611,46,3.89117,4.5897
4,18ss,160.53,64.9735,33.6949,3.77037,30,4.44044,4.61594
4,18ss,157.4,55.9912,33.5807,0.931248,37,3.24577,1.9278
4,18ss,168.146,53.3522,17.0531,0.997537,29,2.41364,1.50185
4,18ss,172.165,61.7502,21.4767,3.94969,38,4.04749,5.02798
4,18ss,169.748,53.7971,24.2696,0.633254,35,1.85314,1.26773
4,18ss,173.658,59.8717,24.5665,1.23326,34,4.87538,2.18872
4,18ss,166.976,62.3016,27.3413,3.55644,45,4.16324,5.98654
4,18ss,166.217,61.9883,32.9786,1.27285,34,3.47523,2.25154
4,18ss,180.346,61.3966,17.0808,0.69318,32,3.92734,1.36316
4,18ss,111.282,74.2247,16.9448,1.4175,25,4.79555,5.50514
4,18ss,108.856,66.8729,18.901,0.807132,25,4.9997,3.48707
4,18ss,111.705,67.809,25.2581,1.31202,23,3.26616,2.47394
4,18ss,107.948,72.5181,24.9108,1.66338,26,3.09246,3.54426
4,18ss,106.954,75.5716,29.8323,1.41602,41,2.7953,3.5203
4,18ss,111.504,74.1191,32.0743,1.57377,37,2.94331,4.49208
4,18ss,109.814,65.3907,32.0575,0.643126,27,2.51819,1.51604
4,18ss,121.581,66.9299,17.1886,1.21247,19,3.30226,5.27827
4,18ss,125.626,69.7643,20.4317,2.04165,31,2.15438,3.92574
4,18ss,114.053,74.3951,20.9727,1.84257,42,3.40159,7.26555
4,18ss,119.776,75.5072,20.68,2.88022,28,3.63414,7.78418
4,18ss,117.923,67.7997,24.103,1.26806,26,2.41995,2.48108
4,18ss,119.327,74.2322,25.4803,1.7863,50,2.96629,5.10692
4,18ss,123.038,70.5707,26.5462,2.16053,38,2.29775,5.2884
4,18ss,115.934,76.7655,29.9643,1.68883,38,2.71342,5.38427
4,18ss,119.31,68.6994,32.6363,1.93724,35,2.27272,2.98361
4,18ss,124.459,77.1646,33.0274,1.86159,34,2.7051,4.30431
4,18ss,116.145,66.4586,33.8938,1.07794,31,2.13042,1.76051
4,18ss,116.368,72.7933,33.9512,2.27207,32,4.60007,4.60839
4,18ss,126.674,75.5629,17.9049,2.17453,27,2.79573,6.4313
4,18ss,133.791,66.8924,17.1678,2.71726,18,2.17428,3.02821
