no,stage,x,y,z,tbxta,sox2,thbs2,id3
1,18ss,98.7244,133.718,-26.075,1.08909,13.7346,2.65569,1.12292
1,18ss,112.355,136.945,-27.801,1.30053,11.3006,2.84993,1.6647
1,18ss,112.107,126.911,-26.8969,1.1776,9.91234,2.78641,1.85873
1,18ss,102.609,137.884,-24.8973,1.25795,12.0433,2.70622,1.31696
1,18ss,110.314,141.783,-24.7331,1.52772,10.398,3.44515,1.43357
1,18ss,97.9558,141.74,-23.4493,1.38726,12.0564,2.74161,1.01113
1,18ss,128.445,138.834,-28.7604,2.71285,10.8421,2.662,1.6714
1,18ss,143.11,120.749,-28.0828,2.6446,7.62515,2.79698,8.35792
1,18ss,126.336,126.884,-28.252,1.23953,9.34275,2.68127,1.60262
1,18ss,133.392,138.815,-27.9707,2.23707,9.89431,2.73281,1.65885
1,18ss,140.297,143.248,-27.0734,6.36064,11.3272,2.08703,1.66385
1,18ss,140.049,132.708,-28.0238,2.82025,7.90621,2.31877,2.20468
1,18ss,137.421,129.613,-25.9189,1.98094,9.13818,2.43989,4.67868
1,18ss,141.075,123.68,-25.2667,2.9722,7.96589,2.76717,6.40822
1,18ss,124.54,141.038,-26.0103,2.70947,11.9303,2.76599,1.53402
1,18ss,120.605,143.945,-24.1408,1.73968,13.9748,3.98063,2.0442
1,18ss,131.04,131.881,-23.626,1.47916,12.9719,2.75767,4.96055
1,18ss,157.452,130.138,-28.1868,4.96177,9.41951,2.61932,5.33267
1,18ss,150.426,133.283,-25.1571,4.55301,13.4512,1.99071,4.5447
1,18ss,163.693,130.379,-25.0613,0.875558,4.64138,2.1843,0.844054
1,18ss,157.589,124.685,-24.8211,5.15514,11.7125,2.50252,2.83232
1,18ss,162.988,123.879,-23.0353,5.73285,11.0059,2.35825,4.27056
1,18ss,146.111,126.288,-22.7437,3.35536,12.8595,2.68384,4.80947
1,18ss,174.359,120.008,-22.8031,1,4.74177,2.2,0.746835
1,18ss,104.031,158.438,-28.823,1.82343,13.8905,3.74904,0.786264
1,18ss,99.1369,155.294,-26.7884,1.65567,14.3662,3.92791,0.914058
1,18ss,103.585,149.289,-26.6425,1.51451,14.1051,2.80615,0.855925
1,18ss,115.217,145.667,-26.1892,1.50198,13.9793,3.02146,0.867164
1,18ss,110.02,157.175,-25.5516,3.23632,23.2749,4.09941,0.974814
1,18ss,109.887,167.27,-25.1465,1.27379,7.65331,5.98804,0.884628
1,18ss,97.9214,167.954,-26.6044,1.1652,6.92398,4.00877,0.777778
1,18ss,110.453,146.714,-22.5692,1.97399,14.487,3.51689,1.37191
1,18ss,116.09,156.372,-22.8904,2.25158,19.5686,3.10636,0.930549
1,18ss,136.809,156.469,-28.6914,0.616622,3.8622,4.72976,0.47185
1,18ss,134.743,162.151,-28.1028,0.584475,3.05251,1.78082,0.3379
1,18ss,126.793,149.851,-27.557,2.68038,18.2277,3.56108,0.947332
1,18ss,132.638,146.376,-26.0068,3.21685,17.3404,3.68001,2.39454
1,18ss,122.155,164.652,-22.5647,1.21113,7.50488,3.93082,0.790899
1,18ss,118.636,169.324,-25.2266,0.9971,6.61046,2.54767,0.644363
1,18ss,100.743,21.2779,-20.3246,0.5,0.5,3.5,0
1,18ss,114.552,17.6257,-16.7563,0.40435,2.69019,1.97093,0.306702
1,18ss,99.6804,39.129,-22.6271,1.00879,3.30413,2.75235,1.58002
1,18ss,109.123,33.9435,-20.4991,1.83543,3.35111,2.16182,1.54887
1,18ss,112.568,24.2658,-19.9131,0.570539,3.90249,2.39627,0.489627
1,18ss,104.416,32.8599,-19.5519,2.0321,3.5273,4.11611,1.89485
1,18ss,117.25,44.4968,-19.8729,2.58758,3.74433,4.66658,4.73538
1,18ss,115.052,38.9322,-21.2965,1.61489,3.35185,2.6713,2.64282
1,18ss,103.798,24.8959,-18.5926,1,2.71429,27.8571,0.571429
1,18ss,114.403,30.5171,-17.1868,1.77738,3.55006,2.7388,2.08126
1,18ss,96.8444,40.494,-15.6424,1.04162,4.2697,2.90714,1.8128
1,18ss,125.385,30.8755,-21.0407,1.6765,3.32519,6.34945,3.27834
1,18ss,128.22,24.9911,-20.4181,0.766949,3.40254,2.15678,0.550847
1,18ss,123.365,37.6447,-20.2889,2.46983,3.64102,3.21712,3.81777
1,18ss,140.214,30.1091,-19.7569,2.29338,3.34132,3.34475,3.74372
1,18ss,143.403,37.4138,-19.6468,2.85958,3.42582,6.24418,4.01512
1,18ss,129.609,38.127,-18.6727,1.76339,3.35329,3.15233,4.13673
1,18ss,127.574,44.1689,-17.72,1.68653,3.77835,2.39993,3.07042
1,18ss,135.408,38.9554,-16.1895,1.60744,3.62094,2.84298,2.40799
1,18ss,135.76,32.8617,-15.7878,2.121,3.80714,3.62116,3.52013
1,18ss,141.147,44.4184,-15.3064,2.36966,3.38649,3.50166,5.11207
1,18ss,157.502,28.89,-23.0654,0.446379,2.96487,1.65247,0.370842
1,18ss,168.676,38.8553,-21.4713,0.583391,3.2,1.64152,0.538408
1,18ss,169.074,46.1944,-21.106,3.73612,3.4262,7.84835,3.56278
1,18ss,151.48,38.2461,-20.9462,1.7049,3.17788,5.08752,3.54755
1,18ss,147.889,43.3666,-19.3476,1.82642,3.24167,4.85389,3.36821
1,18ss,157.236,45.7541,-19.2976,2.11868,3.25247,3.45096,3.8059
1,18ss,158.037,38.3219,-17.5275,1.74544,3.73836,4.64743,3.44006
1,18ss,164.912,43.9411,-16.4231,3.4461,3.66976,4.91454,4.01622
1,18ss,161.17,35.822,-16.1986,0.796201,3.70028,2.14493,0.950985
1,18ss,178.145,48.5156,-16.0036,0.363536,3.01673,1.58042,0.278024
1,18ss,96.7416,162.506,-32.2174,1.0963,7.01568,5.34653,0.780292
1,18ss,100.28,150.747,-35.9808,1.41843,10.4825,2.12423,0.81479
1,18ss,120.056,160.243,-34.9047,1.02455,6.31673,6.52305,0.670553
1,18ss,104.474,166.871,-33.9564,0.929938,5.59099,3.2142,0.571856
1,18ss,95.9757,155.53,-34.2313,1.35092,13.6604,2.56758,0.715372
1,18ss,100.808,157.198,-34.4043,1.71992,11.8211,2.65819,0.683104
1,18ss,110.642,156.288,-33.5937,1.37954,13.711,2.74736,0.675122
1,18ss,109.023,163.351,-32.4592,0.927664,5.8556,4.62777,0.67239
1,18ss,103.222,145.167,-32.9103,1.60623,13.0619,2.36514,0.973859
1,18ss,113.629,149.484,-33.6264,2.47721,13.1363,2.43862,0.802794
1,18ss,100.581,167.466,-33.2626,0.896558,5.55553,2.94368,0.59738
1,18ss,117.048,156.16,-33.5483,2.75713,17.0998,2.85068,0.903565
1,18ss,96.7757,144.372,-32.6514,1.01336,10.8138,2.26444,0.763222
1,18ss,113.308,166.713,-31.4479,1.06143,6.47391,4.76066,0.761671
1,18ss,123.617,154.818,-33.5122,2.57118,16.7992,4.17961,0.980315
1,18ss,128.504,159.901,-33.0802,0.713466,4.72839,2.60358,0.45711
1,18ss,131.53,149.877,-31.8662,3.28336,8.908,3.63043,0.761214
1,18ss,123.179,146.947,-31.8201,2.00554,17.0755,2.54782,1.45809
1,18ss,120.586,163.083,-30.7707,0.866723,5.39626,4.17942,0.626655
1,18ss,101.195,12.8868,-27.8492,0.311111,2.18889,2.5,0.322222
1,18ss,118.521,11.4016,-24.7754,0.338868,2.80375,2.97824,0.31453
1,18ss,108.732,21.1011,-23.3246,0.642857,3.28571,9.5,1.21429
1,18ss,111.054,33.2263,-28.9669,1.02825,2.80155,2.6363,1.37712
1,18ss,101.548,40.3034,-29.3297,1.21792,3.04655,4.07623,3.0835
1,18ss,119.718,41.0244,-28.9931,1.89009,2.92741,3.4213,3.83548
1,18ss,104.858,34.7632,-26.8016,3.75142,3.03676,3.786,1.46433
1,18ss,109.97,46.4263,-23.2933,2.00749,3.919,2.6057,4.78548
1,18ss,115.515,30.1754,-23.9975,1.40083,3.30922,2.9458,1.69106
1,18ss,107.586,40.2333,-23.0997,1.25042,3.42836,2.98381,1.95882
1,18ss,104.356,43.04,-23.3372,1.2412,3.90106,3.19163,1.98667
1,18ss,137.665,23.5689,-29.5024,0.646274,2.64071,3.93548,0.589544
1,18ss,126.017,34.671,-28.041,2.12777,2.99769,4.62591,4.18083
1,18ss,128.883,24.43,-28.2107,0.574468,3.70213,2.93617,0.382979
1,18ss,135.323,41.5224,-27.2776,2.75464,3.0683,3.22679,2.3634
1,18ss,133.228,27.7576,-26.255,3.52643,3.17181,5.68062,2.52863
1,18ss,134.377,32.2963,-24.6222,2.95625,3.11949,6.71693,4.09182
1,18ss,137.396,45.3071,-23.4981,1.9422,2.90299,2.48969,4.99042
1,18ss,129.501,42.734,-24.6876,2.2677,3.41012,4.90661,3.54008
1,18ss,139.134,33.9734,-23.6652,7.44239,3.43712,7.0664,3.0409
1,18ss,141.042,41.9627,-23.3275,1.75075,3.11181,4.76223,3.03271
1,18ss,149.476,42.481,-28.6134,1.95603,2.89262,3.16306,3.20901
1,18ss,156.816,44.9678,-28.5263,2.0365,2.85401,4.67153,3.0073
1,18ss,146.909,34.0205,-27.8414,3.18511,3.05895,2.99069,1.85419
1,18ss,158.328,36.1509,-24.8747,3.37202,3.03112,3.03616,1.49958
1,18ss,166.791,46.1254,-26.0929,4.78314,3.45735,4.2518,5.53135
1,18ss,160.272,40.9331,-22.9828,2.36627,3.05328,5.35546,3.87009
1,18ss,147.172,32.114,-22.8313,4.10384,3.5649,3.55244,2.6324
1,18ss,101.475,67.1506,-28.6062,4.99771,8.25812,4.72423,7.46336
1,18ss,105.096,48.1488,-27.9216,1.74549,4.11623,2.21443,4.27655
1,18ss,117.171,59.4309,-27.3202,7.44849,4.48296,8.06696,9.59311
1,18ss,104.033,69.817,-27.7741,7.70319,4.87834,6.27524,7.27265
1,18ss,112.065,70.8691,-25.9222,15.2211,4.47615,12.7174,3.67156
1,18ss,100.754,54.7915,-26.7848,6.12959,5.79829,8.77362,10.4564
1,18ss,109.163,64.0173,-27.0422,6.61819,8.65523,3.51664,10.9498
1,18ss,108.168,54.1906,-26.1244,5.2972,4.5123,4.01898,12.0207
1,18ss,103.44,60.8072,-26.8749,8.5375,5.56161,7.89254,13.5829
1,18ss,109.696,59.5113,-25.5441,6.66276,6.03446,3.18548,10.9762
1,18ss,117.815,63.968,-24.8538,5.80381,4.86747,5.78512,8.42111
1,18ss,98.8542,61.365,-24.4827,6.92723,8.73613,6.63908,13.6898
1,18ss,144.563,53.417,-27.9668,2.18365,3.19721,2.15407,3.21898
1,18ss,125.876,61.3437,-26.3603,6.62031,4.86775,4.17855,12.1709
1,18ss,129.094,61.692,-26.4436,7.51954,4.49926,5.48837,7.04156
1,18ss,131.198,51.4617,-25.5119,2.6453,3.43411,4.29538,3.96125
1,18ss,128.043,64.592,-25.7426,4.75153,3.98823,5.56414,5.65048
1,18ss,139.124,64.8454,-24.6405,1.89112,3.59639,1.82316,2.77462
1,18ss,141.828,58.6213,-23.1534,1.91866,3.63676,2.41308,3.24083
1,18ss,128.625,55.1605,-23.7002,2.99052,3.59893,4.04081,4.50041
1,18ss,123.511,68.8449,-23.8669,8.9514,4.64556,6.64556,7.97976
1,18ss,144.717,70.8768,-22.7048,4.20157,4.0274,2.17025,3.42172
1,18ss,137.367,51.3007,-21.9103,1.74655,3.3139,2.09563,2.16327
1,18ss,153.348,56.1156,-29.1203,5.50084,3.02188,8.15079,5.02221
1,18ss,159.607,61.8218,-28.7826,3.82145,3.06233,3.86587,4.31155
1,18ss,162.648,66.8496,-25.7154,4.14701,3.83266,8.86979,5.09257
1,18ss,168.598,67.9968,-25.3363,3.29156,3.74673,2.84019,4.96385
1,18ss,146.094,47.8583,-25.069,3.06194,3.40822,3.96662,3.78145
1,18ss,146.918,57.6677,-24.1836,2.77584,3.54554,2.24351,3.76357
1,18ss,146.992,63.594,-24.2314,2.11503,3.57133,2.4053,3.84445
1,18ss,155.536,61.4473,-23.327,3.56837,3.58194,3.91147,5.54535
1,18ss,166.166,58.6305,-22.8518,7.60914,4.4866,5.75706,4.72259
1,18ss,154.631,66.3619,-21.9681,1.84168,3.76081,2.5296,2.35127
1,18ss,161.89,52.7558,-21.9557,5.28365,3.98418,10.6107,6.39786
1,18ss,178.297,61.4982,-26.1921,3.79235,3.93922,4.62015,3.87001
1,18ss,176.649,47.2035,-25.5206,0.35,1.8,3.05,0.3
1,18ss,173.089,65.0258,-24.7529,4.85675,4.29005,4.74112,3.48551
1,18ss,174.259,54.8712,-24.3037,3.04282,3.04282,4.4893,3.45458
1,18ss,180.379,56.6595,-21.1014,0.661765,4.05882,1.38235,0.529412
1,18ss,181.578,68.3197,-23.257,2.28221,3.78353,3.06062,2.50844
1,18ss,97.3285,81.4863,-29.1479,13.8569,3.77794,2.24143,1.21759
1,18ss,116.985,78.5834,-26.0622,15.7337,4.28796,3.06133,6.15408
1,18ss,115.942,74.3372,-24.1141,12.4781,4.08023,2.71051,6.64462
1,18ss,108.917,81.328,-23.5021,12.6625,4.71175,2.28333,3.24738
1,18ss,99.3623,81.4982,-23.4,13.0587,4.86933,2.29185,1.66811
1,18ss,110.669,89.7148,-23.5986,10.3275,4.77335,2.18337,1.8911
1,18ss,114.494,90.616,-23.2564,16.7717,5.01744,2.28203,2.3217
1,18ss,139.587,73.8072,-28.2452,7.32699,4.1448,4.16655,4.17403
1,18ss,141.307,79.7075,-28.5337,8.79902,4.77349,5.75066,6.65943
1,18ss,135.408,90.5616,-27.862,16.909,4.81687,2.91313,3.945
1,18ss,130.527,89.5882,-27.1621,12.5857,4.35067,3.54879,4.22603
1,18ss,143.238,87.0712,-25.7474,7.55787,4.59488,2.55836,4.57717
1,18ss,134.327,80.6043,-26.1528,8.11185,4.68867,5.84088,4.42109
1,18ss,122.635,80.4982,-24.8508,15.838,4.35331,2.59297,5.26543
1,18ss,138.025,93.9718,-25.3223,16.8876,6.71193,3.31547,5.20464
1,18ss,129.069,72.6968,-24.1367,8.20485,4.5195,6.05013,6.09925
1,18ss,129.038,81.423,-24.3068,12.7292,4.27727,3.51891,4.06773
1,18ss,132.961,85.4083,-23.2437,12.5771,4.73143,3.01417,5.00467
1,18ss,123.474,93.0012,-23.4584,13.9105,4.61045,2.32581,5.7526
1,18ss,154.14,83.3916,-27.3963,3.10976,4.21666,2.74621,3.34129
1,18ss,147.019,81.3233,-26.4525,7.81182,4.28338,3.2305,4.64741
1,18ss,157.55,80.4527,-26.46,2.3626,4.22119,2.31965,3.03064
1,18ss,167.406,91.8549,-25.7477,2.53758,4.32645,2.30428,3.26008
1,18ss,151.068,75.643,-25.0278,2.29832,3.92901,2.47972,4.04305
1,18ss,163.449,86.2758,-25.2311,2.09799,4.37059,2.39711,1.9058
1,18ss,157.357,73.3964,-24.8107,3.75669,3.8163,4.98357,3.61175
1,18ss,155.041,88.8728,-23.4624,3.7825,4.70222,3.32169,3.96643
1,18ss,147.767,94.8607,-25.0877,7.54096,5.22378,3.1561,7.77456
1,18ss,153.925,94.2296,-23.2146,5.75011,5.89907,2.72891,6.67381
1,18ss,169.967,80.0294,-23.1234,2.3004,4.18889,3.14427,4.37608
1,18ss,161.171,92.6253,-23.2217,4.21023,5.15632,3.1663,5.16392
1,18ss,181.504,74.8597,-29.1591,4.97013,4.51756,3.38169,3.42041
1,18ss,183.237,87.9415,-27.5793,5.6054,5.54274,6.09858,6.4827
1,18ss,192.848,93.5934,-28.0187,0.769231,2.15385,7.61538,0.538462
1,18ss,177.82,82.6572,-27.2578,2.42535,3.84915,2.83203,4.39076
1,18ss,186.584,83.8958,-26.7166,4.43876,4.61722,7.38932,4.02302
1,18ss,176.232,91.6265,-25.833,8.03566,4.6179,5.36619,5.65967
1,18ss,179.745,73.8416,-24.9283,5.52542,4.91177,4.54543,5.0222
1,18ss,170.441,87.8951,-24.5067,8.76501,4.51548,2.65826,4.77729
1,18ss,180.862,92.8673,-23.7423,5.08086,4.80228,4.0559,5.67674
1,18ss,185.564,78.9697,-22.3984,6.58667,8.63093,3.1784,6.948
1,18ss,191.406,84.3884,-22.4355,0.615098,3.53868,1.69525,0.650513
1,18ss,183.701,86.2197,-22.4944,5.55719,6.62091,4.51688,5.10094
1,18ss,144.159,67.7527,-29.6899,2.03025,3.60828,2.06051,2.99363
1,18ss,153.156,54.7534,-34.2153,2.7951,2.86303,4.39087,2.82405
1,18ss,156.142,67.1858,-33.4674,1.92964,3.40638,2.55368,3.8919
1,18ss,167.562,70.5064,-33.1502,2.35294,3.18542,2.84079,2.20141
1,18ss,145.133,50.4059,-33.5268,3.03496,3.42052,3.15636,3.75866
1,18ss,151.433,70.2932,-32.8389,2.62366,3.20251,2.13889,2.3853
1,18ss,151.069,62.2273,-31.8884,2.42627,3.10409,2.47336,2.2342
1,18ss,166.105,65.0892,-31.5957,4.71151,3.71695,5.87481,3.44323
1,18ss,152.152,48.597,-30.8842,2.62903,2.74597,2.90323,2.93952
1,18ss,146.389,62.6159,-31.0584,1.95019,2.93231,1.95849,2.54917
1,18ss,160.735,69.6911,-29.8879,2.61551,3.56677,5.89614,3.92921
1,18ss,162.352,49.1983,-29.8276,3.39065,3.10066,5.46974,4.51228
1,18ss,161.189,54.427,-29.2602,2.31887,2.86403,3.86327,3.46569
1,18ss,167.583,53.6112,-29.1265,8.32353,4.56933,5.21008,2.28151
1,18ss,170.602,58.7425,-33.5594,4.58205,3.92372,5.94167,2.96795
1,18ss,176.092,60.7543,-33.0981,8,2.75,4.75,2.8125
1,18ss,179.287,66.4028,-31.7736,2.94531,3.28225,5.5683,3.54548
1,18ss,173.333,53.5093,-31.0432,5.35217,2.72609,5.97609,1.47826
1,18ss,175.294,69.5207,-30.8682,5.83333,2.68333,3.66667,2.5
1,18ss,112.487,71.7828,-34.3093,10.3784,5.64865,9.55405,9.12162
1,18ss,119.569,94.3041,-34.9664,11.5011,3.96831,1.88346,2.12675
1,18ss,96.3692,93.9547,-33.6487,7.46479,3.48044,1.84507,0.984351
1,18ss,119.432,71.8203,-32.7456,15.2072,3.71519,3.7082,4.62746
1,18ss,111.838,82.589,-33.044,12.2708,4.58333,2.66667,2.4375
1,18ss,115.947,94.8769,-32.987,12.2351,4.1281,1.74318,1.88845
1,18ss,97.1916,74.5138,-29.7933,9.79058,8.88972,2.53717,2.83984
1,18ss,114.516,87.5412,-31.3007,15.8183,4.24979,2.60195,2.21124
1,18ss,135.642,72.6845,-36.9917,6.8185,3.58788,8.09116,7.62227
1,18ss,130.95,89.3044,-35.2746,13.1194,4.00459,4.36047,4.55327
1,18ss,135.857,79.6899,-36.0416,7.14031,3.96922,7.11889,5.79077
1,18ss,137.164,89.664,-38.0386,9.59486,4.685,4.44502,5.90622
1,18ss,124.674,94.1058,-34.5047,11.932,4.14862,2.00877,5.70671
1,18ss,129.36,81.048,-34.1906,10.554,3.48777,4.08873,5.34341
1,18ss,142.716,78.4952,-34.7916,6.93456,3.39894,5.11504,6.26016
1,18ss,136.854,85.5175,-31.0864,10.2212,4.31673,5.16169,7.48866
1,18ss,120.663,87.8603,-31.4602,13.3786,3.87478,2.22163,4.1505
1,18ss,127.667,76.7765,-30.2791,9.9575,4.12882,4.99834,6.08499
1,18ss,123.991,73.7184,-27.4004,12.7585,4.04427,3.81586,7.04865
1,18ss,126.847,86.604,-30.0044,12.0397,4.07241,2.80499,4.94652
1,18ss,143.584,94.0897,-29.6156,5.86849,6.15447,2.75931,12.2611
1,18ss,133.392,71.9954,-29.6365,10.837,4.09692,8.09322,4.95975
1,18ss,146.498,75.718,-36.0887,4.94449,3.2997,3.02689,4.20719
1,18ss,155.848,82.2107,-35.9381,4.70212,3.64507,4.82079,3.93575
1,18ss,166.474,94.019,-35.0298,3.47132,3.71198,2.68269,2.48035
1,18ss,155.486,74.3809,-33.7031,1.94722,3.39953,3.45543,5.86083
1,18ss,147.436,90.9903,-31.7555,6.93477,4.20255,2.498,7.57503
1,18ss,169.13,89.9824,-31.84,2.94834,3.80007,2.8719,3.63874
1,18ss,155.947,92.7489,-31.6699,9.4766,5.52649,3.00191,7.54975
1,18ss,149.215,84.4713,-30.8554,7.50236,4.35358,4.68807,4.75591
1,18ss,166.404,82.9941,-30.4553,2.92875,3.88401,2.29467,4.19497
1,18ss,151.044,92.8717,-29.8103,7.45572,4.5236,2.40634,8.32513
1,18ss,160.819,76.6827,-29.685,4.32176,3.66956,3.2592,4.06944
1,18ss,165.364,75.3963,-29.7094,2.11681,3.45996,2.89977,2.75382
1,18ss,161.43,79.4498,-29.7066,3.79152,4.01501,3.13652,4.59225
1,18ss,181.959,71.5916,-33.5057,4.52993,6.49501,4.4601,2.79426
1,18ss,184.783,81.6681,-33.9796,4.57143,4.57143,1.92857,3.14286
1,18ss,187.951,91.2001,-34.8146,3.06587,4.47305,9.46407,3.16168
1,18ss,172.253,75.489,-34.2592,3.53063,3.10261,4.18689,3.04175
1,18ss,179.49,92.7569,-33.6009,5.7719,4.50833,4.53874,6.07965
1,18ss,176.742,78.622,-31.0999,3.86817,3.37621,2.7209,2.89486
1,18ss,174.565,87.1075,-30.0197,5.30833,4.10759,3.05795,4.6768
1,18ss,187.137,92.3457,-30.8338,3.25681,4.29911,5.77435,3.76484
1,18ss,116.361,105.948,-33.542,10.8668,4.3262,1.89774,1.08309
1,18ss,103.032,113.417,-32.4006,9.64583,4.71429,1.51711,0.912946
1,18ss,118.249,102.445,-34.0089,14.3926,4.00117,2.14409,2.6696
1,18ss,99.2533,110.776,-32.2178,8.20577,4.76065,1.84589,1.12484
1,18ss,111.842,115.45,-32.771,10.4028,5.54713,2.22083,1.98715
1,18ss,117.904,110.638,-33.8891,13.6956,4.50203,2.05096,1.25046
1,18ss,105.826,104.855,-32.0659,8.7126,4.11739,1.66549,0.862976
1,18ss,99.1191,119.499,-29.8925,1.4808,13.9746,2.21429,2.89728
1,18ss,125.587,111.555,-35.3803,20.9586,4.91291,2.14172,2.28974
1,18ss,122.137,101.673,-34.8334,15.4286,4.06755,2.09083,3.33021
1,18ss,139.542,117.878,-34.9734,2.19682,6.3974,2.6012,5.86809
1,18ss,142.039,102.141,-33.482,11.6293,5.94514,2.54663,6.86991
1,18ss,126.142,117.574,-33.605,7.87774,8.86371,2.22177,4.42448
1,18ss,135.422,114.382,-34.3018,10.3141,8.65767,2.41359,6.01614
1,18ss,126.592,106.576,-33.1438,18.8298,4.68475,2.4522,2.02879
1,18ss,127.494,101.627,-33.4701,15.2961,4.47349,1.97099,3.24417
1,18ss,137.087,107.903,-32.8522,16.9715,6.95628,2.52969,3.47433
1,18ss,136.386,98.6862,-30.3391,19.8617,4.94382,2.68544,3.92173
1,18ss,145.902,108.818,-36.0089,2.75283,7.26982,2.38088,8.84775
1,18ss,145.332,119.049,-35.8522,2.77522,6.2747,2.1964,5.51865
1,18ss,148.39,99.2072,-35.0914,9.26579,4.99554,2.49554,9.00257
1,18ss,163.326,114.868,-35.4321,8.82252,5.39388,2.84407,4.31789
1,18ss,162.657,103.991,-34.7717,5.80999,4.46028,2.67987,8.07494
1,18ss,149.291,114.419,-33.0172,5.96509,9.23151,2.19419,6.23664
1,18ss,157.069,103.339,-32.4515,8.09913,5.28972,4.21936,8.90126
1,18ss,153.853,117.694,-31.1945,4.70909,7.21205,2.59086,7.27398
1,18ss,159.52,115.599,-30.9105,7.34908,5.80853,2.2803,6.82932
1,18ss,164.596,108.482,-30.759,8.47367,5.03294,2.51041,6.66878
1,18ss,167.691,119.53,-32.0275,4.90276,6.89107,2.92452,6.18826
1,18ss,156.876,110.304,-29.3838,9.35968,7.4106,2.51332,7.28626
1,18ss,174.667,97.0268,-35.2419,5.25105,5.08158,3.16055,5.44596
1,18ss,180.324,107.438,-32.5837,5.63462,5.40214,3.20342,3.7547
1,18ss,170.258,99.3785,-31.5448,7.19116,4.91668,6.46326,8.23011
1,18ss,184.864,99.0459,-30.5316,5.68783,4.04182,5.06796,3.35624
1,18ss,174.995,111.454,-30.7228,5.43271,4.76878,3.22868,4.87199
1,18ss,115.943,127.437,-36.3912,1.42629,7.15532,2.28774,0.930968
1,18ss,106.821,142.658,-35.8889,1.06813,10.1564,2.21778,0.929241
1,18ss,116.135,123.483,-34.4196,1.27879,7.77753,2.16934,1.31936
1,18ss,100.205,128.766,-33.7311,1.01807,9.34954,2.21684,1.25827
1,18ss,101.182,134.614,-34.7256,1.02521,8.62507,2.26909,1.12961
1,18ss,112.151,142.203,-33.8987,1.05945,7.52852,2.26033,1.26448
1,18ss,104.98,125.45,-32.4929,1.03716,10.3155,2.38498,1.08424
1,18ss,117.273,136.512,-32.8652,1.2147,8.45143,2.2511,1.33886
1,18ss,106.68,136.702,-34.711,0.942781,8.65046,2.30235,1.3358
1,18ss,109.052,123.091,-31.255,1.35381,10.2463,2.3266,1.61466
1,18ss,106.681,131.666,-32.1594,1.00554,8.59128,2.37248,1.11068
1,18ss,115.434,132.641,-29.8665,1.19573,8.88545,2.59672,1.28068
1,18ss,137.292,125.334,-35.8567,1.19774,6.49427,2.32772,2.82912
1,18ss,126.674,127.671,-37.9106,0.962075,7.3494,2.20701,1.59968
1,18ss,143.802,133.806,-34.7305,2.9295,10.2815,2.27688,2.63618
1,18ss,126.359,136.915,-33.7934,1.21518,10.6577,2.47424,1.45536
1,18ss,126.888,122.187,-32.7291,1.40593,7.68992,2.8457,2.2694
1,18ss,129.33,130.969,-33.0089,1.12951,8.37643,2.2765,2.09492
1,18ss,140.918,129.456,-32.0614,2.97923,8.15521,2.19741,4.1492
1,18ss,139.866,138.731,-30.1768,5.80159,11.1008,2.42947,2.14603
1,18ss,122.347,135.102,-30.2813,1.19894,11.2403,2.57942,1.56951
1,18ss,145.42,139.3,-35.4339,4.52298,7.70903,2.25091,1.03954
1,18ss,158.71,125.692,-35.1068,5.94041,8.67255,2.90952,5.84083
1,18ss,145.278,125.498,-33.4155,2.54835,6.69153,2.42366,5.35145
1,18ss,153.582,127.453,-33.344,4.84768,7.00964,2.749,3.36015
1,18ss,151.073,122.576,-33.0006,3.39494,8.87535,2.29994,5.17142
1,18ss,161.899,129.347,-32.6545,4.53355,8.15389,2.58892,2.836
1,18ss,151.093,137.069,-32.7177,4.29247,6.66925,1.97501,1.13508
1,18ss,167.945,124.105,-30.6861,2.99232,7.46977,1.8071,2.41459
1,18ss,161.192,120.408,-29.5211,5.90914,7.69721,2.1859,6.89318
1,18ss,172.871,126.583,-29.3357,0.447312,2.88172,1.50968,0.356989
1,18ss,98.4659,96.4681,-42.4976,5.5671,3.58442,1.74026,0.91342
1,18ss,102.068,112.746,-42.311,3.55714,4.575,1.69821,0.8375
1,18ss,96.3232,114.76,-41.229,1.96583,5.16957,1.64539,0.827208
1,18ss,118.865,108.007,-38.9901,9.89683,3.64578,1.7807,0.97452
1,18ss,116.363,99.9736,-38.29,12.2373,3.80696,1.2943,1.79747
1,18ss,112.39,119.869,-37.8583,2.63825,7.53025,2.01917,1.26076
1,18ss,108.907,99.0376,-35.6229,12.3798,3.97243,1.94181,1.61715
1,18ss,144.016,116.16,-42.5883,2.41746,5.2948,1.90753,4.28181
1,18ss,135.248,119.736,-42.2523,1.56918,5.17674,2.07793,2.29861
1,18ss,126.332,119.75,-42.1908,1.57357,5.53363,1.98647,4.37426
1,18ss,134.016,103.991,-40.9644,11.3344,6.55458,1.96177,3.26347
1,18ss,142.182,103.869,-41.7695,5.98239,5.02618,2.06108,4.06323
1,18ss,139.217,99.3733,-40.2969,12.791,7.81582,4.09584,5.26957
1,18ss,140.904,118.555,-40.6573,2.47887,5.42192,2.34038,4.2891
1,18ss,131.279,116.954,-39.6647,2.66363,5.86239,2.10428,4.98755
1,18ss,131.82,110.828,-39.1931,16.6477,5.42202,2.31473,2.98871
1,18ss,138.238,106.528,-39.83,11.1038,6.36147,2.17952,3.38525
1,18ss,122.989,100.151,-38.7393,12.9978,3.80414,1.80716,3.62252
