no,stage,x,y,z,tbxta,sox2,znf703,cdh6
1,18ss,188.342,74.549,-54.9436,0.751351,19,3.17297,0.724324
1,18ss,85.89,88.5037,-67.7928,3.99438,38,6.55917,1.28697
1,18ss,86.0317,94.0186,-65.7628,3.5804,33,8.65278,1.11773
1,18ss,85.9587,88.6471,-54.2993,6.94875,23,6.15311,1.43793
1,18ss,99.3871,89.4481,-68.5248,6.36836,29,8.13783,1.51081
1,18ss,91.5675,82.9101,-63.9589,7.3186,32,9.7931,1.60986
1,18ss,97.6533,92.6347,-61.9004,6.08399,26,9.63425,1.38815
1,18ss,97.4009,84.1978,-61.7233,8.52121,47,13.1334,1.65727
1,18ss,93.9802,85.9356,-60.2797,7.79634,30,9.01751,1.62183
1,18ss,92.6024,90.8259,-58.8902,7.06763,42,8.6223,1.48294
1,18ss,100.78,93.4699,-57.8812,16.0911,24,7.55565,2.87881
1,18ss,88.3696,86.9398,-57.8194,4.79208,26,8.03305,1.19355
1,18ss,105.72,85.942,-66.5436,4.39694,25,10.0082,1.13469
1,18ss,111.965,84.6081,-64.1994,8.79561,58,10.6424,1.78525
1,18ss,103.206,90.8937,-63.4368,8.00352,31,10.5764,1.68381
1,18ss,115.513,89.1553,-62.6669,6.47129,30,8.00453,1.46339
1,18ss,108.276,91.5105,-62.1014,8.66788,28,10.2668,1.75338
1,18ss,111.653,81.3333,-57.5351,19.9076,87,6.06002,4.06064
1,18ss,117.834,85.7024,-65.8778,6.78709,27,10.6962,1.53388
1,18ss,121.928,84.2541,-64.3743,7.88147,29,11.4797,1.73627
1,18ss,127.603,83.8169,-61.2088,10.6484,36,7.13523,2.22495
1,18ss,124.295,93.4941,-60.4114,12.7424,31,10.8235,2.6725
1,18ss,126.518,86.387,-52.773,18.9476,65,5.09488,4.89862
1,18ss,131.79,86.3593,-68.209,8.31935,28,9.30127,1.74509
1,18ss,139.185,90.2432,-69.0328,6.33198,32,11.9089,1.59151
1,18ss,139.812,84.4202,-63.1219,7.34955,25,9.14316,1.50611
1,18ss,133.356,91.29,-59.9399,8.26655,24,9.42898,1.89009
1,18ss,131.675,86.6046,-58.1357,12.5136,38,5.92293,2.41765
1,18ss,135.82,92.1538,-53.5857,7.44617,36,9.80277,1.69996
1,18ss,147.718,88.5303,-69.1931,10.2273,67,8.20621,2.19944
1,18ss,152.33,94.1743,-67.6284,15.2236,30,7.9039,3.10882
1,18ss,155.386,88.8033,-67.1207,12.8033,35,8.91781,2.60254
1,18ss,143.597,88.0976,-64.0464,7.24213,28,7.16931,1.55527
1,18ss,148.433,89.7181,-62.642,6.64534,29,11.5652,1.44299
1,18ss,150.563,83.1609,-61.5642,12.9753,31,9.74014,2.42295
1,18ss,153.861,93.1536,-60.5064,14.3146,44,7.92951,2.73638
1,18ss,153.221,89.1124,-57.3144,10.6429,37,8.94184,2.17429
1,18ss,144.861,90.8014,-55.28,6.44499,35,7.15271,1.34609
1,18ss,163.41,93.6636,-67.5212,17.516,160,7.59765,3.38102
1,18ss,163.756,84.7853,-63.3944,13.6529,48,9.63508,2.99302
1,18ss,167.209,90.229,-62.3335,21.7124,119,8.53692,4.32415
1,18ss,160.495,90.7203,-61.8682,23.7706,59,13.1627,4.48487
1,18ss,163.245,93.6491,-61.2327,20.1982,116,7.79351,3.74529
1,18ss,158.018,85.7676,-60.6848,10.3094,31,9.57905,2.00745
1,18ss,162.078,81.7669,-54.1374,15.3438,41,8.60645,2.90829
1,18ss,169.833,83.2548,-52.8672,15.9344,43,7.13388,3.20864
1,18ss,176.964,88.9307,-68.3372,14.8776,110,6.47081,3.35288
1,18ss,170.593,88.5968,-66.5335,15.4084,197,8.65912,4.6157
1,18ss,175.541,83.2594,-64.0904,9.2741,56,8.28745,2.11251
1,18ss,175.145,88.5737,-59.6461,13.0703,141,7.52131,3.14996
1,18ss,180.395,85.8139,-56.8445,17.6825,214,8.09452,5.09379
1,18ss,182.703,94.0911,-54.5968,12.4971,73,6.34348,5.32451
1,18ss,192.384,85.1646,-62.7121,0.838038,27,1.91608,0.600457
1,18ss,186.934,90.9004,-62.9825,2.33501,32,5.37129,0.930153
1,18ss,183.393,89.6554,-60.9739,18.2282,96,5.47021,4.00188
1,18ss,183.422,83.4582,-59.0151,18.5836,159,6.55186,5.16
1,18ss,193.676,84.7562,-56.1796,1.11994,25,3.6408,0.557711
1,18ss,186.818,93.0546,-53.1205,13.3687,38,4.95176,5.49242
1,18ss,86.4431,97.8699,-61.4326,4.93921,26,6.69489,1.22772
1,18ss,82.581,103.279,-55.4302,6.16746,33,5.49738,1.44399
1,18ss,89.0443,102.438,-67.1102,5.9609,33,9.25235,1.54039
1,18ss,95.4868,97.1198,-66.8064,5.74867,33,10.082,1.38856
1,18ss,101.493,105.514,-64.8408,6.79136,55,8.83679,1.5973
1,18ss,92.3117,105.056,-63.1838,7.96049,70,13.6537,1.78243
1,18ss,90.2388,94.9152,-57.5408,6.3234,29,9.35988,1.35974
1,18ss,93.8482,103.101,-56.5958,9.8832,27,9.6672,1.9375
1,18ss,97.3999,100.563,-57.4775,9.9709,29,8.68394,1.98792
1,18ss,88.9444,98.0195,-55.2998,9.60894,49,5.98227,1.76998
1,18ss,90.9201,106.871,-55.2731,9.31556,29,7.58513,1.89398
1,18ss,111.609,98.1855,-69.4672,6.26221,32,10.7251,1.55417
1,18ss,113.55,96.9358,-62.275,9.1145,34,9.77216,1.88147
1,18ss,103.875,100.675,-62.2197,8.51498,35,10.4047,1.75233
1,18ss,106.383,96.2706,-60.7163,9.44495,27,12.0665,1.81668
1,18ss,104.937,105.647,-59.5674,10.5754,27,6.49803,2.20835
1,18ss,124.285,98.4248,-69.3788,6.05705,32,15.0759,1.45671
1,18ss,119.181,96.382,-67.2482,7.79815,60,8.99393,1.78093
1,18ss,115.894,104.478,-64.9696,7.17763,27,12.0266,1.7069
1,18ss,120.368,105.944,-64.3057,7.64899,38,11.2171,1.79119
1,18ss,123.609,96.1321,-63.6604,7.76691,26,11.3639,1.71594
1,18ss,120.706,101.696,-60.8595,10.4387,84,10.2669,2.14051
1,18ss,125.318,102.849,-59.2251,11.1987,26,7.57258,2.49009
1,18ss,126.655,103.921,-59.9596,9.14252,41,11.0874,2.01295
1,18ss,132.427,102.466,-70.0426,11.823,64,8.0022,2.50842
1,18ss,135.934,94.9284,-66.0069,6.74127,31,11.4381,1.55235
1,18ss,140.565,103.261,-63.8531,8.90074,41,9.14964,1.8211
1,18ss,131.317,98.6091,-59.8896,8.33163,29,10.5811,1.6854
1,18ss,139.849,94.3699,-58.8271,6.97607,26,10.241,1.45807
1,18ss,133.551,104.283,-59.2406,7.75111,41,12.8063,1.68727
1,18ss,137.043,98.5572,-54.6995,7.38353,29,10.8663,1.53302
1,18ss,144.961,102.653,-69.1522,9.64511,44,9.70402,2.25993
1,18ss,149.823,98.3674,-66.6435,18.9528,61,12.2485,3.83987
1,18ss,149.307,103.76,-63.0904,12.035,65,8.19735,2.44507
1,18ss,145.669,96.7729,-63.0734,9.43181,34,9.18403,1.94812
1,18ss,154.111,106.166,-61.9666,14.134,51,8.79625,2.92897
1,18ss,145.664,100.443,-57.6009,10.3169,33,7.71821,2.073
1,18ss,149.022,105.995,-57.1691,22.0026,57,10.4819,3.96348
1,18ss,153.163,101.297,-56.6971,13.5565,38,9.93344,2.55604
1,18ss,143.562,106.027,-54.0768,13.5129,32,9.71383,2.51445
1,18ss,158.558,104.057,-68.7838,9.00717,105,5.99321,2.11801
1,18ss,158.764,96.4167,-66.1063,15.7123,90,7.58648,3.24877
1,18ss,163.249,105.636,-65.9846,7.21269,39,9.80959,1.7752
1,18ss,156.025,97.8122,-64.6678,13.6031,67,7.77658,2.83702
1,18ss,161.667,106.601,-59.0667,18.0699,65,9.50499,3.51859
1,18ss,166.831,105.593,-58.4215,8.68047,35,7.26459,1.93328
1,18ss,166.093,96.3775,-56.9466,19.244,171,8.37136,3.89278
1,18ss,159.399,93.4935,-55.9685,17.88,41,8.97423,3.3847
1,18ss,163.022,100.313,-54.0314,13.667,30,9.56875,2.73132
1,18ss,166.775,105.272,-52.6104,13.599,40,9.11068,2.69283
1,18ss,182.668,102.797,-67.7357,2.98787,79,7.26094,1.57301
1,18ss,181.748,94.0173,-67.5247,3.89047,46,6.02851,1.30763
1,18ss,178.185,100.396,-67.1145,21.7519,136,10.9382,17.7546
1,18ss,175.247,106.642,-65.5624,12.6436,222,9.31172,8.62376
1,18ss,179.122,103.323,-64.6446,16.5801,140,9.51047,9.06057
1,18ss,170.469,98.597,-61.4574,21.1417,133,7.86108,5.43882
1,18ss,180.705,94.7599,-62.0434,13.5047,98,6.28706,3.99162
1,18ss,175.928,104.507,-60.8003,16.7318,130,10.4499,4.81875
1,18ss,174.313,94.48,-60.8068,19.2452,90,6.66274,5.85432
1,18ss,170.152,103.317,-60.151,14.2458,92,8.97882,3.19393
1,18ss,179.884,102.116,-57.0008,18.7319,110,7.44912,5.85444
1,18ss,178.464,99.6073,-52.8076,17.8399,95,6.21797,4.17207
1,18ss,188.638,103.247,-66.855,1.27925,32,2.06639,0.87442
1,18ss,191.982,106.134,-63.8366,1.05305,32,2.56504,0.739662
1,18ss,191.044,97.0679,-60.4896,1.00749,28,2.33624,0.702076
1,18ss,184.834,101.066,-59.05,13.2259,165,8.10004,6.86148
1,18ss,186.068,103.15,-54.6144,18.2294,139,7.06083,5.87527
1,18ss,195.462,96.9668,-55.3314,0.820996,31,1.74133,0.583563
1,18ss,87.7272,114.048,-64.7252,2.87352,34,6.29917,1.06576
1,18ss,83.9836,109.983,-62.652,4.22286,38,7.07848,1.24686
1,18ss,86.9857,112.743,-55.624,5.65811,30,7.8898,1.33789
1,18ss,87.0574,119.045,-57.7652,3.07678,34,9.0769,0.991038
1,18ss,97.7193,118.702,-65.9908,4.57919,47,8.45565,1.29561
1,18ss,92.3998,110.563,-66.2874,4.4282,40,8.48577,1.25483
1,18ss,101.865,116.929,-58.6038,6.29185,31,8.90118,1.48473
1,18ss,89.7651,115.352,-58.1297,3.77554,30,6.96486,1.11051
1,18ss,101.59,109.483,-57.1194,12.5357,24,9.11167,2.412
1,18ss,96.8883,119.454,-55.9082,5.10179,31,8.06476,1.36291
1,18ss,91.8019,119.392,-55.8722,4.32943,31,7.45316,1.27481
1,18ss,95.7943,109.254,-55.515,9.53934,25,6.83033,1.95942
1,18ss,94.9444,113.898,-54.3518,6.09051,26,7.28956,1.41243
1,18ss,99.6514,116.023,-54.5037,8.23931,99,6.62085,1.88501
1,18ss,109.722,113.924,-64.8358,8.15029,32,9.31015,1.8385
1,18ss,114.204,116.225,-64.137,5.23486,30,7.47705,1.46486
1,18ss,105.614,113.656,-60.9769,7.01521,28,10.1069,1.56076
1,18ss,109.62,110.364,-60.8089,8.47086,32,7.49748,1.84933
1,18ss,111.616,107.117,-60.8098,9.235,28,8.15786,1.98899
1,18ss,110.444,120.177,-57.4752,6.75625,132,9.4122,1.71291
1,18ss,128.585,106.939,-68.5958,7.03109,107,9.62431,1.7427
1,18ss,122.221,111.161,-67.4464,6.21908,28,10.7572,1.49299
1,18ss,120.585,114.539,-66.6363,5.92803,35,6.70078,1.53365
1,18ss,117.006,110.053,-65.9044,6.24004,35,9.54097,1.58257
1,18ss,127.126,115.06,-62.7185,6.6568,32,8.33032,1.62811
1,18ss,120.07,116.885,-60.2508,6.3236,117,11.2494,1.76251
1,18ss,116.134,109.763,-59.3192,12.5149,100,11.0366,2.55737
1,18ss,134.62,113.869,-68.8494,5.55547,33,9.54771,1.46467
1,18ss,141.946,115.96,-66.8451,7.22026,28,8.3011,1.82762
1,18ss,138.389,109.19,-60.9743,7.28589,40,10.2738,1.51536
1,18ss,132.439,113.994,-60.831,6.40858,37,13.2079,1.52265
1,18ss,131.667,109.372,-60.1989,7.23659,33,11.5104,1.61413
1,18ss,134.992,118.917,-59.5194,4.95781,47,7.94271,1.29392
1,18ss,141.11,116.791,-56.8248,9.45865,40,5.89102,2.1327
1,18ss,147.646,114.46,-65.5604,9.24723,39,11.082,2.21899
1,18ss,152.496,117.966,-65.0226,10.2431,181,11.0945,3.44627
1,18ss,150.514,111.123,-58.2479,10.5454,96,8.18586,2.2432
1,18ss,147.881,116.49,-54.8519,7.72709,33,6.88586,1.76275
1,18ss,166.609,107.66,-68.4161,15.1493,172,9.81387,3.45027
1,18ss,157.131,112.929,-67.5314,6.0719,80,5.64163,1.67502
1,18ss,157.045,108.273,-64.2608,15.6145,151,9.32006,3.32465
1,18ss,162.089,117.462,-61.8337,11.4556,128,8.64648,5.91829
1,18ss,166.499,111.1,-60.1285,9.14368,57,8.47522,2.45868
1,18ss,157.998,113.252,-59.6254,14.1125,114,8.12168,3.05169
1,18ss,162.692,115.379,-54.9199,16.3757,47,7.32059,3.88688
1,18ss,158.908,108.065,-52.4028,12.9084,45,5.93517,2.57105
1,18ss,156.332,116.367,-52.9912,11.5329,33,9.20278,2.68304
1,18ss,174.501,110.081,-70.2575,2.96718,113,3.46227,2.26958
1,18ss,178.6,111.739,-64.5685,5.62921,111,5.01056,3.51019
1,18ss,170.548,108.986,-63.7928,13.575,98,9.60014,5.04279
1,18ss,183.048,115.432,-60.0288,5.24519,103,4.93692,1.74536
1,18ss,180.395,110.582,-59.3649,14.8454,230,7.43678,10.2939
1,18ss,171.834,114.944,-59.5262,10.8219,141,7.54437,5.00766
1,18ss,174.87,109.446,-55.8312,16.5713,119,9.4081,6.10468
1,18ss,171.545,119.088,-54.7259,11.2143,133,7.82205,3.11303
1,18ss,183.426,111.469,-53.1843,14.0696,83,8.31038,5.19239
1,18ss,178.52,119.085,-52.4865,12.7662,132,6.98193,4.13836
1,18ss,186.951,108.169,-61.922,3.41906,68,5.68111,1.48833
1,18ss,185.024,119.716,-60.4007,1.34705,55,1.85849,0.881103
1,18ss,191.756,107.327,-57.3445,1.34345,36,4.518,0.767875
1,18ss,187.863,116.445,-56.1487,1.58443,41,3.23671,0.937929
1,18ss,186.109,119.523,-54.1778,1.66463,75,2.99621,1.11912
1,18ss,83.0629,120.989,-60.3923,2.89266,30,4.57737,1.07701
1,18ss,83.8641,128.518,-56.8557,2.21473,32,4.40386,0.920863
1,18ss,88.5823,125.695,-54.5485,2.54003,32,5.73232,1.03869
1,18ss,82.7927,122.741,-53.7969,3.02689,28,4.87292,1.02315
1,18ss,99.0346,125.804,-66.3139,8.70168,35,5.09296,2.09016
1,18ss,96.5204,127.992,-63.0361,3.69515,37,5.39819,1.17809
1,18ss,89.6119,123.008,-61.5091,2.97032,27,6.87349,1.04355
1,18ss,101.752,126.131,-61.2097,8.54735,34,6.58463,2.00496
1,18ss,90.8949,129.682,-59.4098,2.76513,30,5.39652,1.07271
1,18ss,95.4342,123.755,-56.7586,4.10655,36,6.36202,1.2219
1,18ss,98.8619,130.068,-55.7906,3.96024,87,6.09878,1.52125
1,18ss,90.0919,129.887,-53.6897,3.6336,46,4.84813,1.17634
1,18ss,104.29,124.05,-68.61,3.77127,48,7.00496,1.21203
1,18ss,110.29,128.065,-68.1499,4.37301,37,6.93303,1.45765
1,18ss,107.53,121.091,-65.2323,4.1126,32,8.6072,1.30499
1,18ss,102.364,131.775,-63.7773,3.67482,37,5.753,1.38851
1,18ss,111.258,131.603,-64.2886,2.23195,52,4.50112,1.18799
1,18ss,111.75,127.513,-60.377,5.46862,35,8.44419,1.55913
1,18ss,107.214,126.481,-58.3272,5.78757,38,7.18394,1.58774
1,18ss,115.561,124.687,-59.8797,4.6166,87,8.75616,1.5288
1,18ss,102.996,122.705,-56.3998,5.79381,31,6.82423,1.51269
1,18ss,118.931,126.789,-70.4042,4.86115,37,7.69782,1.46964
1,18ss,124.206,129.505,-66.0469,5.0614,29,5.92263,1.47644
1,18ss,125.317,123.503,-65.7557,5.28034,41,9.47746,1.38197
1,18ss,121.436,128.267,-62.5179,3.59481,32,6.88772,1.28616
1,18ss,121.117,125.59,-58.0339,4.57335,53,8.028,1.97781
1,18ss,129.24,130.157,-59.499,5.70831,62,8.51745,2.32747
1,18ss,125.419,121.551,-57.1696,4.89239,73,11.7308,1.44503
1,18ss,122.65,131.092,-54.2072,3.05509,50,6.06635,4.25014
1,18ss,130.357,128.928,-67.5299,5.72851,37,7.26125,1.58572
1,18ss,139.327,123.687,-67.6404,5.82967,41,5.65156,1.71657
1,18ss,134.843,130.009,-61.5093,6.59834,71,6.38642,2.09077
1,18ss,137.061,123.467,-62.6535,5.5956,40,9.04038,1.51829
1,18ss,129.828,122.679,-62.4859,4.59202,61,9.18275,1.23359
1,18ss,141.933,121.189,-60.1951,6.83283,31,5.64307,1.73652
1,18ss,136.168,127.758,-56.6964,6.06485,96,6.89108,2.32702
1,18ss,130.519,128.421,-53.3175,5.45375,91,7.18125,5.89937
1,18ss,138.829,126.956,-52.4713,6.63863,232,10.448,3.60364
1,18ss,150.104,128.535,-69.3267,2.93973,87,6.54835,1.74995
1,18ss,147.277,122.561,-66.2793,7.58294,116,8.64266,2.13349
1,18ss,155.903,123.771,-66.0544,4.61224,142,6.3911,2.49651
1,18ss,154.727,124.146,-61.054,14.8962,204,8.81291,15.6527
1,18ss,147.667,120.716,-58.625,7.23368,72,5.24602,1.91043
1,18ss,144.166,129.226,-58.8252,11.5479,201,8.12689,6.30146
1,18ss,153.715,121.402,-53.8296,18.0732,180,9.71916,6.66892
1,18ss,150.226,125.23,-54.3416,15.3809,102,10.3591,8.3993
1,18ss,153.642,132.852,-53.663,10.1572,213,7.98685,7.76234
1,18ss,161.965,122.261,-67.6256,2.05783,39,3.07141,1.04589
1,18ss,166.384,119.11,-62.5057,5.52684,134,5.77107,2.46628
1,18ss,163.641,128.605,-60.3888,7.23474,157,7.79551,2.74667
1,18ss,157.145,126.84,-57.3522,16.8187,241,12.7777,9.28817
1,18ss,169.104,124.666,-54.3731,19.8928,158,8.17365,6.13603
1,18ss,163.956,130.424,-53.4656,16.6663,252,10.5503,7.51422
1,18ss,163.011,122.371,-51.9796,18.152,102,10.2643,5.2442
1,18ss,83.5749,34.6455,-61.4365,1.36637,69,2.82638,0.767872
1,18ss,83.0716,40.8182,-59.7263,1.552,45,3.67641,0.8346
1,18ss,85.8248,36.1303,-54.9422,1.53546,40,4.40971,0.709803
1,18ss,93.4496,38.7526,-60.3364,1.70147,119,5.00928,0.868026
1,18ss,98.9945,37.7321,-58.047,1.69598,38,4.65512,0.770396
1,18ss,98.0883,43.0178,-56.1335,5.69951,61,5.1686,1.41471
1,18ss,102.265,36.2495,-52.0681,1.68098,32,4.57699,0.727455
1,18ss,105.941,42.357,-68.7341,1.46355,48,4.25082,0.860512
1,18ss,106.371,41.4707,-62.3792,1.81062,46,8.78027,0.819987
1,18ss,111.422,39.2289,-56.53,2.14519,33,6.99834,0.85653
1,18ss,104.852,41.4545,-54.8407,3.37939,58,4.92153,0.998929
1,18ss,111.985,35.4798,-51.8938,1.68496,34,5.99445,0.720452
1,18ss,124.202,39.4994,-56.4867,1.90827,26,3.9574,0.709189
1,18ss,134.063,41.2099,-57.4566,2.94838,33,7.24929,1.14323
1,18ss,139.251,38.7569,-56.721,3.80418,52,5.16519,1.47308
1,18ss,152.142,38.394,-58.3236,1.60393,32,2.43594,0.700926
1,18ss,145.732,37.3789,-54.4128,3.02263,40,5.68733,1.53014
1,18ss,157.067,40.1087,-55.2048,2.75097,33,3.64214,0.953064
1,18ss,165.75,40.9237,-53.3523,0.931745,35,2.77484,0.572118
1,18ss,83.4064,43.7906,-67.2699,1.45026,46,3.4159,0.832118
1,18ss,85.4156,53.1935,-63.0329,1.89844,76,6.91646,0.84774
1,18ss,87.7408,49.1198,-61.4324,2.23953,76,6.19672,0.938929
1,18ss,82.7519,51.9437,-56.7635,3.05908,29,4.05838,1.26793
1,18ss,85.2249,46.9786,-52.9655,3.25913,27,4.85977,0.920056
1,18ss,91.3528,48.9571,-68.1225,1.95487,43,7.37789,1.03679
1,18ss,98.3842,50.2164,-68.3885,2.42261,89,6.3492,0.963296
1,18ss,100.177,46.0576,-66.6256,2.60469,35,8.52078,0.996258
1,18ss,89.3386,44.0121,-64.8424,1.82931,39,6.68541,0.955597
1,18ss,96.5567,49.5546,-63.5321,2.96269,32,5.65099,0.97582
1,18ss,97.9795,50.801,-56.6422,6.89518,65,7.7985,1.8312
1,18ss,89.2495,55.1949,-59.143,3.47959,28,8.7722,1.09462
1,18ss,103.107,49.5866,-54.4845,11.8025,62,7.14451,3.00394
1,18ss,92.4499,43.2281,-55.5364,3.1418,32,4.49124,0.924085
1,18ss,89.0078,50.3001,-53.3422,4.30029,50,9.33795,1.68308
1,18ss,114.471,47.8481,-67.9549,2.17243,31,5.80444,0.954314
1,18ss,107.921,52.601,-64.5178,4.46842,30,4.80884,1.1515
1,18ss,109.35,44.7478,-59.4224,3.21712,40,5.11632,0.947796
1,18ss,110.545,50.4522,-56.2123,9.09769,43,8.30534,1.93562
1,18ss,113.34,43.3641,-54.6002,5.12604,41,4.66831,1.2403
1,18ss,120.069,49.9641,-62.7963,3.99782,31,6.05525,1.08477
1,18ss,116.438,43.6726,-62.3722,2.45536,31,6.22716,0.881013
1,18ss,126.398,46.4503,-62.6619,2.32453,24,5.08504,0.885337
1,18ss,125.557,50.6247,-59.5854,5.64452,27,6.0032,1.29544
1,18ss,131.158,45.7131,-56.9175,5.51769,35,6.06915,1.34039
1,18ss,116.188,49.9784,-59.0682,5.51974,27,7.38787,1.32201
1,18ss,124.358,55.9658,-58.1455,5.25408,48,5.27904,1.25029
1,18ss,126.071,52.7599,-55.6431,6.17746,25,5.61122,1.2812
1,18ss,121.06,43.4784,-54.984,4.63337,29,5.85304,1.18234
1,18ss,117.441,50.4714,-53.3128,7.72479,25,8.22087,1.73231
1,18ss,136.079,46.1054,-68.8656,1.72482,69,3.60524,0.943567
1,18ss,135.095,53.4692,-67.5443,12.9295,89,8.73425,3.52163
1,18ss,140.135,53.7935,-65.9469,15.6508,89,9.58325,3.3602
1,18ss,129.948,51.0598,-66.2477,5.70861,28,7.29454,1.36574
1,18ss,142.672,45.4558,-64.5547,3.87898,97,4.84044,1.64002
1,18ss,130.806,55.491,-61.9194,7.01231,38,7.36879,1.69617
1,18ss,140.54,49.4681,-58.9758,11.5107,85,8.84561,2.76188
1,18ss,132.779,50.2722,-56.4392,10.2921,39,10.1527,2.05354
1,18ss,139.496,54.981,-54.4494,7.3372,27,5.13618,1.65564
1,18ss,154.035,49.1213,-70.1776,1.54325,55,2.92388,0.830932
1,18ss,151.378,55.9862,-67.4992,7.4843,77,8.03421,2.0087
1,18ss,151.372,46.3484,-66.2961,2.76985,37,3.18265,1.16302
1,18ss,150.491,51.339,-64.9871,7.96897,73,7.61407,3.09237
1,18ss,147.602,52.1637,-60.7222,19.4235,97,11.3756,5.59658
1,18ss,154.289,46.6751,-59.5968,10.079,85,6.12519,3.65045
1,18ss,143.572,44.3827,-59.0533,9.03744,59,6.66492,3.13232
1,18ss,147.987,55.3813,-52.5962,14.1223,61,6.76986,3.22503
1,18ss,146.713,45.3021,-54.2458,17.5725,102,7.45317,4.58416
1,18ss,163.424,51.4773,-65.4355,2.14421,94,5.85923,0.811924
1,18ss,157.406,54.1404,-61.6413,12.0991,71,6.80108,3.08409
1,18ss,160.14,45.0794,-61.2098,1.7837,36,5.35563,0.707549
1,18ss,156.657,50.9126,-56.0489,16.8843,100,6.92178,4.40793
1,18ss,165.465,51.9616,-54.7261,10.3738,51,4.42602,2.26034
1,18ss,171.849,53.1811,-63.16,0.837683,26,1.95004,0.509466
1,18ss,170.044,50.7013,-58.2374,1.39289,25,4.33756,0.575285
1,18ss,173.043,49.8506,-52.0502,1.12038,23,2.98653,0.520819
1,18ss,86.7355,61.0156,-57.9013,5.0251,65,6.15175,2.30899
1,18ss,92.7538,59.3287,-68.1773,6.02476,36,6.21242,1.5809
1,18ss,98.7677,63.5228,-65.1193,5.04373,34,7.6887,1.47051
1,18ss,98.2701,57.3256,-67.456,7.00229,31,6.57266,1.73561
1,18ss,91.6288,64.2712,-65.6469,5.21259,38,7.19623,1.44028
1,18ss,94.3235,58.7104,-59.2577,5.80675,51,6.72502,1.89368
1,18ss,89.9535,66.4667,-59.8018,5.63827,66,7.97324,1.86255
1,18ss,101.242,66.9372,-58.6583,11.886,89,8.6154,2.88042
1,18ss,96.3006,56.7696,-51.9079,9.69352,75,9.22464,4.2049
1,18ss,102.532,59.1955,-66.6701,4.23706,87,5.77088,1.43436
1,18ss,108.745,65.1166,-68.1802,6.39475,33,11.1073,1.56484
1,18ss,115.289,67.3594,-63.5781,11.914,82,9.39843,3.4076
1,18ss,115.682,59.8325,-63.3093,6.61585,68,6.25337,1.70947
1,18ss,111.627,55.9177,-60.5953,8.40796,27,8.97618,1.77856
1,18ss,103.849,56.2601,-58.3806,7.5136,175,7.10471,2.5965
1,18ss,105.681,56.6469,-52.3413,15.2194,172,8.26422,5.92401
1,18ss,113.474,64.4448,-53.0736,10.6822,33,7.38016,2.46785
1,18ss,124.121,61.4259,-68.8021,7.54992,32,8.26824,1.70141
1,18ss,122.759,66.0992,-68.3783,5.46447,35,5.62753,1.36719
1,18ss,120.788,55.8707,-65.5462,5.86733,33,5.09948,1.45084
1,18ss,127.147,61.2778,-60.4319,8.02739,28,6.83404,1.71054
1,18ss,122.015,65.9258,-59.9737,18.706,54,7.57102,4.34126
1,18ss,116.465,57.0324,-55.0375,15.7202,63,9.0525,3.49462
1,18ss,128.273,57.9038,-53.783,9.41315,75,7.26686,2.46688
1,18ss,121.062,63.8436,-53.839,20.0664,41,8.74717,3.85669
1,18ss,133.552,61.3751,-68.8832,14.2306,71,13.5667,2.84801
1,18ss,142.395,67.3484,-67.8654,10.8245,95,8.08115,3.09722
1,18ss,130.125,62.4152,-65.5879,8.60571,56,11.1176,1.72257
1,18ss,138.735,63.205,-65.5294,11.7682,53,10.7586,2.41122
1,18ss,141.465,66.9757,-61.9762,8.26678,25,8.29909,1.84491
1,18ss,139.481,57.8632,-61.4935,16.1076,80,9.14351,3.15965
1,18ss,136.661,66.0801,-58.2361,9.39206,28,10.7657,1.8026
1,18ss,145.306,58.0331,-65.7099,18.9735,124,10.9107,5.40042
1,18ss,155.779,60.363,-65.3414,13.2191,105,7.92995,3.29299
1,18ss,149.61,64.6843,-63.9131,10.8389,33,6.86771,2.08251
1,18ss,144.341,60.4475,-59.3921,12.1027,45,9.49321,2.34
1,18ss,156.277,62.5642,-58.7864,12.1783,29,7.20387,2.32798
1,18ss,150.908,59.7967,-56.6326,11.5648,31,9.35411,2.22436
1,18ss,150.984,64.1647,-56.684,20.1226,193,7.56198,3.59158
1,18ss,143.83,64.5664,-55.8881,8.40332,26,8.72223,1.63994
1,18ss,158.014,59.586,-68.8621,7.77,159,7.99542,2.50986
1,18ss,162.901,56.4134,-68.912,2.22062,118,5.89059,0.992643
1,18ss,161.409,67.6814,-67.8238,14.9041,100,9.41966,3.03434
1,18ss,162.097,61.2699,-64.0533,8.4945,31,8.68196,2.07956
1,18ss,161.191,58.9797,-58.4528,9.70503,69,10.9397,2.0051
1,18ss,166.422,63.7106,-54.1025,11.8129,33,10.397,2.14104
1,18ss,175.055,66.4605,-69.208,1.24886,32,3.24759,0.631452
1,18ss,170.562,62.02,-66.9297,2.41341,35,7.31495,0.874413
1,18ss,180.997,67.7157,-61.3272,0.98031,25,2.6229,0.540266
1,18ss,174.783,61.3194,-61.3036,1.69579,29,5.4917,0.793225
1,18ss,168.931,64.4578,-62.1996,10.6038,81,6.25472,2.45074
1,18ss,176.747,63.8706,-60.7921,1.62862,30,6.14005,0.796803
1,18ss,173.467,63.9163,-55.5511,13.5973,110,6.3027,3.78861
1,18ss,169.336,57.113,-54.6701,7.50483,31,4.82801,1.6321
1,18ss,180.796,64.8171,-53.4432,1.97511,34,5.37197,0.764022
