no,stage,x,y,z,tbxta,sox2,znf703,cdh6
1,18ss,117.055,144.55,-33.8292,2.7309,124,6.95421,2.63026
1,18ss,124.812,141.306,-33.6494,1.86693,140,5.84303,2.1706
1,18ss,116.271,144.259,-26.6569,1.99724,97,5.49976,1.85359
1,18ss,122.893,135.609,-26.055,1.91762,40,6.03283,2.15288
1,18ss,126.738,140.99,-24.1127,2.32621,47,5.22255,2.27512
1,18ss,120.496,141.253,-23.957,1.65802,81,5.20394,1.53071
1,18ss,128.019,133.192,-22.7613,1.50498,55,4.10181,2.93251
1,18ss,132.178,144.33,-34.6594,5.64867,185,11.0552,4.40399
1,18ss,135.518,137.092,-27.0308,3.6031,62,6.46798,3.55892
1,18ss,129.944,133.351,-27.6882,2.20315,66,5.2276,2.84848
1,18ss,138.092,137.429,-26.44,4.78816,86,5.47752,3.69633
1,18ss,135.205,143.027,-25.5398,3.19407,92,4.5307,7.92116
1,18ss,131.192,145.57,-22.3102,1.88848,50,3.73502,2.42671
1,18ss,137.512,145.112,-22.4935,2.11396,27,3.81624,2.58048
1,18ss,155.701,133.608,-33.6144,8.93068,82,9.2237,4.07668
1,18ss,144.123,136.778,-33.735,8.39582,112,12.6754,4.12118
1,18ss,148.881,139.985,-30.6316,8.00065,100,8.11613,3.01454
1,18ss,143.703,138.799,-28.316,10.0232,161,8.27643,3.80847
1,18ss,151.31,137.507,-25.1084,5.50369,46,4.78202,2.00296
1,18ss,144.247,144.358,-25.409,5.71508,34,5.79377,3.1492
1,18ss,161.05,136.763,-34.5313,11.7466,158,9.19473,5.80673
1,18ss,164.077,143.659,-34.032,2.35373,44,3.45292,0.961244
1,18ss,157.928,143.181,-30.6398,4.4271,43,5.76464,1.65299
1,18ss,165.845,136.983,-29.8963,4.13964,30,5.03307,1.38751
1,18ss,159.032,134.771,-25.4249,4.25881,44,5.63332,2.00814
1,18ss,175.612,134.464,-34.5795,2.19035,40,3.50462,0.876844
1,18ss,170.581,138.641,-34.8632,2.10815,34,3.4259,0.838218
1,18ss,176.787,135.048,-29.825,1.31147,22,1.5616,0.571429
1,18ss,151.25,79.2399,-30.9705,6.27203,23,6.95815,1.10242
1,18ss,155.363,76.1781,-28.2626,4.81768,17,6.62833,0.981416
1,18ss,149.816,73.5727,-27.8327,6.89233,14,5.70792,1.35025
1,18ss,151.649,71.4531,-24.1118,5.48404,20,4.18298,1.02872
1,18ss,153.116,72.708,-21.4834,4.18605,17,3.92613,0.729138
1,18ss,154.927,69.0105,-21.6429,4.1,7,3.33333,0.7
1,18ss,169.553,76.8829,-35.1871,11.0525,24,4.90257,2.01577
1,18ss,161.962,76.5276,-31.2999,5.93471,17,4.48388,1.11021
1,18ss,164.245,71.2092,-29.9363,7.96797,30,6.13092,1.46588
1,18ss,166.136,75.1214,-25.1599,5.44938,16,4.60032,1.05714
1,18ss,167.536,77.2467,-22.6075,7.91173,18,5.32175,1.74146
1,18ss,164.378,80.9166,-20.2811,6.08333,13,3.75,1.66667
1,18ss,179.115,77.6179,-31.1858,9.71207,21,6.36838,1.72039
1,18ss,171.936,75.2193,-29.2987,7.81471,25,3.61944,1.55445
1,18ss,176.014,68.5059,-29.2959,8.41717,21,4.67399,1.68441
1,18ss,182.681,72.755,-27.3023,6.34615,16,2.69231,1.05769
1,18ss,182.851,79.4723,-26.5929,7.03602,24,3.87658,1.34823
1,18ss,177.956,73.5448,-21.8634,5.31579,11,2.73684,0.842105
1,18ss,170.286,72.595,-19.1048,2.97619,11,2.11905,0.779762
1,18ss,187.35,76.3762,-31.0929,4.8564,19,2.65013,2.46214
1,18ss,88.9034,90.9519,-34.9261,14.4487,22,1.81963,2.37218
1,18ss,83.4112,86.9524,-32.5724,12.5162,18,1.79463,2.35144
1,18ss,89.188,88.11,-18.8945,4.42764,15,2.54082,1.02412
1,18ss,95.9833,83.7834,-35.4254,13.6017,22,1.85727,2.22754
1,18ss,93.0027,92.0695,-34.0756,17.8146,17,1.86885,2.88903
1,18ss,88.537,87.5305,-32.5049,18.9369,19,2.14683,3.19586
1,18ss,99.0947,94.0892,-29.9086,14.1979,16,1.49169,2.26542
1,18ss,91.8274,85.5451,-21.9472,7.5477,18,3.19641,1.36925
1,18ss,99.2228,86.7778,-20.0199,6.81341,23,3.1062,1.25215
1,18ss,94.0346,84.0077,-19.8728,4.7233,17,4.81715,1.11003
1,18ss,104.727,90.7192,-33.408,16.6008,21,1.76673,2.61849
1,18ss,104.184,84.6592,-33.2764,21.1947,19,2.33861,3.35129
1,18ss,109.715,88.0329,-31.7279,21.4531,18,2.68494,3.58222
1,18ss,113.172,90.4906,-19.114,9.00901,10,2.82883,1.36036
1,18ss,121.674,87.9317,-35.9293,20.6885,53,2.89189,3.70187
1,18ss,126.486,89.1859,-34.4748,20.7714,49,3.95858,3.8122
1,18ss,121.158,84.9284,-34.3429,15.87,21,2.7945,2.78465
1,18ss,127.987,82.0914,-30.9254,12.8413,21,4.22346,2.48219
1,18ss,128.83,87.7614,-31.0134,15.9975,35,4.06826,3.204
1,18ss,117.214,92.2029,-30.0905,19.2996,21,4.13504,3.23604
1,18ss,116.166,82.9558,-29.1083,19.9597,19,2.99023,3.09524
1,18ss,126.525,92.4963,-20.4211,10.1143,16,3.22125,1.84667
1,18ss,124.827,85.4728,-20.6934,8.7479,11,3.29412,1.05042
1,18ss,120.163,81.4911,-20.2613,8.80286,16,6.56857,1.38571
1,18ss,135.947,93.8404,-32.6299,12.5686,43,6.85702,2.87651
1,18ss,131.518,93.5199,-31.9319,15.2192,79,4.31819,5.15077
1,18ss,139.905,88.5017,-30.3695,12.1849,36,8.5863,2.54788
1,18ss,133.145,89.9146,-28.7897,14.9558,26,4.57806,7.03821
1,18ss,139.095,85.6238,-25.8467,8.22166,22,8.52152,1.44692
1,18ss,138.688,93.6557,-25.6412,9.54147,25,5.56589,1.77753
1,18ss,136.828,91.8182,-22.1504,6.36916,17,4.86916,1.32866
1,18ss,132.897,88.4562,-18.4976,6.90454,23,4.11483,1.27715
1,18ss,146.359,89.2885,-34.8681,11.015,21,7.26468,2.15596
1,18ss,145.289,85.5797,-29.8068,16.1193,22,5.5161,4.87157
1,18ss,148.6,84.5793,-28.2602,9.87041,20,6.39417,1.99892
1,18ss,154.2,90.1368,-27.5434,6.71967,18,6.01939,1.31302
1,18ss,144.045,92.5231,-27.867,9.57265,22,7.5798,1.78147
1,18ss,151.476,93.4558,-26.7255,10.8836,22,5.92593,2.00245
1,18ss,147.838,81.6941,-21.937,6.875,18,4.15,1.175
1,18ss,156.069,82.0113,-19.1643,5.58373,21,4.91408,1.02823
1,18ss,147.745,90.455,-20.3591,6.75059,17,5.10231,1.29152
1,18ss,143.878,93.1839,-19.1665,8.39875,20,4.7408,1.52957
1,18ss,167.714,95.1067,-30.5772,11.2235,22,4.77377,2.23615
1,18ss,157.296,87.5134,-31.8087,9.24928,20,6.62991,1.72924
1,18ss,162.766,89.156,-31.0419,11.4075,20,4.07333,2.00462
1,18ss,168.048,82.6859,-28.2679,8.81822,18,4.46621,1.66039
1,18ss,156.934,81.5524,-28.5367,5.99802,22,6.00595,1.14683
1,18ss,162.39,87.198,-23.0064,7.86693,20,4.53337,1.42319
1,18ss,156.478,89.9696,-19.3195,5.71566,19,3.8931,1.04288
1,18ss,173.662,82.2032,-34.418,8.62512,21,4.78423,1.57156
1,18ss,179.839,91.8194,-32.9572,13.6038,51,6.88233,4.64261
1,18ss,181.418,82.3806,-33.8059,11.339,27,5.05906,2.2953
1,18ss,181.735,87.2642,-29.0955,9.3142,37,3.95114,2.63948
1,18ss,172.925,88.1015,-28.4059,8.76772,27,4.40873,1.72652
1,18ss,176.184,83.7651,-24.2502,4.73292,23,5.25891,1.09607
1,18ss,170.333,82.9876,-20.2705,7.40931,17,4.23039,1.40686
1,18ss,171.597,92.3796,-19.1412,8.09982,17,4.53235,1.90943
1,18ss,188.012,88.0022,-35.1718,8.05669,35,3.89795,2.40701
1,18ss,189.192,86.1474,-32.1873,5.36918,23,3.0041,1.36625
1,18ss,183.469,92.6598,-25.9078,1.82609,12,2.52174,1.95652
1,18ss,86.7355,99.6976,-31.2903,9.91324,19,1.37776,1.68992
1,18ss,84.8122,106.03,-31.1132,26.8923,15,2.20704,4.69565
1,18ss,87.8207,95.0674,-28.1999,16.7263,16,1.84634,2.61345
1,18ss,92.3055,94.6305,-30.5879,14.8569,21,1.48625,2.28389
1,18ss,92.9534,103.819,-28.0749,14.599,23,1.5417,2.56613
1,18ss,102.225,100.988,-27.2451,11.5931,21,1.61379,2.17931
1,18ss,105.249,97.0375,-31.4948,20.1554,20,2.32725,3.16098
1,18ss,112.024,104.373,-31.1221,20.293,21,2.59981,3.51787
1,18ss,114.036,95.7845,-31.4786,21.0025,24,3.48027,3.52794
1,18ss,106.294,102.916,-31.4994,17.465,21,1.83029,3.00265
1,18ss,114.766,107.05,-30.8328,20.8372,21,2.73139,3.6166
1,18ss,103.456,105.524,-26.921,8.39474,15,2.13158,1.76316
1,18ss,117.915,103.518,-31.0424,18.9484,24,2.57581,3.25687
1,18ss,122.896,105.899,-32.1804,26.1322,24,3.53221,4.51936
1,18ss,122.72,99.9206,-30.8988,19.6712,20,4.10777,3.34176
1,18ss,117.229,98.9907,-27.0586,16.8914,21,3.50504,2.77077
1,18ss,120.288,93.5192,-19.0567,7.01766,23,5.70768,1.23295
1,18ss,128.105,101.054,-19.1762,6.63557,14,4.41054,1.38639
1,18ss,132.388,106.275,-34.3968,14.8592,108,6.0523,3.46036
1,18ss,136.756,104.065,-32.0094,8.84518,27,6.99815,1.74835
1,18ss,140.378,98.9854,-27.2703,8.78652,24,7.46346,1.61045
1,18ss,138.403,105.634,-22.4816,6.9547,28,6.24604,1.30335
1,18ss,140.774,97.6086,-21.1335,5.72183,23,4.12655,1.10389
1,18ss,134.449,100.101,-21.8675,5.48918,18,5.76456,1.08236
1,18ss,131.691,94.9515,-20.8684,10.3782,21,4.43325,2.05377
1,18ss,151.625,105.195,-34.6379,12.8553,25,6.49568,2.35603
1,18ss,145.456,95.3408,-34.0787,11.1968,27,6.46358,2.04776
1,18ss,144.421,105.183,-32.6138,12.7019,22,9.29484,2.28589
1,18ss,147.674,101.153,-31.208,7.09064,23,6.09297,1.34289
1,18ss,153.156,103.308,-25.046,6.52665,23,5.62004,1.26573
1,18ss,147.992,100.782,-20.1066,5.03202,18,5.49165,0.944878
1,18ss,167.279,103.574,-33.1157,11.3538,29,6.79903,2.23061
1,18ss,163.711,101.685,-27.3212,15.425,44,12.8521,2.79535
1,18ss,157.194,97.2778,-23.8885,6.70152,22,4.71771,1.21468
1,18ss,165.222,100.93,-22.229,12.0569,20,5.81556,2.19335
1,18ss,160.598,94.3489,-21.4161,7.34942,17,4.00426,1.35548
1,18ss,160.637,102.623,-19.6274,6.33192,17,6.22591,1.20355
1,18ss,165.1,96.6064,-18.7577,7.83621,12,6.23276,1.24138
1,18ss,173.951,99.1256,-33.7832,9.90977,25,6.48175,1.92237
1,18ss,172.2,94.1031,-32.5112,8.44908,29,6.08882,1.67228
1,18ss,171.715,102.771,-31.5293,8.33554,37,4.93227,1.72616
1,18ss,171.134,95.4644,-23.5782,14.1242,27,5.838,2.57358
1,18ss,170.468,104.176,-22.569,8.28182,30,5.39026,1.71234
1,18ss,186.698,106.497,-35.3821,10.5422,49,3.06141,2.22756
1,18ss,186.661,96.0766,-34.5566,6.06903,37,3.38845,1.91555
1,18ss,183.252,101.779,-30.9281,6.75386,87,5.17494,1.47737
1,18ss,93.9992,31.0856,-28.6827,0.987566,21,1.42313,0.319518
1,18ss,90.121,38.9902,-28.7039,1.51511,16,1.30426,0.434066
1,18ss,101.01,38.9586,-26.9742,2.14129,31,1.96767,0.591241
1,18ss,112.525,34.9582,-32.3759,1.81822,20,4.53527,0.507055
1,18ss,109.115,42.9621,-30.9933,2.73601,19,2.0661,0.910132
1,18ss,127.263,40.0439,-34.9376,5.25256,20,6.68203,1.14972
1,18ss,122.027,37.3823,-33.0956,7.87796,31,3.94415,2.26779
1,18ss,126,30.7303,-29.2288,0.879544,20,3.34874,0.4122
1,18ss,118.753,30.3725,-28.1345,0.666667,12,1.95652,0.434783
1,18ss,116.763,41.6285,-24.1773,2.21881,21,4.39993,0.645079
1,18ss,136.165,34.3424,-34.9023,10.8279,46,3.55123,3.70725
1,18ss,140.689,39.9517,-32.9534,12.5551,43,4.85649,2.66935
1,18ss,132.913,38.9584,-33.9425,6.35133,23,4.69738,1.28699
1,18ss,141.154,31.7801,-32.155,2.77115,24,3.43167,1.19197
1,18ss,134.605,37.7676,-28.9242,7.56718,39,4.69929,1.46641
1,18ss,137.557,32.7977,-28.5104,3.74794,17,2.7644,1.21017
1,18ss,129.954,42.4764,-22.5114,5.36727,15,2.96806,1.27745
1,18ss,139.517,41.0513,-21.3443,2.16667,6,2,1.16667
1,18ss,147.686,31.6261,-31.004,1.3025,24,2.16203,0.674722
1,18ss,144.937,40.6888,-28.3383,5.53254,17,3.43195,1.50296
1,18ss,150.264,41.4956,-22.0811,2.72619,12,2.35714,0.785714
1,18ss,158.21,33.4921,-32.7707,1.31296,14,2.93154,0.457213
1,18ss,88.9334,42.8347,-28.8039,2.11765,13,0.455882,0.794118
1,18ss,90.7588,56.1627,-30.8445,7.32467,50,5.59492,3.70375
1,18ss,100.321,43.1066,-30.7437,3.24685,18,4.30837,0.85556
1,18ss,100.53,47.2334,-28.3043,3.07371,20,2.89044,0.699203
1,18ss,126.108,54.3739,-34.6376,7.27619,24,4.4401,1.36951
1,18ss,123.294,45.9481,-29.8367,10.0508,81,6.04348,2.41631
1,18ss,129.249,53.0146,-30.0896,5.95185,27,5.28611,1.09142
1,18ss,122.045,46.7092,-21.6424,3.47059,10,2.23529,1.41176
1,18ss,128.565,55.6329,-21.9777,9,6,6,0
1,18ss,142.128,55.1509,-34.7532,7.75921,21,5.96514,1.45067
1,18ss,140.447,49.9506,-28.9879,4.51457,22,4.49783,0.935937
1,18ss,131.797,51.5665,-27.6686,5.68235,13,6.37647,1.06471
1,18ss,138.529,45.8846,-26.4642,6.40833,18,3.10278,1.17111
1,18ss,138.307,45.6908,-21.321,4.21971,21,2.51609,0.93683
1,18ss,134.713,52.5552,-19.6902,3.3252,15,4.15041,0.821138
1,18ss,150.869,49.6592,-32.4423,6.89737,18,3.1924,1.3477
1,18ss,144.55,50.189,-30.3224,8.51765,11,3.37647,1.64706
1,18ss,148.992,52.6972,-29.1216,6.53135,17,3.75174,1.31647
1,18ss,166.963,53.6391,-34.5915,5.49261,15,6.81773,1.37931
1,18ss,161.882,48.1146,-33.8094,9.62922,37,4.92511,1.90435
1,18ss,160.613,53.862,-30.8008,9.06709,48,5.19386,2.21982
1,18ss,166.059,52.1707,-27.5329,8.46479,12,3.53521,1.67606
1,18ss,156.532,50.5037,-26.3075,5.48721,18,3.57539,1.2847
1,18ss,159.93,48.5896,-23.5676,4.94286,14,2.38571,1.51429
1,18ss,83.8736,66.2009,-32.1497,9.46987,67,6.53781,6.00942
1,18ss,86.9341,60.5699,-29.3875,5.75651,46,4.51056,5.49563
1,18ss,84.4617,67.5002,-26.7497,6.76894,26,7.40152,3.49242
1,18ss,85.1284,63.9836,-22.2909,2.51923,19,2.96154,2.03846
1,18ss,95.6939,61.1847,-33.0148,7.98583,41,7.32242,5.01905
1,18ss,97.4276,58.2625,-28.2054,6.64245,64,6.99926,2.89767
1,18ss,92.5946,64.9958,-29.2677,7.50515,21,5.99485,4.04639
1,18ss,98.9811,67.9285,-25.8455,8.61551,15,7.10662,3.94346
1,18ss,101.791,65.268,-23.9006,5.18518,19,5.19968,2.14332
1,18ss,92.8584,60.3708,-19.4592,1.88889,9,3.30556,0.805556
1,18ss,103.305,56.8905,-35.3123,8.19384,33,5.00193,3.48813
1,18ss,126.697,58.347,-31.8056,7.30236,20,6.51825,1.73233
1,18ss,124.437,57.8653,-18.6976,3.625,11,2.20833,0.875
1,18ss,140.952,61.0935,-33.3535,7.52286,23,10.8597,1.42768
1,18ss,138.574,61.9834,-26.4672,7.53368,11,4.78238,1.37306
1,18ss,150.77,57.3054,-35.2415,4.73868,21,4.52697,1.01149
1,18ss,148.847,64.0084,-32.9498,4.50242,12,4.67633,1.20773
1,18ss,143.425,57.5121,-31.2245,7.40976,20,6.12114,1.18374
1,18ss,148.242,60.5346,-29.5694,5.35342,14,4.3589,0.939726
1,18ss,148.813,55.8308,-18.4268,2.59459,11,3.02703,0.554054
1,18ss,158.065,63.3166,-31.1007,6.58412,20,3.53747,1.54094
1,18ss,161.19,66.2974,-28.4674,6.12596,23,3.43631,1.12649
1,18ss,159.805,60.0127,-27.2329,5.98608,24,2.73756,1.14366
1,18ss,166.24,65.222,-25.4111,5.12176,20,2.89081,1.26823
1,18ss,165.706,59.2202,-23.8398,5.59214,17,3.22113,1.20393
1,18ss,172.68,58.4094,-35.3258,13.6587,48,8.80725,2.90774
1,18ss,177.741,61.8653,-31.8478,10.2025,72,5.73171,2.67277
1,18ss,169.792,63.966,-32.9675,6.61111,30,3.6915,1.54062
1,18ss,180.822,67.3618,-27.1381,8.74134,22,4.32738,1.80126
1,18ss,181.906,62.4981,-26.1991,4.02783,17,4.39478,1.08348
1,18ss,84.2122,71.6561,-34.0874,8.66945,74,7.78779,5.30218
1,18ss,88.5107,79.8217,-33.1395,13.3364,26,2.57851,3.08347
1,18ss,88.3179,74.5444,-22.1164,3.33333,12,3.88889,1.71111
1,18ss,86.7032,78.7863,-18.7066,2.33962,17,1.74843,1.00629
1,18ss,98.8922,70.9464,-34.3857,21.979,23,4.39976,4.45018
1,18ss,88.9001,69.4585,-31.5167,14.9643,45,5.70553,6.60096
1,18ss,96.0336,69.3901,-30.542,10.1911,27,4.39943,4.82094
1,18ss,89.3947,74.7492,-31.8862,8.76444,69,4.01247,4.20801
1,18ss,94.4271,73.1813,-21.3703,5.21823,16,3.01027,2.27214
1,18ss,100.927,72.3036,-18.9885,4.52508,19,3.39943,1.35356
1,18ss,115.135,77.7444,-34.7834,12.4067,25,4.38768,2.07856
1,18ss,122.262,75.3761,-36.6113,14.3766,17,4.41946,2.56844
1,18ss,140.549,79.2301,-33.6709,14.0137,20,6.18904,2.57325
1,18ss,133.794,70.1889,-32.2621,7.44348,14,3.34783,1.43478
1,18ss,130.164,68.9621,-27.8433,9.50388,20,5.62233,1.69854
1,18ss,138.903,79.7448,-24.6829,4.98044,20,5.88526,0.964422
1,18ss,131.5,69.4929,-21.5323,12.4507,15,5.75352,2.20423
1,18ss,142.136,74.5673,-20.4948,7.08368,17,6.57897,1.14906
1,18ss,131.171,80.3602,-18.077,6.85152,12,4.99091,1.20909
1,18ss,150.124,71.0135,-35.8676,8.0332,22,5.40368,1.53355
1,18ss,155.204,71.0424,-31.4222,5.58899,19,4.95783,1.06747
1,18ss,177.982,123.918,-39.5698,14.254,135,8.12028,10.7619
1,18ss,170.394,128.839,-33.0772,10.3269,140,7.59328,4.42597
1,18ss,186.321,125.043,-49.9226,1.16613,39,2.55277,0.814853
1,18ss,190.388,126.898,-46.7415,1.05142,28,1.20479,0.717789
1,18ss,185.554,130.345,-41.7404,1.15437,33,1.65343,0.759662
1,18ss,192.41,120.289,-40.1563,1.22657,27,2.53413,0.79041
1,18ss,82.6428,136.882,-52.1823,1.53746,61,3.56187,1.54712
1,18ss,88.8277,138.582,-48.2643,1.46296,35,3.23045,2.08543
1,18ss,83.1503,138.2,-47.5631,1.45918,85,3.40409,2.4346
1,18ss,83.5309,140.669,-40.1903,1.07582,81,4.00396,2.46074
1,18ss,82.7223,136.083,-41.5119,1.1192,82,3.00714,3.42229
1,18ss,87.6852,144.212,-38.0783,1.40473,85,3.30347,1.80818
1,18ss,86.7351,132.831,-37.978,1.09753,77,3.8691,1.18456
1,18ss,92.8267,140.644,-49.4235,1.6307,164,3.59509,2.62667
1,18ss,99.2477,138.131,-45.9886,1.32621,104,4.02855,2.15932
1,18ss,97.7568,135.419,-50.0772,1.34044,83,5.35668,2.31266
1,18ss,95.1032,136.671,-42.9597,1.16401,126,4.32672,1.69223
1,18ss,89.9443,135.323,-42.3637,1.22068,55,3.69945,1.6367
1,18ss,97.5025,145.573,-42.1541,1.40043,128,4.80173,2.25416
1,18ss,100.935,136.707,-39.1622,1.4259,61,4.51793,1.32245
1,18ss,94.9035,136.041,-37.6791,1.16045,79,4.80457,1.02992
1,18ss,98.6318,132.264,-38.0342,1.17194,65,4.39484,1.33183
1,18ss,91.9181,141.497,-37.2048,1.29881,99,4.27677,2.11068
1,18ss,107.097,142.526,-50.2311,1.79105,94,4.59336,2.62371
1,18ss,105.14,137.646,-50.7912,1.53549,163,5.92288,2.00057
1,18ss,109.35,138.077,-50.8659,1.90874,54,4.64322,2.53917
1,18ss,107.463,134.508,-44.7494,1.65166,74,4.92348,2.33187
1,18ss,103.584,141.395,-43.9971,1.62777,117,5.16275,2.68351
1,18ss,112.878,138.61,-43.6344,1.75153,85,5.65154,2.01021
1,18ss,115.208,131.984,-46.2341,2.36259,77,6.42547,1.99536
1,18ss,107.584,131.331,-42.4089,1.72267,58,4.95501,2.30498
1,18ss,111.766,133.42,-43.6609,1.56146,96,4.29353,1.62564
1,18ss,113.758,145.067,-41.2177,2.02144,133,5.7159,3.61757
1,18ss,105.988,141.274,-37.7262,1.44936,78,5.01151,1.60774
1,18ss,127.789,135.273,-51.895,4.60857,178,8.72541,7.59851
1,18ss,124.888,139.671,-51.3518,3.65444,219,7.64523,5.18208
1,18ss,116.316,142.192,-46.0888,1.9158,150,8.48264,3.12632
1,18ss,116.287,135.038,-44.6921,2.07208,99,6.33551,2.36467
1,18ss,125.551,136.877,-44.3726,3.97685,118,9.14672,2.59663
1,18ss,119.484,137.185,-44.316,2.04566,91,5.6386,2.61895
1,18ss,121.875,141.612,-44.7894,2.35655,136,5.92155,3.90204
1,18ss,128.703,132.859,-41.5428,2.79491,80,8.24243,1.98755
1,18ss,116.845,133.179,-40.1412,1.99345,30,7.40175,1.06332
1,18ss,120.093,133.674,-38.7704,3.49491,48,7.48965,1.95478
1,18ss,125.409,135.979,-36.3132,3.2699,172,7.61211,2.32758
1,18ss,142.759,138.574,-50.9519,15.5741,136,15.78,5.47221
1,18ss,133.114,134.762,-50.4918,5.59467,232,7.11033,4.36971
1,18ss,134.009,140.351,-49.253,5.07228,245,7.09404,6.55428
1,18ss,129.254,142.775,-48.7693,6.07136,245,9.66132,3.58442
1,18ss,138.943,141.882,-45.2604,6.04237,88,7.49071,5.16032
1,18ss,140.425,134.88,-45.4998,8.97513,135,11.2021,6.06553
1,18ss,131.054,139.696,-43.532,5.19772,165,10.0929,2.99276
1,18ss,136.186,136.873,-39.3061,7.78333,124,7.24029,4.61142
1,18ss,142.098,141.403,-38.3914,8.88801,106,12.3717,4.77289
1,18ss,132.475,138.885,-34.8442,4.28806,75,8.96998,2.78458
1,18ss,148.811,138.43,-51.5029,13.0541,189,12.2169,5.46787
1,18ss,155.009,140.232,-47.9866,14.5306,178,11.9534,10.6411
1,18ss,147.371,132.131,-46.4644,9.30308,146,11.1305,4.40954
1,18ss,144.969,145.596,-46.445,15.696,203,10.5182,5.00845
1,18ss,154.357,133.846,-47.18,18.0951,140,11.8923,8.09673
1,18ss,152.364,144.391,-44.8138,17.7291,235,11.3688,5.82172
1,18ss,147.576,142.678,-40.3772,16.0231,152,16.1737,4.775
1,18ss,151.143,138.585,-37.9609,12.7825,100,8.36956,5.653
1,18ss,155.883,142.407,-36.8241,17.5232,139,8.69652,7.77452
1,18ss,161.774,143.942,-49.8299,1.87377,34,4.18965,1.14671
1,18ss,161.809,136.241,-49.0622,15.7553,218,9.20262,6.76569
1,18ss,160.788,134.041,-44.1604,17.4379,58,8.85477,7.34898
1,18ss,165.324,133.054,-44.9609,18.9613,120,9.38227,8.96573
1,18ss,160.762,139.839,-42.2227,20.3182,254,11.3273,11.4079
1,18ss,169.402,141.713,-41.2341,1.50955,33,4.80546,0.876944
1,18ss,164.752,132.702,-39.0734,18.1138,93,9.26249,6.47367
1,18ss,172.525,140.141,-49.4375,1.28202,35,4.05283,0.855481
1,18ss,181.031,134.028,-48.1342,1.22472,37,2.71832,0.897728
1,18ss,177.463,140.555,-44.6363,1.08998,39,1.56747,0.805061
1,18ss,179.567,132.829,-40.3555,1.94866,30,2.57953,0.901102
1,18ss,179.335,136.222,-39.2913,1.16976,30,3.40504,0.804476
1,18ss,83.5115,145.918,-48.1314,1.46459,117,3.87232,3.23934
1,18ss,86.8344,153.02,-46.9045,2.02391,156,6.58061,5.11772
1,18ss,82.5548,157.138,-46.1238,2.19813,180,5.48586,5.59028
1,18ss,86.7239,148.897,-43.9904,1.60064,94,4.19724,5.63178
1,18ss,87.4732,157.166,-41.2177,2.11049,247,4.24932,5.61791
1,18ss,99.4396,153.521,-51.3395,1.87395,216,4.10923,3.16586
1,18ss,91.5787,155.112,-51.5873,3.16699,112,7.33061,3.56074
1,18ss,97.4548,147.492,-48.7488,1.44937,114,3.71796,3.61398
1,18ss,90.9836,146.335,-43.589,1.81228,104,3.39848,3.18229
1,18ss,92.3142,150.524,-43.2824,1.62025,241,4.25757,5.69128
1,18ss,97.6773,153.222,-43.8266,2.15362,237,4.39112,4.52133
1,18ss,113.854,147.587,-48.2197,5.01533,202,8.34721,3.93912
1,18ss,102.144,148.966,-45.6151,1.59386,144,5.68206,3.6297
1,18ss,106.951,152.834,-47.1093,2.21004,179,5.58384,5.2239
1,18ss,113.159,151.93,-43.3251,2.32456,213,6.94028,3.64697
1,18ss,109.709,146.142,-43.9717,1.95342,136,7.0984,1.92057
1,18ss,105.137,152.54,-42.093,2.3972,135,5.99788,4.97004
1,18ss,119.911,155.044,-50.3348,3.97813,107,7.1885,3.47286
1,18ss,127.377,153.088,-49.8197,3.68935,163,6.72878,2.552
1,18ss,122.551,146.561,-49.6915,6.75893,248,8.53107,4.05097
1,18ss,126.842,150.412,-44.1444,7.56582,162,7.757,5.22298
1,18ss,122.171,153.148,-43.9447,10.6081,208,6.94616,10.8467
1,18ss,119.305,147.474,-43.3116,2.65894,166,5.70579,3.37478
1,18ss,117.558,157.438,-40.7434,5.12293,167,4.98567,9.76968
1,18ss,119.36,153.165,-40.1052,3.01657,96,6.5238,4.35843
1,18ss,116.186,151.23,-39.5312,2.67407,100,5.55505,3.11081
1,18ss,125.116,157.321,-39.3536,11.8108,255,7.37394,13.8083
1,18ss,121.661,146.485,-37.1222,1.93032,52,3.37324,2.24558
1,18ss,133.91,145.498,-52.2771,3.26429,172,7.15103,3.4974
1,18ss,135.766,153.199,-48.7914,3.15784,113,7.853,2.00599
1,18ss,142.386,152.251,-48.2147,3.98304,71,5.97463,1.73785
1,18ss,140.347,154.328,-45.8153,4.3222,125,8.49658,2.09835
1,18ss,131.498,147.974,-42.1146,7.31157,147,8.06626,6.26231
1,18ss,131.558,153.434,-42.6348,8.82192,204,8.37809,8.80421
1,18ss,137.384,151.342,-41.921,10.8012,123,10.5558,8.02962
1,18ss,139.603,147.15,-41.3483,12.2694,169,9.04129,10.1261
1,18ss,150.455,147.251,-51.4483,3.93108,174,5.8262,1.62019
1,18ss,146.617,152.757,-45.929,2.60089,135,5.33128,1.364
1,18ss,151.521,152.461,-41.905,1.61221,34,4.69431,0.989625
1,18ss,153.369,156.57,-40.4179,1.1938,37,1.59284,0.928339
1,18ss,145.332,148.636,-36.2182,13.4248,253,11.1044,7.97145
1,18ss,160.299,148.444,-47.1767,1.46457,38,4.60666,0.958908
1,18ss,165.269,146.635,-43.1818,1.32688,33,4.31994,1.0072
1,18ss,158.499,150.852,-41.1261,1.42172,32,5.17987,0.958679
1,18ss,163.807,147.209,-36.8457,1.44432,33,4.17383,0.903697
1,18ss,82.519,163.488,-47.7159,2.35449,244,8.77164,2.55547
