no,stage,x,y,z,TCF_mRNA_levels,sox2,tbxta
2,18ss,97.6433,107.111,175.418,6.20185,1.80571,15.7008
2,18ss,112.488,90.3746,168.824,10.3277,2.28978,32.7445
2,18ss,107.953,94.7338,170.207,4.65909,2.88636,23.9545
2,18ss,117.9,105.337,171.518,6.95716,2.02931,21.0936
2,18ss,126.837,92.8291,170.451,9.53857,2.63824,34.9209
2,18ss,114.468,99.1449,172.922,7.3871,1.72984,18.6895
2,18ss,121.565,98.0857,173.332,7.52,1.96,25.88
2,18ss,109.222,105.264,174.219,7.57129,2.06191,28.1614
2,18ss,117.943,96.0213,174.211,7.37717,2.89589,34.4648
2,18ss,156.193,101.824,169.477,12.2185,1.74047,10.6224
2,18ss,144.095,98.2979,172.727,9.78029,2.43526,15.9562
2,18ss,140.959,101.036,172.685,9.79367,2.74781,20.6429
2,18ss,147.148,86.9557,175.301,14.501,2.35046,23.0588
2,18ss,142.224,85.4498,175.943,13.0755,4.57599,29.8624
2,18ss,138.505,94.6192,172.958,11.3696,2.47798,28.6999
2,18ss,175.124,100.573,169.407,6.01562,2.87707,20.7266
2,18ss,159.755,92.1311,170.955,9.95666,1.91846,21.1729
2,18ss,173.487,85.3936,172.026,8.62532,2.07938,13.8819
2,18ss,162.428,104.621,172.519,8.77031,2.2176,13.6218
2,18ss,180.07,93.1716,173.477,10.2172,6.35626,34.3764
2,18ss,167.934,98.1803,173.733,12.2295,1.608,12.0988
2,18ss,199.142,89.5423,169.847,5.75132,1.28167,3.46652
2,18ss,191.355,94.7286,170.717,8.32581,6.61011,20.8948
2,18ss,184.23,100.838,171.84,5.26344,5.24795,27.7589
2,18ss,199.193,97.0565,168.436,5.11318,1.24671,3.58561
2,18ss,186.672,85.5265,173.144,8.6108,3.05826,22.0793
2,18ss,196.207,104.367,174.848,7.34346,1.62318,4.03875
2,18ss,102.557,125.296,174.526,9.10054,3.66184,3.97844
2,18ss,103.319,129.985,173.864,12.3866,4.30787,3.32708
2,18ss,97.2745,131.72,174.605,13.3157,3.76286,2.76857
2,18ss,108.219,132.041,173.012,15.8954,3.39078,4.03675
2,18ss,131.661,112.814,171.617,9.29862,3.50468,42.6716
2,18ss,120.949,111.468,170.886,6.92163,2.88018,35.0149
2,18ss,108.685,114.52,172.499,8.05098,1.89732,15.594
2,18ss,118.529,122.544,174.471,3.5688,3.56701,23.2512
2,18ss,127.696,131.747,173.06,18.663,3.61289,6.68294
2,18ss,108.1,125.058,173.622,11.9276,4.67202,5.07397
2,18ss,117.372,110.519,174.032,7.22121,2.72381,31.5835
2,18ss,113.93,125.05,175.947,5.05069,4.55741,8.03038
2,18ss,116.834,115.583,175.409,3.97405,2.66844,31.5595
2,18ss,148.704,109.446,170.086,12.7466,2.8193,18.0073
2,18ss,133.91,109.634,170.016,10.1171,3.53392,32.3652
2,18ss,144.189,127.388,169.763,9.13065,2.96982,9.46383
2,18ss,142.127,112.62,170.915,17.338,3.23562,8.61521
2,18ss,153.748,109.009,171.28,10.7343,4.70417,18.2744
2,18ss,142.628,118.944,170.286,26.3312,4.68661,13.6167
2,18ss,151.465,127.548,172.213,20.9232,4.78854,10.1556
2,18ss,140.829,132.719,171.572,13.3062,5.34361,6.75721
2,18ss,134.45,127.828,172.614,10.0091,4.76418,14.9683
2,18ss,147.787,114.023,174.511,15.1203,3.63985,11.1504
2,18ss,156.247,116.791,173.965,9.01498,4.2647,22.8198
2,18ss,174.239,120.329,169.829,10.1395,9.0958,32.9263
2,18ss,173.359,107.97,170.904,11.3557,7.1538,25.5661
2,18ss,165.863,124.786,172.978,11.4432,5.20828,24.1899
2,18ss,159.275,110.255,172.216,12.8849,3.93051,17.7965
2,18ss,170.087,131.636,173.571,4.67746,7.25772,14.3855
2,18ss,167.612,114.621,173.204,12.2443,4.70346,27.1943
2,18ss,172.278,126.789,174.124,10.4063,6.36537,23.3267
2,18ss,180.726,110.487,174.903,9.29426,3.88567,26.3156
2,18ss,197.075,110.662,169.562,5.71756,1.22588,3.8061
2,18ss,194.189,117.269,169.685,4.47833,1.36253,3.42301
2,18ss,190.95,125.374,170.178,7.3634,1.55056,3.91915
2,18ss,183.854,117.133,172.462,5.81298,6.54844,17.4619
2,18ss,191.364,119.428,172.228,4.79001,1.40996,3.41116
2,18ss,184.495,130.536,173.257,5.24351,1.4859,3.55798
2,18ss,99.9022,153.967,169.222,5.0155,4.29443,2.97636
2,18ss,90.9925,137.564,169.862,4.82145,4.90287,2.75221
2,18ss,105.542,139.626,169.143,5.11843,3.02509,3.05611
2,18ss,88.7767,156.613,170.853,2.95695,3.10114,3.06483
2,18ss,91.3688,151.239,171.929,8.55605,4.66992,3.17926
2,18ss,88.2283,148.159,170.903,4.84165,3.12247,2.67531
2,18ss,99.1382,136.151,171.877,9.42718,4.31423,3.01245
2,18ss,105.84,141.863,174.01,7.65548,4.48651,3.55682
2,18ss,90.0079,143.568,170.631,4.06767,4.19502,2.71381
2,18ss,99.375,150.599,173.889,4.87985,3.64594,3.15833
2,18ss,106.179,155.426,174.17,11.855,5.11647,3.91985
2,18ss,101.043,142.665,172.39,7.62473,3.90447,3.13149
2,18ss,118.863,152.096,168.046,5.48132,3.54719,3.08573
2,18ss,122.703,134.94,171.269,19.948,3.83833,5.01638
2,18ss,110.15,137.372,171.541,11.666,3.56131,3.30019
2,18ss,132.064,139.889,170.691,12.7595,3.41605,4.17357
2,18ss,128.881,136.144,170.982,19.6337,4.16212,5.91795
2,18ss,128.863,151.779,170.438,5.7135,3.20403,4.89339
2,18ss,119.657,153.096,172.827,5.69682,6.33995,3.85622
2,18ss,120.989,142.926,172.627,11.4189,3.16769,4.45254
2,18ss,124.832,151.31,170.158,6.61749,3.13727,4.35518
2,18ss,115.092,155.452,171.706,6.87629,3.31848,3.33375
2,18ss,115.242,139.566,173.72,11.1746,4.11163,3.42554
2,18ss,135.702,135.567,169.812,13.9901,3.70224,5.11096
2,18ss,146.203,150.728,169.85,5.54602,9.20972,14.2007
2,18ss,134.731,146.636,170.675,9.01324,4.23243,4.11707
2,18ss,154.393,144.482,172.678,7.88886,9.11286,13.0122
2,18ss,154.7,138.944,173.227,7.56533,7.75166,13.9087
2,18ss,141.005,152.52,173.79,5.97416,5.94697,7.46999
2,18ss,179.586,135.849,169.303,9.09976,1.53687,4.04891
2,18ss,158.544,132.887,168.994,5.71963,6.76831,15.583
2,18ss,160.515,138.93,171.904,8.37947,7.12863,16.1898
2,18ss,172.809,139.771,172.812,5.15804,1.57819,3.3994
2,18ss,98.8634,161.692,171.137,6.97754,4.64306,3.57967
2,18ss,85.8908,162.153,171.289,2.95616,6.20842,5.31172
2,18ss,101.161,172.823,171.668,2.09216,2.20237,2.72212
2,18ss,91.3293,161.427,172.689,4.10968,8.2766,4.09589
2,18ss,90.9107,171.134,173.356,1.57573,3.31362,3.21578
2,18ss,96.4694,157.534,171.266,6.61259,3.14142,3.35584
2,18ss,87.8652,172.592,173.064,1.38229,2.32211,3.21474
2,18ss,96.3167,165.839,175.142,3.93451,6.5643,3.99259
2,18ss,118.797,160.305,171.644,9.44729,3.83244,3.67129
2,18ss,107.97,162.861,170.993,6.815,4.07036,3.58685
2,18ss,123.723,159.133,172.787,8.29939,6.77927,6.05992
2,18ss,129.516,176.768,171.536,3.87374,1.66219,3.27805
2,18ss,114.324,165.086,171.529,6.66855,6.0151,4.85267
2,18ss,109.355,174.316,170.48,3.32719,2.363,3.48651
2,18ss,117.668,174.266,172.506,2.53849,2.44821,3.6797
2,18ss,127.952,173.047,173.199,6.6937,2.06449,3.65535
2,18ss,119.838,162.931,174.757,9.13165,4.26047,4.23401
2,18ss,150.242,163.053,171.432,4.51555,1.60616,3.41438
2,18ss,133.512,158.707,171.712,9.30762,7.12012,6.43236
2,18ss,135.262,172.192,174.676,8.29174,1.97337,3.82414
2,18ss,132.951,27.8083,173.672,4.08895,1.35652,3.27435
2,18ss,144.8,32.7534,177.593,7.99343,1.52696,4.0107
2,18ss,170.529,89.1768,169.161,5.4866,1.42804,9.02608
2,18ss,189.772,102.013,164.103,4.39458,6.31362,21.4351
2,18ss,189.385,88.9718,164.747,7.76479,3.44451,15.7481
2,18ss,198.422,107.057,165.49,4.23557,1.20973,3.38917
2,18ss,191.81,98.3519,167.581,5.78226,4.63305,18.5667
2,18ss,182.715,106.427,165.564,4.17873,6.97088,21.7857
2,18ss,182.748,87.6219,168.28,7.48071,3.61605,24.5842
2,18ss,97.524,110.335,164.59,6.70735,1.43836,6.10212
2,18ss,101.318,116.362,165.187,5.88213,1.51204,7.34474
2,18ss,104.824,121.022,164.75,7.90686,2.11765,4.15686
2,18ss,96.504,120.729,166.211,5.06799,2.24788,3.03824
2,18ss,99.6905,128.504,167.688,10.4976,3.59729,3.07606
2,18ss,91.9703,127.818,168.877,8.09575,3.18864,2.98176
2,18ss,96.1528,114.934,168.782,5.33052,1.37975,4.94093
2,18ss,131.943,129.415,165.209,12.2226,3.59401,8.49262
2,18ss,123.168,125.406,164.337,15.6214,2.78824,9.5888
2,18ss,111.869,127.958,165.218,13.8604,2.44298,3.91833
2,18ss,125.38,116.674,166.887,6.52758,2.75472,31.7102
2,18ss,128.683,124.746,166.427,11.3083,5.86121,20.7814
2,18ss,130.495,119.05,167.645,5.07151,3.7857,34.1321
2,18ss,125.735,112.016,167.959,7.37305,2.10052,27.4877
2,18ss,121.162,107.932,169.31,8.44143,2.87893,38.5892
2,18ss,126.603,121.247,170.162,4.57973,4.22191,25.347
2,18ss,134.054,117.849,164.283,8.82121,5.7332,23.9493
2,18ss,142.162,113.351,164.678,14.4608,3.31623,9.84807
2,18ss,141.184,121.915,165.013,17.4886,2.81578,7.96937
2,18ss,136.132,127.3,165.465,13.5941,3.96238,7.55538
2,18ss,157.081,113.534,166.824,10.8976,3.69724,25.3016
2,18ss,147.841,121.666,167.116,10.875,3.94663,11.2048
2,18ss,150.76,115.051,168.567,10.2418,4.23546,18.4
2,18ss,146.149,130.636,167.731,10.8667,3.16923,12.6012
2,18ss,171.973,115.024,164.763,7.53832,4.53445,25.7178
2,18ss,163.745,120.572,164.691,9.6926,3.23281,19.4214
2,18ss,170.52,128.187,165.33,6.57896,6.39976,17.5117
2,18ss,178.313,115.787,168.314,4.18741,4.49813,26.0408
2,18ss,161.066,118.712,168.829,15.8957,3.44134,22.9841
2,18ss,184.006,113.053,161.619,4.535,6.46971,20.2222
2,18ss,189.124,127.721,166.021,7.76029,1.44472,3.59516
2,18ss,198.688,115.437,166.043,5.59431,1.10352,3.00828
2,18ss,187.898,111.26,168.623,5.81552,6.17244,18.3192
2,18ss,187.671,130.448,168.209,7.72628,1.39753,3.59481
2,18ss,89.2777,139.244,162.901,3.69644,3.7743,2.48177
2,18ss,103.632,144.316,162.685,2.89216,4.57429,2.21003
2,18ss,104.933,149.198,164.262,4.13322,3.77773,2.78584
2,18ss,100.536,133.781,164.405,8.30622,2.18979,2.43541
2,18ss,96.2729,143.057,166.324,5.14581,4.51016,2.7752
2,18ss,85.1532,148.436,166.557,4.25156,2.41911,2.92358
2,18ss,95.6222,151.404,166.277,4.37337,3.76657,2.61847
2,18ss,100.436,145.383,168.613,6.21111,3.87931,2.35706
2,18ss,94.8612,139.405,168.31,5.44632,4.0531,2.54358
2,18ss,104.238,144.447,168.615,3.79131,3.38222,2.71003
2,18ss,90.4165,146.063,165.988,4.16428,4.00301,2.70045
2,18ss,113.43,139.514,162.427,3.94646,2.18081,2.45455
2,18ss,118.403,143.106,163.362,5.55432,3.75987,2.85188
2,18ss,126.896,147.078,166.305,6.76033,3.42806,3.47446
2,18ss,109.7,147.514,164.775,3.82021,3.57732,2.92822
2,18ss,123.162,155.289,165.115,5.34597,4.38766,3.36669
2,18ss,123.833,144.997,168.518,7.92375,2.44614,3.86647
2,18ss,113.344,143.114,166.175,4.73964,3.24995,2.95312
2,18ss,107.794,154.505,166.797,6.75481,4.60417,3.08086
2,18ss,108.915,136.518,166.483,6.72267,3.43882,2.73005
2,18ss,121.636,148.264,167.935,5.5153,3.67795,3.50144
2,18ss,116.64,133.876,169.295,13.7055,3.67343,4.04953
2,18ss,154.916,139.284,163.731,6.36126,7.17404,12.5811
2,18ss,145.47,152.539,163.79,3.55469,3.09706,4.61687
2,18ss,138.282,133.722,164.44,10.911,5.07152,5.30017
2,18ss,133.89,140.916,164.568,8.07834,3.38088,4.17967
2,18ss,137.349,145.905,163.65,6.12851,5.7433,4.58773
2,18ss,151.123,152.824,165.865,4.98282,2.05486,3.62954
2,18ss,143.322,139.862,165.053,5.97218,4.11051,5.96713
2,18ss,149.669,143.914,166.236,8.42239,8.26215,9.552
2,18ss,149.997,135.283,165.876,7.43832,7.1811,12.6171
2,18ss,148.908,155.59,166.267,3.66834,1.96228,3.89251
2,18ss,153.486,157.454,166.894,6.39583,1.49029,3.25497
2,18ss,155.084,154.289,167.989,5.60886,1.67255,3.78564
2,18ss,134.699,154.194,168.486,5.69016,7.05584,5.36997
2,18ss,138.801,151.74,167.081,4.91974,7.04242,4.86888
2,18ss,138.492,139.614,167.168,8.39795,4.02136,4.29983
2,18ss,158.31,147.634,164.984,3.75389,1.79088,3.28864
2,18ss,174.386,138.195,164.942,6.70263,1.47992,3.61199
2,18ss,165.886,143.337,165.464,4.1442,1.51854,3.53892
2,18ss,165.686,134.722,168.567,4.43526,7.74256,15.7257
2,18ss,172.886,147.522,167.305,4.55357,1.44301,3.37455
2,18ss,163.54,151.009,168.495,3.98659,1.5596,3.79652
2,18ss,187.756,136.278,165.192,3.92674,1.1548,3.06602
2,18ss,81.4458,169.412,166.398,0.967929,1.60505,2.48409
2,18ss,80.7006,166.881,168.96,1.84969,2.71462,2.91467
2,18ss,85.6708,160.155,162.249,1.46564,2.42378,2.62245
2,18ss,105.032,158.154,163.555,5.15925,4.16535,2.58079
2,18ss,94.9076,165.042,166.547,2.54794,3.54288,2.53145
2,18ss,103.559,173.253,166.094,1.26979,1.38037,2.70709
2,18ss,117.521,163.602,164.197,5.94423,3.31398,3.0919
2,18ss,124.772,163.517,163.724,4.7694,2.97532,3.22501
2,18ss,107.641,166.943,165.461,3.26167,2.75423,3.41952
2,18ss,107.942,173.018,164.857,1.25697,1.55563,2.29613
2,18ss,111.993,157.924,166.909,6.1657,3.56294,3.37572
2,18ss,128.816,165.643,166.504,3.94482,2.8241,3.44147
2,18ss,126.702,175.1,167.844,3.26266,1.55117,3.26546
2,18ss,135.694,157.794,163.384,4.46956,3.02872,4.35436
2,18ss,138.134,162.6,167.485,3.46735,2.09671,3.72269
2,18ss,141.403,164.774,170.252,4.69535,1.80199,3.35014
2,18ss,126.209,31.0836,173.395,3.07242,1.47299,3.10634
2,18ss,153.013,30.3961,174.087,6.48479,1.53509,3.99003
2,18ss,139.234,30.3548,175.041,7.24805,1.64537,3.55989
2,18ss,165.609,32.3454,172.737,7.54287,1.44299,3.99309
2,18ss,121.545,39.7006,170.019,3.20005,1.03066,2.84074
2,18ss,113.556,51.9227,172.018,1.93404,1.84697,22.3681
2,18ss,121.455,57.2833,172.351,11.385,1.84961,8.43073
2,18ss,126.939,51.9444,173.979,6.95212,2.49384,23.4055
2,18ss,150.965,43.4168,169.534,3.61226,3.11903,11.1602
2,18ss,142.998,56.7302,171.715,8.24196,1.92254,14.6994
2,18ss,144.277,48.9855,172.707,4.84663,3.94574,13.9515
2,18ss,133.577,57.264,172.94,14.8727,2.27809,11.7434
2,18ss,149.052,50.486,173.427,9.21347,2.36787,16.8134
2,18ss,140.06,52.5482,174.333,14.6264,1.99015,10.1917
2,18ss,152.196,56.2528,174.417,8.09069,2.35845,16.4072
2,18ss,133.77,44.7024,172.439,3.27336,1.62084,9.02541
2,18ss,167.982,37.4653,170.442,10.15,1.31943,3.59489
2,18ss,160.564,45.2052,170.768,4.47162,5.04494,14.8957
2,18ss,175.133,42.8951,172.027,5.65966,1.07355,3.38922
2,18ss,160.069,56.2373,171.876,4.6441,3.78882,14.2766
2,18ss,173.683,52.382,172.336,2.97724,3.70605,15.4688
2,18ss,167.108,49.9361,171.812,5.59794,4.19003,15.6091
2,18ss,184.686,52.6721,173.225,4.29757,1.4952,3.01869
2,18ss,183.007,48.9667,173.626,4.78459,1.51132,3.09078
2,18ss,104.917,78.1285,171.632,3.58281,3.46418,17.537
2,18ss,105.987,76.7446,175.311,3.77097,4.73344,16.4667
2,18ss,123.518,63.6463,171.801,13.4,2.848,14.656
2,18ss,126.331,81.3886,170.764,11.0446,2.54956,30.3326
2,18ss,129.532,62.1117,173.336,15.9227,2.46352,13.2489
2,18ss,118.624,62.94,173.414,10,1.52941,8.05882
2,18ss,130.887,64.8092,174.795,15.375,5.1875,13.25
2,18ss,114.243,65.9166,174.952,8.4016,3.37851,12.1045
2,18ss,129.837,75.4036,173.116,10.0906,2.23214,17.8065
2,18ss,115.159,71.7391,174.226,9.30408,2.56736,15.5964
2,18ss,110.272,80.1518,173.693,5.85939,2.6391,15.3541
2,18ss,97.1312,121.492,159.728,6.1875,1.8625,2.8625
2,18ss,92.1492,121.397,159.6,6.01622,1.22024,2.84434
2,18ss,103.382,126.346,161.36,11.1906,2.74033,4.89227
2,18ss,108.83,122.613,158.959,6.40713,1.35828,4.13193
2,18ss,113.326,119.294,159.351,7.02899,1.2029,6.31884
2,18ss,109.023,125.596,159.627,9.08448,1.41531,4.29838
2,18ss,126.534,125.51,160.107,21.031,2.26866,6.56115
2,18ss,127.537,131.746,161.289,14.1169,2.48162,4.27999
2,18ss,107.646,116.944,162.352,6.70627,1.1769,7.6028
2,18ss,121.062,129.552,162.488,17.4855,2.65081,4.73873
2,18ss,145.527,114.087,157.879,12.4847,3.02458,14.8219
2,18ss,151.062,122.736,158.041,12.3525,2.75376,13.6661
2,18ss,156.532,127.135,159.161,8.68511,4.65727,13.2046
2,18ss,146.295,129.365,159.992,11.6306,2.42215,13.1836
2,18ss,142.785,119.353,159.667,12.0209,3.4436,14.6385
2,18ss,138.437,124.257,158.771,15.2488,2.05184,5.95805
2,18ss,141.376,129.872,159.739,11.0079,3.62281,6.74571
2,18ss,154.193,132.403,160.403,4.78326,5.06152,12.3974
2,18ss,147.08,124.817,161.89,10.3362,2.71678,11.9427
2,18ss,144.586,116.444,162.041,12.6699,2.71882,8.82393
2,18ss,156.335,119.023,161.613,10.6025,2.89406,18.9785
2,18ss,136.085,122.07,163.29,15.3373,3.82122,13.208
2,18ss,152.744,128.712,161.955,10.9882,4.27025,9.44521
2,18ss,165.342,115.651,158.003,8.50482,5.49434,20.2506
2,18ss,182.285,128.677,158.102,8.81538,1.31678,3.60673
2,18ss,179.02,125.692,158.371,5.6502,1.98812,4.59488
2,18ss,163.491,127.474,160.021,8.65404,4.75673,20.7253
2,18ss,160.168,132.343,160.205,5.32897,6.07349,16.2205
2,18ss,177.726,119.555,160.953,4.88774,5.37289,17.8319
2,18ss,163.231,132.474,161.926,5.78128,7.32299,24.9054
2,18ss,162.832,109.033,162.352,12.4578,2.16269,17.2519
2,18ss,171.992,122.203,163.024,8.86522,5.308,19.2827
2,18ss,167.798,124.263,163.466,10.3269,4.36454,20.1514
2,18ss,195.842,113.215,157.755,4.07532,1.06921,3.25038
2,18ss,194.138,115.707,158.321,5.0838,1.16127,2.82272
2,18ss,185.271,126.666,157.281,8.10709,1.18875,3.1772
2,18ss,187.269,118.883,158.493,4.39891,1.31038,4.52103
2,18ss,185.164,132.244,161.743,7.86158,1.34728,2.87977
2,18ss,103.26,146.228,158.056,3.37584,3.31544,2.11633
2,18ss,95.183,150.996,159.403,2.77484,2.56019,2.04883
2,18ss,100.433,156.846,159.541,3.63794,3.13939,2.36726
2,18ss,107.209,157.961,158.998,3.08246,2.57018,2.31228
2,18ss,93.7787,145.424,162.745,4.46923,3.26965,2.53834
2,18ss,126.631,152.982,157.818,3.3414,2.26613,1.77957
2,18ss,114.212,157.14,160.381,5.29731,2.02068,3.00345
2,18ss,130.03,147.118,161.791,4.45715,2.79867,4.88712
2,18ss,129.77,136.346,162.084,13.805,3.20408,4.9941
2,18ss,122.371,138.415,163.467,10.1487,2.28428,4.1711
2,18ss,128.914,142.787,161.346,6.49343,2.70751,3.29437
2,18ss,139.254,132.973,158.722,8.65335,3.15343,5.07923
2,18ss,138.819,141.197,158.594,4.77052,5.05444,3.80884
2,18ss,136.357,152.63,158.572,3.61712,3.18947,3.0705
2,18ss,147.173,155.448,159.888,3.24632,1.54661,2.81876
2,18ss,145.595,138.091,159.561,6.46969,7.38942,5.90406
2,18ss,142.304,147.498,162.69,4.27049,5.87418,4.03841
2,18ss,143.182,154.285,162.903,3.39837,2.932,3.5065
2,18ss,174.508,133.922,159.199,6.59439,1.65249,3.73044
2,18ss,166.963,137.831,159.74,2.82539,1.7244,3.94431
2,18ss,166.397,141.849,159.834,3.56807,1.31766,3.24585
2,18ss,159.187,142.361,161.896,3.20393,2.59869,4.17416
2,18ss,131.439,161.857,159.226,6.84888,1.67007,3.10661
2,18ss,133.111,158.118,163.097,5.82526,3.74275,4.11953
2,18ss,155.757,27.8909,167.78,4.24758,1.32503,3.28322
2,18ss,115.456,44.3976,162.875,0.976744,1.44186,2.33953
2,18ss,128.739,37.6327,164.175,3.54054,1.24324,2.43243
2,18ss,125.985,48.5809,164.944,3.73223,1.30721,7.99464
2,18ss,115.506,45.4726,167.025,1.19547,1.05609,2.80793
2,18ss,129.119,51.137,167.826,8.02144,1.73392,8.30848
2,18ss,122.95,42.2991,168.245,2.14135,1.01868,3.19316
2,18ss,131.719,46.1753,169.029,4.65319,1.66679,8.86564
2,18ss,124.794,34.6526,169.812,3.77108,1.2249,2.91996
2,18ss,118.261,53.8826,170.517,3.61255,2.13883,18.0956
2,18ss,137.716,53.2263,163.769,4.62913,1.65991,12.2695
2,18ss,148.988,47.0616,164.253,3.44682,5.07166,13.3092
2,18ss,152.928,55.1324,165.66,6.59215,2.08122,16.2539
2,18ss,134.271,34.087,165.449,3.80383,1.09255,2.43308
2,18ss,140.893,50.4254,166.436,7.25337,1.70727,7.02768
2,18ss,155.476,48.6216,168.389,5.21578,5.0533,26.3157
2,18ss,143.756,42.2329,169.193,3.56719,2.87884,16.1782
2,18ss,168.473,38.0508,163.798,7.73028,1.10103,3.16348
2,18ss,161.13,46.9012,163.505,4.337,3.3288,17.4623
2,18ss,176.517,43.5541,167.724,4.62822,1.11143,3.08224
2,18ss,168.236,49.3532,169.28,3.59236,5.07643,15.9108
2,18ss,182.774,45.9747,164.101,4.54139,1.12896,2.8057
2,18ss,187.386,55.059,168.091,5.72383,1.23122,3.16378
2,18ss,104.549,77.5069,168.558,3.62154,4.08393,11.4204
2,18ss,128.801,59.7343,164.9,12.1606,2.79518,18.3012
2,18ss,129.722,73.8561,165.767,11.8763,2.06186,19.7113
2,18ss,114.891,78.2138,166.651,7.83636,2.50606,19.8909
2,18ss,110.145,73.6743,168.759,4.80937,6.31295,13.2312
2,18ss,116.381,58.7683,168.22,6.20886,1.58861,9.8038
2,18ss,114.584,79.0244,169.174,7.7951,2.47884,21.3719
2,18ss,123.487,76.8028,169.57,11.1167,2.57917,24.3417
2,18ss,145.369,80.322,164.157,9.41667,1.8125,18.9375
2,18ss,149.552,70.7006,164.734,15.4159,1.90743,14.9336
2,18ss,134.663,61.5374,164.775,14.497,2.11749,11.7798
2,18ss,144.356,66.3407,165.736,16.6744,2.09967,15.0332
2,18ss,147.938,59.5512,164.758,6.26788,1.87716,14.0358
2,18ss,145.357,74.5256,168.496,12.3489,1.79326,14.7325
2,18ss,178.411,64.5988,163.13,6.17092,4.74256,21.8788
2,18ss,175.512,58.0942,165.556,5.30567,4.26744,23.1197
2,18ss,159.86,77.0254,165.982,6.1343,1.26092,9.05866
2,18ss,166.658,65.7241,166.209,5.40206,2.65431,17.2484
2,18ss,163.203,74.0737,166.451,7.22225,1.42225,12.5136
2,18ss,180.663,75.4539,167.36,7.12903,1.92723,13.3083
2,18ss,171.885,64.3601,166.816,6.18139,3.89322,19.5632
2,18ss,170.868,72.4614,167.83,6.08438,4.23477,22.7469
2,18ss,178.824,82.4573,168.782,6.98035,2.17645,12.8165
2,18ss,157.932,68.6432,169.339,8.70984,1.70096,9.68431
2,18ss,194.678,78.6329,165.469,5.34195,1.29867,3.89128
2,18ss,190.981,61.8531,165.231,7.97595,1.28675,3.35135
2,18ss,196.988,72.3083,167.353,7.8513,1.2019,3.43082
2,18ss,188.233,77.5651,169.51,11.7939,2.06594,15.7241
2,18ss,128.438,105.955,165.907,10.6015,2.62431,30.8531
2,18ss,125.031,98.9887,166.989,10.2292,2.42361,34.9028
2,18ss,114.363,94.7756,167.682,8.27135,2.13253,27.0697
2,18ss,128.247,85.5465,167.864,11.638,2.594,27.338
2,18ss,121.268,103.396,167.108,8.62926,2.62989,31.8077
2,18ss,119.686,93.6712,168.564,7.73941,1.98708,27.8356
2,18ss,130.123,99.3055,167.325,9.23701,2.54329,35.8604
2,18ss,128.939,95.3608,168.238,8.38325,2.18879,25.8744
2,18ss,123.413,92.1304,169.36,8.40796,2.03885,30.5597
2,18ss,132.168,91.6139,169.417,8.44068,2.45763,22.0712
2,18ss,113.024,100.74,168.955,6.85714,0.428571,8.71429
2,18ss,137.982,96.7414,163.266,8.42185,2.04552,9.85888
2,18ss,133.974,107.249,164.175,10.2607,2.71783,20.7502
2,18ss,154.863,107.51,164.061,10.7651,3.59807,17.5775
2,18ss,139.727,92.6805,164.855,9.20912,3.37791,16.5011
2,18ss,138.983,95.6934,166.29,9.0648,1.744,12.2016
2,18ss,152.826,91.0167,166.694,10.048,1.52542,9.30213
2,18ss,145.385,107.293,167.456,15.4897,3.22776,20.3863
2,18ss,154.456,98.1205,166.465,14.6906,1.85793,13.6221
2,18ss,149.134,104.394,167.678,14.7675,2.58097,20.4267
2,18ss,134.719,98.7436,168.135,11.4834,2.42435,23.8445
2,18ss,147.67,92.9181,169.407,10.8505,2.31287,13.9138
2,18ss,132.894,85.4156,169.255,10.3739,2.73742,29.7859
2,18ss,149.426,83.4636,170.451,11.2463,2.01319,15.2216
2,18ss,158.087,84.437,163.865,7.12004,1.15466,6.78486
2,18ss,159.227,103.759,164.08,9.5787,1.7609,13.1484
2,18ss,171.782,96.7274,165.653,5.0332,2.09007,15.3563
2,18ss,178.448,93.715,165.474,7.21567,3.11282,20.6537
2,18ss,166.292,95.1324,167.096,9.12196,1.79557,12.7604
2,18ss,164.224,86.0247,170.431,5.67309,1.43544,9.30416
2,18ss,169.888,100.415,157.358,7.43052,3.37851,15.2301
2,18ss,194.817,96.4187,152.819,2.45605,1.11975,3.82038
2,18ss,181.888,89.3223,152.104,8.53798,2.47656,24.9328
2,18ss,194.951,86.251,154.047,4.80743,1.12526,2.98092
2,18ss,199.74,100.438,154.543,2.24629,1.22805,2.68757
2,18ss,185.191,87.0831,153.361,7.1909,2.40326,17.5377
2,18ss,107.089,110.361,155.717,5.46512,0.953488,3.69767
2,18ss,99.8506,131.033,155.701,4.69355,1.12903,2.95161
2,18ss,103.774,115.649,156.72,6.37143,1.28571,1.71429
2,18ss,126.015,127.45,153.492,13.2984,1.40922,3.69885
2,18ss,118.895,132.114,152.039,6.18409,1.3985,3.74409
2,18ss,127.284,123.323,154.883,14.6771,2.06419,6.73346
2,18ss,130.822,113.363,155.284,10,1.58333,16.9167
2,18ss,115.757,124.154,155.67,7.32075,1.90566,7.41509
2,18ss,121.111,126.736,156.507,12.6351,2.03115,9.61068
2,18ss,150.541,126.205,152.984,9.38246,3.02511,7.29549
2,18ss,136.174,113.047,151.959,8.13636,1.40152,8.00758
2,18ss,152.479,123.096,152.743,8.81106,2.69925,9.77812
2,18ss,138.143,121.05,153.076,7.22812,1.68435,9.54111
2,18ss,133.667,123.593,153.751,11.3938,1.90155,5.73057
