no,stage,x,y,z,TCF_mRNA_levels,sox2,tbxta
1,18ss,137.394,92.2422,208.343,30.2118,20.2615,21.4092
1,18ss,141.65,87.5876,208.975,66.829,10.5074,15.992
1,18ss,134.878,88.4171,210.03,32.8814,11.7154,44.1057
1,18ss,143.937,93.9638,209.534,54.8803,9.86732,14.958
1,18ss,135.014,75.4978,212.246,38.6019,9.62563,35.9605
1,18ss,123.534,78.5547,210.091,38.6016,6.91148,31.88
1,18ss,128.738,89.3717,210.02,28.0393,8.80822,49.9762
1,18ss,161.161,81.5204,199.802,29.5526,13.8405,23.7332
1,18ss,157.893,82.4957,202.15,22.8751,15.786,24.1943
1,18ss,151.023,95.8712,203.2,26.3909,14.1549,12.0036
1,18ss,147.281,76.401,202.655,38.3026,6.86579,16.476
1,18ss,151.684,79.5723,203.446,36.4668,18.1971,27.7938
1,18ss,162.326,87.5931,203.257,23.0917,23.4632,21.163
1,18ss,168.24,83.1668,204.972,17.7964,15.4785,32.1049
1,18ss,155.937,94.8927,203.828,23.0838,25.5087,16.7276
1,18ss,160.463,97.2222,204.461,13.0057,33.6751,19.7668
1,18ss,165.253,80.2961,205.759,15.9953,10.072,18.2763
1,18ss,150.496,83.4933,206.288,35.3705,9.41787,28.6377
1,18ss,152.81,88.4284,206.196,54.4879,15.3953,26.0967
1,18ss,159.184,83.9692,208.354,13.3475,17.2233,36.3471
1,18ss,150.724,90.2064,208.919,22.7878,11.8434,28.1983
1,18ss,147.049,80.9514,209.412,56.1658,14.1969,23.1165
1,18ss,159.085,88.1684,207.164,20.7292,25.8156,28.203
1,18ss,154.237,93.6654,208.356,26.4138,20.483,25.6469
1,18ss,158.908,78.0358,209.504,24.0816,11.1197,27.2414
1,18ss,168.54,93.0984,209.598,6.7935,30.4684,20.9983
1,18ss,173.934,89.9509,200.343,4.77609,4.87429,4.87729
1,18ss,173.016,81.1634,202.388,17.7672,24.0781,37.1838
1,18ss,173.737,95.7258,203.731,5.69775,4.27331,4.03146
1,18ss,179.861,86.3916,203.561,5.42877,3.86525,4.18926
1,18ss,172.914,75.6905,205.954,16.2156,9.91165,25.8151
1,18ss,178.323,76.7805,205.877,12.771,15.2302,21.0037
1,18ss,184.434,78.3702,205.386,5.36724,3.72885,3.95487
1,18ss,176.736,92.3955,206.458,4.56337,3.91623,3.53342
1,18ss,183.405,85.4183,208.557,10.2857,3.75579,3.7811
1,18ss,180.04,91.4408,209.51,5.95576,3.99384,3.50992
1,18ss,185.14,90.5109,210.101,13.5789,3.48825,3.4293
1,18ss,190.424,86.1095,210.502,12.2385,3.46537,3.64437
1,18ss,98.5103,106.399,199.78,40.5477,6.83174,7.63079
1,18ss,111.762,121.466,201.239,26.5545,15.6776,6.18002
1,18ss,118.446,109.998,201.086,58.2856,17.0597,8.26375
1,18ss,97.3547,120.66,203.053,25.3716,16.4414,5.5477
1,18ss,102.911,103.422,201.532,34.6213,7.17518,6.91892
1,18ss,101.92,117.28,202.973,27.3113,18.6555,6.29601
1,18ss,115.603,118.778,201.807,41.1404,21.3947,6.84279
1,18ss,107.607,101.997,201.113,39.6038,6.97721,7.35719
1,18ss,114.208,107.328,201.94,69.8476,14.3829,7.68366
1,18ss,112.74,114.953,203.664,37.5765,13.1094,5.97156
1,18ss,103.459,99.2665,202.883,30.9837,5.84726,11.546
1,18ss,109.621,116.734,202.986,28.8528,9.50963,5.74564
1,18ss,97.2165,101.168,204.266,32.0168,6.16268,12.3112
1,18ss,116.511,102.769,203.535,60.1291,12.1672,7.90298
1,18ss,116.123,113.602,203.86,49.5524,23.5621,6.67923
1,18ss,104.606,112.69,207.359,44.1539,26.1917,6.4331
1,18ss,107.345,120.324,205.685,12.0943,9.03774,4.77358
1,18ss,109.237,111.825,205.894,38.1288,12.1463,5.64505
1,18ss,111.28,119.199,206.835,25.6842,10.7954,5.34626
1,18ss,119.287,120.054,206.245,35.0483,13.6636,5.83904
1,18ss,98.2796,115.02,206.581,28.0759,17.663,5.78635
1,18ss,109.283,107.576,208.569,46.6155,16.7072,6.46662
1,18ss,114.946,109.425,209.665,51.5686,15.6033,7.07154
1,18ss,104.871,108.175,207.736,45.5913,32.541,7.86736
1,18ss,110.423,113.96,207.483,31.4012,11.1959,5.54856
1,18ss,100.851,119.595,208.161,18.8479,13.9865,5.69319
1,18ss,108.431,98.5925,210.338,23.9403,7.48223,32.5887
1,18ss,117.009,105.423,210.465,61.7253,21.2077,7.612
1,18ss,109.685,121.325,211.084,25.135,12.0302,4.81258
1,18ss,143.822,101.211,201.48,22.4796,22.2457,9.34627
1,18ss,123.163,113.448,201.152,39.8108,10.1234,6.43665
1,18ss,130.087,109.037,200.528,42.0479,15.9476,7.56917
1,18ss,138.053,110.494,201.654,27.3266,13.9725,8.23511
1,18ss,125.909,100.791,204.179,42.9855,15.1804,13.0719
1,18ss,133.018,103.012,200.85,35.9641,13.1122,7.25211
1,18ss,139.438,103.104,203.202,38.8507,20.9956,9.02382
1,18ss,127.083,118.673,200.927,27.7678,21.2182,6.87351
1,18ss,136.002,98.448,204.063,65.4942,9.99523,9.57659
1,18ss,144.831,116.351,203.52,15.0999,31.0337,12.9455
1,18ss,140.308,99.2971,206.891,29.7285,12.389,8.2919
1,18ss,144.331,99.6568,206.181,26.2303,20.3101,10.3186
1,18ss,131.83,99.3782,206.52,38.7235,16.3699,12.9979
1,18ss,126.194,107.589,204.61,58.0949,13.2024,8.49212
1,18ss,128.682,111.784,203.333,31.4796,16.6657,6.2373
1,18ss,122.639,101.434,206.523,41.6357,16.5285,12.0543
1,18ss,123.301,110.302,206.291,41.6862,14.2037,6.76223
1,18ss,126.597,114.649,204.137,30.2364,11.9636,6.68518
1,18ss,134.437,108.782,206.609,54.1921,11.258,7.35071
1,18ss,137.657,114.728,206.274,20.1888,19.8308,9.05053
1,18ss,121.526,105.766,208.565,60.3351,15.6816,7.15467
1,18ss,138.832,107.022,207.916,23.5601,15.7466,7.73508
1,18ss,141.181,100.007,210.074,22.6296,14.3843,9.94444
1,18ss,144.167,118.797,209.071,15.3742,25.4161,16.551
1,18ss,158.377,107.19,199.065,10.7671,7.25985,4.74663
1,18ss,166.365,98.5736,200.239,7.19609,6.65778,5.42055
1,18ss,154.31,99.678,201.466,22.7358,31.0926,18.0782
1,18ss,148.271,99.767,201.28,23.1897,24.9123,19.7397
1,18ss,157.72,109.789,201.373,8.41213,7.8358,4.87969
1,18ss,146.909,106.938,203.165,12.4866,18.16,13.8559
1,18ss,149.378,112.823,203.899,14.7288,36.0189,11.244
1,18ss,153.568,117.813,204.624,9.43136,6.1568,4.47886
1,18ss,150.468,104.213,205.503,15.5059,15.5709,13.3176
1,18ss,163.553,105.558,205.3,7.83822,6.58817,4.7706
1,18ss,155.611,107.589,205.725,13.5401,37.8908,10.1423
1,18ss,168.072,107.825,207.268,6.16021,3.79832,3.51642
1,18ss,159.274,114.274,207.523,8.44492,5.20227,3.93143
1,18ss,166.217,120.579,207.757,9.47089,4.05232,4.14532
1,18ss,150.19,113.182,209.657,16.0158,28.5806,17.4776
1,18ss,168.172,112.067,210.336,10.9527,3.33441,3.28106
1,18ss,163.011,116.931,212.437,8.05868,3.83078,3.62808
1,18ss,179.067,99.3019,205.485,8.28039,4.67211,4.21375
1,18ss,172.482,111.805,203.849,11.7174,4.60371,4.78216
1,18ss,170.704,101.226,206.132,10.4696,4.20121,3.94753
1,18ss,170.98,110.82,209.555,10.9482,5.08097,3.9085
1,18ss,175.091,99.8134,210.276,5.38614,5.16832,3.50495
1,18ss,103.865,129.855,198.848,20.024,20.2878,5.69189
1,18ss,112.633,136.195,199.692,10.0434,24.0365,7.01435
1,18ss,104.766,137.011,200.973,13.3052,20.8006,6.72055
1,18ss,97.3536,130.215,200.159,9.96439,16.6511,5.14372
1,18ss,111.052,133.268,203.749,17.7953,26.5796,5.69816
1,18ss,103.094,134.782,203.894,14.4871,15.993,4.73201
1,18ss,119.458,144.582,203.003,11.318,23.8717,6.49251
1,18ss,116.144,125.12,205.165,23.7759,12.7717,4.92211
1,18ss,97.1676,141.519,202.347,9.11759,11.8808,5.76142
1,18ss,115.574,130.265,205.923,16.6741,10.0994,5.53064
1,18ss,97.0109,135.706,207.004,7.68688,9.55788,4.92723
1,18ss,116.228,135.446,206.979,7.8169,28.588,4.98944
1,18ss,103.447,144.396,205.479,9.00138,19.2809,5.96768
1,18ss,101.33,127.402,206.431,24.9908,10.3541,5.57657
1,18ss,106.039,128.54,207.255,18.5053,14.3475,5.0978
1,18ss,117.327,139.51,207.607,19.0828,13.5524,6.80486
1,18ss,108.701,140.574,207.65,11.2655,21.9396,5.2452
1,18ss,142.439,130.199,199.208,8.71448,7.67176,5.56984
1,18ss,122.287,140.808,201.809,13.1152,22.1899,7.4845
1,18ss,136.54,127.416,200.62,19.9617,17.1024,5.86336
1,18ss,129.744,140.43,200.377,7.28972,10.5869,6.22794
1,18ss,137.589,140.711,201.299,7.52075,5.47265,5.26391
1,18ss,138.138,121.415,201.798,15.4901,24.5076,7.47316
1,18ss,132.616,131.38,201.77,12.1891,10.8675,5.71663
1,18ss,134.644,122.913,201.276,23.2755,14.0929,5.34772
1,18ss,131.626,125.625,202.887,23.6863,16.6198,6.84161
1,18ss,124.896,121.696,204.276,28.8819,13.4251,5.60796
1,18ss,141.671,121.666,204.628,11.5213,20.8829,16.8511
1,18ss,121.753,129.82,201.824,16.1671,13.5027,5.51785
1,18ss,133.326,134.032,205.336,10.2844,23.518,7.01467
1,18ss,121.508,121.844,203.306,27.4406,15.9705,5.76503
1,18ss,143.796,139.384,205.884,9.33339,4.17343,4.26739
1,18ss,124.535,125.327,203.998,16.1129,15.8989,5.83766
1,18ss,127.405,128.645,207.026,21.3305,13.3755,6.22264
1,18ss,128.458,131.459,205.654,14.5159,21.1312,6.25903
1,18ss,125.168,139.518,207.282,11.194,14.9211,5.76059
1,18ss,138.705,126.194,208.653,13.7201,22.3382,9.30378
1,18ss,133.427,139.12,208.425,8.88417,22.2309,11.6961
1,18ss,122.528,133.931,207.991,17.5325,15.4312,5.08772
1,18ss,128.248,135.865,208.354,7.90824,14.5753,5.55735
1,18ss,130.731,144.234,208.855,9.28008,23.7404,10.1539
1,18ss,142.226,124.336,209.927,17.0854,22.855,10.8806
1,18ss,135.067,128.915,208.295,11.9275,22.8478,7.39726
1,18ss,137.799,135.804,210.049,7.6227,16.145,5.96647
1,18ss,149.544,138.966,201.984,26.35,5.26015,5.54784
1,18ss,151.239,122.447,202.115,10.9859,6.73867,5.33164
1,18ss,157.536,126.601,203.251,11.9532,4.37594,4.63466
1,18ss,150.205,125.608,204.167,10.7052,5.67069,4.87356
1,18ss,147.625,131.403,205.083,9.36702,5.23396,4.22763
1,18ss,156.589,135.392,206.531,18.4461,4.84922,5.26445
1,18ss,153.172,125.885,208.576,6.67792,4.04216,3.6026
1,18ss,108.466,20.0604,207.919,2.87366,3.04727,3.27844
1,18ss,110.431,22.8976,209.985,3.67596,3.45064,3.10105
1,18ss,143.403,20.0855,199.995,3.47894,3.08698,3.77462
1,18ss,129.811,23.3684,201.875,10.471,3.32741,7.4748
1,18ss,127.236,18.3934,203.659,3.88309,2.68435,3.40576
1,18ss,135.044,16.807,204.854,3.87996,2.32599,2.90749
1,18ss,135.85,21.5772,206.346,6.78675,3.06522,5.5506
1,18ss,124.053,23.4935,208.524,9.05621,3.45451,6.77031
1,18ss,130.113,12.0456,209.748,3.17253,2.7412,2.59364
1,18ss,138.275,15.767,210.336,3.71372,2.41944,3.13715
1,18ss,124.855,18.3298,210.986,4.39773,3.49164,3.77712
1,18ss,142.7,22.0404,210.405,5.30181,4.3614,8.0829
1,18ss,131.532,23.7334,209.792,11.9776,3.5392,9.8048
1,18ss,146.766,23.8031,204.912,5.52688,7.33044,13.7171
1,18ss,148.67,19.8103,205.886,4.0607,3.17451,3.61912
1,18ss,155.795,20.8502,208.747,5.00443,2.92147,3.59088
1,18ss,97.278,37.9574,204.788,6.92875,5.03238,5.34439
1,18ss,113.768,26.4698,199.282,7.35923,3.97694,4.77427
1,18ss,114.175,44.6483,199.445,16.5812,4.82611,9.93562
1,18ss,113.422,33.1544,200.004,15.7917,4.19388,7.73951
1,18ss,116.507,46.1364,201.106,14.9728,4.46846,8.32253
1,18ss,107.367,46.7532,200.208,21.2571,5.97143,9.15714
1,18ss,108.705,29.0401,202.685,4.86321,3.90086,5.10255
1,18ss,102.56,32.2197,203.85,6.26728,4.6676,5.26493
1,18ss,118.641,33.4576,203.657,26.4624,4.01014,8.23663
1,18ss,113.504,38.4188,203.71,17.0789,5.65444,18.4618
1,18ss,108.028,41.1185,205.017,18.9,5.9034,14.5628
1,18ss,103.355,39.3893,205.642,11.875,5.92902,9.5519
1,18ss,97.4584,44.3344,206.367,17.9382,5.3153,8.08422
1,18ss,116.926,47.0875,209.674,22.1264,5.57436,17.0862
1,18ss,105.666,26.5973,207.607,5.79971,3.5055,4.29249
1,18ss,98.1229,32.4501,208.299,4.45752,3.5123,3.9469
1,18ss,113.309,39.935,208.71,18.4751,7.78084,32.197
1,18ss,116.102,42.3633,208.152,25.6722,6.66082,26.9897
1,18ss,115.711,26.6028,211.109,7.6307,3.36236,6.0112
1,18ss,113.129,36.9105,211.029,13.4208,6.91163,20.7083
1,18ss,134.032,30.9653,200.76,12.8357,3.22066,8.04695
1,18ss,136.338,47.5432,201.364,29.1771,3.86208,11.2884
1,18ss,122.894,48.3435,201.354,31.4096,5.23909,11.2476
1,18ss,139.457,31.988,201.988,16.3615,3.94303,10.9826
1,18ss,127.508,40.0772,202.831,23.9728,3.98273,9.04416
1,18ss,144.598,48.12,199.769,21.3646,3.71063,10.7622
1,18ss,136.547,42.4594,202.942,20.5352,3.70653,9.42388
1,18ss,144.094,34.6455,203.55,15.5443,4.44837,11.0222
1,18ss,143.753,28.9874,204.221,14.7826,3.59338,9.29482
1,18ss,124.295,35.5178,204.017,25.979,3.75123,8.2198
1,18ss,125.592,28.9401,205.038,14.4354,3.7296,9.09568
1,18ss,129.622,31.3271,206.174,12.6856,4.13238,12.8891
1,18ss,131.544,45.5998,207.355,28.4619,6.77391,30.2609
1,18ss,133.523,27.914,207.75,10.8691,3.32528,5.96742
1,18ss,141.132,31.515,208.552,13.3519,3.57166,11.292
1,18ss,143.782,47.8958,208.69,22.1498,3.53744,9.51982
1,18ss,132.528,38.9833,209.365,23.7193,3.54756,8.03944
1,18ss,123.142,46.0649,209.888,26.8304,6.8653,25.5662
1,18ss,157.815,41.2469,199.612,14.312,4.41852,16.1385
1,18ss,155.192,34.5948,200.756,16.4615,6.3922,17.0372
1,18ss,168.057,43.7631,200.065,19.8304,4.19439,10.4425
1,18ss,152.105,47.7032,200.131,15.9804,4.13963,12.066
1,18ss,166.49,25.2531,201.199,3.81859,3.21454,3.10737
1,18ss,151.425,30.2198,201.468,13.8001,3.87866,9.88651
1,18ss,159.96,27.5535,201.188,5.99874,3.38996,5.94156
1,18ss,163.246,36.7617,202.788,15.986,4.99126,17.0861
1,18ss,151.771,43.4393,204.175,19.8346,4.12741,13.8288
1,18ss,154.487,38.8075,204.77,12.762,4.12539,10.3623
1,18ss,163.893,30.6887,207.091,10.1835,4.92446,11.7264
1,18ss,163.334,44.384,206.313,16.3045,5.65887,16.0676
1,18ss,168.448,47.1016,205.982,20.3992,4.38129,12.1948
1,18ss,152.675,24.3894,207.417,8.51324,4.80689,12.5189
1,18ss,149.201,29.3051,207.851,14.226,6.40535,22.3487
1,18ss,145.922,43.1284,208.239,15.8887,3.85173,14.928
1,18ss,158.284,44.3152,207.927,13.9159,6.40831,21.7163
1,18ss,165.097,24.8873,208.799,3.97365,3.31495,3.64063
1,18ss,157.708,27.179,209.185,6.96515,6.33507,13.7891
1,18ss,155.029,33.5591,207.917,18.8575,5.31856,16.8671
1,18ss,165.973,30.447,209.501,8.65014,4.24474,9.01941
1,18ss,145.426,37.7321,209.344,14.1833,4.01891,10.849
1,18ss,168.129,39.1166,209.406,22.6768,12.546,19.217
1,18ss,171.048,34.4866,200.27,7.88849,3.36023,4.50565
1,18ss,170.355,38.5832,203.555,17.8039,4.71665,8.40581
1,18ss,172.872,41.1922,204.185,18.6275,3.91586,8.22352
1,18ss,177.77,43.3193,204.931,6.61513,3.68136,5.01343
1,18ss,173.213,43.5687,208.76,17.0781,4.92547,14.7292
1,18ss,119.232,71.9279,199.296,46.9812,6.2812,21.0461
1,18ss,103.021,53.0543,200.93,25.0847,5.41431,8.13743
1,18ss,105.22,64.4191,200.871,32.492,6.42398,10.4371
1,18ss,103.805,68.6116,200.88,42.3872,7.16461,13.3539
1,18ss,116.047,66.1478,201.662,39.7341,6.39446,19.8489
1,18ss,100.973,59.7425,203.606,32.0367,6.69347,9.43265
1,18ss,107.572,60.609,203.037,30.3032,6.70094,13.3824
1,18ss,100.66,48.3216,204.522,37.4819,5.5741,8.14197
1,18ss,111.835,57.0878,202.594,40.2073,6.76808,15.2439
1,18ss,101.428,72.0137,204.153,33.8032,8.80487,11.2951
1,18ss,115.366,54.466,204.092,47.2862,6.45713,15.0014
1,18ss,104.728,58.5881,205.32,28.1371,6.47099,11.0036
1,18ss,99.5759,64.364,205.287,22.1016,7.28274,8.69665
1,18ss,105.772,48.8856,207.927,30.4325,5.56612,8.83226
1,18ss,118.857,62.8551,208.434,48.8321,10.5818,44.5346
1,18ss,103.596,69.4368,210.409,23.4034,16.645,27.3183
1,18ss,119.004,70.4337,208.656,37.7356,8.70134,51.9864
1,18ss,102.856,54.2745,210.564,29.0281,7.5249,11.2368
1,18ss,140.437,64.6764,200.823,33.6442,6.56268,23.3865
1,18ss,130.717,52.2303,198.547,31.1302,4.79387,13.7723
1,18ss,122.116,56.0828,199.825,43.9344,6.08653,14.7685
1,18ss,140.809,53.7418,200.577,29.8156,3.92098,7.52151
1,18ss,133.673,62.5197,201.979,42.3549,6.08396,19.0664
1,18ss,137.172,66.5973,205.157,40.0186,7.36702,30.44
1,18ss,134.33,53.6804,205.072,48.7739,5.06417,19.3013
1,18ss,139.876,56.7781,205.428,34.4678,4.14966,11.4909
1,18ss,129.198,63.5422,205.571,47.9464,7.37609,27.1773
1,18ss,126.232,70.3079,208.019,50.0414,7.95737,34.4977
1,18ss,124.244,55.2756,207.783,46.6059,8.27891,32.3246
1,18ss,132.113,66.3192,207.068,46.7963,10.2465,36.9167
1,18ss,140.725,68.7838,206.48,48.0744,7.68358,28.2605
1,18ss,121.848,65.5176,208.535,40.8449,11.1562,44.5226
1,18ss,144.157,69.1511,208.491,47.7588,6.08708,24.7999
1,18ss,124.835,60.8908,209.32,46.5587,10.0926,27.8616
1,18ss,156.863,66.7096,198.706,37.5679,5.27886,16.0579
1,18ss,158.68,49.3012,199.932,14.3704,4.21375,15.4509
1,18ss,148.325,54.9151,201.529,29.5218,4.25889,11.7015
1,18ss,165.498,66.5164,202.116,34.0756,9.7491,27.7217
1,18ss,149.553,62.9325,202.945,38.0585,4.70665,15.1897
1,18ss,159.302,59.0812,203.376,22.886,5.01892,17.6104
1,18ss,163.91,51.7593,204.74,16.4879,4.14957,13.4026
1,18ss,153.972,54.8872,204.158,28.822,4.14277,13.1851
1,18ss,159.655,72.7167,205.04,24.0137,7.76275,26.803
1,18ss,150.634,48.8388,206.28,21.1818,4.26659,15.5662
1,18ss,165.154,70.8482,206.111,21.358,9.63821,37.5052
1,18ss,154.752,62.0962,206.379,41.8842,4.526,12.3187
1,18ss,159.635,67.0968,206.262,38.2103,9.79555,24.157
1,18ss,147.535,71.9551,206.313,36.747,5.27959,14.2908
1,18ss,147.42,60.5409,206.806,39.9101,4.2692,12.5084
1,18ss,167.474,56.0457,207.658,24.247,4.28854,11.4603
1,18ss,161.333,55.2708,208.346,16.9544,5.90924,22.5639
1,18ss,155.709,72.558,209.209,35.1476,5.86907,16.1217
1,18ss,149.817,56.058,210.069,26.6625,3.81144,11.6945
1,18ss,174.602,48.7256,201.935,23.7813,6.54788,17.5215
1,18ss,181.06,61.8454,200.462,12.5964,4.36369,5.52637
1,18ss,188.311,71.1539,202.248,7.2322,3.70081,3.87155
1,18ss,181.306,51.4945,203.387,9.55058,3.88502,4.76415
1,18ss,177.507,58.9486,203.54,17.495,4.91125,9.50283
1,18ss,177.075,70.4815,203.794,20.9236,19.728,28.7767
1,18ss,183.514,70.5631,203.026,10.5914,4.79171,6.04548
1,18ss,169.76,72.4665,205.365,28.137,11.8852,24.8474
1,18ss,176.081,51.9389,206.878,29.2362,6.17742,12.6695
1,18ss,174.436,60.8243,205.431,19.0348,6.7484,12.6976
1,18ss,183.983,60.0741,207.38,6.55374,4.04681,4.95817
1,18ss,169.922,63.9604,207.74,24.6422,5.89708,15.635
1,18ss,172.799,68.423,207.414,18.4015,10.1792,32.6466
1,18ss,179.602,65.0741,208.361,20.7459,18.9084,23.8953
1,18ss,188.792,52.0633,211.175,11.9115,3.66785,3.71648
1,18ss,169.859,68.8424,210.552,18.6767,11.0257,27.258
1,18ss,96.9717,81.774,204.46,29.1121,5.47377,9.45579
1,18ss,117.969,85.7107,199.613,49.4835,6.88848,22.1957
1,18ss,104.836,93.3351,199.464,31.8486,5.72673,11.7907
1,18ss,98.3331,77.1794,201.411,42.3233,6.1893,10.6384
1,18ss,109.957,82.9733,199.986,38.8759,6.02327,17.2408
1,18ss,113.84,93.0542,199.393,28.6264,6.09118,15.1974
1,18ss,104.365,82.7341,201.394,32.8965,5.66337,13.0886
1,18ss,107.918,75.9389,201.016,41.3311,6.84191,24.1254
1,18ss,100.768,87.3153,201.134,36.8775,5.6154,10.7821
1,18ss,108.299,90.0389,201.203,31.9259,6.43837,19.7235
1,18ss,111.006,97.2038,201.855,36.1629,6.80259,12.3786
1,18ss,97.9875,96.3788,202.296,30.3608,5.85367,11.7993
1,18ss,98.9603,75.4623,208.388,28.3886,12.6968,17.4151
1,18ss,109.557,99.9557,187.733,25.1021,5.70811,8.23217
1,18ss,101.469,115.033,187.574,26.9739,6.98162,7.88246
1,18ss,115.044,105.871,189.18,35.7502,6.14538,8.00779
1,18ss,114.272,97.261,188.631,37.8111,6.23971,11.6121
1,18ss,113.521,110.634,188.856,41.1398,6.36513,7.90812
1,18ss,109.031,111.215,190.034,45.2202,6.84936,9.6031
1,18ss,105.012,113.476,190.439,26.5941,8.20779,6.80664
1,18ss,103.47,95.9499,190.737,29.6645,5.61177,8.2712
1,18ss,98.8846,111.16,193.251,26.051,7.26619,6.20499
1,18ss,118.531,119.624,197.618,40.5892,16.3464,6.27508
1,18ss,116.645,103.612,194.165,43.4718,7.32939,10.6188
1,18ss,105.698,105.389,195.196,30.8284,6.28195,6.26813
1,18ss,109.495,114.533,195.761,39.057,10.1032,7.93925
1,18ss,110.071,106.262,194.961,45.5681,6.73001,7.59756
1,18ss,102.167,107.462,194.883,39.9871,6.85361,6.66879
1,18ss,119.873,113.654,197.906,44.723,17.0332,7.14081
1,18ss,113.08,101.041,197.38,28.5826,6.50167,10.6586
1,18ss,105.764,108.049,197.282,28.2392,7.02737,6.12946
1,18ss,106.729,120.289,202.698,25.1049,13.3064,5.74722
1,18ss,130.165,105.885,188.844,51.9354,6.60753,8.34793
1,18ss,131.564,98.4221,189.692,29.0291,6.80619,9.64018
1,18ss,127.203,100.407,190.549,40.7474,6.70158,10.5184
1,18ss,142.362,102.536,188.901,31.6962,8.05509,8.9313
1,18ss,135.458,100.666,191.827,40.3667,7.52568,9.58884
1,18ss,122.533,101.78,192.457,31.3848,6.23879,8.21719
1,18ss,125.308,107.587,192.042,29.4942,7.68334,5.75615
1,18ss,143.788,117.318,192.961,9.58211,8.04653,5.79482
1,18ss,140.561,98.742,192.616,38.5086,8.21452,9.41692
1,18ss,133.947,109.294,195.712,36.4887,13.5196,7.05113
1,18ss,140.277,111.603,195.855,30.7042,10.5004,6.46171
1,18ss,134.195,119.372,192.677,21.0375,20.5405,6.4779
1,18ss,131.133,120.504,196.423,38.1689,20.1191,6.77192
1,18ss,139.246,117.677,195.909,16.0143,15.0396,6.94424
1,18ss,123.08,117.862,198.838,30.5086,13.9939,6.22441
1,18ss,130.399,115.616,199.763,23.4018,19.8511,7.15558
1,18ss,126.985,116.921,195.747,34.4232,20.7647,6.11765
1,18ss,125.324,121.449,197.684,26.2595,13.0978,6.70827
1,18ss,128.604,104.672,197.339,54.2864,8.28886,7.03963
1,18ss,142.761,106.809,198.401,25.7458,25.7476,14.9799
1,18ss,144.961,111.71,198.652,13.9777,15.7952,7.46403
1,18ss,134.426,117.949,198.944,17.0094,21.6463,6.52687
1,18ss,156.897,102.123,190.254,6.68672,6.77583,5.32984
1,18ss,148.813,101.525,191.587,18.5236,9.64344,8.54594
1,18ss,153.188,110.193,194.93,8.99408,7.6986,6.07212
1,18ss,153.782,107.182,194.326,7.78757,8.73363,5.59445
1,18ss,161.487,109.536,196.38,10.6291,5.09904,4.98456
1,18ss,158.257,111.599,195.435,8.56391,5.30155,4.77536
1,18ss,160.516,114.051,198.424,9.56695,4.57987,4.44323
1,18ss,160.905,101.441,197.97,7.86313,9.82017,6.57059
1,18ss,150.52,115.117,198.072,12.136,8.53159,5.11698
1,18ss,171.989,97.7909,190.248,13.9705,5.15579,5.10544
1,18ss,103.063,131.227,188.874,11.9321,19.1259,6.68776
1,18ss,97.3579,135.707,189.84,9.53577,20.9741,7.28001
1,18ss,109.462,138.658,188.031,10.8698,14.802,7.16555
1,18ss,111.255,142.384,189.37,11.902,13.5007,7.15103
1,18ss,100.804,125.838,189.951,10.018,19.6775,6.19753
1,18ss,108.387,128.172,193.994,19.1337,20.2453,6.49754
1,18ss,115.142,130.855,192.418,14.6027,15.3254,6.26514
1,18ss,98.0539,143.704,191.37,9.52795,20.8642,7.01231
1,18ss,108.853,125.51,188.788,20.4375,20.05,6.7375
1,18ss,110.561,133.077,195.551,14.3149,25.0342,7.16764
1,18ss,110.472,121.673,191.674,28.1438,15.0526,6.04597
1,18ss,117.949,129.393,197.432,16.1601,14.6993,6.36239
1,18ss,115.405,139.2,193.981,19.3855,17.965,7.02706
1,18ss,104.209,124.586,197.498,23.1035,13.8826,5.99538
1,18ss,113.19,127.371,196.436,31.9981,14.8051,6.13581
1,18ss,100.756,129.285,194.173,10.7521,16.661,5.96359
1,18ss,115.546,134.702,199.714,10.0334,19.2084,7.32777
1,18ss,119.985,136.64,196.307,15.7559,18.0528,6.43331
1,18ss,119.068,125.435,198.42,22.9041,12.2808,5.83624
1,18ss,119.099,140.989,196.764,24.3143,20.4311,6.77897
1,18ss,100.233,143.011,197.207,10.0517,32.6342,6.7739
1,18ss,115.446,143.653,196.146,12.2005,23.4735,7.50754
1,18ss,100.41,124.336,200.177,20.1596,14.5636,6.00795
1,18ss,111.067,143,196.498,10.3566,12.5208,6.68484
1,18ss,115.368,124.033,199.442,27.1638,17.297,6.00492
1,18ss,98.9623,136.446,198.863,9.98415,14.7214,5.79837
1,18ss,127.175,140.762,188.467,9.38058,8.45512,6.63903
1,18ss,131.862,132.107,189.856,10.753,8.82501,5.85153
1,18ss,133.487,129.233,190.026,14.7294,9.16178,5.26104
1,18ss,131.94,143.322,193.976,6.79644,6.00805,5.7058
1,18ss,122.712,132.418,195.336,14.6065,12.5924,5.32169
1,18ss,127.241,128.456,198.681,16.759,18.9321,6.95413
1,18ss,137.968,132.701,194.342,7.26392,7.55719,5.54744
1,18ss,122.391,124.404,197.554,20.3137,16.4464,5.92305
1,18ss,138.83,143.58,195.131,19.2838,5.68015,5.40919
1,18ss,128.562,123.539,199.925,24.3246,23.173,6.84281
1,18ss,132.713,126.966,198.459,26.4061,23.224,6.49363
1,18ss,125.132,136.224,200.407,13.1004,12.4017,5.71249
1,18ss,150.605,125.167,195.056,16.7086,6.04685,5.22017
1,18ss,146.749,124.312,199.029,13.3364,8.90146,6.80847
