no,stage,x,y,z,tbxta,sox2,tagln3b,cdh6
3,18ss,95.6851,35.8959,53.6457,2.13813,36,4.53461,1.08011
3,18ss,93.3761,28.7425,56.2244,0.858201,24,3.24769,0.747511
3,18ss,98.7297,30.7223,56.9702,1.1272,27,4.41637,0.922201
3,18ss,87.4304,35.8959,57.7857,0.997634,25,3.52381,0.860175
3,18ss,102.961,36.2162,58.7714,3.7605,37,6.56867,1.445
3,18ss,117.551,25.7225,53.1025,1.52102,35,3.89287,0.988097
3,18ss,116.854,36.7899,52.5895,5.89168,36,7.54322,1.89569
3,18ss,116.859,32.2993,54.4834,3.77312,45,5.71076,1.58705
3,18ss,108.206,27.3155,54.6686,1.08681,27,3.56855,0.860529
3,18ss,124.187,37.0744,55.9426,5.18333,33,5.59274,1.37881
3,18ss,119.634,36.9167,59.3066,4.66187,35,5.99744,1.43165
3,18ss,131.62,31.055,55.1669,1.12519,25,3.2761,0.789214
3,18ss,128.365,26.7121,57.7987,0.931736,26,3.0009,0.769894
3,18ss,78.733,55.033,55.8304,2.36497,56,4.26229,1.08276
3,18ss,74.0965,51.9164,58.4554,1.23197,21,3.73159,0.941022
3,18ss,78.0399,46.8488,58.7299,1.65567,26,3.78033,0.955198
3,18ss,87.783,39.9461,53.923,1.12027,23,3.40071,0.793335
3,18ss,89.4373,49.9389,53.8012,1.60442,24,4.71681,0.869943
3,18ss,95.8522,57.7308,54.3798,1.81141,21,3.67077,0.845161
3,18ss,104.664,54.9874,53.956,3.07911,26,4.49795,1.14033
3,18ss,97.9058,49.6729,55.6268,3.32791,43,7.17159,1.57965
3,18ss,83.562,43.7214,58.2937,1.2593,23,4.03128,0.956271
3,18ss,104.398,51.1646,58.1895,4.19997,27,6.7319,1.49364
3,18ss,90.9751,47.3486,58.6655,1.86224,39,4.57206,1.04323
3,18ss,85.4187,57.7893,59.082,3.40742,41,6.24723,1.305
3,18ss,95.9328,40.5079,59.6006,2.09692,82,4.2933,1.10878
3,18ss,101.677,45.3144,58.8386,3.57554,129,9.07727,1.23058
3,18ss,118.815,60.7639,56.3443,3.8323,52,7.27417,1.16061
3,18ss,112.925,41.5296,56.9264,5.18273,99,8.10292,1.78658
3,18ss,110.137,59.4516,56.598,3.76055,22,4.67252,1.09477
3,18ss,124.827,54.9428,56.6313,3.881,65,6.13199,1.20578
3,18ss,116.773,46.2973,56.998,4.02782,51,5.34937,1.41732
3,18ss,127.134,41.3544,59.1763,4.92941,23,4.70106,1.43093
3,18ss,131.293,50.8275,54.2706,5.86554,72,6.62347,1.73016
3,18ss,142.802,52.7336,58.2068,2.13737,35,4.51031,0.989039
3,18ss,144.829,58.5323,58.7796,3.61651,44,6.14634,1.33601
3,18ss,135.443,58.8257,58.8783,9.14931,80,5.82177,2.77246
3,18ss,132.696,42.2518,59.3742,3.77813,30,5.14892,1.34797
3,18ss,137.618,49.5846,59.6161,2.60496,30,4.03022,1.10884
3,18ss,153.561,46.8531,56.9894,0.781902,26,3.5013,0.686041
3,18ss,78.3111,61.7267,56.7419,1.83934,20,4.20438,1.01423
3,18ss,76.7566,73.2433,56.413,1.09173,27,3.47,0.856204
3,18ss,72.9045,68.2076,57.441,1.3101,23,3.68647,0.958674
3,18ss,71.8007,62.2082,57.9263,1.43363,28,3.57041,0.902369
3,18ss,73.0768,76.8121,58.9606,1.07415,24,3.50077,0.872539
3,18ss,90.6884,77.1878,53.2361,2.19197,22,3.07247,0.847599
3,18ss,84.8656,61.847,54.0753,6.15927,36,7.4008,2.07189
3,18ss,98.5259,64.7713,54.3696,2.70763,22,3.86134,1.00499
3,18ss,89.97,65.2194,55.2914,2.69844,27,4.2369,1.06763
3,18ss,99.9061,70.5671,55.9127,1.99973,21,3.37416,0.861576
3,18ss,103.503,81.6724,55.9501,3.16251,22,3.34498,0.961745
3,18ss,97.4717,81.8871,58.5778,1.64303,20,3.62862,0.821379
3,18ss,84.314,72.8831,59.582,1.67248,25,3.7246,0.949083
3,18ss,107.314,76.8278,54.8283,3.31433,20,3.5135,0.938127
3,18ss,123.649,76.2551,54.4734,2.39439,23,3.57276,0.982238
3,18ss,107.524,66.0933,55.1974,2.98316,22,4.2196,1.01153
3,18ss,112.386,74.2025,55.2259,3.26981,19,3.90891,0.99496
3,18ss,124.909,63.9248,55.8435,4.43332,26,6.91564,1.40741
3,18ss,112.897,81.3987,56.7768,2.80231,20,3.54383,0.983852
3,18ss,127.331,81.7327,59.1523,4.79695,21,4.67603,1.24331
3,18ss,145.428,77.5884,53.308,2.85521,26,4.50269,1.01468
3,18ss,138.083,80.8975,56.1478,6.81051,21,6.79034,1.50062
3,18ss,137.553,65.7206,56.9598,8.2488,70,7.49579,1.8796
3,18ss,139.233,72.0106,58.0522,6.53231,45,7.70677,1.51279
3,18ss,142.915,78.3165,58.4762,2.55861,20,6.90365,1.02941
3,18ss,132.066,72.1903,58.9491,2.49649,25,5.93118,1.01926
3,18ss,157.387,63.9067,53.1194,1.50727,59,3.02122,0.943314
3,18ss,158.793,77.7577,53.9532,2.79258,22,5.07048,1.20768
3,18ss,155.292,71.0667,55.1674,3.88735,27,4.11809,1.28088
3,18ss,166.186,65.753,55.969,0.634187,19,2.25748,0.635575
3,18ss,151.475,64.6746,56.9211,4.68344,38,4.89462,1.34461
3,18ss,161.649,73.8381,57.7142,1.09869,22,3.30613,0.853975
3,18ss,78.2703,92.0815,53.9338,1.24117,23,3.59141,0.744488
3,18ss,75.7388,85.1339,55.222,1.0474,23,3.27359,0.799796
3,18ss,77.9758,103.276,55.5519,1.43307,24,2.87032,0.756489
3,18ss,81.7855,99.9517,56.4383,1.39153,46,3.04944,0.81123
3,18ss,84.6122,88.6385,54.4735,1.86173,20,2.95047,0.806368
3,18ss,93.1653,84.2249,55.2247,2.99657,22,3.20502,0.877529
3,18ss,85.7422,96.7033,56.037,1.96435,22,3.68412,0.842414
3,18ss,90.7457,88.1363,56.3058,2.24658,23,3.09933,0.859296
3,18ss,105.32,90.241,57.6569,3.49573,20,3.17453,0.979583
3,18ss,90.5486,98.2275,58.7211,2.26835,20,3.3469,0.868026
3,18ss,94.9787,93.6644,59.6523,1.90788,23,3.24292,0.875789
3,18ss,87.1785,104.039,59.0944,1.44067,18,3.11155,0.832637
3,18ss,72.2146,127.232,42.7266,0.60036,85,3.06067,1.74268
3,18ss,80.8186,127.866,42.6396,0.583477,81,2.94009,1.51247
3,18ss,76.8468,145.592,45.2842,0.822492,142,4.96796,9.34044
3,18ss,74.2604,140.712,45.7214,0.606482,82,3.46674,3.39234
3,18ss,87.4413,144.433,41.568,1.0195,68,4.75515,7.55378
3,18ss,90.3022,134.662,42.6584,0.544934,135,2.94451,1.87857
3,18ss,103.66,141.935,42.9266,1.35625,58,4.01274,5.49279
3,18ss,98.3122,136.765,43.1754,0.646385,98,3.33703,3.28378
3,18ss,87.1576,127.814,45.5281,0.558874,72,2.88699,1.60518
3,18ss,95.2767,131.823,45.3627,0.586903,76,2.89874,1.8239
3,18ss,86.3992,136.992,45.5659,0.772201,176,3.42134,3.88289
3,18ss,122.001,145.494,42.8918,0.522157,19,2.33667,0.624706
3,18ss,124.759,130.384,44.1093,2.61059,24,3.36875,4.01338
3,18ss,113.555,132.763,43.6636,1.27637,36,3.31284,3.37082
3,18ss,114.352,140.87,44.2522,3.42284,74,3.33818,3.69577
3,18ss,120.057,137.053,46.7518,3.19122,104,3.6881,5.54162
3,18ss,136.07,128.889,40.9949,3.51413,51,3.87803,5.28273
3,18ss,145.673,128.351,41.8597,0.489052,20,2.08952,0.563805
3,18ss,130.997,140.645,43.195,0.45912,16,2.11474,0.543357
3,18ss,142.438,139.196,46.1331,0.47374,28,1.96689,0.615876
3,18ss,72.1366,155.191,44.2605,0.366545,18,2.22215,0.640138
3,18ss,84.7921,149.563,43.9373,0.584088,21,2.97666,1.69573
3,18ss,93.8317,149.499,45.3239,0.503513,19,2.5054,1.04644
3,18ss,112.369,148.675,45.1983,0.54035,19,2.53915,0.663423
3,18ss,80.989,36.0365,52.3132,0.892,23,3.22393,0.789684
3,18ss,98.782,33.869,49.7809,3.00893,45,6.3768,2.25699
3,18ss,89.2599,32.6085,52.0401,0.859197,23,3.36098,0.771912
3,18ss,124.57,25.6387,46.9716,1.26198,102,3.51674,0.861721
3,18ss,112.966,20.8284,48.8255,0.700877,21,2.78065,0.610706
3,18ss,114.974,40.2935,49.1597,6.20036,25,6.80882,1.51641
3,18ss,112.604,31.0689,51.4704,2.95966,49,4.89849,1.10951
3,18ss,125.481,34.0027,51.4051,2.91028,129,5.32409,1.16288
3,18ss,106.172,32.6004,51.8517,2.72151,71,5.754,1.28645
3,18ss,143.531,31.8996,51.5378,0.728133,20,2.52886,0.644559
3,18ss,81.5867,57.885,49.9389,7.53893,115,8.33387,1.98054
3,18ss,72.6573,60.8768,50.1738,3.66638,19,4.11001,1.14436
3,18ss,79.5342,50.832,51.4747,1.61611,21,3.79408,1.11547
3,18ss,74.4095,47.1609,52.0304,1.49922,24,3.55821,0.919398
3,18ss,74.2187,40.0184,52.0368,0.902703,22,3.43892,0.842412
3,18ss,78.4626,43.4778,51.3275,1.97746,87,3.50678,1.08607
3,18ss,99.2295,50.2304,47.6886,2.71045,19,4.65152,0.974782
3,18ss,90.1156,41.6502,48.4653,1.68528,24,4.16162,0.862912
3,18ss,102.334,45.4937,48.6554,2.3735,25,7.98586,0.936608
3,18ss,94.2064,53.5433,51.2044,1.86671,24,4.00722,0.899038
3,18ss,100.244,40.2948,52.8449,2.53346,68,4.93808,1.07477
3,18ss,94.6975,45.2148,53.0676,2.4002,51,4.7317,1.13987
3,18ss,124.455,51.5272,47.1422,7.7769,58,4.76032,1.67843
3,18ss,107.13,39.088,47.9959,6.22783,231,8.13755,3.3357
3,18ss,115.521,57.0772,48.1979,2.26534,49,4.3345,1.02418
3,18ss,113.574,46.2306,48.9725,6.92214,117,6.88147,1.6505
3,18ss,122.392,44.2383,49.4462,6.08506,79,7.15355,1.84426
3,18ss,127.576,40.4315,51.6767,3.30718,36,3.77953,1.15451
3,18ss,126.09,58.0704,51.8946,2.53743,78,5.52135,1.14246
3,18ss,118.98,55.7206,52.3286,3.42044,20,5.38545,1.05799
3,18ss,107.931,50.0569,51.9099,3.38965,24,4.93698,1.1596
3,18ss,115.319,51.1326,52.3689,3.11849,27,5.3986,1.30535
3,18ss,132.006,54.2593,47.6536,6.47614,30,6.45994,1.83223
3,18ss,135.881,49.252,47.6263,8.28781,55,5.42134,1.66758
3,18ss,144.299,50.4657,47.7934,4.11213,25,5.11702,1.38252
3,18ss,145.386,55.2951,50.209,4.42957,65,5.68833,1.49134
3,18ss,133.349,42.7783,52.4564,3.11062,23,5.52382,1.05478
3,18ss,149.271,58.2827,52.4731,2.85261,22,4.57304,1.25133
3,18ss,140.141,45.9743,52.6971,4.06338,36,4.77684,1.26877
3,18ss,134.083,59.4018,52.1283,5.5049,34,4.74591,2.20219
3,18ss,145.4,43.6641,53.5239,1.08924,23,3.20387,0.703466
3,18ss,154.473,48.5452,47.4749,0.906831,19,2.76454,0.630791
3,18ss,161.478,58.273,47.3564,0.967678,21,2.87061,0.707138
3,18ss,154.268,53.4547,53.3453,1.10669,29,3.13138,0.722791
3,18ss,72.7539,74.671,47.7229,0.935692,18,3.03824,0.842831
3,18ss,76.5241,82.2969,47.4886,1.97641,25,2.98561,0.848561
3,18ss,81.4088,64.0372,47.8459,7.99797,61,9.42836,2.73433
3,18ss,72.935,68.4109,49.4798,1.33317,26,3.92371,1.01834
3,18ss,81.0793,79.2938,50.124,1.79554,19,2.97555,0.804158
3,18ss,79.5389,69.6387,51.2079,1.67071,20,3.84913,0.952715
3,18ss,82.6482,74.5518,49.9273,2.80401,20,3.41085,0.965754
3,18ss,100.028,75.6701,53.1747,2.18015,18,3.2102,0.822982
3,18ss,86.8148,81.1194,52.5161,2.01651,20,3.21594,0.824432
3,18ss,92.9934,69.4558,52.71,3.00951,21,3.77862,1.07423
3,18ss,87.0738,71.6855,53.0628,1.72951,20,3.20701,0.92031
3,18ss,95.0272,75.7693,52.8491,2.45866,22,3.55657,0.907133
3,18ss,122.752,73.8901,47.6857,3.11344,27,3.38857,1.07236
3,18ss,125.389,79.4636,48.4451,2.79269,21,3.51482,0.957748
3,18ss,114.803,66.9185,51.2592,2.82115,22,4.60334,0.892277
3,18ss,126.009,70.7459,50.7444,2.1546,19,4.00445,1.03102
3,18ss,117.15,76.9755,52.7567,1.76821,19,3.45955,0.770968
3,18ss,138.977,74.8729,49.052,5.07632,20,4.35778,1.12063
3,18ss,144.793,73.317,48.7695,4.0716,18,5.73312,1.15398
3,18ss,131.574,63.0006,49.3241,5.53891,60,5.88643,1.43452
3,18ss,137.914,68.7403,50.0086,4.71361,22,5.62381,1.26411
3,18ss,143.106,64.4325,50.3905,7.98543,59,6.53113,2.24313
3,18ss,130.433,79.7455,51.6599,3.06267,22,4.22009,1.02488
3,18ss,131.351,68.3295,52.205,3.45794,32,4.77046,1.10353
3,18ss,135.326,74.0106,52.8012,4.04118,24,4.8593,1.11771
3,18ss,153.378,61.6062,49.3262,4.22049,67,3.72523,1.43472
3,18ss,164.947,72.7973,49.754,0.851577,19,2.54258,0.708534
3,18ss,150.728,73.1273,51.3854,5.98445,32,5.13715,1.84282
3,18ss,152.242,78.8311,51.363,6.44017,80,4.2488,1.63642
3,18ss,72.6516,91.0899,49.8352,1.57777,17,2.92058,0.737707
3,18ss,80.2604,86.3594,50.9169,1.45474,21,3.12839,0.718408
3,18ss,73.7033,96.5083,53.446,1.57073,19,3.36748,0.784394
3,18ss,103.576,101.412,46.3608,10.4103,16,2.57818,1.55895
3,18ss,96.6279,97.9186,47.0702,9.21273,20,2.6127,1.40603
3,18ss,106.204,87.8934,48.3048,7.32022,18,2.75392,1.25042
3,18ss,113.947,92.2056,48.9722,8.05241,17,3.00757,1.32063
3,18ss,124.168,102.01,50.9079,1.74627,32,3.09986,1.56924
3,18ss,142.833,88.5988,49.1402,9.85473,41,6.87006,1.98205
3,18ss,134.745,89.42,48.965,7.34253,24,5.01389,3.06834
3,18ss,143.595,103.829,50.6095,4.44071,34,4.02771,1.84361
3,18ss,146.606,97.3177,51.583,6.59772,28,4.41612,2.52695
3,18ss,146.036,83.6151,52.695,6.24262,19,5.3515,1.42514
3,18ss,158.012,84.412,50.4532,8.57124,50,4.96591,1.99583
3,18ss,169.893,87.2812,50.8894,0.70552,22,2.35403,0.566371
3,18ss,153.109,100.146,51.2982,4.83527,58,4.18107,2.486
3,18ss,160.184,101.958,51.6984,0.753461,20,2.33139,0.705301
3,18ss,164.008,92.5244,51.1387,0.832431,19,2.47968,0.676867
3,18ss,157.282,91.9372,52.4415,3.80177,43,3.45793,1.30199
3,18ss,71.5882,151.648,37.8078,0.370881,16,2.36509,0.941282
3,18ss,80.8879,150.117,39.1841,0.46733,19,2.37162,1.10082
3,18ss,118.324,150.386,34.5118,0.330217,16,1.97514,0.49236
3,18ss,113.309,147.534,38.1154,0.46996,16,2.19804,0.593235
3,18ss,76.3494,38.9831,40.6573,0.580568,21,2.51633,0.633303
3,18ss,97.8955,33.8817,42.707,3.42379,68,7.54171,4.78788
3,18ss,83.6746,33.8002,43.813,0.829307,22,3.06346,0.707639
3,18ss,89.9699,29.7938,45.4897,0.651639,23,2.71214,0.73908
3,18ss,86.9407,37.9851,45.6832,1.51517,36,3.26181,0.814033
3,18ss,99.8916,26.0656,46.5155,0.723469,68,2.78339,0.664674
3,18ss,116.23,22.4318,42.0777,0.901964,21,2.81964,0.828455
3,18ss,121.878,38.7958,44.2926,4.28605,75,7.08933,1.53499
3,18ss,114.635,28.6009,44.201,6.4077,100,6.59825,3.22575
3,18ss,105.599,31.1747,44.8523,1.82024,39,5.14223,0.988519
3,18ss,123.631,29.2204,44.8724,4.57295,80,6.19594,1.68015
3,18ss,111.678,23.972,46.5372,1.1487,21,3.01851,0.774788
3,18ss,129.479,31.2166,40.8201,8.19683,52,7.271,1.80491
3,18ss,137.367,29.078,41.3703,0.948748,19,3.03029,0.715589
3,18ss,129.53,38.7999,41.7656,2.5159,19,4.16716,0.989795
3,18ss,147.371,37.1618,42.1642,1.00549,29,3.13093,0.728881
3,18ss,140.891,38.9064,43.1128,6.02199,65,6.66412,2.89334
3,18ss,134.561,34.6076,44.146,3.24812,24,5.7358,1.12524
3,18ss,140.267,33.6083,47.4299,1.14736,28,3.30674,0.855287
3,18ss,74.2205,54.0936,41.0433,3.71704,18,4.96709,1.07036
3,18ss,78.4384,60.3519,42.0668,8.86041,31,8.09452,2.37895
3,18ss,74.6284,45.3494,41.9503,0.86999,40,2.72401,0.648202
3,18ss,78.7149,49.9906,42.5016,1.78817,19,3.34591,0.819146
3,18ss,81.6763,42.4141,45.6729,1.74764,35,3.15759,0.888684
3,18ss,85.101,54.5681,41.4164,2.06816,18,4.25881,0.825507
3,18ss,92.1766,42.9042,41.6959,4.42822,69,5.10487,1.21329
3,18ss,91.6976,58.3181,41.2179,3.04475,16,4.24119,0.969973
3,18ss,85.3013,46.3405,41.1886,2.16357,56,4.53965,0.837453
3,18ss,98.9627,39.831,43.9434,3.59759,64,8.07244,2.17684
3,18ss,85.0639,60.929,45.4258,8.26194,34,7.27087,1.91753
3,18ss,93.3998,48.3693,45.9327,3.38027,25,4.87006,1.55584
3,18ss,101.702,57.9473,46.1411,4.50882,19,4.74471,1.08556
3,18ss,83.0556,51.7522,46.3835,2.09893,18,4.80479,0.895961
3,18ss,108.284,57.7413,41.5573,8.61205,55,4.66797,2.16912
3,18ss,113.407,41.3607,42.2303,2.83136,27,5.33625,1.08105
3,18ss,114.18,49.3807,43.3672,5.02779,18,4.44837,1.27431
3,18ss,127.761,56.2562,41.627,3.12822,21,4.91752,1.75082
3,18ss,135.582,59.0459,40.7461,4.12205,16,5.19121,1.53511
3,18ss,145.468,43.7997,41.6209,7.54577,94,8.79674,2.27278
3,18ss,142.382,60.6912,42.2504,4.66369,28,5.17338,1.36917
3,18ss,133.439,45.5542,42.5317,3.52859,32,4.64776,1.25674
3,18ss,139.07,53.9601,45.8463,3.04323,23,6.52409,1.1095
3,18ss,131.391,42.5966,46.618,3.54766,54,5.2689,1.28213
3,18ss,155.312,57.302,41.703,6.13728,37,4.60435,1.59445
3,18ss,150.953,55.2806,42.1204,4.61858,61,5.15438,2.47286
3,18ss,160.588,45.6851,42.5708,0.51774,20,2.20597,0.45139
3,18ss,165.532,55.8761,45.0683,0.60332,21,2.27661,0.575313
3,18ss,72.7407,64.3915,41.9653,5.59757,66,5.90956,2.16359
3,18ss,91.1223,73.9161,40.6707,12.3202,16,2.87942,1.78573
3,18ss,84.5457,69.7764,40.7712,4.84868,94,4.45042,2.62202
3,18ss,98.4831,70.9138,41.0856,5.1557,29,3.8398,1.11487
3,18ss,93.9941,64.0997,43.6788,7.02998,45,3.80093,1.6314
3,18ss,94.0658,81.7139,45.7882,6.92377,21,2.79572,1.25422
3,18ss,123.706,77.9218,41.1793,4.43177,48,3.77816,2.42768
3,18ss,120.886,69.5535,41.2206,5.81041,22,4.02631,1.8797
3,18ss,107.584,77.9751,40.4158,6.17886,18,3.67921,1.04113
3,18ss,115.205,71.385,40.2181,6.13955,19,3.889,1.40662
3,18ss,107.997,63.4776,42.6081,6.28249,17,4.32692,2.20159
3,18ss,126.102,66.7557,45.1771,2.07732,18,3.70833,0.865048
3,18ss,109.016,69.0584,45.6307,8.56464,25,3.72336,1.70077
3,18ss,126.273,61.8239,47.1449,2.1312,19,5.30911,0.904748
3,18ss,139.768,67.0335,41.021,2.55274,19,5.11796,0.842092
3,18ss,147.191,71.2634,42.6628,4.63623,20,5.16373,1.30842
3,18ss,131.92,65.753,42.5785,2.51551,45,4.68746,0.900425
3,18ss,132.602,79.4215,42.3558,4.61953,17,4.37394,1.54964
3,18ss,140.833,76.1722,42.4031,3.01857,23,3.51111,0.919042
3,18ss,147.127,65.8353,45.4997,4.92167,48,6.35686,2.01414
3,18ss,159.523,61.2863,41.4163,4.82967,56,6.09474,1.69952
3,18ss,162.483,80.3306,42.6853,4.3975,30,5.25605,1.82945
3,18ss,167.352,63.7517,42.8946,0.806518,22,2.515,0.627352
3,18ss,167.382,79.9613,45.0142,0.645456,18,2.28647,0.573868
3,18ss,168.9,70.9053,45.1843,0.561768,17,2.05653,0.513155
3,18ss,160.294,66.9679,45.2129,3.21702,43,5.42061,1.97011
3,18ss,159.069,74.0367,46.0741,5.72465,57,4.70198,1.60749
3,18ss,154.544,80.539,46.4111,2.78626,21,3.71734,1.10898
3,18ss,80.086,90.4923,41.3858,3.34101,17,2.42114,0.829939
3,18ss,80.4625,102.875,44.5505,5.15111,15,2.65592,1.06461
3,18ss,72.7868,84.2768,46.3123,1.06564,16,2.83614,0.762007
3,18ss,82.3314,97.1637,42.9851,5.89204,19,2.37053,1.05082
3,18ss,102.756,86.5471,42.8385,7.09219,14,2.63452,1.14573
3,18ss,97.0604,86.0954,44.3727,6.35685,16,2.53469,1.1061
3,18ss,83.3605,93.9463,44.4842,6.41709,17,2.56089,1.11674
3,18ss,99.8226,94.3179,44.6771,4.21251,40,2.45916,0.866118
3,18ss,98.3665,103.515,45.5472,3.07783,17,2.37969,0.877218
3,18ss,93.9582,92.1317,46.2294,6.75948,18,2.62057,1.20669
3,18ss,89.3205,92.8992,44.848,4.47144,17,2.39933,0.848586
3,18ss,112.362,89.0337,41.4877,8.77099,19,2.53836,1.32971
3,18ss,104.952,92.9818,41.751,7.98966,18,2.40222,1.20628
3,18ss,118.591,93.6899,41.5533,8.83629,16,2.94927,1.42303
3,18ss,126.163,87.347,42.5299,6.44342,35,3.9361,1.67692
3,18ss,126.594,100.079,44.1498,7.34887,58,3.32527,2.35296
3,18ss,123.152,103.991,43.7749,4.76218,65,2.85574,1.5178
3,18ss,110.448,83.3832,44.7541,11.3417,17,3.10013,1.70227
3,18ss,124.416,94.509,44.342,7.5365,23,3.49102,1.79103
3,18ss,116.296,97.0876,46.2411,9.66542,17,2.77753,1.51599
3,18ss,107.558,97.2867,46.5913,8.11089,17,2.76743,1.33366
3,18ss,148.918,94.3896,41.9323,8.43195,27,5.68305,1.79431
3,18ss,134.733,87.3325,42.3075,3.42449,19,4.37696,1.04869
3,18ss,146.295,84.0468,44.3077,3.72145,18,3.56732,0.96019
3,18ss,130.183,94.0542,43.9854,5.14484,42,3.98276,2.08147
3,18ss,138.526,101.049,44.5455,6.27568,46,3.63408,2.65966
3,18ss,138.619,85.3859,45.3726,7.7117,20,4.96888,1.49687
3,18ss,140.389,95.35,46.4107,8.35137,34,4.20209,2.02431
3,18ss,130.088,98.5663,47.2858,2.50138,29,3.19819,1.67794
3,18ss,155.438,104.285,42.6777,5.47151,57,4.71062,6.38008
3,18ss,151.824,97.4349,43.7667,8.12411,21,3.71985,2.13489
3,18ss,157.756,89.799,43.3219,6.75721,24,3.54183,1.52612
3,18ss,165.417,95.7786,44.0751,0.615957,17,2.08356,0.600335
3,18ss,153.013,86.4692,45.1356,5.33033,27,4.44784,1.6309
3,18ss,157.686,95.2489,45.9743,6.17661,51,2.83107,1.36271
3,18ss,81.5529,122.482,42.3977,0.572955,62,3.0577,1.63048
3,18ss,74.0543,108.106,42.0395,6.4915,16,2.57612,1.31079
3,18ss,74.6701,115.233,45.8259,0.67942,99,3.45272,2.58868
3,18ss,101.335,118.613,42.6217,0.625209,36,2.68933,1.04133
3,18ss,85.6333,113.254,43.2505,1.65104,46,3.16918,2.76942
3,18ss,98.8032,109.341,43.2461,1.86978,39,2.72236,1.34644
3,18ss,93.3805,104.877,44.6636,7.90607,17,2.46662,1.2909
3,18ss,89.1478,122.824,46.5419,0.59453,67,3.09181,1.80186
3,18ss,108.046,107.437,41.711,8.2537,15,2.64857,1.43929
3,18ss,117.462,125.239,43.8415,1.04178,48,2.83137,2.13191
3,18ss,125.626,119.383,42.5316,1.51609,82,2.72058,1.93224
3,18ss,106.392,114.831,43.4365,0.797583,70,2.75802,1.35206
3,18ss,113.705,104.992,43.6646,6.99695,26,2.90365,1.58505
3,18ss,113.299,124.005,44.1511,0.656257,69,2.77522,1.47578
3,18ss,121.491,121.798,44.683,0.954985,46,2.85946,2.29798
3,18ss,117.235,119.402,44.2603,0.675489,64,2.67069,1.23858
3,18ss,109.5,119.715,46.4015,0.726456,29,3.1548,1.55145
3,18ss,143.328,116.006,43.6865,4.35842,48,3.14934,2.52631
3,18ss,132.976,119.472,44.2083,2.05989,138,3.40374,3.9686
3,18ss,134.073,104.899,45.0232,2.73375,20,3.18482,2.88231
3,18ss,139.389,119.968,45.0148,3.56614,110,3.28221,3.66272
3,18ss,140.394,109.642,48.24,4.93672,92,3.38306,2.68227
3,18ss,150.745,119.085,42.6252,0.660362,15,2.48057,0.626065
3,18ss,151.131,108.874,44.293,5.22038,71,5.44741,4.68573
3,18ss,157.252,109.671,47.0323,0.629152,20,2.12732,0.584157
3,18ss,79.718,43.8574,35.6775,1.54739,17,2.83904,0.699617
3,18ss,73.5017,56.7177,36.1576,5.87202,18,4.29282,1.3031
3,18ss,91.3031,43.0475,34.2336,2.14079,25,4.75754,0.877548
3,18ss,92.4695,52.3065,34.7897,1.78845,16,3.17241,0.667571
3,18ss,96.9473,49.4577,39.3698,3.42161,18,4.76137,1.07331
3,18ss,100.319,50.3634,40.209,2.97157,23,4.42017,0.932885
3,18ss,89.1376,50.5195,39.5195,1.82692,20,3.66505,0.846479
3,18ss,125.444,51.4193,36.5486,2.44757,19,3.89639,1.00255
3,18ss,125.504,59.9342,35.4332,1.75455,19,3.64812,0.709976
3,18ss,110.982,41.3911,35.6352,4.89906,38,5.03311,1.23161
3,18ss,110.284,60.856,35.8602,8.96253,59,4.3789,1.90363
3,18ss,118.72,46.0622,37.5016,4.35281,39,5.26804,1.29853
3,18ss,120.353,55.166,37.3985,2.94962,20,4.30922,1.17657
3,18ss,114.024,53.0414,39.0711,3.09216,16,3.9606,1.89556
3,18ss,115.717,59.5258,38.2616,4.36308,17,4.57592,1.06688
3,18ss,125.343,45.4775,40.3252,4.71783,23,6.67832,2.87233
3,18ss,106.732,47.3717,41.2493,2.85929,21,6.1341,0.99701
3,18ss,138.592,49.1921,36.1578,5.99704,46,5.66348,1.46943
3,18ss,131.796,50.0528,36.7012,4.12091,44,4.31541,1.09304
3,18ss,147.41,60.1481,37.9838,5.50943,34,6.03684,1.65362
3,18ss,142.167,46.015,39.7038,6.43336,74,8.85691,1.8344
3,18ss,149.809,47.9821,40.5177,7.95588,63,7.63153,1.79847
3,18ss,154.873,53.7869,35.3282,4.5991,64,3.95619,1.93882
3,18ss,152.707,40.6647,34.5526,0.724292,18,2.58782,0.486268
3,18ss,170.164,59.0871,36.3186,0.533977,15,2.30375,0.4456
3,18ss,157.914,46.861,37.2472,0.714303,20,2.39145,0.549273
3,18ss,162.493,52.6979,40.0497,0.717402,18,2.47228,0.61499
3,18ss,80.9328,66.9442,35.7999,6.31059,36,7.47192,3.15812
3,18ss,79.346,75.293,35.7826,5.76069,20,3.027,1.24409
3,18ss,77.822,80.9162,39.325,3.2063,21,2.48814,0.90509
3,18ss,103.328,76.6052,36.3438,5.90948,16,2.5935,0.990208
3,18ss,93.1101,78.6862,38.0886,8.70933,48,2.61516,1.27962
3,18ss,91.3003,66.9536,38.1125,8.17583,19,4.52087,2.3109
3,18ss,83.8765,73.7868,38.3984,11.8034,17,3.81912,2.00666
3,18ss,99.1775,80.8251,38.4495,8.93,17,2.6113,1.4234
3,18ss,103.812,69.1009,39.4524,12.4772,15,3.47565,1.76567
3,18ss,99.6927,61.43,40.0818,5.34043,18,4.67094,1.17801
3,18ss,126.008,69.1804,34.5337,7.82434,22,3.78593,1.67134
3,18ss,113.616,78.6689,37.4674,7.06171,18,3.24244,1.03023
