
Detailed
 ==================== 
Position X Reference Frame,Position Y Reference Frame,Position Z Reference Frame,Unit,Category,Collection,ReferenceFrame,Time,ID,
-13.9663,84.8327,93.2355,um,Surface,Position Reference Frame,Reference Frame 1,1,0,
-3.16348,102.042,93.6086,um,Surface,Position Reference Frame,Reference Frame 1,1,1,
-11.6557,114.054,84.2933,um,Surface,Position Reference Frame,Reference Frame 1,1,2,
0.232971,124.431,77.1855,um,Surface,Position Reference Frame,Reference Frame 1,1,3,
-9.41581,124.912,79.4442,um,Surface,Position Reference Frame,Reference Frame 1,1,4,
-25.9815,122.592,79.4747,um,Surface,Position Reference Frame,Reference Frame 1,1,5,
-22.8062,122.355,79.6282,um,Surface,Position Reference Frame,Reference Frame 1,1,6,
-29.3023,95.5552,85.1647,um,Surface,Position Reference Frame,Reference Frame 1,1,7,
-26.8484,93.0339,90.3796,um,Surface,Position Reference Frame,Reference Frame 1,1,8,
-22.1671,97.8339,75.2244,um,Surface,Position Reference Frame,Reference Frame 1,1,9,
-17.1391,97.8305,77.0326,um,Surface,Position Reference Frame,Reference Frame 1,1,10,
-18.5242,102.992,76.6798,um,Surface,Position Reference Frame,Reference Frame 1,1,11,
-27.6669,104.684,78.492,um,Surface,Position Reference Frame,Reference Frame 1,1,12,
-11.7726,96.3866,85.9367,um,Surface,Position Reference Frame,Reference Frame 1,1,13,
-24.6279,98.317,87.6973,um,Surface,Position Reference Frame,Reference Frame 1,1,14,
-8.13277,112.052,75.9983,um,Surface,Position Reference Frame,Reference Frame 1,1,15,
-10.0451,99.1901,77.6316,um,Surface,Position Reference Frame,Reference Frame 1,1,16,
-16.0691,110.31,80.4778,um,Surface,Position Reference Frame,Reference Frame 1,1,17,
-7.25023,99.9022,83.8047,um,Surface,Position Reference Frame,Reference Frame 1,1,18,
-5.67415,104.998,84.5625,um,Surface,Position Reference Frame,Reference Frame 1,1,19,
-12.5574,102.172,89.2032,um,Surface,Position Reference Frame,Reference Frame 1,1,20,
-0.826557,110.465,74.8774,um,Surface,Position Reference Frame,Reference Frame 1,1,21,
-0.348606,111.597,81.8523,um,Surface,Position Reference Frame,Reference Frame 1,1,22,
15.3316,118.906,77.009,um,Surface,Position Reference Frame,Reference Frame 1,1,23,
10.5238,109.284,80.1603,um,Surface,Position Reference Frame,Reference Frame 1,1,24,
-19.519,115.505,74.9177,um,Surface,Position Reference Frame,Reference Frame 1,1,25,
-27.12,114.527,77.1155,um,Surface,Position Reference Frame,Reference Frame 1,1,26,
-25.306,108.607,83.6856,um,Surface,Position Reference Frame,Reference Frame 1,1,27,
-20.1926,112.18,87.6254,um,Surface,Position Reference Frame,Reference Frame 1,1,28,
-30.1844,88.7905,80.1768,um,Surface,Position Reference Frame,Reference Frame 1,1,29,
-22.5675,87.2047,81.4444,um,Surface,Position Reference Frame,Reference Frame 1,1,30,
-23.4512,92.8423,83.9726,um,Surface,Position Reference Frame,Reference Frame 1,1,31,
-30.4673,82.9851,84.2544,um,Surface,Position Reference Frame,Reference Frame 1,1,32,
-26.9715,88.2537,86.2069,um,Surface,Position Reference Frame,Reference Frame 1,1,33,
-13.0632,89.6453,86.9121,um,Surface,Position Reference Frame,Reference Frame 1,1,34,
-20.2313,93.8537,87.1952,um,Surface,Position Reference Frame,Reference Frame 1,1,35,
-13.393,95.1538,88.8726,um,Surface,Position Reference Frame,Reference Frame 1,1,36,
-11.388,87.7081,89.3715,um,Surface,Position Reference Frame,Reference Frame 1,1,37,
-16.4936,95.0698,87.2888,um,Surface,Position Reference Frame,Reference Frame 1,1,38,
-19.2657,82.2204,91.0856,um,Surface,Position Reference Frame,Reference Frame 1,1,39,
-22.1215,90.7414,91.2945,um,Surface,Position Reference Frame,Reference Frame 1,1,40,
-17.2406,90.1957,92.3817,um,Surface,Position Reference Frame,Reference Frame 1,1,41,
-10.4396,94.4603,74.6979,um,Surface,Position Reference Frame,Reference Frame 1,1,42,
-2.24708,99.8617,76.3041,um,Surface,Position Reference Frame,Reference Frame 1,1,43,
-3.72348,95.984,76.0861,um,Surface,Position Reference Frame,Reference Frame 1,1,44,
-3.80113,91.4203,76.2842,um,Surface,Position Reference Frame,Reference Frame 1,1,45,
-5.5223,83.9895,88.0602,um,Surface,Position Reference Frame,Reference Frame 1,1,46,
-1.70411,92.549,86.5745,um,Surface,Position Reference Frame,Reference Frame 1,1,47,
-9.25344,93.0401,88.3172,um,Surface,Position Reference Frame,Reference Frame 1,1,48,
-4.89786,87.0819,92.372,um,Surface,Position Reference Frame,Reference Frame 1,1,49,
9.23631,101.894,78.5578,um,Surface,Position Reference Frame,Reference Frame 1,1,50,
8.20238,95.1223,80.3928,um,Surface,Position Reference Frame,Reference Frame 1,1,51,
0.378384,98.6734,80.6856,um,Surface,Position Reference Frame,Reference Frame 1,1,52,
6.52959,100.043,84.9325,um,Surface,Position Reference Frame,Reference Frame 1,1,53,
5.3618,92.8803,87.2083,um,Surface,Position Reference Frame,Reference Frame 1,1,54,
14.5403,97.9754,89.324,um,Surface,Position Reference Frame,Reference Frame 1,1,55,
31.628,107.658,75.7476,um,Surface,Position Reference Frame,Reference Frame 1,1,56,
29.1107,109.999,75.0362,um,Surface,Position Reference Frame,Reference Frame 1,1,57,
26.2632,99.7535,81.1759,um,Surface,Position Reference Frame,Reference Frame 1,1,58,
-2.46005,72.0742,89.5356,um,Surface,Position Reference Frame,Reference Frame 1,1,59,
-7.71245,70.8335,90.4147,um,Surface,Position Reference Frame,Reference Frame 1,1,60,
11.3683,69.4008,75.2425,um,Surface,Position Reference Frame,Reference Frame 1,1,61,
3.6785,74.6842,77.6193,um,Surface,Position Reference Frame,Reference Frame 1,1,62,
