
Detailed
 ==================== 
Position X Reference Frame,Position Y Reference Frame,Position Z Reference Frame,Unit,Category,Collection,ReferenceFrame,Time,ID,
-9.47977,13.5325,-14.9128,um,Surface,Position Reference Frame,Reference Frame 1,1,0,
-26.5325,28.6281,-9.28565,um,Surface,Position Reference Frame,Reference Frame 1,1,1,
-13.9422,22.4112,-15.308,um,Surface,Position Reference Frame,Reference Frame 1,1,2,
-34.1537,-3.35456,-12.6814,um,Surface,Position Reference Frame,Reference Frame 1,1,3,
-36.9184,3.89875,-11.7401,um,Surface,Position Reference Frame,Reference Frame 1,1,4,
-1.7358,2.79902,-18.7557,um,Surface,Position Reference Frame,Reference Frame 1,1,5,
6.96663,-29.1364,-27.304,um,Surface,Position Reference Frame,Reference Frame 1,1,6,
13.2646,-14.8962,-25.3417,um,Surface,Position Reference Frame,Reference Frame 1,1,7,
12.9465,5.31346,-20.907,um,Surface,Position Reference Frame,Reference Frame 1,1,8,
27.5974,2.20391,-23.9835,um,Surface,Position Reference Frame,Reference Frame 1,1,9,
-3.00934,-7.82895,-22.0693,um,Surface,Position Reference Frame,Reference Frame 1,1,10,
-0.749717,-4.21008,-21.3241,um,Surface,Position Reference Frame,Reference Frame 1,1,11,
-9.75611,-5.55312,-20.7309,um,Surface,Position Reference Frame,Reference Frame 1,1,12,
8.89153,-4.93044,-23.2994,um,Surface,Position Reference Frame,Reference Frame 1,1,13,
14.608,8.3589,-21.6216,um,Surface,Position Reference Frame,Reference Frame 1,1,14,
19.9932,-17.934,-28.7668,um,Surface,Position Reference Frame,Reference Frame 1,1,15,
9.82046,-20.809,-28.2069,um,Surface,Position Reference Frame,Reference Frame 1,1,16,
5.56667,-22.8413,-25.4649,um,Surface,Position Reference Frame,Reference Frame 1,1,17,
2.64465,-20.1053,-26.8998,um,Surface,Position Reference Frame,Reference Frame 1,1,18,
0.669737,-16.2274,-26.4162,um,Surface,Position Reference Frame,Reference Frame 1,1,19,
-7.60683,-28.6964,-23.8706,um,Surface,Position Reference Frame,Reference Frame 1,1,20,
-19.9432,-37.381,-23.4323,um,Surface,Position Reference Frame,Reference Frame 1,1,21,
-31.906,-39.9757,-23.8504,um,Surface,Position Reference Frame,Reference Frame 1,1,22,
-31.5109,-23.3378,-18.6096,um,Surface,Position Reference Frame,Reference Frame 1,1,23,
-37.2225,-22.5956,-17.7766,um,Surface,Position Reference Frame,Reference Frame 1,1,24,
-25.4414,-2.69498,-15.2621,um,Surface,Position Reference Frame,Reference Frame 1,1,25,
-30.554,-53.1717,-25.0905,um,Surface,Position Reference Frame,Reference Frame 1,1,26,
-21.9917,-34.5085,-23.0409,um,Surface,Position Reference Frame,Reference Frame 1,1,27,
-25.8747,-36.9947,-23.49,um,Surface,Position Reference Frame,Reference Frame 1,1,28,
-17.3364,-6.1209,-17.8973,um,Surface,Position Reference Frame,Reference Frame 1,1,29,
-3.61913,-29.3343,-24.745,um,Surface,Position Reference Frame,Reference Frame 1,1,30,
-36.2579,-43.9867,-24.4144,um,Surface,Position Reference Frame,Reference Frame 1,1,31,
-18.3523,-30.0291,-24.0019,um,Surface,Position Reference Frame,Reference Frame 1,1,32,
-4.27668,-20.894,-24.3687,um,Surface,Position Reference Frame,Reference Frame 1,1,33,
-11.4831,-18.0288,-21.5833,um,Surface,Position Reference Frame,Reference Frame 1,1,34,
-30.5309,-30.8684,-22.3397,um,Surface,Position Reference Frame,Reference Frame 1,1,35,
-21.0673,-19.9444,-20.6037,um,Surface,Position Reference Frame,Reference Frame 1,1,36,
-13.1673,-13.16,-20.2428,um,Surface,Position Reference Frame,Reference Frame 1,1,37,
-25.8755,-17.1723,-19.1771,um,Surface,Position Reference Frame,Reference Frame 1,1,38,
-33.96,-12.2404,-17.5804,um,Surface,Position Reference Frame,Reference Frame 1,1,39,
-38.048,-11.8979,-16.1761,um,Surface,Position Reference Frame,Reference Frame 1,1,40,
-11.6875,-37.5362,-26.5842,um,Surface,Position Reference Frame,Reference Frame 1,1,41,
-31.2601,-45.2793,-26.2001,um,Surface,Position Reference Frame,Reference Frame 1,1,42,
-11.8793,-29.9786,-25.1822,um,Surface,Position Reference Frame,Reference Frame 1,1,43,
-24.6831,-29.555,-23.158,um,Surface,Position Reference Frame,Reference Frame 1,1,44,
-19.3005,-47.6374,-28.1561,um,Surface,Position Reference Frame,Reference Frame 1,1,45,
-18.8889,-42.2529,-26.8916,um,Surface,Position Reference Frame,Reference Frame 1,1,46,
-1.49597,-26.0848,-27.2923,um,Surface,Position Reference Frame,Reference Frame 1,1,47,
-38.0233,-33.4113,-22.755,um,Surface,Position Reference Frame,Reference Frame 1,1,48,
-29.8774,-22.7186,-21.3591,um,Surface,Position Reference Frame,Reference Frame 1,1,49,
-13.9434,-8.28747,-21.9069,um,Surface,Position Reference Frame,Reference Frame 1,1,50,
-25.6057,-50.2729,-28.1056,um,Surface,Position Reference Frame,Reference Frame 1,1,51,
-23.3288,-42.2409,-27.1211,um,Surface,Position Reference Frame,Reference Frame 1,1,52,
-16.0955,-35.3393,-27.0059,um,Surface,Position Reference Frame,Reference Frame 1,1,53,
-19.7359,-26.0457,-24.6954,um,Surface,Position Reference Frame,Reference Frame 1,1,54,
-14.9831,-19.0196,-23.3852,um,Surface,Position Reference Frame,Reference Frame 1,1,55,
-33.6791,-16.9748,-21.2081,um,Surface,Position Reference Frame,Reference Frame 1,1,56,
-24.3403,-8.87363,-20.0402,um,Surface,Position Reference Frame,Reference Frame 1,1,57,
-7.21092,-33.169,-28.2664,um,Surface,Position Reference Frame,Reference Frame 1,1,58,
-28.7549,-42.6516,-27.5605,um,Surface,Position Reference Frame,Reference Frame 1,1,59,
-37.4729,-29.4078,-23.8091,um,Surface,Position Reference Frame,Reference Frame 1,1,60,
-19.9419,-12.3054,-21.1496,um,Surface,Position Reference Frame,Reference Frame 1,1,61,
-30.5454,-10.2523,-19.5199,um,Surface,Position Reference Frame,Reference Frame 1,1,62,
-10.5731,-24.6833,-26.6045,um,Surface,Position Reference Frame,Reference Frame 1,1,63,
-29.2961,-35.2382,-25.9174,um,Surface,Position Reference Frame,Reference Frame 1,1,64,
-15.2791,-22.6745,-25.3971,um,Surface,Position Reference Frame,Reference Frame 1,1,65,
-28.548,-12.8565,-21.9218,um,Surface,Position Reference Frame,Reference Frame 1,1,66,
-38.4062,-16.8818,-20.7976,um,Surface,Position Reference Frame,Reference Frame 1,1,67,
-23.3236,-31.7187,-25.9956,um,Surface,Position Reference Frame,Reference Frame 1,1,68,
-34.663,-24.4789,-24.081,um,Surface,Position Reference Frame,Reference Frame 1,1,69,
3.46613,-31.6954,-30.2556,um,Surface,Position Reference Frame,Reference Frame 1,1,70,
-16.0539,-42.9528,-30.3544,um,Surface,Position Reference Frame,Reference Frame 1,1,71,
-26.7697,-45.929,-30.9269,um,Surface,Position Reference Frame,Reference Frame 1,1,72,
-0.456201,-28.4972,-29.6685,um,Surface,Position Reference Frame,Reference Frame 1,1,73,
-32.017,-47.5477,-29.4801,um,Surface,Position Reference Frame,Reference Frame 1,1,74,
-16.678,-32.296,-29.1972,um,Surface,Position Reference Frame,Reference Frame 1,1,75,
-20.1441,-34.6307,-28.8104,um,Surface,Position Reference Frame,Reference Frame 1,1,76,
-31.8498,-39.1683,-28.8421,um,Surface,Position Reference Frame,Reference Frame 1,1,77,
-6.53124,-21.3599,-28.3238,um,Surface,Position Reference Frame,Reference Frame 1,1,78,
-35.2051,-35.1097,-26.6595,um,Surface,Position Reference Frame,Reference Frame 1,1,79,
-22.1966,-25.2512,-26.3011,um,Surface,Position Reference Frame,Reference Frame 1,1,80,
-6.65088,-13.1552,-25.5118,um,Surface,Position Reference Frame,Reference Frame 1,1,81,
-32.8271,-30.1512,-26.6234,um,Surface,Position Reference Frame,Reference Frame 1,1,82,
-11.5604,-14.1947,-26.0081,um,Surface,Position Reference Frame,Reference Frame 1,1,83,
-15.0988,-12.7785,-25.381,um,Surface,Position Reference Frame,Reference Frame 1,1,84,
-38.1337,-25.7884,-25.2252,um,Surface,Position Reference Frame,Reference Frame 1,1,85,
-25.5844,-17.7939,-24.672,um,Surface,Position Reference Frame,Reference Frame 1,1,86,
-36.8718,-20.7875,-23.6581,um,Surface,Position Reference Frame,Reference Frame 1,1,87,
-36.1883,-49.4953,-25.9645,um,Surface,Position Reference Frame,Reference Frame 1,1,88,
28.8375,-26.1132,-27.0799,um,Surface,Position Reference Frame,Reference Frame 1,1,89,
13.9845,-36.2908,-27.5758,um,Surface,Position Reference Frame,Reference Frame 1,1,90,
16.9893,-39.1365,-29.5401,um,Surface,Position Reference Frame,Reference Frame 1,1,91,
9.61261,-31.5169,-28.9091,um,Surface,Position Reference Frame,Reference Frame 1,1,92,
4.3761,-35.4629,-26.2624,um,Surface,Position Reference Frame,Reference Frame 1,1,93,
7.22346,-45.6708,-28.2788,um,Surface,Position Reference Frame,Reference Frame 1,1,94,
0.719604,-44.0352,-27.3577,um,Surface,Position Reference Frame,Reference Frame 1,1,95,
-25.6105,-57.5567,-27.0807,um,Surface,Position Reference Frame,Reference Frame 1,1,96,
-22.6047,-51,-26.7477,um,Surface,Position Reference Frame,Reference Frame 1,1,97,
-9.27408,-47.3564,-28.3959,um,Surface,Position Reference Frame,Reference Frame 1,1,98,
-1.57046,-36.9242,-27.0358,um,Surface,Position Reference Frame,Reference Frame 1,1,99,
-7.75003,-41.4562,-27.4315,um,Surface,Position Reference Frame,Reference Frame 1,1,100,
5.30861,-38.9724,-29.3649,um,Surface,Position Reference Frame,Reference Frame 1,1,101,
-3.37039,-41.7384,-30.6195,um,Surface,Position Reference Frame,Reference Frame 1,1,102,
-13.2148,-45.972,-30.3083,um,Surface,Position Reference Frame,Reference Frame 1,1,103,
-1.35814,-37.458,-31.1607,um,Surface,Position Reference Frame,Reference Frame 1,1,104,
-8.08248,-40.3877,-31.0567,um,Surface,Position Reference Frame,Reference Frame 1,1,105,
1.8615,-11.7365,-22.787,um,Surface,Position Reference Frame,Reference Frame 1,1,106,
0.916672,-20.8017,-24.851,um,Surface,Position Reference Frame,Reference Frame 1,1,107,
-4.5222,-14.8293,-20.4275,um,Surface,Position Reference Frame,Reference Frame 1,1,108,
14.8639,14.353,-17.7259,um,Surface,Position Reference Frame,Reference Frame 1,1,109,
10.1784,-26.6152,-25.6032,um,Surface,Position Reference Frame,Reference Frame 1,1,110,
-33.1586,-55.2164,-18.909,um,Surface,Position Reference Frame,Reference Frame 1,1,111,
-38.1951,-48.9833,-16.4988,um,Surface,Position Reference Frame,Reference Frame 1,1,112,
4.27003,17.5335,-4.49462,um,Surface,Position Reference Frame,Reference Frame 1,1,113,
-19.0137,27.4751,0.0351491,um,Surface,Position Reference Frame,Reference Frame 1,1,114,
-20.15,10.1371,-5.00359,um,Surface,Position Reference Frame,Reference Frame 1,1,115,
-13.4487,11.6986,-6.01002,um,Surface,Position Reference Frame,Reference Frame 1,1,116,
-31.6698,34.2491,0.551,um,Surface,Position Reference Frame,Reference Frame 1,1,117,
5.84469,23.732,-7.504,um,Surface,Position Reference Frame,Reference Frame 1,1,118,
-9.89807,16.4483,-7.34775,um,Surface,Position Reference Frame,Reference Frame 1,1,119,
-21.1816,15.1176,-5.30066,um,Surface,Position Reference Frame,Reference Frame 1,1,120,
-10.2664,28.9779,-6.10737,um,Surface,Position Reference Frame,Reference Frame 1,1,121,
-25.6427,31.8314,-1.77557,um,Surface,Position Reference Frame,Reference Frame 1,1,122,
-12.3656,32.0047,-5.20538,um,Surface,Position Reference Frame,Reference Frame 1,1,123,
-4.42227,19.876,-9.61582,um,Surface,Position Reference Frame,Reference Frame 1,1,124,
