gen,eval,o3d_fitness_mean,o3d_fitness_max,o3d_rmse_mean,o3d_rmse_min,o3d_mae_mean,o3d_mae_min
0,30,0.033,1.0,9666.822,4.654,9666.992,9.77
1,30,0.033,1.0,9666.822,4.654,9666.992,9.77
2,30,0.033,1.0,9666.822,4.654,9666.992,9.77
3,30,0.033,1.0,9666.822,4.654,9666.992,9.77
4,30,0.033,1.0,9666.822,4.654,9666.992,9.77
5,30,0.033,1.0,9666.822,4.654,9666.992,9.77
6,30,0.033,1.0,9666.822,4.654,9666.992,9.77
7,30,0.033,1.0,9666.822,4.654,9666.992,9.77
8,30,0.033,1.0,9666.822,4.654,9666.992,9.77
9,30,0.033,1.0,9666.822,4.654,9666.992,9.77
10,30,0.033,1.0,9666.822,4.654,9666.992,9.77
11,30,0.033,1.0,9666.822,4.654,9666.992,9.77
12,30,0.033,1.0,9666.822,4.654,9666.992,9.77
13,30,0.033,1.0,9666.822,4.654,9666.992,9.77
14,30,0.033,1.0,9666.822,4.654,9666.992,9.77
15,30,0.033,1.0,9666.822,4.654,9666.992,9.77
16,30,0.033,1.0,9666.822,4.654,9666.992,9.77
17,30,0.033,1.0,9666.822,4.654,9666.992,9.77
18,30,0.033,1.0,9666.822,4.654,9666.992,9.77
19,30,0.033,1.0,9666.822,4.654,9666.992,9.77
20,30,0.033,1.0,9666.822,4.654,9666.992,9.77
21,30,0.033,1.0,9666.822,4.654,9666.992,9.77
22,30,0.033,1.0,9666.822,4.654,9666.992,9.77
23,30,0.033,1.0,9666.822,4.654,9666.992,9.77
24,30,0.033,1.0,9666.822,4.654,9666.992,9.77
25,30,0.033,1.0,9666.822,4.654,9666.992,9.77
26,30,0.033,1.0,9666.822,4.654,9666.992,9.77
27,30,0.033,1.0,9666.822,4.654,9666.992,9.77
28,30,0.033,1.0,9666.822,4.654,9666.992,9.77
29,30,0.033,1.0,9666.822,4.654,9666.992,9.77
30,30,0.033,1.0,9666.822,4.654,9666.992,9.77
31,30,0.033,1.0,9666.822,4.654,9666.992,9.77
32,30,0.033,1.0,9666.822,4.654,9666.992,9.77
33,30,0.033,1.0,9666.822,4.654,9666.992,9.77
34,30,0.033,1.0,9666.822,4.654,9666.992,9.77
35,30,0.033,1.0,9666.822,4.654,9666.992,9.77
36,30,0.033,1.0,9666.822,4.654,9666.992,9.77
37,30,0.033,1.0,9666.822,4.654,9666.992,9.77
38,30,0.033,1.0,9666.822,4.654,9666.992,9.77
39,30,0.033,1.0,9666.822,4.654,9666.992,9.77
40,30,0.033,1.0,9666.822,4.654,9666.992,9.77
41,30,0.033,1.0,9666.822,4.654,9666.992,9.77
42,30,0.033,1.0,9666.822,4.654,9666.992,9.77
43,30,0.033,1.0,9666.822,4.654,9666.992,9.77
44,30,0.033,1.0,9666.822,4.654,9666.992,9.77
45,30,0.033,1.0,9666.822,4.654,9666.992,9.77
46,30,0.033,1.0,9666.822,4.654,9666.992,9.77
47,30,0.033,1.0,9666.822,4.654,9666.992,9.77
48,30,0.033,1.0,9666.822,4.654,9666.992,9.77
49,30,0.033,1.0,9666.822,4.654,9666.992,9.77
50,30,0.033,1.0,9666.822,4.654,9666.992,9.77
51,30,0.033,1.0,9666.822,4.654,9666.992,9.77
52,30,0.033,1.0,9666.822,4.654,9666.992,9.77
53,30,0.033,1.0,9666.822,4.654,9666.992,9.77
54,30,0.033,1.0,9666.822,4.654,9666.992,9.77
55,30,0.033,1.0,9666.822,4.654,9666.992,9.77
56,30,0.033,1.0,9666.822,4.654,9666.992,9.77
57,30,0.033,1.0,9666.822,4.654,9666.992,9.77
58,30,0.033,1.0,9666.822,4.654,9666.992,9.77
59,30,0.033,1.0,9666.822,4.654,9666.992,9.77
60,30,0.033,1.0,9666.822,4.654,9666.992,9.77
61,30,0.033,1.0,9666.822,4.654,9666.992,9.77
62,30,0.033,1.0,9666.822,4.654,9666.992,9.77
63,30,0.033,1.0,9666.822,4.654,9666.992,9.77
64,30,0.033,1.0,9666.822,4.654,9666.992,9.77
65,30,0.033,1.0,9666.822,4.654,9666.992,9.77
66,30,0.033,1.0,9666.822,4.654,9666.992,9.77
67,30,0.033,1.0,9666.822,4.654,9666.992,9.77
68,30,0.033,1.0,9666.822,4.654,9666.992,9.77
69,30,0.033,1.0,9666.822,4.654,9666.992,9.77
70,30,0.033,1.0,9666.822,4.654,9666.992,9.77
71,30,0.033,1.0,9666.822,4.654,9666.992,9.77
72,30,0.033,1.0,9666.822,4.654,9666.992,9.77
73,30,0.033,1.0,9666.822,4.654,9666.992,9.77
74,30,0.033,1.0,9666.822,4.654,9666.992,9.77
75,30,0.067,1.0,9333.643,4.622,9333.992,9.77
76,30,0.067,1.0,9333.643,4.622,9333.992,9.77
77,30,0.067,1.0,9333.643,4.622,9333.992,9.77
78,30,0.067,1.0,9333.643,4.622,9333.992,9.77
79,30,0.067,1.0,9333.643,4.622,9333.992,9.77
80,30,0.067,1.0,9333.643,4.622,9333.992,9.77
81,30,0.067,1.0,9333.643,4.622,9333.992,9.77
82,30,0.067,1.0,9333.643,4.622,9333.992,9.77
83,30,0.067,1.0,9333.643,4.622,9333.992,9.77
84,30,0.067,1.0,9333.643,4.622,9333.992,9.77
85,30,0.067,1.0,9333.643,4.622,9333.992,9.77
86,30,0.067,1.0,9333.643,4.622,9333.992,9.77
87,30,0.067,1.0,9333.643,4.622,9333.992,9.77
88,30,0.067,1.0,9333.643,4.622,9333.992,9.77
89,30,0.067,1.0,9333.643,4.622,9333.992,9.77
90,30,0.067,1.0,9333.643,4.622,9333.992,9.77
