,X,Y,Z
38795,154.056,-23.0497,30.938
38842,137.616,-36.0041,33.01
38903,168.02599999999995,-27.3736,29.5818
38936,190.33,-16.0363,26.0963
38994,174.71099999999996,-27.1025,28.9589
39004,186.055,-23.1775,27.4056
39065,173.067,-35.789,29.0486
39125,197.291,-27.8778,24.6591
39171,201.436,-32.2076,23.7286
39218,111.13,26.2322,41.7328
39269,120.502,29.2265,40.089
39322,109.177,17.9748,41.3445
39336,139.151,30.2945,36.1087
39392,89.3261,2.33955,43.5029
39452,98.5369,2.88654,41.7283
39460,124.273,13.4615,39.6343
39520,105.058,-0.894394,40.8108
39581,159.635,27.352,34.2798
39596,153.79399999999995,22.0167,34.0636
39657,124.149,5.41383,39.3819
39716,114.717,-1.10579,39.2194
39777,171.05900000000003,22.2241,32.7809
39832,132.071,1.61417,37.1577
39888,110.405,-12.4153,40.1554
39948,156.376,11.8831,34.6278
40009,100.746,-17.9366,41.6305
40056,174.96400000000003,20.2352,30.9253
40116,137.641,-6.99799,35.9347
40177,104.107,-27.0274,40.2768
40237,163.838,4.12601,32.5434
40297,133.532,-13.4726,37.4848
40358,117.422,-23.6241,39.2658
40419,104.437,-39.8754,40.7255
40480,118.039,-32.9175,38.2633
40540,171.75400000000005,-5.37573,31.0879
40599,158.77200000000005,-12.9244,33.0468
40659,189.2,1.61893,28.4186
40704,148.69899999999996,-26.531,35.1517
40706,161.075,-25.3189,32.7334
40767,152.685,-31.7444,33.8055
40828,196.577,-13.7166,27.4139
40877,157.273,-37.0212,33.3434
40938,179.5,-27.6066,30.5803
40991,184.028,-37.0377,28.7819
41037,173.34799999999996,-43.8147,29.9221
41097,94.1009,22.2422,45.4662
41153,104.785,12.3833,44.2994
41213,133.344,27.1117,40.0316
41273,120.669,19.4429,41.3881
41325,153.64,29.0685,37.6325
41385,131.391,13.0116,40.4996
41389,96.0041,-10.5919,43.9098
41450,103.17,-10.1978,43.5915
41511,141.968,5.4995400000000005,37.7529
41572,122.403,-6.17265,40.7545
41629,161.8,12.4668,35.3236
41689,169.699,7.37893,34.6818
41750,110.768,-29.6737,41.5214
41808,167.33700000000005,-2.14407,34.2469
41868,182.001,1.94922,31.6276
41928,146.208,-16.6389,36.0094
41989,129.10399999999998,-32.4147,39.2497
42049,181.036,-7.366389999999999,32.9935
42095,174.208,-13.2781,32.6452
42111,193.412,-21.9577,29.229
42138,203.037,-24.8416,27.7649
42187,180.411,-42.0573,31.4721
42236,77.9879,13.3743,48.7768
42288,106.441,27.9069,45.7381
42321,115.613,30.5387,43.8478
42378,100.292,19.6316,46.9878
42439,77.104,6.14342,49.2861
42496,127.225,28.3142,41.7379
42553,114.576,10.2007,44.4173
42613,119.827,5.26662,43.2493
42674,115.763,-2.16692,43.7539
42735,88.2048,-20.5764,47.173
42792,95.2878,-23.3664,45.804
42852,142.437,-2.68643,39.449
42913,181.32,16.0617,34.3019
42973,108.636,-23.3597,43.3308
43030,157.673,0.0683384,38.0765
43091,129.81,-15.4542,40.7863
43151,158.725,-6.47476,36.6806
43212,135.499,-21.9666,39.4441
43269,115.07,-38.1507,42.9621
43330,168.898,-10.7831,36.3885
43391,138.917,-33.1518,39.5382
43413,166.662,-19.899,35.7746
43473,178.90099999999995,-16.8289,34.5738
43531,184.261,-19.7515,34.324
43580,180.573,-30.8783,33.2118
43637,193.048,-34.1624,32.1107
43664,91.9767,16.4223,50.1859
43719,86.2045,10.9858,50.3324
43776,123.289,26.2091,45.8844
43792,83.4899,5.16057,51.264
43853,115.792,21.5483,46.6109
43914,88.3285,3.40136,49.75100000000001
43974,79.797,-1.75873,50.4434
44035,134.233,26.4143,43.8424
44086,122.293,19.7833,44.1929
44144,99.8281,5.84375,48.6089
44205,102.566,0.993772,46.8176
44266,149.185,24.3004,41.675
44325,86.5405,-9.95042,50.2319
44383,139.45600000000002,11.9931,42.3946
44443,148.928,15.2423,42.042
44504,167.543,24.0378,39.237
44520,130.349,0.213666,42.8564
44581,98.0418,-17.1248,47.03100000000001
44642,176.003,23.2415,37.4843
44699,149.515,8.76389,40.613
44760,168.658,13.4624,39.0005
44821,106.571,-21.0321,46.5609
44879,175.112,13.1313,37.2382
44937,121.509,-18.2521,44.754
44998,98.4354,-30.5126,47.4741
45001,161.722,0.440276,39.0277
45061,151.812,-5.747999999999998,39.7732
45122,142.304,-11.0561,41.179
45183,138.67,-14.2344,41.4048
45244,125.197,-24.2091,43.4477
45304,129.741,-27.7172,43.184
45320,159.84799999999996,-13.2423,39.2466
45381,185.519,-6.0143900000000015,35.6864
45430,158.917,-29.4868,39.4951
45491,145.528,-36.6104,39.8742
45552,190.913,-18.5172,35.1038
45598,170.169,-31.2825,37.5636
45614,168.938,-42.445,37.5474
45675,110.566,19.1065,48.3164
45736,141.99,25.8777,44.0097
45797,92.1895,-5.0089,50.5651
45836,131.372,13.697,45.3916
45895,99.2129,-5.95517,49.6831
45914,157.501,23.261,41.9007
45972,94.6567,-11.8519,49.9325
46033,134.111,6.3047,44.8722
46092,110.059,-7.30588,47.3615
46150,139.265,2.12526,43.942
46197,121.789,-8.58657,46.1975
46255,115.595,-12.6336,47.0726
46315,129.102,-6.940919999999998,45.6002
46375,154.965,5.9486,41.4396
46436,161.778,6.9074800000000005,40.5426
46497,113.821,-18.7067,47.4781
46558,148.375,-1.98109,42.441
46571,147.273,-11.7411,43.2372
46632,152.6,-12.2871,41.4212
46693,136.736,-26.7625,43.9484
46753,176.269,-6.17205,39.2302
46799,122.409,-35.1751,46.2741
46860,144.585,-23.6603,42.0712
46917,156.25799999999995,-22.2702,42.0017
46978,151.67,-33.5295,42.3558
47025,175.14700000000005,-21.7724,39.2971
47073,186.797,-25.2265,37.3051
47122,174.408,-35.6105,38.2061
47182,182.321,-35.2655,37.9245
47229,197.73,-27.6643,35.3951
47254,183.499,-41.6746,36.8424
47303,190.212,-39.2918,36.0862
47352,79.7203,14.3275,55.3889
47395,106.485,27.2645,52.1547
47454,93.155,10.0544,52.7566
47514,103.702,15.0935,50.8177
47534,99.3312,12.4947,51.9202
47595,121.058,17.3471,50.1141
47655,94.6408,1.77256,51.875
47716,133.41299999999998,21.5122,47.7579
47719,139.862,19.9003,46.8267
47777,149.351,23.0837,45.0735
47780,172.076,20.769,42.6954
47836,107.302,-13.4331,49.93
47897,126.295,-13.6024,48.6122
47955,177.65099999999995,5.8899300000000006,41.7137
48001,183.751,7.238389999999999,39.8852
48050,164.43599999999995,-7.845269999999998,42.9333
48067,149.733,-19.1108,43.9269
48128,189.289,-2.1474900000000003,39.7619
48177,164.387,-16.9352,42.7554
48238,173.896,-14.9171,41.4351
48297,146.045,-30.2291,44.7964
48358,169.247,-20.553,41.9371
48418,194.634,-9.57666,38.3329
48461,165.218,-27.2024,41.585
48519,165.17700000000005,-33.6761,42.2064
48580,198.215,-16.5698,37.5662
48628,188.415,-32.4318,38.7495
48684,196.598,-35.2339,36.7871
48733,79.625,5.10924,56.9419
48794,125.373,28.9681,51.1043
48855,114.18,14.6554,52.2049
48912,83.6023,-7.583639999999999,56.2083
48973,112.279,6.79895,52.683
49033,123.245,11.5788,50.5169
49092,145.588,18.0424,48.215
49150,112.477,0.302339,51.479
49209,92.1048,-17.1564,54.2596
49270,115.763,-5.82009,51.7664
49331,127.321,-0.0678419,49.5444
49358,177.30900000000003,19.2521,44.0538
49411,146.069,2.3426,47.0093
49472,160.616,4.9280800000000005,45.8652
49533,105.663,-24.4519,52.1729
49593,169.303,5.24805,44.2227
49654,109.639,-31.7231,52.1155
49715,132.19799999999998,-20.3421,48.4206
49776,138.256,-22.1651,47.3477
49837,180.425,-0.822249,42.1637
49898,181.84,-15.0207,41.4482
49947,170.083,-28.4406,43.3901
50007,159.122,-35.1371,44.8817
50067,179.293,-39.5005,42.1098
50116,93.2292,17.0644,57.3629
50177,118.984,6.1771400000000005,52.628
50238,130.71,9.4407,51.0462
50299,125.757,5.72949,51.8014
50360,155.55700000000004,19.4078,48.2749
50421,142.619,11.5816,50.1064
50482,160.247,17.8353,47.2089
50534,122.593,-2.29131,53.1367
50595,101.322,-13.6653,56.056
50629,153.213,10.0933,48.341
50688,167.325,15.245,46.9827
50747,115.0,-22.8739,53.3487
50794,136.21200000000002,-14.3204,50.1146
50852,141.441,-16.8595,50.3309
50907,129.716,-30.1263,50.6247
50954,145.75,-24.3027,49.0338
51015,179.46599999999995,-10.6354,45.0735
51067,155.768,-29.5315,47.4377
51126,188.528,-14.2976,43.8733
51175,191.523,-22.7078,41.8561
51224,177.30700000000004,-31.5417,44.4773
51282,85.2415,15.8211,60.3129
51329,115.036,22.123,55.94
51387,92.3869,8.7754,58.2586
51447,131.341,4.69359,53.0498
51508,138.32,7.694160000000001,52.798
51565,132.12,-6.0189,52.8421
51625,143.467,-4.10546,52.0714
51686,153.954,1.19045,50.8929
51745,143.295,-11.0574,52.0882
51804,160.368,-2.8921,48.8942
51864,175.75099999999995,-1.7247400000000002,47.3497
51922,152.566,-19.9252,50.5346
51983,185.124,-3.83368,46.0902
52044,172.43,-10.6242,48.2535
52102,163.67,-19.4993,48.494
52160,193.461,-4.7493,44.2492
52209,181.298,-22.6637,45.8911
52257,196.253,-24.9415,43.9249
52306,182.857,-31.526,45.8279
52354,204.426,-23.7733,42.2861
52401,172.627,-41.4525,45.9855
52458,185.19,-35.9337,45.5581
52503,191.717,-33.3414,44.4967
52549,203.027,-31.9187,42.0862
52597,111.72,13.9412,59.4971
52658,100.279,5.41726,59.6913
52717,91.6185,-3.98151,60.9193
52719,106.384,-2.25699,59.5701
52780,113.86,-5.7035300000000015,58.5473
52841,147.619,9.46846,53.2403
52902,159.172,12.6606,51.8426
52961,163.743,12.6067,50.9699
53020,139.892,-0.911045,54.0025
53081,106.313,-19.6362,58.1456
53139,172.35,11.4419,50.2929
53194,180.769,14.5443,48.3353
53251,127.45,-17.5387,56.3185
53253,182.579,6.6532800000000005,47.843
53294,124.639,-26.836,55.5623
53355,176.072,-26.3282,48.9603
53414,180.377,-43.2329,47.6738
53463,135.72799999999998,18.3948,57.0497
53524,144.36,21.0033,56.3689
53583,123.043,-4.3639199999999985,58.8612
53590,155.41,6.3584,54.4646
53650,148.83,3.5225699999999995,54.9868
53709,163.977,6.5591800000000005,54.01
53770,150.50799999999995,-3.72397,54.6533
53831,151.33700000000005,-11.0903,54.0946
53892,158.026,-10.7173,53.5249
53950,138.597,-24.9642,55.8659
54010,186.568,-7.826589999999999,49.2767
54059,157.91,-23.6149,52.3
54116,195.897,-9.18916,47.926
54165,163.92700000000005,-30.1629,52.152
54226,201.076,-15.5235,46.844
54275,187.404,-25.2132,49.359
54324,171.06799999999996,-35.3896,50.6674
54383,197.389,-30.5681,47.8552
54429,189.872,-40.4375,49.0771
54478,125.059,23.7605,60.2114
54539,129.27700000000002,6.84622,59.7815
54600,159.929,2.03306,55.583
54660,127.296,-15.8235,60.2182
54710,167.97,2.13229,54.1799
54771,166.25,-6.09239,55.0046
54828,170.482,-5.26325,54.1586
54852,182.984,0.83568,53.0923
54913,158.83700000000005,-16.455,54.9318
54974,172.002,-17.4551,53.4675
55023,180.432,-15.8787,51.4825
55072,166.27599999999995,-23.3712,53.5037
55131,192.915,-18.759,49.403
55180,177.207,-34.8037,52.7074
55241,155.211,14.8869,59.1325
55297,137.755,1.98938,61.0949
55356,137.172,-7.83966,59.9831
55417,178.25,6.79541,54.8168
55478,142.79,-17.4875,59.9266
55525,189.402,4.80811,52.8763
55586,164.803,-13.6921,55.9885
55645,192.38,-12.431,53.4196
55694,171.80200000000005,-28.343000000000004,55.5549
55755,199.581,-18.9845,51.9036
55804,191.86,-26.2116,53.0206
55809,201.188,-29.6626,51.5093
55858,170.45,17.4242,58.184
55918,189.011,-0.157269,55.8401
55979,180.61,-4.7652,57.3417
56027,172.862,-8.75954,57.2489
56088,152.096,-21.4732,60.1204
56145,179.283,-10.0659,57.43600000000001
56203,171.6,-18.1439,57.8534
56263,159.143,-27.0557,59.9307
56271,177.14700000000005,-22.8232,56.6024
56320,184.856,-25.4946,55.8051
56369,179.31,-28.3255,56.4348
56418,194.371,-23.7843,53.6293
56467,170.09799999999996,-40.6252,57.1211
56528,194.164,-3.46402,57.0146
56575,179.88,-17.0686,58.4948
56635,165.783,-31.2276,60.2065
56693,187.424,-33.6535,57.8851
56733,206.77,-28.4166,54.0348
56782,180.766,-45.4816,57.8807
56784,193.659,-40.0213,56.2982
56810,62.2406,0.314788,44.9047
56868,44.4514,-15.5733,47.4416
56929,58.7456,-17.3691,45.043
56986,67.1357,-18.3639,43.7544
57043,56.2871,-31.4252,44.6577
57094,87.8699,-23.7012,40.7566
57155,59.1245,-40.1816,44.9499
57202,63.2965,5.73519,46.803
57262,48.6979,-6.52266,48.8929
57319,69.8747,2.47768,46.8607
57376,60.8878,-8.22445,46.9614
57435,65.6066,-7.7472,47.19
57495,71.1204,-11.1806,45.0762
57552,76.8891,-25.7203,45.163
57613,84.2051,-28.52,42.9767
57670,76.0512,-38.0324,43.8058
57675,78.6798,-45.3192,43.6953
57722,55.9295,-18.3878,49.658
57729,76.7281,-11.9938,47.5479
57790,51.5541,-24.8433,49.94
57838,72.1838,-19.2182,46.3043
57898,65.9863,-29.2602,47.7658
57956,88.0559,-34.8926,45.0283
58017,59.1518,-8.37531,51.6631
58078,71.8861,-3.14025,50.0105
58139,81.2304,-8.76262,48.3492
58198,81.006,-19.529,48.2915
58258,66.7053,-19.9006,51.8148
58319,75.5381,-25.8826,50.603
58340,80.0782,-34.9599,50.3006
58367,89.5246,-26.1389,51.1036
58428,64.6903,-7.2907,57.0147
58483,73.8283,-4.9635099999999985,55.0492
58504,78.9141,-18.471,56.7743
58530,218.427,-42.6892,22.4972
58558,219.87,-48.9181,22.2459
58586,221.173,-54.0047,21.0535
58614,227.338,-46.7689,23.3738
58642,227.774,-55.5902,22.3603
58670,225.172,-63.895,23.1817
58684,233.227,-53.5213,22.6713
58699,234.324,-58.8262,23.3178
58714,230.003,-67.3124,23.9646
58729,236.338,-65.2074,22.9082
58744,222.821,-25.8772,28.0612
58772,234.822,-46.2111,25.4106
58787,241.968,-62.6505,23.8752
58802,239.22,-71.7679,24.222
58817,230.385,-21.3173,29.4565
58845,219.544,-34.8827,29.2576
58879,235.388,-35.2575,28.1739
58907,227.028,-41.1048,29.6304
58932,238.938,-51.2837,26.3719
58947,242.086,-57.6128,25.9816
58962,235.003,-74.1722,27.1385
58977,220.706,-47.034,32.2733
59005,247.368,-40.281,28.8705
59020,227.81,-52.7389,30.3851
59045,248.224,-60.6054,26.8084
59060,249.17,-65.2449,27.7407
59075,262.163,-59.4285,26.024
59090,248.418,-73.2368,27.1538
59105,256.605,-69.9331,26.8044
59120,242.379,-21.0605,31.7951
59131,220.594,-36.5893,34.57
59159,245.997,-26.3022,31.1638
59186,247.306,-34.4964,30.4797
59201,256.6,-44.0255,28.3884
59216,240.657,-77.2061,30.7542
59231,263.391,-66.8416,26.893
59246,252.486,-85.9206,28.4821
59253,233.219,-23.1088,34.4207
59281,228.222,-58.0507,35.0742
59293,235.529,-63.416,32.6049
59308,255.346,-60.3167,29.4712
59323,244.177,-67.4331,32.8713
59338,216.043,-28.9634,38.4745
59366,250.083,-23.981,34.3413
59391,226.765,-38.7747,37.0908
59419,229.573,-47.1061,37.0238
59434,241.43400000000003,-45.0284,34.5579
59449,229.122,-64.741,35.8613
59464,237.08,-68.8118,34.0427
59478,248.812,-75.3536,33.3029
59492,256.807,-81.2843,32.0669
59499,247.032,-88.0918,32.6679
59510,234.47,-33.0151,38.26300000000001
59536,220.675,-44.9201,39.8456
59564,254.304,-29.0955,34.7736
59579,235.474,-42.162,37.4961
59607,221.762,-50.8741,39.3932
59632,264.074,-32.743,33.7749
59647,242.543,-52.1159,37.5112
59662,272.211,-40.809,33.2771
59677,242.797,-59.2793,35.6675
59692,273.358,-53.7952,31.6612
59705,263.75,-65.9765,33.0593
59720,255.533,-71.2184,33.5959
59732,239.123,-80.383,36.3246
59746,219.938,-27.4018,41.9927
59780,234.376,-23.9894,40.0136
59808,245.4,-18.8193,38.6543
59836,224.77,-31.9431,42.3294
59863,217.774,-37.4525,42.2772
59891,251.192,-56.3209,38.073
59906,232.498,-68.9255,39.8634
59921,276.608,-50.7958,33.993
59926,242.317,-71.0255,38.8069
59941,228.707,-39.7242,42.9708
59969,262.997,-28.3712,37.2975
59984,247.555,-42.0891,39.9642
59999,252.078,-42.3273,39.413
60014,235.551,-52.0552,41.6918
60029,256.341,-46.3549,39.406
60044,237.12,-61.6958,41.4895
60059,251.01,-63.7486,38.3481
60074,234.764,-74.2248,41.6314
60089,268.67400000000004,-57.1378,36.5238
60104,259.483,-66.2874,38.4249
60119,245.128,-83.8186,38.6555
60134,254.601,-21.8145,41.6544
60159,242.841,-32.9351,42.6863
60186,256.136,-27.5231,41.9037
60201,247.142,-34.5455,42.1116
60216,227.939,-51.2953,44.0609
60241,276.788,-38.4739,38.8804
60256,274.98900000000003,-44.765,38.3588
60270,258.16,-54.0662,41.2823
60285,249.037,-76.6353,40.9101
60299,251.991,-16.1785,44.7929
60314,229.045,-29.3161,46.7132
60342,217.465,-39.3184,48.2985
60370,236.437,-39.707,46.0467
60382,240.666,-45.0733,44.9113
60397,269.337,-31.0078,41.7247
60412,275.578,-33.8564,40.3197
60427,246.197,-50.4476,43.4936
60442,239.054,-55.0832,45.6641
60457,261.935,-48.9484,41.8262
60472,245.592,-59.1142,43.6676
60487,243.36900000000003,-65.4686,43.4612
60502,265.252,-61.0184,41.2234
60517,250.843,-68.9228,42.8448
60532,259.695,-75.9193,41.1034
60539,244.915,-14.6668,47.0693
60563,221.68,-28.2776,49.428
60589,240.851,-25.7354,47.6341
60617,224.287,-34.4724,49.9225
60645,235.014,-30.8768,48.3705
60673,262.911,-21.8933,44.1922
60688,228.516,-40.5869,49.2957
60713,266.238,-26.7224,43.7571
60728,224.069,-50.1421,49.1165
60742,263.605,-41.5416,43.5588
60757,230.282,-61.8447,47.8545
60772,236.956,-63.279,47.5151
60787,232.921,-71.0656,48.3985
60801,259.78,-64.3215,43.9608
60815,238.016,-75.7215,46.5382
60829,256.244,-82.0649,44.4827
60836,234.431,-21.1935,49.9648
60864,256.762,-21.5583,47.4771
60876,241.30900000000003,-37.9783,49.6434
60903,250.64,-34.6642,47.4559
60918,244.919,-44.6833,49.3268
60933,259.478,-39.099,47.3161
60948,254.272,-52.8476,47.8109
60963,274.899,-44.6709,44.1464
60968,267.731,-55.6309,45.7941
60983,275.80400000000003,-53.4686,43.0764
60990,210.34,-43.3343,23.2
61018,198.651,-53.2967,23.7689
61062,211.014,-49.5431,23.3382
61090,216.4,-56.9275,22.5478
61118,195.62,-44.37600000000001,28.0613
61166,201.654,-58.3719,25.8165
61199,209.956,-55.8198,24.4737
61227,215.947,-61.6282,24.4778
61244,181.764,-50.8975,32.9165
61291,214.925,-68.7643,28.5153
61319,223.661,-70.6753,26.9157
61347,189.344,-46.8008,33.848
61396,201.053,-42.685,32.1566
61443,208.237,-40.7132,31.4491
61471,207.343,-50.0619,32.4469
61499,219.159,-64.8521,29.0993
61527,231.22,-77.1222,27.8451
61542,203.961,-33.1087,34.1245
61576,212.872,-40.2615,34.6447
61604,214.781,-49.3769,33.8925
61632,220.151,-58.9625,32.6363
61647,205.824,-43.9101,38.0082
61688,218.688,-70.5659,35.9973
61713,197.438,-40.8821,41.035
61762,192.569,-46.7876,41.7263
61796,202.077,-52.0509,40.5213
61824,205.701,-56.9843,39.0267
61852,223.904,-68.9554,37.5567
61867,215.006,-51.5138,39.493
61872,213.151,-61.4839,40.8158
61900,224.234,-63.3732,39.1047
61915,220.083,-60.1631,40.6211
61942,200.347,-43.6926,47.0914
61969,210.451,-40.8046,45.1435
62000,210.135,-50.2796,44.5527
62028,225.743,-71.8027,42.8446
62035,201.526,-53.1357,51.0748
62084,216.79,-47.5085,49.0145
62110,223.974,-58.5383,47.6719
62125,207.093,-37.8962,50.9803
62153,194.311,-46.7626,53.3332
62202,207.194,-46.6507,51.6702
62230,215.696,-55.8847,49.7874
62258,198.849,-48.0014,55.3384
62283,210.264,-61.1442,52.4301
62311,209.751,-2.50817,55.7751
62360,215.427,-1.63697,55.2793
62409,217.413,-8.933769999999997,55.8693
62458,226.179,-5.54285,54.2768
62478,234.544,-8.86631,52.4331
62506,221.236,-21.2776,53.6949
62534,197.06,9.57721,60.1073
62593,204.208,-9.47311,59.1263
62642,210.981,-8.99288,58.7524
62691,229.701,-10.877,55.8101
62719,203.114,3.98664,61.9836
62776,213.252,-14.6656,60.1328
62824,224.545,-10.8987,58.6949
62852,218.667,-14.5564,59.6643
62901,214.288,-21.3214,59.6028
62943,236.11900000000003,-12.4918,56.9024
62971,206.83,-16.9072,62.6118
63020,229.8,-15.7588,60.1967
63048,212.926,-1.47722,63.8437
63097,223.668,-17.1892,62.0678
63125,213.022,-29.4477,63.2495
63174,218.079,-7.69442,66.8052
63207,227.967,-5.84616,67.9756
63226,225.282,-14.7221,70.1051
63252,238.593,-15.2178,69.6221
63280,186.911,-10.1254,59.4405
63328,196.68400000000003,-9.96759,58.0513
63377,190.816,-27.3366,59.12300000000001
63426,180.609,5.79597,62.8584
63485,193.524,-20.1431,59.9263
63534,197.282,-27.8898,60.6077
63583,198.762,-32.4041,59.0897
63632,172.665,-18.5359,65.2815
63693,196.982,-16.4342,62.1259
63741,201.323,-22.7852,61.4991
63790,201.675,-34.3133,60.1369
63817,187.734,-40.6269,64.3084
63878,228.253,-23.4183,53.4925
63906,214.045,-34.4127,54.8509
63934,247.549,-28.5164,50.7433
63949,234.385,-43.0646,51.7242
63963,255.461,-37.1563,49.427
63978,235.875,-49.1674,51.0118
63993,247.93400000000003,-50.158,49.5292
64008,277.647,-36.9666,45.7841
64013,245.291,-62.0842,50.2691
64028,261.007,-55.4338,48.103
64043,255.032,-67.8565,48.4748
64058,248.963,-72.5494,48.7769
64073,245.631,-15.5353,53.1158
64101,251.917,-17.7597,51.7011
64122,234.241,-28.7422,54.2586
64150,221.666,-36.1913,56.2538
64177,221.804,-43.5762,56.2677
64205,267.886,-31.2377,49.3758
64220,272.02,-33.3251,49.215
64235,240.563,-51.6306,52.5227
64250,261.659,-42.9683,50.0038
64265,266.716,-47.5878,49.0602
64280,259.762,-63.1354,49.9967
64295,239.769,-79.7871,52.8515
64310,274.274,-62.0994,48.0885
64325,239.142,-16.3203,56.1973
64353,245.342,-21.2372,55.348
64380,238.329,-33.4378,55.2855
64395,258.65,-23.465,53.1058
64410,230.514,-39.4838,56.1959
64425,265.902,-26.4307,51.5408
64440,239.806,-40.5923,55.593
64455,229.858,-51.1371,56.7318
64470,254.973,-48.01300000000001,53.553
64485,238.269,-59.5683,55.1015
64500,276.623,-46.1269,49.3829
64505,246.549,-79.0296,53.7735
64520,263.66900000000004,-70.3033,50.6417
64535,244.334,-82.9703,53.3443
64550,256.402,-82.7257,52.0704
64556,226.855,-23.5043,60.4705
64584,248.762,-36.6569,55.5853
64599,236.288,-54.67,58.4988
64614,246.042,-49.9539,56.5141
64629,231.814,-60.3505,57.4314
64644,275.29900000000004,-38.4882,52.4076
64659,249.952,-56.0613,54.893
64673,261.181,-51.4705,54.4124
64688,255.827,-58.5408,54.5336
64703,242.997,-65.9557,56.4585
64718,264.605,-57.7285,52.9805
64733,254.436,-69.3644,54.8845
64748,269.493,-65.7343,52.4382
64750,251.239,-86.2985,54.43899999999999
64756,235.551,-19.6882,61.37300000000001
64781,241.96,-20.2628,60.0834
64809,231.789,-26.0802,61.5466
64837,252.115,-22.0111,58.1565
64857,235.738,-39.104,60.5952
64870,259.05400000000003,-31.0989,55.9006
64885,238.505,-47.358,60.2978
64900,265.45,-33.2803,56.3765
64915,270.009,-33.0753,55.2062
64930,239.567,-74.1155,59.3125
64945,271.714,-59.0892,55.066
64950,261.10200000000003,-64.4865,55.4634
64965,224.415,-28.8449,64.0599
64993,219.003,-32.8565,64.1364
65021,254.793,-27.7071,59.4461
65036,226.654,-58.8066,62.2937
65064,244.302,-54.6306,60.3861
65079,253.991,-52.4387,59.7409
65094,274.024,-44.7357,56.3841
65099,234.249,-69.4059,60.8099
65114,271.72,-51.5741,57.0559
65129,253.068,-62.3782,58.7316
65144,245.691,-73.9071,59.4267
65159,255.356,-71.4957,59.1214
65174,249.485,-78.5412,59.3444
65189,237.879,-26.5128,63.3056
65216,230.024,-32.5004,64.4638
65243,244.593,-25.7753,63.0256
65271,234.04,-31.3696,65.2434
65299,223.929,-36.7088,65.4823
65327,250.328,-28.1918,62.1168
65353,230.8,-39.8863,65.4246
65378,223.915,-43.8959,65.0524
65403,246.834,-34.4411,62.9567
65418,253.436,-34.674,61.9777
65433,225.277,-52.2895,64.9683
65461,251.492,-46.5879,61.0754
65476,265.307,-41.3853,60.3375
65491,271.112,-40.5267,58.131
65506,233.967,-61.1099,63.612
65534,267.97,-46.9338,59.8378
65549,244.957,-69.3989,62.4156
65564,264.6,-61.8209,60.1525
65579,240.872,-32.9822,65.2635
65607,236.845,-40.585,66.5206
65635,261.691,-36.0422,61.898
65650,262.639,-46.9725,63.0456
65665,239.223,-67.9871,64.4888
65680,266.789,-65.2613,61.9255
65695,248.118,-18.9508,67.2564
65723,243.43,-39.2196,67.2238
65738,231.148,-47.2204,67.695
65766,249.652,-41.1797,66.4899
65781,233.952,-53.2678,67.2796
65796,258.738,-41.1732,65.0047
65811,277.649,-35.8273,62.4295
65816,239.765,-59.8072,66.9613
65831,244.336,-63.6964,65.4776
65846,257.668,-58.1856,64.7764
65861,266.512,-54.2339,63.3538
65866,256.961,-64.7906,64.21300000000001
65881,251.604,-69.9433,65.3364
65896,239.062,-46.5129,69.3171
65911,272.231,-33.2072,64.8294
65926,256.591,-47.2301,66.7895
65941,243.24,-54.0489,68.7737
65956,251.707,-54.304,67.3973
65971,260.86400000000003,-52.3087,65.4969
65986,249.776,-59.7421,67.4967
66001,250.765,-65.1541,67.4384
66016,238.253,-75.9252,69.6378
66031,270.938,-59.2544,64.1631
66036,255.266,-77.5824,66.8236
66051,263.22,-29.622,68.2272
66066,248.665,-48.8998,69.1115
66081,256.524,-28.4496,71.111
66096,269.622,-42.6846,69.4556
66111,242.441,-69.4234,72.4944
66126,245.749,-78.2774,71.8647
66141,266.402,-32.8817,71.9981
66149,257.577,-38.8449,73.3683
66164,242.925,-58.0476,75.015
66179,251.274,-74.4962,73.5828
66194,258.763,-51.9014,75.1559
66209,258.889,-61.8863,75.2901
66224,198.538,-41.2965,56.7726
66258,206.966,-51.7303,55.6728
66305,217.776,-65.3987,53.2316
66333,213.282,-43.7249,56.2891
66361,220.665,-50.6374,55.53100000000001
66389,211.253,-56.2236,57.7315
66417,222.203,-64.4207,56.29
66445,222.486,-70.3121,54.1588
66473,229.558,-69.0364,54.7221
66488,218.577,-57.0339,58.3035
66516,213.467,-49.7411,60.5617
66541,208.743,-34.4177,63.3749
66544,195.722,-44.9579,65.4533
66586,206.932,-43.4352,63.6339
66614,218.946,-48.4258,62.6995
66641,228.203,-66.8993,60.2946
66669,215.931,-39.7337,64.3999
66696,213.795,-58.6884,66.9421
66724,230.116,-71.3098,68.3228
