,X,Y,Z
0,45.153533811725225,-49.8290646146945,14.697796491234934
1,61.59433895816834,-49.852607315043834,16.513234002889565
2,54.741942310500484,-45.712317834224436,16.596714823766263
3,43.975913094329314,-45.533461126276634,17.618063879929412
4,58.44656811883751,-52.81563806237693,20.794181725042865
5,32.84317126734505,-43.711179140381674,20.863247338582273
6,38.903281360438584,-44.68928715660776,27.06737662487935
7,51.64738310588293,-46.83192032043638,29.3504274711146
8,62.80282911352717,-48.72279138409101,35.226159456120016
9,79.612990727946,-50.57222216320702,13.951633101650174
10,99.98208191811959,-50.95827571177304,16.27420319756193
11,72.19556468981939,-51.48450867485582,15.99877582653756
12,89.65975791571398,-49.60829108642835,20.09402236650273
13,81.6971291248109,-52.83425503231063,22.12266725540136
14,72.79975249156374,-52.49888839524019,24.21125026482735
15,100.92223202665905,-51.71549106578804,27.364304236408618
16,75.07559573413033,-45.972249773776184,27.21608098957126
17,106.88144025046637,-48.15247886138181,32.73590718719175
18,78.9758898828756,-48.88002528103287,34.66581752818703
19,146.2296319103443,-53.628461476228345,14.559902386527291
20,109.33325349385346,-53.06992030369381,19.127205728115463
21,122.48863769174149,-49.94293375567956,19.976789982610626
22,114.79843157630923,-53.588464545253395,20.114082690000078
23,136.8341333429445,-52.34021572680948,21.982492422959407
24,145.15579518728708,-52.779242642198895,24.3514250972693
25,130.80549752168818,-52.20112226402157,25.857564540939215
26,114.3725002307132,-48.90008560453022,29.654081568457958
27,182.3281977900457,-57.99973793005477,18.599655418526183
28,176.21187938531625,-60.28146913874611,18.99591897527698
29,156.8563339779125,-56.03307018497184,17.544793067237496
30,189.19405199141653,-60.43473495890663,21.45373931873375
31,167.75087664614625,-55.7345846680088,25.000054442549683
32,178.342745781045,-59.45795116229927,26.421631695688866
33,177.41544381025943,-58.2030949919862,29.92158080455056
34,184.28369901882826,-54.742304294410104,31.26736366729884
35,191.95552185014188,-55.72005032672657,32.79044075048633
36,186.80013784526847,-62.7219921498131,33.354265055271306
37,192.71466167557506,-65.9375043830646,35.39095835856534
38,170.16280751042856,-54.12130027813051,33.403634620260384
39,178.79437340214884,-55.848091825084246,38.66100415511144
40,185.06444790904297,-57.68419334859181,42.39734708525035
41,192.35430898459163,-60.193419989288586,43.45784997062429
42,235.83402003411175,-76.99469237858524,19.733552832611778
43,220.15043940583325,-68.96419847774173,18.314258598244308
44,213.13684078444217,-66.3925044112251,18.095286970895323
45,229.08467883088858,-66.46805824268873,19.23374927700564
46,208.82345884577998,-59.51656506320792,17.449901734577047
47,218.21055388798695,-60.51761552798384,18.10129292544629
48,230.84558850684212,-61.32167343273283,19.198555505945283
49,233.95300501336317,-81.55887876378716,20.90408737132139
50,226.6907646847405,-78.27717845997392,20.198644880530814
51,220.68734860321223,-75.67762079656661,19.727667157524447
52,203.51671974593984,-58.008627155176946,17.70346688118691
53,208.23849284784362,-69.16022880205958,18.962286546206503
54,202.26751785593643,-64.77021624435451,18.949433826377806
55,213.5007858220729,-75.39005894593926,20.867210833288805
56,226.62470949434814,-83.90535010740176,23.942910218007984
57,217.14872220091948,-81.94588996598746,24.079121555743402
58,201.2381089301909,-69.26604723761183,23.70423910555256
59,212.51703268968677,-64.71279826497003,27.172599390706917
60,205.45660526378614,-74.57362943921613,27.090319073429196
61,220.63089744161164,-58.796707365080046,28.200193814829614
62,212.97107964628776,-57.80082548068444,27.30532835159035
63,233.11818764044662,-90.18779621627002,31.14664890655475
64,215.2040346686773,-71.88398360306297,30.227278507257054
65,234.48271118914832,-71.85672025797177,31.77041133186709
66,218.7030352880543,-77.4299986492328,31.491502729509435
67,222.64525083919273,-65.52178190013466,31.200460793067506
68,228.50572451509672,-79.30957489849251,33.09601702821049
69,196.9463543846094,-68.09779686319263,30.58054043747936
70,197.87484769484433,-55.79944393687699,30.43195520673239
71,223.31549841340424,-84.6482693880244,34.106194985998464
72,205.176732134682,-79.02009774059657,33.268142668269384
73,228.63184154203614,-66.82588621045446,34.196161733761976
74,210.6240126329485,-85.26014132921713,34.93511751967809
75,209.14896943994432,-62.52199833078871,35.33870895956117
76,214.66952647849627,-90.9546155990768,37.45743973016825
77,227.3838309914821,-73.43012226874522,37.65827435991938
78,197.78956611856918,-70.31262519765264,35.10075723285017
79,206.7106091681854,-59.014722484313445,37.06814436367752
80,210.5939725505253,-71.9994152315566,38.114596316661185
81,216.78477716328877,-65.61018845142699,39.36032499396221
82,231.9110308688561,-92.52261076158008,42.089367509290845
83,215.30614162363733,-81.89327858307368,40.59620221043196
84,205.33529025124255,-79.18092856626055,39.55479283077147
85,227.54119776859335,-61.43986805233404,41.775380833261664
86,226.06375356839123,-85.3463851412014,43.28944955738205
87,211.1693345196699,-85.58457971787706,42.54724966250382
88,196.74455981018656,-65.57247339370504,42.078915796660084
89,219.1570639163561,-87.56661115978198,45.362778839781384
90,227.07873812264992,-88.66447628311785,47.088608151026015
91,227.53157541150233,-78.25664160069684,46.67612977705817
92,214.06654376242568,-75.6371381656623,47.3900995090613
93,213.40590021700598,-64.60901885270611,46.70243546851506
94,200.7840803018891,-55.75043864683494,45.50199143651424
95,253.23168153383423,-82.0051087007704,21.454580129460513
96,243.15751353873088,-78.45218622508533,20.340620468371224
97,260.14916655411054,-78.87319642234053,21.72628341918692
98,240.91854683419686,-72.50690750868594,20.29497613019881
99,266.2763169836796,-73.51996759152641,22.091797817438444
100,250.2479810470547,-68.83783401876279,20.94300522367971
101,256.99252023588195,-66.88017921482177,20.851835681279816
102,239.45673667323027,-61.129606603121516,19.550737212032253
103,246.50035704874526,-61.31494694691874,20.029880192341558
104,266.0733127415082,-80.72899170336102,23.145097681218544
105,247.89851302651746,-75.25649146536648,21.17338736281245
106,258.12280812053973,-72.05839569844969,21.735051219326753
107,241.94073441004937,-67.58045770730685,20.52416005676998
108,268.5032603239246,-68.21851620601153,22.819582504979376
109,259.738374383671,-86.19944833599243,23.549649065773323
110,250.19032021770553,-87.84360674590843,23.502685090056996
111,240.0200752780859,-85.74637277925015,22.719885721366932
112,272.9763917185968,-78.50107696325725,26.734175018154392
113,273.3283317202377,-70.59333684644615,26.37058280028367
114,273.7655716264531,-66.6949580049695,26.561087142386395
115,251.44073177545752,-89.233707436173,30.342469576823426
116,271.7596125899152,-81.5574308281487,31.673839523271816
117,241.43745764174088,-84.89294301847468,32.26469119629551
118,237.76188218766907,-61.69931887403123,31.021487242212174
119,244.50402036929842,-66.93014674057292,32.34901282789897
