
Detailed
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
122,,Surface,3,Image 1,1,0,
45,,Surface,3,Image 1,1,1,
63,,Surface,3,Image 1,1,2,
66,,Surface,3,Image 1,1,3,
87,,Surface,3,Image 1,1,4,
207,,Surface,3,Image 1,1,5,
91,,Surface,3,Image 1,1,6,
81,,Surface,3,Image 1,1,7,
106,,Surface,3,Image 1,1,8,
47,,Surface,3,Image 1,1,9,
233,,Surface,3,Image 1,1,10,
69,,Surface,3,Image 1,1,11,
52,,Surface,3,Image 1,1,12,
188,,Surface,3,Image 1,1,13,
62,,Surface,3,Image 1,1,14,
63,,Surface,3,Image 1,1,15,
55,,Surface,3,Image 1,1,16,
105,,Surface,3,Image 1,1,17,
48,,Surface,3,Image 1,1,18,
139,,Surface,3,Image 1,1,19,
77,,Surface,3,Image 1,1,20,
52,,Surface,3,Image 1,1,21,
51,,Surface,3,Image 1,1,22,
52,,Surface,3,Image 1,1,23,
106,,Surface,3,Image 1,1,24,
82,,Surface,3,Image 1,1,25,
55,,Surface,3,Image 1,1,26,
43,,Surface,3,Image 1,1,27,
96,,Surface,3,Image 1,1,28,
91,,Surface,3,Image 1,1,29,
46,,Surface,3,Image 1,1,30,
51,,Surface,3,Image 1,1,31,
86,,Surface,3,Image 1,1,32,
39,,Surface,3,Image 1,1,33,
52,,Surface,3,Image 1,1,34,
76,,Surface,3,Image 1,1,35,
187,,Surface,3,Image 1,1,36,
157,,Surface,3,Image 1,1,37,
180,,Surface,3,Image 1,1,38,
217,,Surface,3,Image 1,1,39,
130,,Surface,3,Image 1,1,40,
64,,Surface,3,Image 1,1,41,
57,,Surface,3,Image 1,1,42,
61,,Surface,3,Image 1,1,43,
56,,Surface,3,Image 1,1,44,
189,,Surface,3,Image 1,1,45,
181,,Surface,3,Image 1,1,46,
170,,Surface,3,Image 1,1,47,
50,,Surface,3,Image 1,1,48,
58,,Surface,3,Image 1,1,49,
58,,Surface,3,Image 1,1,50,
140,,Surface,3,Image 1,1,51,
45,,Surface,3,Image 1,1,52,
95,,Surface,3,Image 1,1,53,
60,,Surface,3,Image 1,1,54,
57,,Surface,3,Image 1,1,55,
216,,Surface,3,Image 1,1,56,
213,,Surface,3,Image 1,1,57,
238,,Surface,3,Image 1,1,58,
55,,Surface,3,Image 1,1,59,
28,,Surface,3,Image 1,1,61,
43,,Surface,3,Image 1,1,62,
38,,Surface,3,Image 1,1,63,
40,,Surface,3,Image 1,1,64,
47,,Surface,3,Image 1,1,65,
45,,Surface,3,Image 1,1,66,
44,,Surface,3,Image 1,1,67,
38,,Surface,3,Image 1,1,68,
40,,Surface,3,Image 1,1,69,
43,,Surface,3,Image 1,1,70,
46,,Surface,3,Image 1,1,71,
36,,Surface,3,Image 1,1,72,
37,,Surface,3,Image 1,1,73,
47,,Surface,3,Image 1,1,74,
53,,Surface,3,Image 1,1,75,
46,,Surface,3,Image 1,1,76,
50,,Surface,3,Image 1,1,77,
47,,Surface,3,Image 1,1,78,
40,,Surface,3,Image 1,1,79,
46,,Surface,3,Image 1,1,80,
147,,Surface,3,Image 1,1,81,
52,,Surface,3,Image 1,1,82,
48,,Surface,3,Image 1,1,83,
63,,Surface,3,Image 1,1,84,
50,,Surface,3,Image 1,1,85,
51,,Surface,3,Image 1,1,86,
95,,Surface,3,Image 1,1,87,
52,,Surface,3,Image 1,1,88,
42,,Surface,3,Image 1,1,89,
60,,Surface,3,Image 1,1,90,
59,,Surface,3,Image 1,1,91,
46,,Surface,3,Image 1,1,92,
47,,Surface,3,Image 1,1,93,
54,,Surface,3,Image 1,1,94,
48,,Surface,3,Image 1,1,95,
54,,Surface,3,Image 1,1,96,
42,,Surface,3,Image 1,1,97,
49,,Surface,3,Image 1,1,98,
53,,Surface,3,Image 1,1,99,
59,,Surface,3,Image 1,1,100,
86,,Surface,3,Image 1,1,101,
61,,Surface,3,Image 1,1,102,
46,,Surface,3,Image 1,1,103,
135,,Surface,3,Image 1,1,104,
112,,Surface,3,Image 1,1,105,
