
Detailed
 ==================== 
Position X Reference Frame,Position Y Reference Frame,Position Z Reference Frame,Unit,Category,Collection,ReferenceFrame,Time,ID,
31.8109,105.451,110.457,um,Surface,Position Reference Frame,Reference Frame 1,1,0,
37.6433,110.167,111.095,um,Surface,Position Reference Frame,Reference Frame 1,1,1,
39.6569,101.951,113.823,um,Surface,Position Reference Frame,Reference Frame 1,1,2,
33.2421,102.289,114.67,um,Surface,Position Reference Frame,Reference Frame 1,1,3,
30.4943,110.549,116.742,um,Surface,Position Reference Frame,Reference Frame 1,1,4,
44.3814,104.48,112.268,um,Surface,Position Reference Frame,Reference Frame 1,1,5,
52.3438,111.902,111.944,um,Surface,Position Reference Frame,Reference Frame 1,1,6,
29.3231,123.133,112.304,um,Surface,Position Reference Frame,Reference Frame 1,1,7,
29.7766,120.585,111.736,um,Surface,Position Reference Frame,Reference Frame 1,1,8,
35.4274,117.675,116.114,um,Surface,Position Reference Frame,Reference Frame 1,1,9,
13.9243,111.368,96.5756,um,Surface,Position Reference Frame,Reference Frame 1,1,10,
9.39614,106.91,98.1841,um,Surface,Position Reference Frame,Reference Frame 1,1,11,
15.0436,107.373,100.959,um,Surface,Position Reference Frame,Reference Frame 1,1,12,
12.0392,111.731,102.236,um,Surface,Position Reference Frame,Reference Frame 1,1,13,
18.92,112.933,97.2003,um,Surface,Position Reference Frame,Reference Frame 1,1,14,
18.1665,106.828,102.428,um,Surface,Position Reference Frame,Reference Frame 1,1,15,
21.084,112.485,104.037,um,Surface,Position Reference Frame,Reference Frame 1,1,16,
25.9085,114.805,104.622,um,Surface,Position Reference Frame,Reference Frame 1,1,17,
23.8468,121.126,104.183,um,Surface,Position Reference Frame,Reference Frame 1,1,18,
16.5645,113.282,106.207,um,Surface,Position Reference Frame,Reference Frame 1,1,19,
24.2936,113.556,109.559,um,Surface,Position Reference Frame,Reference Frame 1,1,20,
22.1478,112.242,110.46,um,Surface,Position Reference Frame,Reference Frame 1,1,21,
15.1019,114.533,111.537,um,Surface,Position Reference Frame,Reference Frame 1,1,22,
31.5406,116.21,101.482,um,Surface,Position Reference Frame,Reference Frame 1,1,23,
27.4465,118.667,101.483,um,Surface,Position Reference Frame,Reference Frame 1,1,24,
36.3715,113.709,102.432,um,Surface,Position Reference Frame,Reference Frame 1,1,25,
32.7623,119.979,106.519,um,Surface,Position Reference Frame,Reference Frame 1,1,26,
41.0823,120.606,97.9063,um,Surface,Position Reference Frame,Reference Frame 1,1,27,
36.7853,121.999,99.2991,um,Surface,Position Reference Frame,Reference Frame 1,1,28,
46.3327,124.389,100.3,um,Surface,Position Reference Frame,Reference Frame 1,1,29,
36.4603,126.412,101.305,um,Surface,Position Reference Frame,Reference Frame 1,1,30,
46.6191,120.382,105.933,um,Surface,Position Reference Frame,Reference Frame 1,1,31,
40.5251,115.364,108.688,um,Surface,Position Reference Frame,Reference Frame 1,1,32,
56.1017,125.93,95.6741,um,Surface,Position Reference Frame,Reference Frame 1,1,33,
17.1857,120.475,96.6153,um,Surface,Position Reference Frame,Reference Frame 1,1,34,
20.7842,121.675,99.1126,um,Surface,Position Reference Frame,Reference Frame 1,1,35,
11.3113,118.842,99.1208,um,Surface,Position Reference Frame,Reference Frame 1,1,36,
19.2499,121.025,104.309,um,Surface,Position Reference Frame,Reference Frame 1,1,37,
14.1684,118.79,103.806,um,Surface,Position Reference Frame,Reference Frame 1,1,38,
18.0857,130.275,104.77,um,Surface,Position Reference Frame,Reference Frame 1,1,39,
14.5716,125.625,109.035,um,Surface,Position Reference Frame,Reference Frame 1,1,40,
29.6592,123.905,95.0237,um,Surface,Position Reference Frame,Reference Frame 1,1,41,
24.4622,128.153,95.0044,um,Surface,Position Reference Frame,Reference Frame 1,1,42,
28.1874,123.592,100.727,um,Surface,Position Reference Frame,Reference Frame 1,1,43,
29.2346,128.546,101.482,um,Surface,Position Reference Frame,Reference Frame 1,1,44,
32.3561,133.493,100.015,um,Surface,Position Reference Frame,Reference Frame 1,1,45,
45.9763,129.735,101.802,um,Surface,Position Reference Frame,Reference Frame 1,1,46,
22.642,92.5045,113.754,um,Surface,Position Reference Frame,Reference Frame 1,1,47,
34.645,93.9277,111.68,um,Surface,Position Reference Frame,Reference Frame 1,1,48,
40.3065,98.286,112.598,um,Surface,Position Reference Frame,Reference Frame 1,1,49,
9.69517,99.7621,115.344,um,Surface,Position Reference Frame,Reference Frame 1,1,50,
26.6631,101.722,111.414,um,Surface,Position Reference Frame,Reference Frame 1,1,51,
27.7616,97.9458,114.063,um,Surface,Position Reference Frame,Reference Frame 1,1,52,
58.8827,93.7994,102.356,um,Surface,Position Reference Frame,Reference Frame 1,1,53,
57.5592,101.116,105.025,um,Surface,Position Reference Frame,Reference Frame 1,1,54,
65.6847,100.239,104.439,um,Surface,Position Reference Frame,Reference Frame 1,1,55,
60.9905,98.9805,105.693,um,Surface,Position Reference Frame,Reference Frame 1,1,56,
65.3279,103.59,108.916,um,Surface,Position Reference Frame,Reference Frame 1,1,57,
56.8658,102.742,111.207,um,Surface,Position Reference Frame,Reference Frame 1,1,58,
79.1549,102.287,94.8022,um,Surface,Position Reference Frame,Reference Frame 1,1,59,
72.3499,98.7162,96.1761,um,Surface,Position Reference Frame,Reference Frame 1,1,60,
69.1635,102.639,98.627,um,Surface,Position Reference Frame,Reference Frame 1,1,61,
11.0914,103.949,101.692,um,Surface,Position Reference Frame,Reference Frame 1,1,62,
17.0934,102.11,101.862,um,Surface,Position Reference Frame,Reference Frame 1,1,63,
12.6489,93.3186,102.86,um,Surface,Position Reference Frame,Reference Frame 1,1,64,
10.5662,98.0178,102.737,um,Surface,Position Reference Frame,Reference Frame 1,1,65,
17.6614,98.7394,104.433,um,Surface,Position Reference Frame,Reference Frame 1,1,66,
24.71,98.2325,100.392,um,Surface,Position Reference Frame,Reference Frame 1,1,67,
25.5583,107.593,99.246,um,Surface,Position Reference Frame,Reference Frame 1,1,68,
22.7843,106.147,102.783,um,Surface,Position Reference Frame,Reference Frame 1,1,69,
