Detailed,,,,,,,
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID
110.60,9.57,1.00,um,Spot,Position,3,3366
134.97,13.13,1.00,um,Spot,Position,3,3367
85.26,22.74,1.00,um,Spot,Position,3,3370
138.90,23.07,1.00,um,Spot,Position,3,3371
74.88,24.67,1.00,um,Spot,Position,3,3372
121.42,26.38,1.00,um,Spot,Position,3,3373
92.18,27.06,1.00,um,Spot,Position,3,3374
109.12,29.09,1.00,um,Spot,Position,3,3375
132.34,28.93,1.00,um,Spot,Position,3,3376
57.71,32.32,1.00,um,Spot,Position,3,3378
80.23,31.93,1.00,um,Spot,Position,3,3379
86.69,32.17,1.00,um,Spot,Position,3,3380
101.89,37.97,1.00,um,Spot,Position,3,3381
58.56,41.13,1.00,um,Spot,Position,3,3383
115.36,41.85,1.00,um,Spot,Position,3,3384
156.08,42.70,1.00,um,Spot,Position,3,3385
88.59,44.99,1.00,um,Spot,Position,3,3387
174.30,47.32,1.00,um,Spot,Position,3,3388
147.85,48.34,1.00,um,Spot,Position,3,3389
129.14,48.96,1.00,um,Spot,Position,3,3390
159.27,48.98,1.00,um,Spot,Position,3,3391
65.68,50.12,1.00,um,Spot,Position,3,3392
117.96,50.48,1.00,um,Spot,Position,3,3393
52.49,53.47,1.00,um,Spot,Position,3,3395
100.32,53.78,1.00,um,Spot,Position,3,3396
74.96,54.45,1.00,um,Spot,Position,3,3397
86.82,54.85,1.00,um,Spot,Position,3,3398
154.04,56.34,1.00,um,Spot,Position,3,3399
163.31,56.54,1.00,um,Spot,Position,3,3400
174.73,56.64,1.00,um,Spot,Position,3,3401
169.64,58.03,1.00,um,Spot,Position,3,3402
145.85,60.24,1.00,um,Spot,Position,3,3403
67.13,60.80,1.00,um,Spot,Position,3,3404
184.52,60.65,1.00,um,Spot,Position,3,3405
58.52,61.82,1.00,um,Spot,Position,3,3406
131.98,61.51,1.00,um,Spot,Position,3,3407
88.81,62.97,1.00,um,Spot,Position,3,3408
40.75,64.45,1.00,um,Spot,Position,3,3409
108.32,64.48,1.00,um,Spot,Position,3,3410
157.76,64.77,1.00,um,Spot,Position,3,3411
128.88,65.12,1.00,um,Spot,Position,3,3412
69.14,67.79,1.00,um,Spot,Position,3,3416
34.60,69.18,1.00,um,Spot,Position,3,3417
49.69,69.43,1.00,um,Spot,Position,3,3418
141.40,70.36,1.00,um,Spot,Position,3,3420
73.05,73.08,1.00,um,Spot,Position,3,3421
85.18,73.51,1.00,um,Spot,Position,3,3422
142.85,75.30,1.00,um,Spot,Position,3,3423
80.27,76.19,1.00,um,Spot,Position,3,3425
96.92,75.57,1.00,um,Spot,Position,3,3426
54.19,76.45,1.00,um,Spot,Position,3,3428
126.95,76.34,1.00,um,Spot,Position,3,3429
32.83,77.61,1.00,um,Spot,Position,3,3430
177.68,77.63,1.00,um,Spot,Position,3,3431
120.19,78.04,1.00,um,Spot,Position,3,3432
161.51,78.43,1.00,um,Spot,Position,3,3433
107.84,79.02,1.00,um,Spot,Position,3,3434
82.40,80.15,1.00,um,Spot,Position,3,3436
101.87,80.37,1.00,um,Spot,Position,3,3437
22.02,82.43,1.00,um,Spot,Position,3,3438
49.10,82.88,1.00,um,Spot,Position,3,3439
132.86,82.96,1.00,um,Spot,Position,3,3440
28.09,83.94,1.00,um,Spot,Position,3,3442
150.22,83.70,1.00,um,Spot,Position,3,3443
64.08,84.50,1.00,um,Spot,Position,3,3445
36.76,85.88,1.00,um,Spot,Position,3,3447
56.93,87.18,1.00,um,Spot,Position,3,3448
112.22,87.78,1.00,um,Spot,Position,3,3449
49.83,92.32,1.00,um,Spot,Position,3,3451
82.28,92.16,1.00,um,Spot,Position,3,3452
144.84,92.87,1.00,um,Spot,Position,3,3453
153.81,92.56,1.00,um,Spot,Position,3,3454
37.88,93.38,1.00,um,Spot,Position,3,3455
110.69,93.01,1.00,um,Spot,Position,3,3456
130.96,93.14,1.00,um,Spot,Position,3,3457
99.34,93.97,1.00,um,Spot,Position,3,3458
27.93,95.27,1.00,um,Spot,Position,3,3460
49.57,97.05,1.00,um,Spot,Position,3,3462
58.21,97.47,1.00,um,Spot,Position,3,3463
64.95,98.84,1.00,um,Spot,Position,3,3464
37.15,102.79,1.00,um,Spot,Position,3,3466
137.60,102.78,1.00,um,Spot,Position,3,3467
21.73,104.37,1.00,um,Spot,Position,3,3469
110.29,104.66,1.00,um,Spot,Position,3,3470
62.70,105.83,1.00,um,Spot,Position,3,3473
42.86,107.23,1.00,um,Spot,Position,3,3474
54.23,107.87,1.00,um,Spot,Position,3,3475
29.28,109.28,1.00,um,Spot,Position,3,3476
104.65,108.81,1.00,um,Spot,Position,3,3477
79.29,110.87,1.00,um,Spot,Position,3,3478
50.49,111.16,1.00,um,Spot,Position,3,3480
94.68,111.62,1.00,um,Spot,Position,3,3481
62.41,112.34,1.00,um,Spot,Position,3,3482
74.64,117.99,1.00,um,Spot,Position,3,3484
121.73,118.19,1.00,um,Spot,Position,3,3485
58.25,119.21,1.00,um,Spot,Position,3,3486
43.32,120.11,1.00,um,Spot,Position,3,3487
48.14,120.72,1.00,um,Spot,Position,3,3489
70.52,121.10,1.00,um,Spot,Position,3,3490
87.98,120.89,1.00,um,Spot,Position,3,3491
109.88,120.88,1.00,um,Spot,Position,3,3492
34.90,122.44,1.00,um,Spot,Position,3,3493
118.40,122.28,1.00,um,Spot,Position,3,3494
67.53,125.89,1.00,um,Spot,Position,3,3496
53.10,126.34,1.00,um,Spot,Position,3,3497
62.45,129.15,1.00,um,Spot,Position,3,3498
56.41,130.14,1.00,um,Spot,Position,3,3499
13.52,132.49,1.00,um,Spot,Position,3,3501
49.76,131.86,1.00,um,Spot,Position,3,3502
105.23,132.36,1.00,um,Spot,Position,3,3503
84.78,133.54,1.00,um,Spot,Position,3,3504
118.98,134.10,1.00,um,Spot,Position,3,3505
22.72,135.40,1.00,um,Spot,Position,3,3506
36.73,136.13,1.00,um,Spot,Position,3,3507
106.22,137.57,1.00,um,Spot,Position,3,3510
118.90,138.10,1.00,um,Spot,Position,3,3511
52.28,140.88,1.00,um,Spot,Position,3,3513
89.08,141.27,1.00,um,Spot,Position,3,3514
118.05,143.24,1.00,um,Spot,Position,3,3516
63.22,144.29,1.00,um,Spot,Position,3,3517
13.67,146.70,1.00,um,Spot,Position,3,3520
98.78,146.34,1.00,um,Spot,Position,3,3521
19.85,147.37,1.00,um,Spot,Position,3,3522
57.88,147.57,1.00,um,Spot,Position,3,3523
67.49,149.88,1.00,um,Spot,Position,3,3526
114.74,149.52,1.00,um,Spot,Position,3,3527
74.50,151.35,1.00,um,Spot,Position,3,3528
36.98,151.81,1.00,um,Spot,Position,3,3529
30.21,153.63,1.00,um,Spot,Position,3,3531
47.25,153.25,1.00,um,Spot,Position,3,3532
20.40,156.77,1.00,um,Spot,Position,3,3533
41.41,160.37,1.00,um,Spot,Position,3,3536
49.29,160.64,1.00,um,Spot,Position,3,3537
89.22,162.09,1.00,um,Spot,Position,3,3538
75.67,163.03,1.00,um,Spot,Position,3,3539
36.76,164.22,1.00,um,Spot,Position,3,3541
40.60,166.52,1.00,um,Spot,Position,3,3543
61.03,166.72,1.00,um,Spot,Position,3,3544
116.78,171.53,1.00,um,Spot,Position,3,3548
56.39,172.54,1.00,um,Spot,Position,3,3549
68.51,173.43,1.00,um,Spot,Position,3,3552
85.52,173.36,1.00,um,Spot,Position,3,3553
27.88,177.84,1.00,um,Spot,Position,3,3555
53.98,178.31,1.00,um,Spot,Position,3,3556
92.47,178.82,1.00,um,Spot,Position,3,3557
47.21,180.64,1.00,um,Spot,Position,3,3560
67.51,180.62,1.00,um,Spot,Position,3,3561
86.14,180.28,1.00,um,Spot,Position,3,3562
59.12,182.53,1.00,um,Spot,Position,3,3564
99.90,183.15,1.00,um,Spot,Position,3,3565
