Detailed,,,,,,,
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID
34.18,93.27,1.00,um,Spot,Position,3,3615
159.05,93.10,1.00,um,Spot,Position,3,3616
165.71,93.57,1.00,um,Spot,Position,3,3617
144.26,94.34,1.00,um,Spot,Position,3,3618
57.50,96.01,1.00,um,Spot,Position,3,3619
171.15,96.36,1.00,um,Spot,Position,3,3620
188.99,96.37,1.00,um,Spot,Position,3,3621
181.92,98.01,1.00,um,Spot,Position,3,3622
21.70,98.49,1.00,um,Spot,Position,3,3623
137.00,99.22,1.00,um,Spot,Position,3,3624
125.01,100.45,1.00,um,Spot,Position,3,3625
34.06,101.81,1.00,um,Spot,Position,3,3627
149.69,102.54,1.00,um,Spot,Position,3,3629
8.27,103.98,1.00,um,Spot,Position,3,3630
83.61,103.37,1.00,um,Spot,Position,3,3631
193.29,103.67,1.00,um,Spot,Position,3,3632
71.84,105.56,1.00,um,Spot,Position,3,3633
14.59,106.05,1.00,um,Spot,Position,3,3634
185.65,105.72,1.00,um,Spot,Position,3,3635
165.34,106.40,1.00,um,Spot,Position,3,3636
37.95,108.78,1.00,um,Spot,Position,3,3637
117.29,108.62,1.00,um,Spot,Position,3,3638
101.02,109.92,1.00,um,Spot,Position,3,3639
198.57,110.16,1.00,um,Spot,Position,3,3640
24.91,113.53,1.00,um,Spot,Position,3,3642
128.49,112.77,1.00,um,Spot,Position,3,3645
137.25,113.21,1.00,um,Spot,Position,3,3646
151.99,114.50,1.00,um,Spot,Position,3,3647
120.24,117.43,1.00,um,Spot,Position,3,3648
93.66,117.61,1.00,um,Spot,Position,3,3649
125.06,117.69,1.00,um,Spot,Position,3,3650
32.84,119.86,1.00,um,Spot,Position,3,3651
187.16,121.42,1.00,um,Spot,Position,3,3653
113.92,122.53,1.00,um,Spot,Position,3,3654
154.65,122.96,1.00,um,Spot,Position,3,3655
22.21,124.26,1.00,um,Spot,Position,3,3656
66.95,124.22,1.00,um,Spot,Position,3,3657
121.15,123.90,1.00,um,Spot,Position,3,3658
142.83,125.04,1.00,um,Spot,Position,3,3659
193.07,125.61,1.00,um,Spot,Position,3,3660
148.88,129.03,1.00,um,Spot,Position,3,3661
178.14,128.96,1.00,um,Spot,Position,3,3662
43.29,129.75,1.00,um,Spot,Position,3,3664
86.58,129.58,1.00,um,Spot,Position,3,3665
134.14,129.87,1.00,um,Spot,Position,3,3666
28.13,130.30,1.00,um,Spot,Position,3,3667
116.47,131.04,1.00,um,Spot,Position,3,3669
71.97,131.84,1.00,um,Spot,Position,3,3670
51.39,134.01,1.00,um,Spot,Position,3,3672
151.93,133.79,1.00,um,Spot,Position,3,3673
62.76,137.05,1.00,um,Spot,Position,3,3675
114.03,136.99,1.00,um,Spot,Position,3,3676
174.31,136.70,1.00,um,Spot,Position,3,3677
93.82,137.40,1.00,um,Spot,Position,3,3678
182.62,137.54,1.00,um,Spot,Position,3,3679
107.10,139.84,1.00,um,Spot,Position,3,3680
130.19,140.06,1.00,um,Spot,Position,3,3681
77.55,140.88,1.00,um,Spot,Position,3,3682
103.17,141.04,1.00,um,Spot,Position,3,3683
160.26,140.80,1.00,um,Spot,Position,3,3684
37.69,142.54,1.00,um,Spot,Position,3,3685
114.86,142.69,1.00,um,Spot,Position,3,3686
165.91,142.18,1.00,um,Spot,Position,3,3687
85.19,143.09,1.00,um,Spot,Position,3,3688
146.06,144.70,1.00,um,Spot,Position,3,3690
63.55,145.60,1.00,um,Spot,Position,3,3691
175.56,145.68,1.00,um,Spot,Position,3,3692
143.19,148.37,1.00,um,Spot,Position,3,3693
52.45,148.79,1.00,um,Spot,Position,3,3694
153.60,150.05,1.00,um,Spot,Position,3,3695
114.90,150.81,1.00,um,Spot,Position,3,3696
77.50,153.09,1.00,um,Spot,Position,3,3697
124.97,152.60,1.00,um,Spot,Position,3,3698
145.62,153.06,1.00,um,Spot,Position,3,3699
66.46,153.41,1.00,um,Spot,Position,3,3700
85.56,153.55,1.00,um,Spot,Position,3,3701
95.49,155.98,1.00,um,Spot,Position,3,3704
118.56,159.20,1.00,um,Spot,Position,3,3708
136.31,160.31,1.00,um,Spot,Position,3,3711
103.96,162.10,1.00,um,Spot,Position,3,3712
182.85,9.90,3.40,um,Spot,Position,3,3756
199.10,23.93,3.62,um,Spot,Position,3,3761
154.41,29.70,3.00,um,Spot,Position,3,3763
161.40,36.84,3.31,um,Spot,Position,3,3765
171.38,37.77,3.36,um,Spot,Position,3,3766
193.58,39.81,3.10,um,Spot,Position,3,3767
119.92,42.30,2.65,um,Spot,Position,3,3768
137.80,45.29,2.96,um,Spot,Position,3,3769
189.09,49.75,3.33,um,Spot,Position,3,3770
151.77,60.20,3.35,um,Spot,Position,3,3773
85.98,62.42,2.29,um,Spot,Position,3,3774
110.97,61.97,3.16,um,Spot,Position,3,3775
99.82,64.06,2.10,um,Spot,Position,3,3776
128.11,68.22,3.04,um,Spot,Position,3,3778
13.80,72.96,2.46,um,Spot,Position,3,3779
36.84,76.64,3.06,um,Spot,Position,3,3780
169.97,80.49,3.83,um,Spot,Position,3,3781
184.40,80.59,2.34,um,Spot,Position,3,3782
60.13,81.36,2.93,um,Spot,Position,3,3783
164.65,84.20,3.81,um,Spot,Position,3,3784
37.75,97.13,3.30,um,Spot,Position,3,3786
60.57,101.37,2.20,um,Spot,Position,3,3787
25.67,107.54,3.38,um,Spot,Position,3,3788
50.61,108.76,3.19,um,Spot,Position,3,3789
93.00,110.25,2.94,um,Spot,Position,3,3790
86.17,110.90,2.26,um,Spot,Position,3,3791
185.77,112.98,3.16,um,Spot,Position,3,3792
71.86,114.56,3.29,um,Spot,Position,3,3793
163.16,114.58,2.69,um,Spot,Position,3,3794
171.35,115.78,2.54,um,Spot,Position,3,3795
100.62,116.91,3.26,um,Spot,Position,3,3796
55.63,124.99,3.55,um,Spot,Position,3,3797
87.76,125.12,2.88,um,Spot,Position,3,3798
94.82,130.14,2.64,um,Spot,Position,3,3799
83.19,134.72,2.20,um,Spot,Position,3,3800
166.99,134.67,2.11,um,Spot,Position,3,3801
27.59,137.70,3.65,um,Spot,Position,3,3802
135.62,146.41,3.57,um,Spot,Position,3,3803
104.08,155.99,2.20,um,Spot,Position,3,3806
184.06,0.40,4.30,um,Spot,Position,3,3827
175.17,2.84,5.56,um,Spot,Position,3,3828
158.70,17.21,5.64,um,Spot,Position,3,3835
193.40,18.66,5.23,um,Spot,Position,3,3836
155.34,19.50,5.21,um,Spot,Position,3,3838
139.01,24.95,4.35,um,Spot,Position,3,3839
179.74,31.28,5.64,um,Spot,Position,3,3841
134.53,39.95,5.18,um,Spot,Position,3,3843
146.11,48.31,4.98,um,Spot,Position,3,3844
179.68,47.94,4.71,um,Spot,Position,3,3845
39.86,49.48,5.15,um,Spot,Position,3,3847
165.40,56.70,5.63,um,Spot,Position,3,3848
16.02,58.48,4.77,um,Spot,Position,3,3849
74.94,63.63,4.99,um,Spot,Position,3,3850
158.94,64.51,4.41,um,Spot,Position,3,3851
67.03,67.60,5.30,um,Spot,Position,3,3852
36.53,68.34,5.03,um,Spot,Position,3,3853
34.39,70.75,4.68,um,Spot,Position,3,3854
134.75,76.18,4.42,um,Spot,Position,3,3855
198.00,77.85,4.97,um,Spot,Position,3,3856
122.18,82.02,4.92,um,Spot,Position,3,3857
194.45,87.75,5.64,um,Spot,Position,3,3858
129.04,92.07,4.39,um,Spot,Position,3,3859
46.18,92.41,5.28,um,Spot,Position,3,3860
137.49,93.31,5.22,um,Spot,Position,3,3861
82.11,96.72,5.35,um,Spot,Position,3,3862
92.45,97.68,5.83,um,Spot,Position,3,3863
130.94,102.24,5.60,um,Spot,Position,3,3864
133.36,108.83,4.74,um,Spot,Position,3,3867
60.89,112.97,4.38,um,Spot,Position,3,3868
106.06,112.90,5.61,um,Spot,Position,3,3869
198.75,116.11,5.14,um,Spot,Position,3,3870
48.00,119.28,5.07,um,Spot,Position,3,3871
136.85,119.16,4.47,um,Spot,Position,3,3872
42.77,121.85,4.46,um,Spot,Position,3,3873
130.68,122.83,4.26,um,Spot,Position,3,3874
122.80,124.15,5.82,um,Spot,Position,3,3875
165.52,124.25,5.28,um,Spot,Position,3,3876
99.41,125.31,5.76,um,Spot,Position,3,3877
155.40,125.92,4.79,um,Spot,Position,3,3878
162.35,129.35,5.17,um,Spot,Position,3,3880
77.26,129.45,4.66,um,Spot,Position,3,3881
63.49,132.14,5.49,um,Spot,Position,3,3883
152.40,139.35,5.01,um,Spot,Position,3,3885
88.45,141.80,5.74,um,Spot,Position,3,3886
43.67,143.00,5.31,um,Spot,Position,3,3887
72.33,145.52,5.18,um,Spot,Position,3,3888
124.52,146.82,4.98,um,Spot,Position,3,3889
105.61,148.06,4.39,um,Spot,Position,3,3890
167.12,150.51,4.40,um,Spot,Position,3,3891
132.29,152.55,5.04,um,Spot,Position,3,3892
199.69,6.03,6.34,um,Spot,Position,3,3920
144.05,28.82,7.44,um,Spot,Position,3,3930
136.72,34.99,6.78,um,Spot,Position,3,3933
181.59,39.59,7.47,um,Spot,Position,3,3934
102.06,47.54,7.26,um,Spot,Position,3,3935
14.33,51.89,6.60,um,Spot,Position,3,3936
172.89,53.49,7.86,um,Spot,Position,3,3937
68.70,56.63,6.81,um,Spot,Position,3,3939
123.71,60.65,6.82,um,Spot,Position,3,3940
181.88,73.06,7.36,um,Spot,Position,3,3942
173.73,74.47,7.91,um,Spot,Position,3,3943
116.52,75.04,6.64,um,Spot,Position,3,3944
164.21,76.38,6.32,um,Spot,Position,3,3947
24.63,80.47,7.82,um,Spot,Position,3,3948
32.36,84.77,6.52,um,Spot,Position,3,3951
147.46,86.02,6.46,um,Spot,Position,3,3952
143.09,89.89,6.22,um,Spot,Position,3,3953
87.38,93.04,6.94,um,Spot,Position,3,3954
65.76,96.52,6.30,um,Spot,Position,3,3955
99.03,100.80,6.50,um,Spot,Position,3,3956
43.22,101.18,6.92,um,Spot,Position,3,3957
174.00,101.24,7.69,um,Spot,Position,3,3958
197.23,101.60,6.95,um,Spot,Position,3,3959
69.98,101.75,7.67,um,Spot,Position,3,3960
138.20,105.50,7.47,um,Spot,Position,3,3961
65.49,110.57,6.98,um,Spot,Position,3,3962
75.51,111.01,7.20,um,Spot,Position,3,3963
157.94,110.66,7.72,um,Spot,Position,3,3964
29.72,113.23,7.47,um,Spot,Position,3,3965
20.12,116.82,6.08,um,Spot,Position,3,3966
108.73,117.62,7.76,um,Spot,Position,3,3967
142.42,119.27,7.89,um,Spot,Position,3,3968
180.93,119.95,7.37,um,Spot,Position,3,3969
141.04,125.40,6.11,um,Spot,Position,3,3971
177.07,126.63,6.14,um,Spot,Position,3,3972
185.93,127.08,7.64,um,Spot,Position,3,3973
116.04,128.31,6.77,um,Spot,Position,3,3974
189.92,129.51,6.90,um,Spot,Position,3,3975
113.17,134.93,6.86,um,Spot,Position,3,3976
122.45,134.27,6.26,um,Spot,Position,3,3977
35.06,135.54,6.53,um,Spot,Position,3,3978
48.09,135.97,7.12,um,Spot,Position,3,3979
139.53,136.48,7.38,um,Spot,Position,3,3980
57.13,141.15,7.69,um,Spot,Position,3,3982
142.48,152.82,6.77,um,Spot,Position,3,3984
151.52,154.57,6.39,um,Spot,Position,3,3985
111.08,155.86,7.34,um,Spot,Position,3,3986
194.82,0.40,9.44,um,Spot,Position,3,4011
170.40,9.27,9.21,um,Spot,Position,3,4014
193.40,15.00,9.39,um,Spot,Position,3,4020
185.88,21.79,9.93,um,Spot,Position,3,4022
170.84,22.95,9.21,um,Spot,Position,3,4023
147.03,23.36,9.43,um,Spot,Position,3,4024
3.10,24.83,8.40,um,Spot,Position,3,4025
197.43,29.51,9.77,um,Spot,Position,3,4026
171.33,31.24,9.22,um,Spot,Position,3,4028
3.13,35.00,8.53,um,Spot,Position,3,4029
195.36,35.93,9.63,um,Spot,Position,3,4030
40.83,38.55,9.88,um,Spot,Position,3,4031
45.04,42.73,9.30,um,Spot,Position,3,4032
191.14,45.52,8.83,um,Spot,Position,3,4034
159.43,51.71,9.02,um,Spot,Position,3,4036
166.62,52.12,9.23,um,Spot,Position,3,4037
76.08,57.51,9.74,um,Spot,Position,3,4038
93.33,57.31,8.21,um,Spot,Position,3,4039
32.32,60.68,8.45,um,Spot,Position,3,4041
46.97,60.89,9.76,um,Spot,Position,3,4042
117.20,67.42,9.60,um,Spot,Position,3,4043
17.24,67.85,9.64,um,Spot,Position,3,4044
30.20,72.09,9.62,um,Spot,Position,3,4045
30.57,75.90,9.51,um,Spot,Position,3,4046
49.54,79.92,9.23,um,Spot,Position,3,4047
9.44,82.02,9.68,um,Spot,Position,3,4048
136.29,81.81,8.58,um,Spot,Position,3,4049
37.54,85.17,8.79,um,Spot,Position,3,4050
126.44,89.41,8.43,um,Spot,Position,3,4051
74.61,90.10,9.20,um,Spot,Position,3,4052
95.08,90.20,8.80,um,Spot,Position,3,4053
42.25,90.76,9.79,um,Spot,Position,3,4054
101.46,92.69,9.73,um,Spot,Position,3,4055
157.50,93.12,8.74,um,Spot,Position,3,4056
23.77,94.59,9.06,um,Spot,Position,3,4057
55.84,94.58,9.14,um,Spot,Position,3,4058
173.07,95.78,8.98,um,Spot,Position,3,4059
156.67,101.76,8.79,um,Spot,Position,3,4060
146.04,103.86,9.07,um,Spot,Position,3,4061
55.29,104.34,8.75,um,Spot,Position,3,4062
191.31,109.39,9.11,um,Spot,Position,3,4063
98.62,109.66,8.86,um,Spot,Position,3,4064
40.18,111.68,8.50,um,Spot,Position,3,4065
126.40,112.07,9.45,um,Spot,Position,3,4066
89.80,117.33,9.83,um,Spot,Position,3,4067
65.79,119.44,9.88,um,Spot,Position,3,4068
106.38,119.52,9.83,um,Spot,Position,3,4069
79.82,120.62,8.68,um,Spot,Position,3,4070
33.21,121.75,9.05,um,Spot,Position,3,4071
56.01,122.05,8.50,um,Spot,Position,3,4072
186.11,122.07,8.89,um,Spot,Position,3,4073
18.52,123.14,8.27,um,Spot,Position,3,4074
150.89,123.69,8.76,um,Spot,Position,3,4075
42.36,128.85,9.05,um,Spot,Position,3,4076
69.40,131.36,9.34,um,Spot,Position,3,4077
97.28,133.73,9.81,um,Spot,Position,3,4078
186.54,133.75,9.43,um,Spot,Position,3,4079
177.46,136.44,9.64,um,Spot,Position,3,4080
112.40,138.44,9.59,um,Spot,Position,3,4081
66.68,140.19,9.83,um,Spot,Position,3,4082
160.04,140.25,8.95,um,Spot,Position,3,4083
93.89,141.12,9.48,um,Spot,Position,3,4084
166.50,141.61,9.37,um,Spot,Position,3,4085
116.54,144.07,9.08,um,Spot,Position,3,4086
109.18,146.02,9.25,um,Spot,Position,3,4087
72.12,151.67,8.05,um,Spot,Position,3,4088
88.29,157.07,9.01,um,Spot,Position,3,4089
135.97,161.14,9.31,um,Spot,Position,3,4090
174.31,3.69,10.81,um,Spot,Position,3,4115
188.35,6.57,10.86,um,Spot,Position,3,4117
159.67,11.74,11.35,um,Spot,Position,3,4118
130.63,24.67,11.44,um,Spot,Position,3,4123
161.46,28.37,11.82,um,Spot,Position,3,4125
183.86,32.62,10.92,um,Spot,Position,3,4127
120.97,35.43,10.35,um,Spot,Position,3,4129
140.13,41.94,11.33,um,Spot,Position,3,4130
120.31,44.74,11.01,um,Spot,Position,3,4131
175.96,46.85,11.08,um,Spot,Position,3,4132
40.66,48.26,10.65,um,Spot,Position,3,4133
184.52,48.12,11.86,um,Spot,Position,3,4134
150.53,49.01,11.28,um,Spot,Position,3,4135
120.60,54.67,11.01,um,Spot,Position,3,4136
156.18,58.15,10.57,um,Spot,Position,3,4137
113.82,60.34,11.57,um,Spot,Position,3,4138
199.69,66.68,10.30,um,Spot,Position,3,4139
137.39,69.41,10.85,um,Spot,Position,3,4140
196.12,75.43,11.23,um,Spot,Position,3,4142
171.05,77.53,10.95,um,Spot,Position,3,4143
155.16,81.35,10.49,um,Spot,Position,3,4144
147.10,83.36,11.05,um,Spot,Position,3,4145
199.69,82.61,10.70,um,Spot,Position,3,4146
90.97,85.55,10.31,um,Spot,Position,3,4147
15.36,85.77,11.63,um,Spot,Position,3,4148
176.84,85.84,11.58,um,Spot,Position,3,4149
172.12,87.18,10.24,um,Spot,Position,3,4150
65.17,90.06,11.14,um,Spot,Position,3,4151
159.36,90.35,11.82,um,Spot,Position,3,4152
199.69,90.16,10.84,um,Spot,Position,3,4153
49.09,94.55,10.34,um,Spot,Position,3,4154
189.51,96.30,10.41,um,Spot,Position,3,4155
62.60,99.60,11.52,um,Spot,Position,3,4156
70.66,100.58,11.24,um,Spot,Position,3,4157
103.05,100.69,10.23,um,Spot,Position,3,4158
109.16,102.90,11.85,um,Spot,Position,3,4159
16.87,104.15,10.93,um,Spot,Position,3,4160
181.85,106.05,10.37,um,Spot,Position,3,4161
152.26,107.15,10.81,um,Spot,Position,3,4162
167.63,110.17,11.32,um,Spot,Position,3,4163
52.67,110.46,10.58,um,Spot,Position,3,4164
142.85,113.10,11.43,um,Spot,Position,3,4165
123.68,117.56,11.38,um,Spot,Position,3,4167
31.80,118.85,11.48,um,Spot,Position,3,4168
192.09,118.52,11.83,um,Spot,Position,3,4169
125.49,129.90,10.71,um,Spot,Position,3,4170
82.44,131.65,10.01,um,Spot,Position,3,4172
77.75,137.17,11.24,um,Spot,Position,3,4173
122.32,141.67,11.21,um,Spot,Position,3,4174
50.97,144.90,11.76,um,Spot,Position,3,4175
60.85,148.02,11.41,um,Spot,Position,3,4176
174.47,18.59,12.58,um,Spot,Position,3,4221
163.34,19.51,12.86,um,Spot,Position,3,4222
143.43,36.05,12.79,um,Spot,Position,3,4224
49.75,36.61,12.80,um,Spot,Position,3,4225
3.85,46.42,12.90,um,Spot,Position,3,4228
168.40,46.82,13.19,um,Spot,Position,3,4229
158.17,47.47,13.28,um,Spot,Position,3,4230
52.92,51.17,12.48,um,Spot,Position,3,4233
110.91,52.07,12.47,um,Spot,Position,3,4234
34.83,53.56,12.49,um,Spot,Position,3,4235
17.03,57.65,13.01,um,Spot,Position,3,4236
143.17,63.00,12.84,um,Spot,Position,3,4237
125.92,66.03,12.91,um,Spot,Position,3,4239
186.31,66.63,13.46,um,Spot,Position,3,4240
69.13,67.64,12.92,um,Spot,Position,3,4241
32.02,68.96,12.40,um,Spot,Position,3,4242
45.59,73.70,12.43,um,Spot,Position,3,4244
157.25,75.01,13.66,um,Spot,Position,3,4246
139.11,76.51,13.07,um,Spot,Position,3,4247
164.41,76.74,13.07,um,Spot,Position,3,4248
180.53,80.82,12.82,um,Spot,Position,3,4250
43.09,81.21,13.87,um,Spot,Position,3,4251
160.84,82.90,12.16,um,Spot,Position,3,4252
99.92,86.35,12.70,um,Spot,Position,3,4254
135.00,93.89,13.45,um,Spot,Position,3,4255
82.18,99.32,13.21,um,Spot,Position,3,4256
140.51,101.37,13.41,um,Spot,Position,3,4258
185.81,102.96,13.69,um,Spot,Position,3,4259
29.91,106.76,13.53,um,Spot,Position,3,4261
87.48,107.08,13.26,um,Spot,Position,3,4262
130.61,106.65,13.32,um,Spot,Position,3,4263
111.26,111.63,13.07,um,Spot,Position,3,4264
174.70,112.67,13.08,um,Spot,Position,3,4265
133.78,114.54,12.53,um,Spot,Position,3,4266
191.42,114.67,12.48,um,Spot,Position,3,4267
169.68,117.48,13.62,um,Spot,Position,3,4268
42.60,119.11,12.19,um,Spot,Position,3,4269
161.94,121.17,13.54,um,Spot,Position,3,4270
125.67,124.74,12.38,um,Spot,Position,3,4271
159.21,126.45,12.92,um,Spot,Position,3,4272
55.63,132.91,12.22,um,Spot,Position,3,4273
148.17,132.89,12.09,um,Spot,Position,3,4274
148.93,138.88,12.43,um,Spot,Position,3,4275
130.65,142.55,13.00,um,Spot,Position,3,4276
76.18,144.37,12.37,um,Spot,Position,3,4277
87.07,144.96,12.70,um,Spot,Position,3,4278
150.39,146.93,12.65,um,Spot,Position,3,4279
47.26,148.04,12.64,um,Spot,Position,3,4280
162.49,149.11,13.94,um,Spot,Position,3,4281
138.50,149.93,13.08,um,Spot,Position,3,4283
97.36,152.16,12.13,um,Spot,Position,3,4284
186.43,12.83,14.79,um,Spot,Position,3,4309
194.11,13.15,15.39,um,Spot,Position,3,4310
175.88,29.44,15.05,um,Spot,Position,3,4315
149.57,42.43,15.20,um,Spot,Position,3,4318
189.90,44.76,15.15,um,Spot,Position,3,4321
98.52,50.62,14.71,um,Spot,Position,3,4322
131.49,50.78,15.15,um,Spot,Position,3,4323
40.91,56.22,15.29,um,Spot,Position,3,4324
161.33,64.54,14.97,um,Spot,Position,3,4326
196.13,66.26,15.03,um,Spot,Position,3,4327
121.10,68.81,15.18,um,Spot,Position,3,4328
188.30,70.59,14.45,um,Spot,Position,3,4329
199.69,79.51,15.48,um,Spot,Position,3,4333
188.58,81.58,14.37,um,Spot,Position,3,4334
175.16,85.71,15.21,um,Spot,Position,3,4335
28.31,87.43,15.51,um,Spot,Position,3,4336
55.40,87.58,14.88,um,Spot,Position,3,4337
141.32,87.99,15.74,um,Spot,Position,3,4338
109.54,89.17,15.32,um,Spot,Position,3,4339
113.93,96.19,15.67,um,Spot,Position,3,4341
199.69,98.30,15.95,um,Spot,Position,3,4342
76.90,103.25,15.43,um,Spot,Position,3,4343
116.86,103.61,15.49,um,Spot,Position,3,4344
47.84,104.63,15.47,um,Spot,Position,3,4345
142.81,104.29,14.62,um,Spot,Position,3,4346
198.64,106.13,14.56,um,Spot,Position,3,4347
47.36,112.25,14.65,um,Spot,Position,3,4349
71.55,113.35,14.84,um,Spot,Position,3,4350
158.23,115.87,15.49,um,Spot,Position,3,4351
80.93,118.54,14.77,um,Spot,Position,3,4352
142.14,118.77,14.24,um,Spot,Position,3,4353
26.40,121.18,15.81,um,Spot,Position,3,4354
132.62,122.73,15.82,um,Spot,Position,3,4355
59.04,124.38,14.38,um,Spot,Position,3,4356
102.77,124.44,15.40,um,Spot,Position,3,4357
70.69,125.67,14.74,um,Spot,Position,3,4358
79.47,126.02,15.48,um,Spot,Position,3,4359
34.81,130.56,14.89,um,Spot,Position,3,4360
98.99,132.26,14.29,um,Spot,Position,3,4361
113.66,136.28,15.57,um,Spot,Position,3,4363
163.87,136.11,14.77,um,Spot,Position,3,4364
157.09,137.06,14.63,um,Spot,Position,3,4365
142.24,144.29,14.83,um,Spot,Position,3,4366
84.42,150.97,14.30,um,Spot,Position,3,4367
124.50,153.98,15.08,um,Spot,Position,3,4368
133.68,155.15,15.57,um,Spot,Position,3,4369
188.50,30.10,17.17,um,Spot,Position,3,4400
194.62,36.38,17.09,um,Spot,Position,3,4403
4.06,40.83,16.61,um,Spot,Position,3,4404
179.98,41.85,16.58,um,Spot,Position,3,4405
191.80,58.90,16.52,um,Spot,Position,3,4407
68.93,64.01,17.03,um,Spot,Position,3,4409
18.21,64.61,16.67,um,Spot,Position,3,4410
96.66,74.45,17.21,um,Spot,Position,3,4415
191.98,77.70,16.34,um,Spot,Position,3,4416
147.64,80.00,16.87,um,Spot,Position,3,4417
94.29,82.54,16.16,um,Spot,Position,3,4418
106.20,83.65,16.28,um,Spot,Position,3,4419
36.40,85.17,17.38,um,Spot,Position,3,4420
70.13,86.95,16.68,um,Spot,Position,3,4421
194.91,96.68,16.26,um,Spot,Position,3,4423
30.74,97.68,16.62,um,Spot,Position,3,4424
163.06,98.56,16.39,um,Spot,Position,3,4426
40.33,103.28,16.81,um,Spot,Position,3,4427
160.66,106.17,16.19,um,Spot,Position,3,4428
175.79,106.81,16.20,um,Spot,Position,3,4429
69.09,107.36,16.36,um,Spot,Position,3,4430
98.65,107.25,16.07,um,Spot,Position,3,4431
125.25,108.65,17.07,um,Spot,Position,3,4432
94.80,117.37,17.70,um,Spot,Position,3,4433
59.85,118.52,17.56,um,Spot,Position,3,4434
111.07,119.93,16.71,um,Spot,Position,3,4435
