
Detailed
 ==================== 
Position X Reference Frame,Position Y Reference Frame,Position Z Reference Frame,Unit,Category,Collection,ReferenceFrame,Time,ID,
77.3255,42.7024,63.3693,um,Surface,Position Reference Frame,Reference Frame 1,1,0,
83.6935,47.2841,67.5772,um,Surface,Position Reference Frame,Reference Frame 1,1,1,
83.0486,28.2764,59.916,um,Surface,Position Reference Frame,Reference Frame 1,1,2,
88.1772,26.7233,62.1984,um,Surface,Position Reference Frame,Reference Frame 1,1,3,
90.5962,29.9571,64.5198,um,Surface,Position Reference Frame,Reference Frame 1,1,4,
72.0041,32.4748,51.5758,um,Surface,Position Reference Frame,Reference Frame 1,1,5,
80.2617,29.6358,55.3607,um,Surface,Position Reference Frame,Reference Frame 1,1,6,
87.5969,26.0582,57.4163,um,Surface,Position Reference Frame,Reference Frame 1,1,7,
76.3028,25.1674,53.6828,um,Surface,Position Reference Frame,Reference Frame 1,1,8,
119.117,76.0083,87.6556,um,Surface,Position Reference Frame,Reference Frame 1,1,9,
118.125,61.8466,82.0864,um,Surface,Position Reference Frame,Reference Frame 1,1,10,
122.542,67.9974,87.0981,um,Surface,Position Reference Frame,Reference Frame 1,1,11,
127.878,65.8948,87.8447,um,Surface,Position Reference Frame,Reference Frame 1,1,12,
112.034,69.5469,85.7587,um,Surface,Position Reference Frame,Reference Frame 1,1,13,
111.116,62.5219,82.9258,um,Surface,Position Reference Frame,Reference Frame 1,1,14,
116.79,67.9309,87.0855,um,Surface,Position Reference Frame,Reference Frame 1,1,15,
112.603,75.0566,88.7641,um,Surface,Position Reference Frame,Reference Frame 1,1,16,
123.643,78.7077,94.5809,um,Surface,Position Reference Frame,Reference Frame 1,1,17,
107.77,75.0186,86.1655,um,Surface,Position Reference Frame,Reference Frame 1,1,18,
107.068,68.345,85.2168,um,Surface,Position Reference Frame,Reference Frame 1,1,19,
115.668,79.1915,93.0616,um,Surface,Position Reference Frame,Reference Frame 1,1,20,
117.805,63.6465,87.6785,um,Surface,Position Reference Frame,Reference Frame 1,1,21,
124.482,56.5705,87.0774,um,Surface,Position Reference Frame,Reference Frame 1,1,22,
110.392,49.7305,74.4067,um,Surface,Position Reference Frame,Reference Frame 1,1,23,
115.458,42.618,73.8157,um,Surface,Position Reference Frame,Reference Frame 1,1,24,
120.058,54.7561,80.8795,um,Surface,Position Reference Frame,Reference Frame 1,1,25,
113.425,55.6474,79.9105,um,Surface,Position Reference Frame,Reference Frame 1,1,26,
115.798,49.7433,78.179,um,Surface,Position Reference Frame,Reference Frame 1,1,27,
103.888,56.0123,77.2268,um,Surface,Position Reference Frame,Reference Frame 1,1,28,
101.093,45.7315,71.7659,um,Surface,Position Reference Frame,Reference Frame 1,1,29,
105.707,46.7303,74.466,um,Surface,Position Reference Frame,Reference Frame 1,1,30,
104.297,64.1608,81.3347,um,Surface,Position Reference Frame,Reference Frame 1,1,31,
110.22,43.2763,76.2957,um,Surface,Position Reference Frame,Reference Frame 1,1,32,
116.658,42.0098,78.2489,um,Surface,Position Reference Frame,Reference Frame 1,1,33,
106.217,58.8427,81.6283,um,Surface,Position Reference Frame,Reference Frame 1,1,34,
107.198,52.8606,79.2438,um,Surface,Position Reference Frame,Reference Frame 1,1,35,
117.181,58.3254,85.0043,um,Surface,Position Reference Frame,Reference Frame 1,1,36,
114.352,36.645,76.5348,um,Surface,Position Reference Frame,Reference Frame 1,1,37,
